"plh0206i06","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2019","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2019","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2019","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2019","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2019","no migration background","higher education","","","","","3"
"3 on scale 1-7 ","2019","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2019","no migration background","vocational + Abi","","","","","3"
"4 on scale 1-7","2019","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2019","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2019","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2019","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2019","direct migration background","middle vocational","4","","","","4"
"4 on scale 1-7","2019","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2019","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2019","no migration background","in school","","","","","4"
"4 on scale 1-7","2019","no migration background","inadequately","","","","","4"
"4 on scale 1-7","2019","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2019","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2019","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2019","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2019","direct migration background","inadequately","9","","","","4"
"4 on scale 1-7","2019","direct migration background","general elemantary","3","","","","4"
"4 on scale 1-7","2019","direct migration background","higher education","2","","","","4"
"4 on scale 1-7","2019","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2019","direct migration background","in school","","","","","4"
"4 on scale 1-7","2019","indirect migration background","higher education","","","","","4"
"4 on scale 1-7","2019","no migration background","higher education","","","","","4"
"4 on scale 1-7","2019","indirect migration background","higher vocational","","","","","4"
"5 on scale 1-7","2019","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2019","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2019","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2019","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2019","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2019","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2019","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2019","direct migration background","inadequately","22","","","","5"
"5 on scale 1-7","2019","direct migration background","general elemantary","2","","","","5"
"5 on scale 1-7","2019","direct migration background","middle vocational","2","","","","5"
"5 on scale 1-7","2019","no migration background","in school","","","","","5"
"5 on scale 1-7","2019","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2019","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2019","direct migration background","in school","","","","","5"
"5 on scale 1-7","2019","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2019","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2019","direct migration background","higher education","4","","","","5"
"5 on scale 1-7","2019","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2019","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2019","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2019","no migration background","higher education","","","","","5"
"6 on scale 1-7","2019","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2019","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2019","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2019","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2019","direct migration background","in school","1","","","","6"
"6 on scale 1-7","2019","direct migration background","inadequately","13","","","","6"
"6 on scale 1-7","2019","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2019","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2019","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2019","direct migration background","general elemantary","7","","","","6"
"6 on scale 1-7","2019","direct migration background","middle vocational","3","","","","6"
"6 on scale 1-7","2019","direct migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2019","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2019","direct migration background","higher education","3","","","","6"
"6 on scale 1-7","2019","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2019","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2019","no migration background","in school","","","","","6"
"6 on scale 1-7","2019","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2019","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2019","no migration background","higher education","","","","","6"
"6 on scale 1-7","2019","no migration background","higher vocational","","","","","6"
"7 Strongly agree","2019","no migration background","in school","","","","","7"
"7 Strongly agree","2019","no migration background","inadequately","","","","","7"
"7 Strongly agree","2019","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2019","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2019","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2019","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2019","no migration background","higher education","","","","","7"
"7 Strongly agree","2019","direct migration background","in school","1","","","","7"
"7 Strongly agree","2019","direct migration background","inadequately","76","0.58318570877593","0.499077988356854","0.667293429195007","7"
"7 Strongly agree","2019","direct migration background","general elemantary","39","0.601651845075477","0.468590946913346","0.734712743237608","7"
"7 Strongly agree","2019","direct migration background","middle vocational","23","","","","7"
"7 Strongly agree","2019","direct migration background","vocational + Abi","2","","","","7"
"7 Strongly agree","2019","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2019","direct migration background","higher education","16","","","","7"
"7 Strongly agree","2019","indirect migration background","in school","","","","","7"
"7 Strongly agree","2019","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2019","indirect migration background","general elemantary","","","","","7"
