"plh0206i06","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2019","Lower Saxony","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Lower Saxony","Other degree","","","",""
"2 on scale 1-7 ","2019","Lower Saxony","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2019","Bremen","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Bremen","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Bremen","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Bremen","Other degree","1","","",""
"2 on scale 1-7 ","2019","Bremen","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","North Rhine-Westphalia","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","North Rhine-Westphalia","secondary school degree","","","",""
"2 on scale 1-7 ","2019","North Rhine-Westphalia","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","North Rhine-Westphalia","Other degree","","","",""
"2 on scale 1-7 ","2019","North Rhine-Westphalia","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2019","Hesse","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Hesse","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Hesse","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Hesse","Other degree","","","",""
"2 on scale 1-7 ","2019","Hesse","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","Other degree","","","",""
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Baden-Württemberg","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Baden-Württemberg","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Baden-Württemberg","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Baden-Württemberg","Other degree","","","",""
"2 on scale 1-7 ","2019","Baden-Württemberg","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Bavaria","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Bavaria","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Bavaria","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Bavaria","Other degree","","","",""
"2 on scale 1-7 ","2019","Bavaria","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Berlin","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Berlin","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Berlin","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Berlin","Other degree","","","",""
"2 on scale 1-7 ","2019","Berlin","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Brandenburg","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Brandenburg","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Brandenburg","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Brandenburg","Other degree","","","",""
"2 on scale 1-7 ","2019","Brandenburg","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","Other degree","","","",""
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Saxony","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Saxony","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Saxony","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Saxony","Other degree","","","",""
"2 on scale 1-7 ","2019","Saxony","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Saxony-Anhalt","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Saxony-Anhalt","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Saxony-Anhalt","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Saxony-Anhalt","Other degree","","","",""
"2 on scale 1-7 ","2019","Saxony-Anhalt","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","Thuringia","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","Thuringia","secondary school degree","","","",""
"2 on scale 1-7 ","2019","Thuringia","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Thuringia","Other degree","","","",""
"2 on scale 1-7 ","2019","Thuringia","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Schleswig-Holstein","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Schleswig-Holstein","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Schleswig-Holstein","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Schleswig-Holstein","Other degree","","","",""
"3 on scale 1-7 ","2019","Schleswig-Holstein","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Hamburg","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Hamburg","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Hamburg","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Hamburg","Other degree","","","",""
"3 on scale 1-7 ","2019","Hamburg","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Lower Saxony","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Lower Saxony","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Lower Saxony","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Lower Saxony","Other degree","2","","",""
"3 on scale 1-7 ","2019","Lower Saxony","no degree/no degree yet","3","","",""
"3 on scale 1-7 ","2019","Bremen","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Bremen","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Bremen","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Bremen","Other degree","1","","",""
"3 on scale 1-7 ","2019","Bremen","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2019","North Rhine-Westphalia","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","North Rhine-Westphalia","secondary school degree","","","",""
"3 on scale 1-7 ","2019","North Rhine-Westphalia","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","North Rhine-Westphalia","Other degree","","","",""
"3 on scale 1-7 ","2019","North Rhine-Westphalia","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Hesse","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Hesse","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Hesse","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Hesse","Other degree","","","",""
"3 on scale 1-7 ","2019","Hesse","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","Other degree","","","",""
"3 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Baden-Württemberg","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Baden-Württemberg","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Baden-Württemberg","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Baden-Württemberg","Other degree","","","",""
"3 on scale 1-7 ","2019","Baden-Württemberg","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Bavaria","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Bavaria","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Bavaria","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Bavaria","Other degree","","","",""
"3 on scale 1-7 ","2019","Bavaria","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2019","Berlin","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Berlin","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Berlin","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Berlin","Other degree","","","",""
"3 on scale 1-7 ","2019","Berlin","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Brandenburg","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Brandenburg","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Brandenburg","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Brandenburg","Other degree","","","",""
"3 on scale 1-7 ","2019","Brandenburg","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","Other degree","","","",""
"3 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Saxony","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Saxony","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Saxony","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Saxony","Other degree","","","",""
"3 on scale 1-7 ","2019","Saxony","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Saxony-Anhalt","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Saxony-Anhalt","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Saxony-Anhalt","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Saxony-Anhalt","Other degree","","","",""
"3 on scale 1-7 ","2019","Saxony-Anhalt","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","Thuringia","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","Thuringia","secondary school degree","","","",""
"3 on scale 1-7 ","2019","Thuringia","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Thuringia","Other degree","","","",""
"3 on scale 1-7 ","2019","Thuringia","no degree/no degree yet","","","",""
"4 on scale 1-7","2019","Schleswig-Holstein","lower secondary degree","","","",""
"4 on scale 1-7","2019","Schleswig-Holstein","secondary school degree","","","",""
"4 on scale 1-7","2019","Schleswig-Holstein","college entrance qualification","","","",""
"4 on scale 1-7","2019","Schleswig-Holstein","Other degree","","","",""
"4 on scale 1-7","2019","Schleswig-Holstein","no degree/no degree yet","1","","",""
"4 on scale 1-7","2019","Hamburg","lower secondary degree","","","",""
"4 on scale 1-7","2019","Hamburg","secondary school degree","","","",""
"4 on scale 1-7","2019","Hamburg","college entrance qualification","","","",""
"4 on scale 1-7","2019","Hamburg","Other degree","","","",""
"4 on scale 1-7","2019","Hamburg","no degree/no degree yet","1","","",""
"4 on scale 1-7","2019","Lower Saxony","lower secondary degree","","","",""
"4 on scale 1-7","2019","Lower Saxony","secondary school degree","","","",""
"4 on scale 1-7","2019","Lower Saxony","college entrance qualification","","","",""
"4 on scale 1-7","2019","Lower Saxony","Other degree","2","","",""
"4 on scale 1-7","2019","Lower Saxony","no degree/no degree yet","2","","",""
"4 on scale 1-7","2019","Bremen","lower secondary degree","","","",""
"4 on scale 1-7","2019","Bremen","secondary school degree","","","",""
"4 on scale 1-7","2019","Bremen","college entrance qualification","","","",""
"4 on scale 1-7","2019","Bremen","Other degree","2","","",""
"4 on scale 1-7","2019","Bremen","no degree/no degree yet","","","",""
"4 on scale 1-7","2019","North Rhine-Westphalia","lower secondary degree","","","",""
"4 on scale 1-7","2019","North Rhine-Westphalia","secondary school degree","","","",""
"4 on scale 1-7","2019","North Rhine-Westphalia","college entrance qualification","","","",""
"4 on scale 1-7","2019","North Rhine-Westphalia","Other degree","1","","",""
"4 on scale 1-7","2019","North Rhine-Westphalia","no degree/no degree yet","3","","",""
"4 on scale 1-7","2019","Hesse","lower secondary degree","","","",""
"4 on scale 1-7","2019","Hesse","secondary school degree","","","",""
"4 on scale 1-7","2019","Hesse","college entrance qualification","","","",""
"4 on scale 1-7","2019","Hesse","Other degree","1","","",""
"4 on scale 1-7","2019","Hesse","no degree/no degree yet","","","",""
"4 on scale 1-7","2019","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"4 on scale 1-7","2019","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"4 on scale 1-7","2019","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"4 on scale 1-7","2019","Rhineland-Palatinate,Saarland","Other degree","","","",""
"4 on scale 1-7","2019","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"4 on scale 1-7","2019","Baden-Württemberg","lower secondary degree","","","",""
"4 on scale 1-7","2019","Baden-Württemberg","secondary school degree","","","",""
"4 on scale 1-7","2019","Baden-Württemberg","college entrance qualification","","","",""
"4 on scale 1-7","2019","Baden-Württemberg","Other degree","1","","",""
"4 on scale 1-7","2019","Baden-Württemberg","no degree/no degree yet","1","","",""
