"pli0091_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2017","indirect migration background","middle vocational","50","0.0757527781480143","0.0564520874284761","0.0950534688675525"
"Min 1x per week","2017","indirect migration background","vocational + Abi","7","","",""
"Min 1x per week","2017","indirect migration background","higher vocational","8","","",""
"Min 1x per week","2017","indirect migration background","higher education","15","","",""
"Min 1x per month","2017","no migration background","in school","145","0.552153645587304","0.494921031102423","0.609386260072184"
"Min 1x per month","2017","no migration background","inadequately","19","","",""
"Min 1x per month","2017","no migration background","general elemantary","288","0.139786468417139","0.12336046486926","0.156212471965018"
"Min 1x per month","2017","no migration background","middle vocational","1851","0.184648123334329","0.176984766336381","0.192311480332276"
"Min 1x per month","2017","no migration background","vocational + Abi","397","0.286901046796687","0.263547273153306","0.310254820440067"
"Min 1x per month","2017","no migration background","higher vocational","289","0.194071680844209","0.173303338947537","0.214840022740882"
"Min 1x per month","2017","no migration background","higher education","1356","0.27850011168391","0.266157602478211","0.290842620889608"
"Min 1x per month","2017","direct migration background","in school","15","","",""
"Min 1x per month","2017","direct migration background","inadequately","169","0.091536136762698","0.0800039489288246","0.103068324596571"
"Min 1x per month","2017","direct migration background","general elemantary","178","0.119018539150386","0.10427502286931","0.133762055431461"
"Min 1x per month","2017","direct migration background","middle vocational","320","0.159658947377133","0.145131153070036","0.174186741684229"
"Min 1x per month","2017","direct migration background","vocational + Abi","123","0.189416330144853","0.162023023939717","0.216809636349989"
"Min 1x per month","2017","direct migration background","higher vocational","19","","",""
"Min 1x per month","2017","direct migration background","higher education","360","0.26335270572708","0.24460367365726","0.2821017377969"
"Min 1x per month","2017","indirect migration background","in school","35","0.389624056594947","0.287734812310659","0.491513300879235"
"Min 1x per month","2017","indirect migration background","inadequately","8","","",""
"Min 1x per month","2017","indirect migration background","general elemantary","78","0.297046195942839","0.243618023215457","0.350474368670221"
"Min 1x per month","2017","indirect migration background","middle vocational","255","0.380854907413214","0.345434342144202","0.416275472682225"
"Min 1x per month","2017","indirect migration background","vocational + Abi","36","0.379316610451565","0.295907707908895","0.462725512994234"
"Min 1x per month","2017","indirect migration background","higher vocational","14","","",""
"Min 1x per month","2017","indirect migration background","higher education","106","0.459005873019913","0.401050418332395","0.516961327707432"
"Rarely","2017","no migration background","in school","105","0.312308266431141","0.258970142779349","0.365646390082933"
"Rarely","2017","no migration background","inadequately","62","0.34146481355787","0.269971206298855","0.412958420816886"
"Rarely","2017","no migration background","general elemantary","665","0.357508796605319","0.334806323496483","0.380211269714156"
"Rarely","2017","no migration background","middle vocational","4884","0.457972832757217","0.448132620726727","0.467813044787708"
"Rarely","2017","no migration background","vocational + Abi","793","0.491875715883238","0.466063293265742","0.517688138500734"
"Rarely","2017","no migration background","higher vocational","781","0.577553129718306","0.551614050703273","0.603492208733338"
"Rarely","2017","no migration background","higher education","2743","0.51581139592974","0.50205117562531","0.52957161623417"
"Rarely","2017","direct migration background","in school","14","","",""
"Rarely","2017","direct migration background","inadequately","361","0.235551838794013","0.218581955363356","0.25252172222467"
"Rarely","2017","direct migration background","general elemantary","484","0.376918307765442","0.35485317763658","0.398983437894303"
"Rarely","2017","direct migration background","middle vocational","808","0.382030420120999","0.362759263422218","0.40130157681978"
"Rarely","2017","direct migration background","vocational + Abi","305","0.402123199079","0.367844665596981","0.43640173256102"
"Rarely","2017","direct migration background","higher vocational","43","0.492550492162731","0.389831868559771","0.595269115765692"
