"pgnation","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"59","2012","Not Employed","higher education","1","","",""
"59","2012","Employed","in school","","","",""
"59","2012","Employed","inadequately","","","",""
"59","2012","Employed","general elemantary","","","",""
"59","2012","Employed","middle vocational","","","",""
"59","2012","Employed","vocational + Abi","","","",""
"59","2012","Employed","higher vocational","","","",""
"59","2012","Employed","higher education","","","",""
"60","2012","Not Employed","in school","","","",""
"60","2012","Not Employed","inadequately","","","",""
"60","2012","Not Employed","general elemantary","","","",""
"60","2012","Not Employed","middle vocational","1","","",""
"60","2012","Not Employed","vocational + Abi","","","",""
"60","2012","Not Employed","higher vocational","","","",""
"60","2012","Not Employed","higher education","1","","",""
"60","2012","Employed","in school","","","",""
"60","2012","Employed","inadequately","1","","",""
"60","2012","Employed","general elemantary","3","","",""
"60","2012","Employed","middle vocational","1","","",""
"60","2012","Employed","vocational + Abi","","","",""
"60","2012","Employed","higher vocational","","","",""
"60","2012","Employed","higher education","","","",""
"61","2012","Not Employed","in school","","","",""
"61","2012","Not Employed","inadequately","","","",""
"61","2012","Not Employed","general elemantary","1","","",""
"61","2012","Not Employed","middle vocational","2","","",""
"61","2012","Not Employed","vocational + Abi","","","",""
"61","2012","Not Employed","higher vocational","","","",""
"61","2012","Not Employed","higher education","","","",""
"61","2012","Employed","in school","","","",""
"61","2012","Employed","inadequately","","","",""
"61","2012","Employed","general elemantary","1","","",""
"61","2012","Employed","middle vocational","2","","",""
"61","2012","Employed","vocational + Abi","","","",""
"61","2012","Employed","higher vocational","","","",""
"61","2012","Employed","higher education","2","","",""
"64","2012","Not Employed","in school","","","",""
"64","2012","Not Employed","inadequately","","","",""
"64","2012","Not Employed","general elemantary","","","",""
"64","2012","Not Employed","middle vocational","2","","",""
"64","2012","Not Employed","vocational + Abi","","","",""
"64","2012","Not Employed","higher vocational","","","",""
"64","2012","Not Employed","higher education","1","","",""
"64","2012","Employed","in school","","","",""
"64","2012","Employed","inadequately","","","",""
"64","2012","Employed","general elemantary","","","",""
"64","2012","Employed","middle vocational","1","","",""
"64","2012","Employed","vocational + Abi","1","","",""
"64","2012","Employed","higher vocational","","","",""
"64","2012","Employed","higher education","","","",""
"65","2012","Not Employed","in school","","","",""
"65","2012","Not Employed","inadequately","","","",""
"65","2012","Not Employed","general elemantary","","","",""
"65","2012","Not Employed","middle vocational","2","","",""
"65","2012","Not Employed","vocational + Abi","","","",""
"65","2012","Not Employed","higher vocational","","","",""
"65","2012","Not Employed","higher education","1","","",""
"65","2012","Employed","in school","","","",""
"65","2012","Employed","inadequately","1","","",""
"65","2012","Employed","general elemantary","","","",""
"65","2012","Employed","middle vocational","1","","",""
"65","2012","Employed","vocational + Abi","","","",""
"65","2012","Employed","higher vocational","","","",""
"65","2012","Employed","higher education","","","",""
"66","2012","Not Employed","in school","","","",""
"66","2012","Not Employed","inadequately","","","",""
"66","2012","Not Employed","general elemantary","","","",""
"66","2012","Not Employed","middle vocational","","","",""
"66","2012","Not Employed","vocational + Abi","","","",""
"66","2012","Not Employed","higher vocational","","","",""
"66","2012","Not Employed","higher education","","","",""
"66","2012","Employed","in school","","","",""
"66","2012","Employed","inadequately","","","",""
"66","2012","Employed","general elemantary","","","",""
"66","2012","Employed","middle vocational","","","",""
"66","2012","Employed","vocational + Abi","","","",""
"66","2012","Employed","higher vocational","","","",""
"66","2012","Employed","higher education","","","",""
"67","2012","Not Employed","in school","","","",""
"67","2012","Not Employed","inadequately","3","","",""
"67","2012","Not Employed","general elemantary","1","","",""
"67","2012","Not Employed","middle vocational","2","","",""
"67","2012","Not Employed","vocational + Abi","","","",""
"67","2012","Not Employed","higher vocational","","","",""
"67","2012","Not Employed","higher education","","","",""
"67","2012","Employed","in school","","","",""
"67","2012","Employed","inadequately","","","",""
"67","2012","Employed","general elemantary","1","","",""
"67","2012","Employed","middle vocational","4","","",""
"67","2012","Employed","vocational + Abi","","","",""
"67","2012","Employed","higher vocational","","","",""
"67","2012","Employed","higher education","","","",""
"68","2012","Not Employed","in school","","","",""
"68","2012","Not Employed","inadequately","","","",""
"68","2012","Not Employed","general elemantary","","","",""
"68","2012","Not Employed","middle vocational","","","",""
"68","2012","Not Employed","vocational + Abi","","","",""
"68","2012","Not Employed","higher vocational","","","",""
"68","2012","Not Employed","higher education","1","","",""
"68","2012","Employed","in school","","","",""
"68","2012","Employed","inadequately","","","",""
"68","2012","Employed","general elemantary","","","",""
"68","2012","Employed","middle vocational","","","",""
"68","2012","Employed","vocational + Abi","","","",""
"68","2012","Employed","higher vocational","","","",""
"68","2012","Employed","higher education","3","","",""
"71","2012","Not Employed","in school","","","",""
"71","2012","Not Employed","inadequately","","","",""
"71","2012","Not Employed","general elemantary","","","",""
"71","2012","Not Employed","middle vocational","","","",""
"71","2012","Not Employed","vocational + Abi","","","",""
"71","2012","Not Employed","higher vocational","","","",""
"71","2012","Not Employed","higher education","2","","",""
"71","2012","Employed","in school","","","",""
"71","2012","Employed","inadequately","","","",""
"71","2012","Employed","general elemantary","","","",""
"71","2012","Employed","middle vocational","","","",""
"71","2012","Employed","vocational + Abi","","","",""
"71","2012","Employed","higher vocational","","","",""
"71","2012","Employed","higher education","1","","",""
"73","2012","Not Employed","in school","","","",""
"73","2012","Not Employed","inadequately","","","",""
"73","2012","Not Employed","general elemantary","","","",""
"73","2012","Not Employed","middle vocational","1","","",""
"73","2012","Not Employed","vocational + Abi","","","",""
"73","2012","Not Employed","higher vocational","","","",""
"73","2012","Not Employed","higher education","1","","",""
"73","2012","Employed","in school","","","",""
"73","2012","Employed","inadequately","","","",""
"73","2012","Employed","general elemantary","","","",""
"73","2012","Employed","middle vocational","","","",""
"73","2012","Employed","vocational + Abi","","","",""
"73","2012","Employed","higher vocational","","","",""
"73","2012","Employed","higher education","","","",""
"74","2012","Not Employed","in school","","","",""
"74","2012","Not Employed","inadequately","1","","",""
"74","2012","Not Employed","general elemantary","6","","",""
"74","2012","Not Employed","middle vocational","3","","",""
"74","2012","Not Employed","vocational + Abi","","","",""
"74","2012","Not Employed","higher vocational","","","",""
"74","2012","Not Employed","higher education","","","",""
"74","2012","Employed","in school","","","",""
"74","2012","Employed","inadequately","","","",""
"74","2012","Employed","general elemantary","3","","",""
"74","2012","Employed","middle vocational","2","","",""
"74","2012","Employed","vocational + Abi","","","",""
"74","2012","Employed","higher vocational","","","",""
"74","2012","Employed","higher education","4","","",""
"75","2012","Not Employed","in school","2","","",""
"75","2012","Not Employed","inadequately","","","",""
"75","2012","Not Employed","general elemantary","2","","",""
"75","2012","Not Employed","middle vocational","","","",""
"75","2012","Not Employed","vocational + Abi","","","",""
"75","2012","Not Employed","higher vocational","","","",""
"75","2012","Not Employed","higher education","","","",""
"75","2012","Employed","in school","","","",""
"75","2012","Employed","inadequately","","","",""
"75","2012","Employed","general elemantary","1","","",""
"75","2012","Employed","middle vocational","5","","",""
"75","2012","Employed","vocational + Abi","","","",""
"75","2012","Employed","higher vocational","","","",""
"75","2012","Employed","higher education","","","",""
"76","2012","Not Employed","in school","","","",""
"76","2012","Not Employed","inadequately","2","","",""
"76","2012","Not Employed","general elemantary","6","","",""
"76","2012","Not Employed","middle vocational","1","","",""
"76","2012","Not Employed","vocational + Abi","","","",""
"76","2012","Not Employed","higher vocational","","","",""
"76","2012","Not Employed","higher education","","","",""
"76","2012","Employed","in school","","","",""
"76","2012","Employed","inadequately","2","","",""
"76","2012","Employed","general elemantary","","","",""
