"pgnation","year","migback","n","percent","lower_confidence","upper_confidence"
"97","2011","direct migration background","","","",""
"97","2011","indirect migration background","","","",""
"98","2011","no migration background","1","","",""
"98","2011","direct migration background","12","","",""
"98","2011","indirect migration background","2","","",""
"101","2011","no migration background","","","",""
"101","2011","direct migration background","1","","",""
"101","2011","indirect migration background","","","",""
"102","2011","no migration background","","","",""
"102","2011","direct migration background","4","","",""
"102","2011","indirect migration background","","","",""
"103","2011","no migration background","","","",""
"103","2011","direct migration background","1","","",""
"103","2011","indirect migration background","","","",""
"105","2011","no migration background","","","",""
"105","2011","direct migration background","1","","",""
"105","2011","indirect migration background","","","",""
"108","2011","no migration background","","","",""
"108","2011","direct migration background","1","","",""
"108","2011","indirect migration background","","","",""
"110","2011","no migration background","","","",""
"110","2011","direct migration background","2","","",""
"110","2011","indirect migration background","","","",""
"111","2011","no migration background","","","",""
"111","2011","direct migration background","","","",""
"111","2011","indirect migration background","","","",""
"113","2011","no migration background","","","",""
"113","2011","direct migration background","","","",""
"113","2011","indirect migration background","","","",""
"116","2011","no migration background","1","","",""
"116","2011","direct migration background","4","","",""
"116","2011","indirect migration background","","","",""
"117","2011","no migration background","","","",""
"117","2011","direct migration background","6","","",""
"117","2011","indirect migration background","","","",""
"118","2011","no migration background","3","","",""
