"pgnation","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"181","2013","direct migration background","Rural Area","","","",""
"181","2013","indirect migration background","Urban Area","","","",""
"181","2013","indirect migration background","Rural Area","","","",""
"183","2013","no migration background","Urban Area","","","",""
"183","2013","no migration background","Rural Area","","","",""
"183","2013","direct migration background","Urban Area","","","",""
"183","2013","direct migration background","Rural Area","","","",""
"183","2013","indirect migration background","Urban Area","","","",""
"183","2013","indirect migration background","Rural Area","","","",""
"188","2013","no migration background","Urban Area","","","",""
"188","2013","no migration background","Rural Area","","","",""
"188","2013","direct migration background","Urban Area","","","",""
"188","2013","direct migration background","Rural Area","","","",""
"188","2013","indirect migration background","Urban Area","","","",""
"188","2013","indirect migration background","Rural Area","","","",""
"195","2013","no migration background","Urban Area","","","",""
"195","2013","no migration background","Rural Area","","","",""
"195","2013","direct migration background","Urban Area","","","",""
"195","2013","direct migration background","Rural Area","","","",""
"195","2013","indirect migration background","Urban Area","","","",""
"195","2013","indirect migration background","Rural Area","","","",""
"196","2013","no migration background","Urban Area","","","",""
"196","2013","no migration background","Rural Area","","","",""
"196","2013","direct migration background","Urban Area","","","",""
"196","2013","direct migration background","Rural Area","","","",""
"196","2013","indirect migration background","Urban Area","","","",""
"196","2013","indirect migration background","Rural Area","","","",""
"999","2013","no migration background","Urban Area","","","",""
"999","2013","no migration background","Rural Area","","","",""
"999","2013","direct migration background","Urban Area","","","",""
"999","2013","direct migration background","Rural Area","","","",""
"999","2013","indirect migration background","Urban Area","","","",""
"999","2013","indirect migration background","Rural Area","","","",""
"1","2014","no migration background","Urban Area","12797","0.999299743686532","0.998841636734231","0.999757850638834"
"1","2014","no migration background","Rural Area","7861","0.999812158045747","0.999509231678306","1.00011508441319"
"1","2014","direct migration background","Urban Area","1829","0.429136886870457","0.413587058884687","0.444686714856226"
"1","2014","direct migration background","Rural Area","721","0.486212404866347","0.458937825561348","0.513486984171345"
"1","2014","indirect migration background","Urban Area","1129","0.741861178049609","0.720262845254595","0.763459510844623"
"1","2014","indirect migration background","Rural Area","280","0.757588225107727","0.713072181853785","0.80210426836167"
"2","2014","no migration background","Urban Area","1","","",""
"2","2014","no migration background","Rural Area","","","",""
"2","2014","direct migration background","Urban Area","319","0.111245450892766","0.101366889030255","0.121124012755277"
"2","2014","direct migration background","Rural Area","66","0.0593552675475156","0.0464610295132965","0.0722495055817346"
"2","2014","indirect migration background","Urban Area","149","0.111198914986749","0.0956827350536241","0.126715094919874"
"2","2014","indirect migration background","Rural Area","40","0.106725883035536","0.0746520882947614","0.13879967777631"
"3","2014","no migration background","Urban Area","","","",""
"3","2014","no migration background","Rural Area","","","",""
"3","2014","direct migration background","Urban Area","3","","",""
"3","2014","direct migration background","Rural Area","4","","",""
"3","2014","indirect migration background","Urban Area","","","",""
"3","2014","indirect migration background","Rural Area","","","",""
"4","2014","no migration background","Urban Area","3","","",""
"4","2014","no migration background","Rural Area","","","",""
"4","2014","direct migration background","Urban Area","122","0.0156242165198292","0.0117280163569555","0.0195204166827029"
"4","2014","direct migration background","Rural Area","14","","",""
"4","2014","indirect migration background","Urban Area","78","0.0185654489373097","0.0119032799623473","0.0252276179122721"
"4","2014","indirect migration background","Rural Area","","","",""
"5","2014","no migration background","Urban Area","1","","",""
"5","2014","no migration background","Rural Area","","","",""
"5","2014","direct migration background","Urban Area","171","0.0448304984601424","0.0383293709736826","0.0513316259466023"
"5","2014","direct migration background","Rural Area","39","0.0314555805996228","0.0219306491166708","0.0409805120825747"
