"pgnation","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"24","2012","indirect migration background","West Germany","","","",""
"24","2012","indirect migration background","East Germany","","","",""
"25","2012","no migration background","West Germany","","","",""
"25","2012","no migration background","East Germany","","","",""
"25","2012","direct migration background","West Germany","3","","",""
"25","2012","direct migration background","East Germany","","","",""
"25","2012","indirect migration background","West Germany","1","","",""
"25","2012","indirect migration background","East Germany","","","",""
"26","2012","no migration background","West Germany","","","",""
"26","2012","no migration background","East Germany","","","",""
"26","2012","direct migration background","West Germany","15","","",""
"26","2012","direct migration background","East Germany","1","","",""
"26","2012","indirect migration background","West Germany","","","",""
"26","2012","indirect migration background","East Germany","","","",""
"27","2012","no migration background","West Germany","","","",""
"27","2012","no migration background","East Germany","","","",""
"27","2012","direct migration background","West Germany","","","",""
"27","2012","direct migration background","East Germany","","","",""
"27","2012","indirect migration background","West Germany","","","",""
"27","2012","indirect migration background","East Germany","","","",""
"28","2012","no migration background","West Germany","1","","",""
"28","2012","no migration background","East Germany","","","",""
"28","2012","direct migration background","West Germany","15","","",""
"28","2012","direct migration background","East Germany","","","",""
"28","2012","indirect migration background","West Germany","2","","",""
"28","2012","indirect migration background","East Germany","","","",""
"29","2012","no migration background","West Germany","","","",""
"29","2012","no migration background","East Germany","","","",""
