"pgnation","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"90","2015","in school","Rural Area","","","",""
"90","2015","inadequately","Urban Area","","","",""
"90","2015","inadequately","Rural Area","","","",""
"90","2015","general elemantary","Urban Area","","","",""
"90","2015","general elemantary","Rural Area","","","",""
"90","2015","middle vocational","Urban Area","2","","",""
"90","2015","middle vocational","Rural Area","","","",""
"90","2015","vocational + Abi","Urban Area","","","",""
"90","2015","vocational + Abi","Rural Area","","","",""
"90","2015","higher vocational","Urban Area","","","",""
"90","2015","higher vocational","Rural Area","","","",""
"90","2015","higher education","Urban Area","1","","",""
"90","2015","higher education","Rural Area","1","","",""
"92","2015","in school","Urban Area","","","",""
"92","2015","in school","Rural Area","","","",""
"92","2015","inadequately","Urban Area","","","",""
"92","2015","inadequately","Rural Area","","","",""
"92","2015","general elemantary","Urban Area","","","",""
"92","2015","general elemantary","Rural Area","","","",""
"92","2015","middle vocational","Urban Area","","","",""
"92","2015","middle vocational","Rural Area","","","",""
"92","2015","vocational + Abi","Urban Area","","","",""
"92","2015","vocational + Abi","Rural Area","","","",""
"92","2015","higher vocational","Urban Area","","","",""
"92","2015","higher vocational","Rural Area","","","",""
"92","2015","higher education","Urban Area","","","",""
"92","2015","higher education","Rural Area","","","",""
"94","2015","in school","Urban Area","","","",""
"94","2015","in school","Rural Area","","","",""
"94","2015","inadequately","Urban Area","","","",""
"94","2015","inadequately","Rural Area","","","",""
"94","2015","general elemantary","Urban Area","","","",""
"94","2015","general elemantary","Rural Area","","","",""
"94","2015","middle vocational","Urban Area","","","",""
"94","2015","middle vocational","Rural Area","","","",""
"94","2015","vocational + Abi","Urban Area","","","",""
"94","2015","vocational + Abi","Rural Area","","","",""
"94","2015","higher vocational","Urban Area","","","",""
"94","2015","higher vocational","Rural Area","","","",""
"94","2015","higher education","Urban Area","","","",""
"94","2015","higher education","Rural Area","","","",""
"95","2015","in school","Urban Area","","","",""
"95","2015","in school","Rural Area","","","",""
"95","2015","inadequately","Urban Area","","","",""
"95","2015","inadequately","Rural Area","","","",""
"95","2015","general elemantary","Urban Area","","","",""
"95","2015","general elemantary","Rural Area","","","",""
"95","2015","middle vocational","Urban Area","","","",""
"95","2015","middle vocational","Rural Area","","","",""
"95","2015","vocational + Abi","Urban Area","","","",""
"95","2015","vocational + Abi","Rural Area","","","",""
"95","2015","higher vocational","Urban Area","","","",""
"95","2015","higher vocational","Rural Area","","","",""
"95","2015","higher education","Urban Area","","","",""
"95","2015","higher education","Rural Area","","","",""
"96","2015","in school","Urban Area","","","",""
"96","2015","in school","Rural Area","","","",""
"96","2015","inadequately","Urban Area","","","",""
"96","2015","inadequately","Rural Area","","","",""
"96","2015","general elemantary","Urban Area","","","",""
"96","2015","general elemantary","Rural Area","","","",""
"96","2015","middle vocational","Urban Area","","","",""
"96","2015","middle vocational","Rural Area","","","",""
"96","2015","vocational + Abi","Urban Area","","","",""
"96","2015","vocational + Abi","Rural Area","","","",""
"96","2015","higher vocational","Urban Area","","","",""
"96","2015","higher vocational","Rural Area","","","",""
"96","2015","higher education","Urban Area","","","",""
"96","2015","higher education","Rural Area","","","",""
"97","2015","in school","Urban Area","","","",""
"97","2015","in school","Rural Area","","","",""
"97","2015","inadequately","Urban Area","","","",""
"97","2015","inadequately","Rural Area","","","",""
"97","2015","general elemantary","Urban Area","","","",""
"97","2015","general elemantary","Rural Area","","","",""
"97","2015","middle vocational","Urban Area","","","",""
"97","2015","middle vocational","Rural Area","","","",""
"97","2015","vocational + Abi","Urban Area","","","",""
"97","2015","vocational + Abi","Rural Area","1","","",""
"97","2015","higher vocational","Urban Area","","","",""
"97","2015","higher vocational","Rural Area","","","",""
"97","2015","higher education","Urban Area","2","","",""
"97","2015","higher education","Rural Area","","","",""
"98","2015","in school","Urban Area","","","",""
"98","2015","in school","Rural Area","","","",""
"98","2015","inadequately","Urban Area","","","",""
"98","2015","inadequately","Rural Area","2","","",""
"98","2015","general elemantary","Urban Area","2","","",""
"98","2015","general elemantary","Rural Area","","","",""
"98","2015","middle vocational","Urban Area","1","","",""
"98","2015","middle vocational","Rural Area","5","","",""
"98","2015","vocational + Abi","Urban Area","","","",""
"98","2015","vocational + Abi","Rural Area","1","","",""
"98","2015","higher vocational","Urban Area","","","",""
"98","2015","higher vocational","Rural Area","","","",""
"98","2015","higher education","Urban Area","1","","",""
"98","2015","higher education","Rural Area","","","",""
"101","2015","in school","Urban Area","","","",""
"101","2015","in school","Rural Area","","","",""
"101","2015","inadequately","Urban Area","","","",""
"101","2015","inadequately","Rural Area","","","",""
"101","2015","general elemantary","Urban Area","","","",""
"101","2015","general elemantary","Rural Area","","","",""
"101","2015","middle vocational","Urban Area","","","",""
"101","2015","middle vocational","Rural Area","","","",""
"101","2015","vocational + Abi","Urban Area","1","","",""
"101","2015","vocational + Abi","Rural Area","","","",""
"101","2015","higher vocational","Urban Area","","","",""
"101","2015","higher vocational","Rural Area","","","",""
"101","2015","higher education","Urban Area","","","",""
"101","2015","higher education","Rural Area","","","",""
"102","2015","in school","Urban Area","","","",""
"102","2015","in school","Rural Area","","","",""
"102","2015","inadequately","Urban Area","1","","",""
"102","2015","inadequately","Rural Area","","","",""
"102","2015","general elemantary","Urban Area","1","","",""
"102","2015","general elemantary","Rural Area","","","",""
"102","2015","middle vocational","Urban Area","","","",""
"102","2015","middle vocational","Rural Area","","","",""
"102","2015","vocational + Abi","Urban Area","","","",""
"102","2015","vocational + Abi","Rural Area","","","",""
"102","2015","higher vocational","Urban Area","","","",""
"102","2015","higher vocational","Rural Area","","","",""
"102","2015","higher education","Urban Area","","","",""
"102","2015","higher education","Rural Area","","","",""
"103","2015","in school","Urban Area","","","",""
"103","2015","in school","Rural Area","","","",""
"103","2015","inadequately","Urban Area","","","",""
"103","2015","inadequately","Rural Area","","","",""
"103","2015","general elemantary","Urban Area","","","",""
"103","2015","general elemantary","Rural Area","","","",""
"103","2015","middle vocational","Urban Area","3","","",""
"103","2015","middle vocational","Rural Area","","","",""
"103","2015","vocational + Abi","Urban Area","2","","",""
"103","2015","vocational + Abi","Rural Area","2","","",""
"103","2015","higher vocational","Urban Area","","","",""
"103","2015","higher vocational","Rural Area","","","",""
"103","2015","higher education","Urban Area","3","","",""
"103","2015","higher education","Rural Area","2","","",""
"108","2015","in school","Urban Area","","","",""
"108","2015","in school","Rural Area","","","",""
"108","2015","inadequately","Urban Area","","","",""
"108","2015","inadequately","Rural Area","","","",""
"108","2015","general elemantary","Urban Area","","","",""
"108","2015","general elemantary","Rural Area","","","",""
"108","2015","middle vocational","Urban Area","1","","",""
"108","2015","middle vocational","Rural Area","1","","",""
"108","2015","vocational + Abi","Urban Area","1","","",""
"108","2015","vocational + Abi","Rural Area","","","",""
"108","2015","higher vocational","Urban Area","","","",""
"108","2015","higher vocational","Rural Area","","","",""
"108","2015","higher education","Urban Area","","","",""
"108","2015","higher education","Rural Area","","","",""
"110","2015","in school","Urban Area","","","",""
"110","2015","in school","Rural Area","","","",""
"110","2015","inadequately","Urban Area","","","",""
"110","2015","inadequately","Rural Area","","","",""
"110","2015","general elemantary","Urban Area","1","","",""
"110","2015","general elemantary","Rural Area","","","",""
"110","2015","middle vocational","Urban Area","1","","",""
"110","2015","middle vocational","Rural Area","","","",""
"110","2015","vocational + Abi","Urban Area","4","","",""
"110","2015","vocational + Abi","Rural Area","","","",""
"110","2015","higher vocational","Urban Area","","","",""
"110","2015","higher vocational","Rural Area","","","",""
"110","2015","higher education","Urban Area","1","","",""
"110","2015","higher education","Rural Area","","","",""
"111","2015","in school","Urban Area","","","",""
"111","2015","in school","Rural Area","","","",""
"111","2015","inadequately","Urban Area","","","",""
"111","2015","inadequately","Rural Area","","","",""
"111","2015","general elemantary","Urban Area","","","",""
"111","2015","general elemantary","Rural Area","","","",""
"111","2015","middle vocational","Urban Area","","","",""
"111","2015","middle vocational","Rural Area","","","",""
"111","2015","vocational + Abi","Urban Area","","","",""
"111","2015","vocational + Abi","Rural Area","","","",""
"111","2015","higher vocational","Urban Area","","","",""
"111","2015","higher vocational","Rural Area","","","",""
"111","2015","higher education","Urban Area","","","",""
"111","2015","higher education","Rural Area","","","",""
"113","2015","in school","Urban Area","","","",""
"113","2015","in school","Rural Area","","","",""
"113","2015","inadequately","Urban Area","","","",""
"113","2015","inadequately","Rural Area","","","",""
"113","2015","general elemantary","Urban Area","","","",""
"113","2015","general elemantary","Rural Area","","","",""
"113","2015","middle vocational","Urban Area","","","",""
"113","2015","middle vocational","Rural Area","","","",""
"113","2015","vocational + Abi","Urban Area","","","",""
"113","2015","vocational + Abi","Rural Area","","","",""
"113","2015","higher vocational","Urban Area","","","",""
"113","2015","higher vocational","Rural Area","","","",""
"113","2015","higher education","Urban Area","1","","",""
"113","2015","higher education","Rural Area","","","",""
"116","2015","in school","Urban Area","","","",""
"116","2015","in school","Rural Area","","","",""
"116","2015","inadequately","Urban Area","","","",""
"116","2015","inadequately","Rural Area","","","",""
