"transab_cat","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2013","Hesse","higher vocational","4","","","","2"
"Low transfer dependency","2013","Hesse","higher education","30","0.0289376662271614","0.0153653306545699","0.0425100017997529","2"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","in school","4","","","","2"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","inadequately","10","","","","2"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","general elemantary","35","0.0661466191847704","0.0382538684985723","0.0940393698709686","2"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","middle vocational","66","0.0579728101628805","0.0420263235662713","0.0739192967594897","2"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","vocational + Abi","8","","","","2"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","higher vocational","2","","","","2"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","higher education","3","","","","2"
"Low transfer dependency","2013","Baden-Württemberg","in school","11","","","","2"
"Low transfer dependency","2013","Berlin","vocational + Abi","16","","","","2"
"Low transfer dependency","2013","Berlin","higher vocational","3","","","","2"
"Low transfer dependency","2013","Berlin","higher education","26","","","","2"
"Low transfer dependency","2013","Brandenburg","in school","3","","","","2"
"Low transfer dependency","2013","Brandenburg","inadequately","4","","","","2"
"Low transfer dependency","2013","Brandenburg","general elemantary","11","","","","2"
"Low transfer dependency","2013","Brandenburg","middle vocational","60","0.0561618205764173","0.0367610572402174","0.0755625839126173","2"
"Low transfer dependency","2013","Brandenburg","vocational + Abi","18","","","","2"
"Low transfer dependency","2013","Brandenburg","higher vocational","2","","","","2"
"Low transfer dependency","2013","Brandenburg","higher education","8","","","","2"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","in school","5","","","","2"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","inadequately","1","","","","2"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","general elemantary","8","","","","2"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","middle vocational","53","0.107354619347054","0.0731690621251473","0.141540176568961","2"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","vocational + Abi","5","","","","2"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","higher vocational","8","","","","2"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","higher education","3","","","","2"
"Low transfer dependency","2013","Saxony","in school","4","","","","2"
"Low transfer dependency","2013","Saxony","inadequately","1","","","","2"
"Low transfer dependency","2013","Saxony","general elemantary","10","","","","2"
"Low transfer dependency","2013","Saxony","middle vocational","94","0.064014856362579","0.0483082581396343","0.0797214545855237","2"
"Low transfer dependency","2013","Saxony","vocational + Abi","6","","","","2"
"Low transfer dependency","2013","Saxony","higher vocational","8","","","","2"
"Low transfer dependency","2013","Saxony","higher education","34","0.0533504290185542","0.0333292803982746","0.0733715776388338","2"
"Low transfer dependency","2013","Saxony-Anhalt","in school","","","","","2"
"Low transfer dependency","2013","Saxony-Anhalt","inadequately","6","","","","2"
"Low transfer dependency","2013","Saxony-Anhalt","general elemantary","12","","","","2"
"Low transfer dependency","2013","Saxony-Anhalt","middle vocational","49","0.0770922609707452","0.054820383588572","0.0993641383529185","2"
"Low transfer dependency","2013","Saxony-Anhalt","vocational + Abi","3","","","","2"
"Low transfer dependency","2013","Saxony-Anhalt","higher vocational","4","","","","2"
"Low transfer dependency","2013","Saxony-Anhalt","higher education","9","","","","2"
"Low transfer dependency","2013","Thuringia","in school","3","","","","2"
"Low transfer dependency","2013","Thuringia","inadequately","3","","","","2"
"Low transfer dependency","2013","Thuringia","general elemantary","5","","","","2"
"Low transfer dependency","2013","Thuringia","middle vocational","50","0.0740490884984111","0.0532694966090518","0.0948286803877704","2"
"Low transfer dependency","2013","Thuringia","vocational + Abi","7","","","","2"
"Low transfer dependency","2013","Thuringia","higher vocational","4","","","","2"
"Low transfer dependency","2013","Thuringia","higher education","11","","","","2"
"Low transfer dependency","2013","Baden-Württemberg","inadequately","8","","","","2"
"Low transfer dependency","2013","Baden-Württemberg","general elemantary","48","0.0575357907658398","0.0376356249378775","0.077435956593802","2"
"Low transfer dependency","2013","Baden-Württemberg","middle vocational","113","0.048775637694208","0.0383918781028939","0.0591593972855221","2"
"Low transfer dependency","2013","Baden-Württemberg","vocational + Abi","23","","","","2"
"Low transfer dependency","2013","Baden-Württemberg","higher vocational","13","","","","2"
"Low transfer dependency","2013","Baden-Württemberg","higher education","30","0.019550823510567","0.0102868027898039","0.0288148442313301","2"
"Low transfer dependency","2013","Bavaria","in school","12","","","","2"
"Low transfer dependency","2013","Bavaria","inadequately","6","","","","2"
"Low transfer dependency","2013","Bavaria","general elemantary","46","0.0612223413337363","0.0416100432771942","0.0808346393902784","2"
"Low transfer dependency","2013","Bavaria","middle vocational","168","0.0500209213176288","0.0413483862095214","0.0586934564257362","2"
"Low transfer dependency","2013","Bavaria","vocational + Abi","32","0.0780047045943132","0.0491574956682","0.106851913520426","2"
"Low transfer dependency","2013","Bavaria","higher vocational","13","","","","2"
"Low transfer dependency","2013","Bavaria","higher education","39","0.0229917241931943","0.013720947369869","0.0322625010165195","2"
"Low transfer dependency","2013","Berlin","in school","2","","","","2"
"Low transfer dependency","2013","Berlin","inadequately","6","","","","2"
"Low transfer dependency","2013","Berlin","general elemantary","12","","","","2"
"Low transfer dependency","2013","Berlin","middle vocational","43","0.0914253302102222","0.0642785876698374","0.118572072750607","2"
"No transfer dependency","2013","Schleswig-Holstein","in school","","","","","0"
"No transfer dependency","2013","Schleswig-Holstein","inadequately","3","","","","0"
"No transfer dependency","2013","Schleswig-Holstein","general elemantary","33","0.40264859027877","0.321984181180539","0.483312999377002","0"
"No transfer dependency","2013","Schleswig-Holstein","middle vocational","179","0.513146431673662","0.469681793341151","0.556611070006173","0"
"No transfer dependency","2013","Schleswig-Holstein","vocational + Abi","24","","","","0"
"No transfer dependency","2013","Schleswig-Holstein","higher vocational","17","","","","0"
"No transfer dependency","2013","Schleswig-Holstein","higher education","65","0.628906502645159","0.557534731891638","0.70027827339868","0"
"No transfer dependency","2013","Hamburg","in school","","","","","0"
"No transfer dependency","2013","Hamburg","inadequately","3","","","","0"
"No transfer dependency","2013","Hamburg","general elemantary","13","","","","0"
"No transfer dependency","2013","Hamburg","middle vocational","98","0.727184013411038","0.668460906731728","0.785907120090349","0"
"No transfer dependency","2013","Hamburg","vocational + Abi","19","","","","0"
"No transfer dependency","2013","Hamburg","higher vocational","12","","","","0"
"No transfer dependency","2013","Hamburg","higher education","57","0.53534980824465","0.459478786430864","0.611220830058436","0"
"No transfer dependency","2013","Lower Saxony","in school","","","","","0"
"No transfer dependency","2013","Lower Saxony","inadequately","13","","","","0"
"No transfer dependency","2013","Lower Saxony","general elemantary","120","0.489104609501336","0.441691217797629","0.536518001205043","0"
"No transfer dependency","2013","Lower Saxony","middle vocational","530","0.525913049560714","0.499606370882412","0.552219728239017","0"
"No transfer dependency","2013","Lower Saxony","vocational + Abi","50","0.421054325514033","0.352109297672049","0.489999353356017","0"
"No transfer dependency","2013","Lower Saxony","higher vocational","43","0.401285357182661","0.318602056899823","0.4839686574655","0"
"No transfer dependency","2013","North Rhine-Westphalia","middle vocational","1040","0.573760557268857","0.554810026261356","0.592711088276357","0"
"No transfer dependency","2013","North Rhine-Westphalia","vocational + Abi","164","0.449782035707566","0.412000516925713","0.48756355448942","0"
"No transfer dependency","2013","North Rhine-Westphalia","higher vocational","138","0.595163748277399","0.54007586260239","0.650251633952407","0"
"No transfer dependency","2013","North Rhine-Westphalia","higher education","515","0.542008650383557","0.515079852842019","0.568937447925096","0"
"No transfer dependency","2013","Hesse","in school","1","","","","0"
"No transfer dependency","2013","Hesse","inadequately","12","","","","0"
"No transfer dependency","2013","Hesse","general elemantary","82","0.478906541418251","0.418184744876911","0.53962833795959","0"
"No transfer dependency","2013","Hesse","middle vocational","358","0.571708703272569","0.539272026133206","0.604145380411932","0"
"No transfer dependency","2013","Hesse","vocational + Abi","69","0.586359541400648","0.517761929056284","0.654957153745011","0"
"No transfer dependency","2013","Hesse","higher vocational","34","0.492647382177707","0.389928463876135","0.595366300479278","0"
"No transfer dependency","2013","Hesse","higher education","224","0.544502417190241","0.504180402143185","0.584824432237296","0"
"No transfer dependency","2013","Rhineland-Palatinate,Saarland","in school","","","","","0"
"No transfer dependency","2013","Rhineland-Palatinate,Saarland","inadequately","3","","","","0"
"No transfer dependency","2013","Rhineland-Palatinate,Saarland","general elemantary","98","0.526839371353764","0.470806667109931","0.582872075597596","0"
"No transfer dependency","2013","Rhineland-Palatinate,Saarland","middle vocational","326","0.561777243685401","0.527920073909931","0.595634413460871","0"
