"transab_cat","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2013","Berlin","Male","50","0.0847264646153182","0.060675667677394","0.108777261553242"
"Low transfer dependency","2013","Berlin","Female","60","0.0734244862576748","0.0533107523762739","0.0935382201390757"
"Low transfer dependency","2013","Brandenburg","Male","51","0.0486934121842379","0.0301946880602391","0.0671921363082367"
"Low transfer dependency","2013","Brandenburg","Female","59","0.0498742857365341","0.0327255681960384","0.0670230032770298"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","Male","33","0.0720753399072826","0.0411708443711292","0.102979835443436"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","Female","50","0.128469380079237","0.0928497519452771","0.164089008213197"
"Low transfer dependency","2013","Saxony","Male","73","0.0635948644304867","0.0471411993487235","0.0800485295122499"
"Low transfer dependency","2013","Saxony","Female","85","0.0600704761764259","0.0449125329247912","0.0752284194280606"
"Low transfer dependency","2013","Saxony-Anhalt","Male","39","0.0759285595509232","0.0523058407568142","0.0995512783450322"
"Low transfer dependency","2013","Saxony-Anhalt","Female","47","0.068641239953947","0.0480818091553081","0.0892006707525859"
"Low transfer dependency","2013","Thuringia","Male","37","0.0742521831589704","0.0507239203040709","0.09778044601387"
"Low transfer dependency","2013","Thuringia","Female","47","0.0659201085153576","0.0457775431402653","0.0860626738904499"
"High transfer dependency","2013","Schleswig-Holstein","Male","28","","",""
"High transfer dependency","2013","Schleswig-Holstein","Female","42","0.0364536905319189","0.0213181654891679","0.0515892155746699"
"High transfer dependency","2013","Hamburg","Male","12","","",""
"High transfer dependency","2013","Hamburg","Female","18","","",""
"High transfer dependency","2013","Lower Saxony","Male","68","0.034608880505348","0.0248656007908842","0.0443521602198118"
"High transfer dependency","2013","Lower Saxony","Female","84","0.0395918728819361","0.0299859616275724","0.0491977841362998"
"High transfer dependency","2013","Bremen","Male","15","","",""
"High transfer dependency","2013","Bremen","Female","13","","",""
"High transfer dependency","2013","North Rhine-Westphalia","Male","122","0.0250448094788094","0.0194164726323671","0.0306731463252517"
"High transfer dependency","2013","North Rhine-Westphalia","Female","189","0.0290734998297963","0.0234865468194234","0.0346604528401693"
"High transfer dependency","2013","Hesse","Male","38","0.0286854212091411","0.0183961863002126","0.0389746561180696"
"High transfer dependency","2013","Hesse","Female","58","0.0264013045546755","0.0173377502262356","0.0354648588831154"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","Male","17","","",""
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","Female","35","0.0198450691140882","0.0110997737575334","0.0285903644706429"
"High transfer dependency","2013","Baden-Württemberg","Male","39","0.0135545605772881","0.00813539472932604","0.0189737264252501"
"High transfer dependency","2013","Baden-Württemberg","Female","73","0.0169116871455476","0.0113490212127671","0.0224743530783281"
"High transfer dependency","2013","Bavaria","Male","43","0.014153598790992","0.00927058438480865","0.0190366131971753"
"High transfer dependency","2013","Bavaria","Female","74","0.0155522528838887","0.0108936420213869","0.0202108637463904"
"High transfer dependency","2013","Berlin","Male","31","0.049306142866145","0.030607274029927","0.0680050117023629"
"High transfer dependency","2013","Berlin","Female","60","0.051728772204703","0.0346497027760946","0.0688078416333113"
"High transfer dependency","2013","Brandenburg","Male","24","","",""
"High transfer dependency","2013","Brandenburg","Female","39","0.0411608120536214","0.0255106938754993","0.0568109302317436"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","Male","15","","",""
"High transfer dependency","2013","Mecklenburg-Western Pomerania","Female","21","","",""
"High transfer dependency","2013","Saxony","Male","31","0.0359669189913252","0.0234119014607169","0.0485219365219335"
"High transfer dependency","2013","Saxony","Female","48","0.0426219448536599","0.0297358756457219","0.055508014061598"
"High transfer dependency","2013","Saxony-Anhalt","Male","33","0.0735637248113267","0.0502820533133255","0.096845396309328"
"High transfer dependency","2013","Saxony-Anhalt","Female","45","0.0551371028072249","0.0365775976058683","0.0736966080085814"
"High transfer dependency","2013","Thuringia","Male","22","","",""
"High transfer dependency","2013","Thuringia","Female","43","0.061643014368541","0.0421203182974917","0.0811657104395902"
"Very high transfer dependency","2013","Schleswig-Holstein","Male","14","","",""
"Very high transfer dependency","2013","Schleswig-Holstein","Female","22","","",""
"Very high transfer dependency","2013","Hamburg","Male","4","","",""
"Very high transfer dependency","2013","Hamburg","Female","10","","",""
"Very high transfer dependency","2013","Lower Saxony","Male","47","0.0252643591215777","0.0168995254201492","0.0336291928230061"
"Very high transfer dependency","2013","Lower Saxony","Female","70","0.0264483941379139","0.0185436689430939","0.034353119332734"
"Very high transfer dependency","2013","Bremen","Male","4","","",""
"Very high transfer dependency","2013","Bremen","Female","14","","",""
"Very high transfer dependency","2013","North Rhine-Westphalia","Male","63","0.0126572336960323","0.00863069144053467","0.0166837759515299"
"Very high transfer dependency","2013","North Rhine-Westphalia","Female","119","0.0205344085824678","0.0158184620189194","0.0252503551460162"
"Very high transfer dependency","2013","Hesse","Male","19","","",""
"Very high transfer dependency","2013","Hesse","Female","27","","",""
"Very high transfer dependency","2013","Rhineland-Palatinate,Saarland","Male","11","","",""
"Very high transfer dependency","2013","Rhineland-Palatinate,Saarland","Female","26","","",""
"Very high transfer dependency","2013","Baden-Württemberg","Male","16","","",""
"Very high transfer dependency","2013","Baden-Württemberg","Female","27","","",""
"Very high transfer dependency","2013","Bavaria","Male","21","","",""
"Very high transfer dependency","2013","Bavaria","Female","42","0.00989267920557225","0.00616651881840381","0.0136188395927407"
"Very high transfer dependency","2013","Berlin","Male","21","","",""
"Very high transfer dependency","2013","Berlin","Female","37","0.0435617104399855","0.0278214189373471","0.0593020019426239"
"Very high transfer dependency","2013","Brandenburg","Male","32","0.0465208042876229","0.0284188427742179","0.0646227658010279"
"Very high transfer dependency","2013","Brandenburg","Female","48","0.0500092021424702","0.032838524750286","0.0671798795346545"
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","Male","7","","",""
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","Female","21","","",""
"Very high transfer dependency","2013","Saxony","Male","31","0.0221686982614162","0.0122416118919869","0.0320957846308455"
"Very high transfer dependency","2013","Saxony","Female","51","0.0310598708293919","0.0199933682925072","0.0421263733662765"
"Very high transfer dependency","2013","Saxony-Anhalt","Male","21","","",""
"Very high transfer dependency","2013","Saxony-Anhalt","Female","38","0.0403682834487561","0.0243641389912375","0.0563724279062747"
"Very high transfer dependency","2013","Thuringia","Male","8","","",""
"Very high transfer dependency","2013","Thuringia","Female","20","","",""
"Complete transfer dependency","2013","Schleswig-Holstein","Male","16","","",""
"Complete transfer dependency","2013","Schleswig-Holstein","Female","13","","",""
"Complete transfer dependency","2013","Hamburg","Male","7","","",""
"Complete transfer dependency","2013","Hamburg","Female","8","","",""
"Complete transfer dependency","2013","Lower Saxony","Male","29","","",""
"Complete transfer dependency","2013","Lower Saxony","Female","32","0.00749333811341892","0.00324506906428956","0.0117416071625483"
"Complete transfer dependency","2013","Bremen","Male","5","","",""
"Complete transfer dependency","2013","Bremen","Female","12","","",""
"Complete transfer dependency","2013","North Rhine-Westphalia","Male","79","0.0271299406175721","0.0212782584719743","0.0329816227631699"
"Complete transfer dependency","2013","North Rhine-Westphalia","Female","99","0.0229254011973956","0.017948540124331","0.0279022622704601"
"Complete transfer dependency","2013","Hesse","Male","17","","",""
"Complete transfer dependency","2013","Hesse","Female","28","","",""
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","Male","7","","",""
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","Female","13","","",""
"Complete transfer dependency","2013","Baden-Württemberg","Male","21","","",""
"Complete transfer dependency","2013","Baden-Württemberg","Female","28","","",""
"Complete transfer dependency","2013","Bavaria","Male","23","","",""
"Complete transfer dependency","2013","Bavaria","Female","27","","",""
"Complete transfer dependency","2013","Berlin","Male","19","","",""
"Complete transfer dependency","2013","Berlin","Female","20","","",""
"Complete transfer dependency","2013","Brandenburg","Male","19","","",""
"Complete transfer dependency","2013","Brandenburg","Female","10","","",""
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","Male","9","","",""
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","Female","7","","",""
"Complete transfer dependency","2013","Saxony","Male","18","","",""
"Complete transfer dependency","2013","Saxony","Female","18","","",""
"Complete transfer dependency","2013","Saxony-Anhalt","Male","19","","",""
"Complete transfer dependency","2013","Saxony-Anhalt","Female","23","","",""
"Complete transfer dependency","2013","Thuringia","Male","10","","",""
"Complete transfer dependency","2013","Thuringia","Female","15","","",""
"No transfer dependency","2014","Schleswig-Holstein","Male","148","0.536719414959773","0.488685982386061","0.584752847533485"
"No transfer dependency","2014","Schleswig-Holstein","Female","171","0.565616062552635","0.52313503701807","0.608097088087199"
"No transfer dependency","2014","Hamburg","Male","87","0.603476190213904","0.53731502447676","0.669637355951049"
"No transfer dependency","2014","Hamburg","Female","88","0.58663969221115","0.524597016969842","0.648682367452458"
"No transfer dependency","2014","Lower Saxony","Male","440","0.488419623713539","0.460563753387187","0.516275494039891"
"No transfer dependency","2014","Lower Saxony","Female","482","0.520682590041812","0.494401008982448","0.546964171101175"
"No transfer dependency","2014","Bremen","Male","27","","",""
"No transfer dependency","2014","Bremen","Female","36","0.583873699740955","0.493784815118782","0.673962584363128"
"No transfer dependency","2014","North Rhine-Westphalia","Male","922","0.491109619265968","0.471934150202815","0.510285088329121"
"No transfer dependency","2014","North Rhine-Westphalia","Female","1009","0.495553242336196","0.477921632564011","0.513184852108382"
"No transfer dependency","2014","Hesse","Male","331","0.507881105379013","0.475109676350215","0.540652534407811"
"No transfer dependency","2014","Hesse","Female","337","0.481810723880641","0.451071173460665","0.512550274300617"
"No transfer dependency","2014","Rhineland-Palatinate,Saarland","Male","272","0.513833915329441","0.477871417314667","0.549796413344215"
"No transfer dependency","2014","Rhineland-Palatinate,Saarland","Female","317","0.544513104882267","0.511571637235443","0.577454572529091"
"No transfer dependency","2014","Baden-Württemberg","Male","535","0.530083819925522","0.50495198212655","0.555215657724495"
