"transab_cat","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2018","college entrance qualification","direct migration background","31","0.0474493412641587","0.0268707662974788","0.0680279162308385"
"Low transfer dependency","2018","college entrance qualification","indirect migration background","45","0.0517903058528584","0.0335980273217541","0.0699825843839628"
"Low transfer dependency","2018","Other degree","no migration background","17","","",""
"Low transfer dependency","2018","Other degree","direct migration background","387","0.0723781536805905","0.0647847257367508","0.0799715816244301"
"Low transfer dependency","2018","Other degree","indirect migration background","4","","",""
"Low transfer dependency","2018","no degree/no degree yet","no migration background","61","0.0736566689619095","0.053161673661673","0.0941516642621461"
"Low transfer dependency","2018","no degree/no degree yet","direct migration background","115","0.139493804348815","0.122689928708178","0.156297679989452"
"Low transfer dependency","2018","no degree/no degree yet","indirect migration background","29","","",""
"High transfer dependency","2018","lower secondary degree","no migration background","179","0.0268216594334469","0.0223099624214439","0.0313333564454499"
"High transfer dependency","2018","lower secondary degree","direct migration background","33","0.0285335912860962","0.0130472538451676","0.0440199287270248"
"High transfer dependency","2018","lower secondary degree","indirect migration background","35","0.0848888732593301","0.055813651161267","0.113964095357393"
"High transfer dependency","2018","secondary school degree","no migration background","152","0.015707484471001","0.0126819083679247","0.0187330605740773"
"High transfer dependency","2018","secondary school degree","direct migration background","20","","",""
"High transfer dependency","2018","secondary school degree","indirect migration background","23","","",""
"High transfer dependency","2018","college entrance qualification","no migration background","84","0.0110531473653609","0.00853802613335714","0.0135682685973647"
"High transfer dependency","2018","college entrance qualification","direct migration background","18","","",""
"High transfer dependency","2018","college entrance qualification","indirect migration background","37","0.0496708142865141","0.0318347784353629","0.0675068501376654"
"High transfer dependency","2018","Other degree","no migration background","11","","",""
"High transfer dependency","2018","Other degree","direct migration background","383","0.0593128586387114","0.0523906342431219","0.0662350830343008"
"High transfer dependency","2018","Other degree","indirect migration background","4","","",""
"High transfer dependency","2018","no degree/no degree yet","no migration background","36","0.0485307044157352","0.0316705525295499","0.0653908563019205"
"High transfer dependency","2018","no degree/no degree yet","direct migration background","182","0.116949625852617","0.101363177799152","0.132536073906081"
"High transfer dependency","2018","no degree/no degree yet","indirect migration background","32","0.138566872953583","0.090684729242429","0.186449016664738"
"Very high transfer dependency","2018","lower secondary degree","no migration background","108","0.0153152643827034","0.0118859149536763","0.0187446138117305"
"Very high transfer dependency","2018","lower secondary degree","direct migration background","25","","",""
"Very high transfer dependency","2018","lower secondary degree","indirect migration background","12","","",""
"Very high transfer dependency","2018","secondary school degree","no migration background","93","0.0103212989334757","0.0078620246938613","0.0127805731730901"
"Very high transfer dependency","2018","secondary school degree","direct migration background","10","","",""
"Very high transfer dependency","2018","secondary school degree","indirect migration background","13","","",""
"Very high transfer dependency","2018","college entrance qualification","no migration background","40","0.00650900696674981","0.00457450666298285","0.00844350727051677"
"Very high transfer dependency","2018","college entrance qualification","direct migration background","12","","",""
"Very high transfer dependency","2018","college entrance qualification","indirect migration background","7","","",""
"Very high transfer dependency","2018","Other degree","no migration background","5","","",""
