"transab_cat","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2015","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Very high transfer dependency","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"Very high transfer dependency","2015","1-pers.-HH","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","2015","1-pers.-HH","(3b) higher tertiary education","12","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(0) in school","","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(1b) general elementary school","6","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(1c) basic vocational qualification","18","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(2a) intermediate vocational","5","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","7","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2015","(Married) couple without C. ","(3b) higher tertiary education","9","","",""
"Very high transfer dependency","2015","Single parent ","(0) in school","24","","",""
"Very high transfer dependency","2015","Single parent ","(1a) inadequately completed","16","","",""
"Very high transfer dependency","2015","Single parent ","(1b) general elementary school","42","0.112540990091284","0.0718747878801201","0.153207192302448"
"Very high transfer dependency","2015","Single parent ","(1c) basic vocational qualification","28","","",""
"Very high transfer dependency","2015","Single parent ","(2b) intermediate general qualification","23","","",""
"Very high transfer dependency","2015","Single parent ","(2a) intermediate vocational","45","0.0782358247815567","0.0555439855284428","0.100927664034671"
"Very high transfer dependency","2015","Single parent ","(2c_gen) general maturity certificate","18","","",""
"Very high transfer dependency","2015","Single parent ","(2c_voc) vocational maturity certificate","20","","",""
"Very high transfer dependency","2015","Single parent ","(3a) lower tertiary education","5","","",""
"Very high transfer dependency","2015","Single parent ","(3b) higher tertiary education","9","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(1a) inadequately completed","20","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(1b) general elementary school","36","0.0441143126563387","0.0263618229537067","0.0618668023589706"
"Very high transfer dependency","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","22","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(2a) intermediate vocational","21","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","16","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2015","Couple + C. LE 16 ","(3b) higher tertiary education","25","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(0) in school","3","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(0) in school","22","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(1a) inadequately completed","12","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(1b) general elementary school","22","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","14","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","7","","",""
"Complete transfer dependency","2015","1-pers.-HH","(0) in school","1","","",""
"Complete transfer dependency","2015","1-pers.-HH","(1a) inadequately completed","15","","",""
"Complete transfer dependency","2015","1-pers.-HH","(1b) general elementary school","35","0.101948379829122","0.0719567182563745","0.131940041401869"
"Complete transfer dependency","2015","1-pers.-HH","(1c) basic vocational qualification","41","0.0434250686047163","0.0303190738958741","0.0565310633135585"
"Complete transfer dependency","2015","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Complete transfer dependency","2015","1-pers.-HH","(2a) intermediate vocational","31","0.0425839783847342","0.0278962970176133","0.0572716597518552"
"Complete transfer dependency","2015","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Complete transfer dependency","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","15","","",""
"Complete transfer dependency","2015","1-pers.-HH","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","2015","1-pers.-HH","(3b) higher tertiary education","15","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(0) in school","1","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(1b) general elementary school","13","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(1c) basic vocational qualification","21","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(2a) intermediate vocational","7","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","9","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","2015","(Married) couple without C. ","(3b) higher tertiary education","13","","",""
"Complete transfer dependency","2015","Single parent ","(0) in school","13","","",""
"Complete transfer dependency","2015","Single parent ","(1a) inadequately completed","19","","",""
"Complete transfer dependency","2015","Single parent ","(1b) general elementary school","33","0.090911660379117","0.0539188831575064","0.127904437600728"
"Complete transfer dependency","2015","Single parent ","(1c) basic vocational qualification","23","","",""
"Complete transfer dependency","2015","Single parent ","(2b) intermediate general qualification","13","","",""
"Complete transfer dependency","2015","Single parent ","(2a) intermediate vocational","11","","",""
"Complete transfer dependency","2015","Single parent ","(2c_gen) general maturity certificate","8","","",""
"Complete transfer dependency","2015","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Complete transfer dependency","2015","Single parent ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2015","Single parent ","(3b) higher tertiary education","8","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(1a) inadequately completed","33","0.12484048472592","0.0764184641195227","0.173262505332318"
"Complete transfer dependency","2015","Couple + C. LE 16 ","(1b) general elementary school","51","0.0738689922057053","0.051257260122692","0.0964807242887187"
"Complete transfer dependency","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","15","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(2a) intermediate vocational","8","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2015","Couple + C. LE 16 ","(3b) higher tertiary education","15","","",""
"Complete transfer dependency","2015","Couple + C. GT 16 ","(0) in school","3","","",""
"Complete transfer dependency","2015","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Complete transfer dependency","2015","Couple + C. GT 16 ","(1b) general elementary school","3","","",""
