"transab_cat","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2015","Not Employed","college entrance qualification","44","0.0179615449575251","0.0117265588593434","0.0241965310557069"
"Very high transfer dependency","2015","Not Employed","Other degree","139","0.0486076726007802","0.0394943879705267","0.0577209572310337"
"Very high transfer dependency","2015","Not Employed","no degree/no degree yet","100","0.052959559307517","0.0394329063113984","0.0664862123036356"
"Very high transfer dependency","2015","Employed","lower secondary degree","54","0.0138862163972453","0.00971892438665842","0.0180535084078322"
"Very high transfer dependency","2015","Employed","secondary school degree","64","0.0122860301697061","0.00928817012517004","0.0152838902142422"
"Very high transfer dependency","2015","Employed","college entrance qualification","32","0.00439919963410967","0.00264039332260806","0.00615800594561129"
"Very high transfer dependency","2015","Employed","Other degree","68","0.0326252654107205","0.0246538892630648","0.0405966415583761"
"Very high transfer dependency","2015","Employed","no degree/no degree yet","12","","",""
"Complete transfer dependency","2015","Not Employed","lower secondary degree","154","0.0486805068906704","0.0413932105395479","0.0559678032417929"
"Complete transfer dependency","2015","Not Employed","secondary school degree","92","0.0486154848340579","0.0392275908395721","0.0580033788285436"
"Complete transfer dependency","2015","Not Employed","college entrance qualification","33","0.0283923911251003","0.020595062548605","0.0361897197015956"
"Complete transfer dependency","2015","Not Employed","Other degree","215","0.0901452876356954","0.078008598240797","0.102281977030594"
"Complete transfer dependency","2015","Not Employed","no degree/no degree yet","110","0.0825438629602704","0.0659224111337731","0.0991653147867676"
"Complete transfer dependency","2015","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2015","Employed","secondary school degree","","","",""
"Complete transfer dependency","2015","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2015","Employed","Other degree","","","",""
"Complete transfer dependency","2015","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2016","Not Employed","lower secondary degree","2104","0.74998486126363","0.734548731555405","0.765420990971855"
"No transfer dependency","2016","Not Employed","secondary school degree","1088","0.640302485163384","0.618620472495579","0.66198449783119"
"No transfer dependency","2016","Not Employed","college entrance qualification","905","0.626441765258907","0.602367019930418","0.650516510587397"
"No transfer dependency","2016","Not Employed","Other degree","239","0.460928070997166","0.429671542114023","0.492184599880308"
"No transfer dependency","2016","Not Employed","no degree/no degree yet","55","0.124505951416972","0.102679893251838","0.146332009582105"
"No transfer dependency","2016","Employed","lower secondary degree","1047","0.525448534204985","0.507024856048093","0.543872212361878"
"No transfer dependency","2016","Employed","secondary school degree","1625","0.48411967033002","0.469913750772339","0.498325589887701"
"No transfer dependency","2016","Employed","college entrance qualification","1688","0.484246632313384","0.470658246770606","0.497835017856162"
"No transfer dependency","2016","Employed","Other degree","684","0.456054340158504","0.43564161147231","0.476467068844698"
"No transfer dependency","2016","Employed","no degree/no degree yet","46","0.270776815893885","0.220743101044929","0.320810530742841"
"Very low transfer dependency","2016","Not Employed","lower secondary degree","425","0.118075556667974","0.106572196753308","0.129578916582639"
"Very low transfer dependency","2016","Not Employed","secondary school degree","432","0.19165645055162","0.173873738737339","0.209439162365901"
"Very low transfer dependency","2016","Not Employed","college entrance qualification","443","0.253973422064616","0.232310677566733","0.275636166562499"
"Very low transfer dependency","2016","Not Employed","Other degree","250","0.200750168350525","0.175633036524348","0.225867300176702"
"Very low transfer dependency","2016","Not Employed","no degree/no degree yet","514","0.569692783158604","0.536961477681219","0.602424088635989"
"Very low transfer dependency","2016","Employed","lower secondary degree","1371","0.375292525555182","0.357427942076199","0.393157109034166"
"Very low transfer dependency","2016","Employed","secondary school degree","2660","0.438622354507632","0.424516758521245","0.452727950494019"
"Very low transfer dependency","2016","Employed","college entrance qualification","3197","0.456507356180941","0.44296375224183","0.470050960120052"
"Very low transfer dependency","2016","Employed","Other degree","1186","0.392479020734741","0.372466404273315","0.412491637196167"
"Very low transfer dependency","2016","Employed","no degree/no degree yet","140","0.411871778746243","0.356454677605886","0.467288879886601"
"Low transfer dependency","2016","Not Employed","lower secondary degree","183","0.0529222127946141","0.0449415154686447","0.0609029101205835"
"Low transfer dependency","2016","Not Employed","secondary school degree","135","0.0658183519377183","0.0546155295936043","0.0770211742818323"
"Low transfer dependency","2016","Not Employed","college entrance qualification","99","0.0519089845469456","0.0408684913561701","0.0629494777377211"
"Low transfer dependency","2016","Not Employed","Other degree","143","0.0982270203083556","0.079564731620738","0.116889308995973"
"Low transfer dependency","2016","Not Employed","no degree/no degree yet","93","0.102799658761443","0.0827228720582841","0.122876445464602"
"Low transfer dependency","2016","Employed","lower secondary degree","233","0.0537405419740321","0.0454204960399216","0.0620605879081426"
"Low transfer dependency","2016","Employed","secondary school degree","320","0.0497962621988878","0.0436128920919313","0.0559796323058443"
"Low transfer dependency","2016","Employed","college entrance qualification","224","0.0415006086700433","0.0360776452656562","0.0469235720744304"
"Low transfer dependency","2016","Employed","Other degree","245","0.0884658997328655","0.0768276032058366","0.100104196259894"
"Low transfer dependency","2016","Employed","no degree/no degree yet","53","0.10253279257747","0.0683767564561228","0.136688828698818"
"High transfer dependency","2016","Not Employed","lower secondary degree","102","0.0240455596711787","0.018584697258413","0.0295064220839444"
"High transfer dependency","2016","Not Employed","secondary school degree","87","0.0314293569665591","0.0235467171972245","0.0393119967358936"
"High transfer dependency","2016","Not Employed","college entrance qualification","36","0.026705926054712","0.0186823485378057","0.0347295035716184"
"High transfer dependency","2016","Not Employed","Other degree","89","0.0657942906565441","0.0502483798283294","0.0813402014847587"
"High transfer dependency","2016","Not Employed","no degree/no degree yet","68","0.0732089259962428","0.0559891858880472","0.0904286661044385"
"High transfer dependency","2016","Employed","lower secondary degree","108","0.0313764656463253","0.0249444201826588","0.0378085111099918"
"High transfer dependency","2016","Employed","secondary school degree","92","0.0180237500153127","0.0142420108442702","0.0218054891863552"
"High transfer dependency","2016","Employed","college entrance qualification","59","0.0125367799213952","0.00951149010772511","0.0155620697350653"
"High transfer dependency","2016","Employed","Other degree","106","0.035134654246455","0.0275886645996567","0.0426806438932533"
"High transfer dependency","2016","Employed","no degree/no degree yet","37","0.117808262739683","0.0815091386471658","0.154107386832201"
"Very high transfer dependency","2016","Not Employed","lower secondary degree","91","0.0163192971416069","0.011802747183382","0.0208358470998318"
"Very high transfer dependency","2016","Not Employed","secondary school degree","73","0.0267657286690869","0.0194738990247736","0.0340575583134001"
"Very high transfer dependency","2016","Not Employed","college entrance qualification","40","0.0194750976518357","0.0125979028212577","0.0263522924824138"
"Very high transfer dependency","2016","Not Employed","Other degree","101","0.0671268933656043","0.0514355411824668","0.0828182455487417"
"Very high transfer dependency","2016","Not Employed","no degree/no degree yet","79","0.0557492137202232","0.0405816193994139","0.0709168080410325"
"Very high transfer dependency","2016","Employed","lower secondary degree","63","0.0141419326194752","0.00978549835237739","0.018498366886573"
"Very high transfer dependency","2016","Employed","secondary school degree","57","0.00943796294814766","0.00668944563964164","0.0121864802566537"
