"transab_cat","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2015","general elemantary","Rural Area","388","0.302268071284151","0.274001733174835","0.330534409393468","1"
"Very low transfer dependency","2015","middle vocational","Urban Area","3110","0.309430877541547","0.298888736027612","0.319973019055483","1"
"Very low transfer dependency","2015","middle vocational","Rural Area","2003","0.309627404479918","0.296413776677165","0.322841032282672","1"
"Very low transfer dependency","2015","vocational + Abi","Urban Area","838","0.416906919370356","0.392564794837192","0.44124904390352","1"
"Very low transfer dependency","2015","vocational + Abi","Rural Area","325","0.412854588559287","0.37254186192553","0.453167315193044","1"
"Very low transfer dependency","2015","in school","Rural Area","184","0.814268952047502","0.76596589587038","0.862572008224625","1"
"Very low transfer dependency","2015","inadequately","Urban Area","96","0.233565766010051","0.190454649503759","0.276676882516344","1"
"Very low transfer dependency","2015","in school","Urban Area","366","0.791422761890387","0.756195785726522","0.826649738054252","1"
"Very low transfer dependency","2015","inadequately","Rural Area","40","0.241946790621216","0.171507707054312","0.312385874188119","1"
"Complete transfer dependency","2016","in school","Urban Area","14","","","","5"
"Complete transfer dependency","2016","in school","Rural Area","7","","","","5"
"Complete transfer dependency","2016","inadequately","Urban Area","32","0.0592099697945274","0.03141591051394","0.0870040290751147","5"
"Complete transfer dependency","2016","inadequately","Rural Area","13","","","","5"
"Complete transfer dependency","2016","general elemantary","Urban Area","89","0.0459971038429054","0.036196572520313","0.0557976351654979","5"
"Complete transfer dependency","2016","higher vocational","Urban Area","4","","","","5"
"Complete transfer dependency","2016","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","2016","higher education","Urban Area","31","0.00648306432563277","0.00406764933422107","0.00889847931704447","5"
"Complete transfer dependency","2016","higher education","Rural Area","6","","","","5"
"Complete transfer dependency","2016","general elemantary","Rural Area","38","0.0391119060748938","0.0266924932495216","0.051531318900266","5"
"Complete transfer dependency","2016","middle vocational","Urban Area","113","0.0170620278676531","0.0139410235061467","0.0201830322291596","5"
"Complete transfer dependency","2016","middle vocational","Rural Area","59","0.0147588467876393","0.011157138274447","0.0183605553008315","5"
"Complete transfer dependency","2016","vocational + Abi","Urban Area","29","","","","5"
"Complete transfer dependency","2016","vocational + Abi","Rural Area","8","","","","5"
"High transfer dependency","2016","higher vocational","Urban Area","15","","","","3"
"High transfer dependency","2016","higher vocational","Rural Area","5","","","","3"
"High transfer dependency","2016","higher education","Urban Area","54","0.0139145230544613","0.0103891474212279","0.0174398986876947","3"
"High transfer dependency","2016","higher education","Rural Area","11","","","","3"
"High transfer dependency","2016","inadequately","Rural Area","10","","","","3"
"High transfer dependency","2016","middle vocational","Urban Area","241","0.0296352186036649","0.0255483791607181","0.0337220580466117","3"
"High transfer dependency","2016","middle vocational","Rural Area","106","0.0151627683421849","0.0115128549649626","0.0188126817194072","3"
"High transfer dependency","2016","in school","Rural Area","4","","","","3"
"High transfer dependency","2016","inadequately","Urban Area","44","0.146384844636032","0.104756674286914","0.18801301498515","3"
"High transfer dependency","2016","general elemantary","Urban Area","166","0.0705770884067086","0.0585945704984908","0.0825596063149265","3"
"High transfer dependency","2016","general elemantary","Rural Area","49","0.0279452232210366","0.0173865505254556","0.0385038959166176","3"
"High transfer dependency","2016","vocational + Abi","Urban Area","41","0.0200578922325834","0.0129128161012089","0.027202968363958","3"
"High transfer dependency","2016","vocational + Abi","Rural Area","8","","","","3"
"High transfer dependency","2016","in school","Urban Area","40","0.0678554102079574","0.0455645133049776","0.0901463071109372","3"
"Low transfer dependency","2016","middle vocational","Rural Area","386","0.0751811287229192","0.0673053439264336","0.0830569135194048","2"
"Low transfer dependency","2016","general elemantary","Urban Area","209","0.0815194912981139","0.0687175676319814","0.0943214149642464","2"
"Low transfer dependency","2016","general elemantary","Rural Area","117","0.0822181498095767","0.0646201321634516","0.0998161674557018","2"
"Low transfer dependency","2016","middle vocational","Urban Area","448","0.0523847155282123","0.0470152096869731","0.0577542213694514","2"
"Low transfer dependency","2016","higher education","Rural Area","57","0.0339094453549552","0.0250984322993409","0.0427204584105694","2"
"Low transfer dependency","2016","inadequately","Rural Area","26","","","","2"
"Low transfer dependency","2016","vocational + Abi","Urban Area","117","0.0566941767859019","0.0449083653469587","0.068479988224845","2"
"Low transfer dependency","2016","vocational + Abi","Rural Area","53","0.0752716891202666","0.0527679835200712","0.097775394720462","2"
"Low transfer dependency","2016","inadequately","Urban Area","42","0.146404885339674","0.104774354249763","0.188035416429585","2"
"Low transfer dependency","2016","higher vocational","Urban Area","25","","","","2"
"Low transfer dependency","2016","higher education","Urban Area","188","0.0348200167988372","0.0293026406108904","0.0403373929867839","2"
"Low transfer dependency","2016","in school","Rural Area","22","","","","2"
"Low transfer dependency","2016","higher vocational","Rural Area","26","","","","2"
"Low transfer dependency","2016","in school","Urban Area","46","0.0543128576295702","0.0342256887714212","0.0744000264877192","2"
"No transfer dependency","2016","general elemantary","Urban Area","520","0.460992280062179","0.437670921316473","0.484313638807886","0"
"No transfer dependency","2016","general elemantary","Rural Area","313","0.497008770826248","0.46497763056431","0.529039911088186","0"
"No transfer dependency","2016","middle vocational","Urban Area","2929","0.571640957746676","0.559715319418203","0.58356659607515","0"
"No transfer dependency","2016","middle vocational","Rural Area","1819","0.552958319488264","0.538108154284314","0.567808484692214","0"
"No transfer dependency","2016","higher education","Rural Area","810","0.617404913911894","0.593745100335728","0.641064727488059","0"
"No transfer dependency","2016","vocational + Abi","Urban Area","479","0.488025636895852","0.462550916284135","0.51350035750757","0"
"No transfer dependency","2016","higher education","Urban Area","1858","0.57373542034277","0.558851771693256","0.588619068992283","0"
"No transfer dependency","2016","inadequately","Rural Area","22","","","","0"
"No transfer dependency","2016","in school","Rural Area","1","","","","0"
"No transfer dependency","2016","higher vocational","Rural Area","253","0.567287653678493","0.526179090194914","0.608396217162073","0"
"No transfer dependency","2016","in school","Urban Area","5","","","","0"
"No transfer dependency","2016","higher vocational","Urban Area","418","0.615999015845273","0.583206411101398","0.648791620589149","0"
"No transfer dependency","2016","vocational + Abi","Rural Area","136","0.438178149358368","0.395857161044705","0.480499137672031","0"
"No transfer dependency","2016","inadequately","Urban Area","46","0.291948457623164","0.238406562915695","0.345490352330632","0"
"Very high transfer dependency","2016","higher education","Rural Area","15","","","","4"
"Very high transfer dependency","2016","vocational + Abi","Urban Area","36","0.0189038706454947","0.0119633004072506","0.0258444408837388","4"
"Very high transfer dependency","2016","higher education","Urban Area","54","0.0109748449008722","0.00783927259978909","0.0141104172019553","4"
"Very high transfer dependency","2016","general elemantary","Urban Area","99","0.0321868870010125","0.0239294594999771","0.040444314502048","4"
"Very high transfer dependency","2016","general elemantary","Rural Area","47","0.0173551067570082","0.00898902485040152","0.0257211886636149","4"
"Very high transfer dependency","2016","middle vocational","Urban Area","166","0.017223118579956","0.0140876723499764","0.0203585648099356","4"
"Very high transfer dependency","2016","middle vocational","Rural Area","87","0.0165237020528638","0.0127161424988775","0.0203312616068501","4"
"Very high transfer dependency","2016","vocational + Abi","Rural Area","16","","","","4"
"Very high transfer dependency","2016","higher vocational","Urban Area","5","","","","4"
"Very high transfer dependency","2016","higher vocational","Rural Area","3","","","","4"
"Very high transfer dependency","2016","in school","Urban Area","28","","","","4"
"Very high transfer dependency","2016","inadequately","Rural Area","20","","","","4"
"Very high transfer dependency","2016","in school","Rural Area","7","","","","4"
"Very high transfer dependency","2016","inadequately","Urban Area","51","0.148088374961819","0.106260484453563","0.189916265470075","4"
"Very low transfer dependency","2016","higher vocational","Urban Area","378","0.319835859849615","0.288388066306254","0.351283653392975","1"
"Very low transfer dependency","2016","higher vocational","Rural Area","271","0.382854166996112","0.342522926399164","0.42318540759306","1"
"Very low transfer dependency","2016","higher education","Urban Area","2056","0.360072130577427","0.34562524539321","0.374519015761643","1"
"Very low transfer dependency","2016","higher education","Rural Area","722","0.331835285570079","0.308912909446477","0.35475766169368","1"
