"transab_cat","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2011","Mecklenburg-Western Pomerania","Employed","11","","","","4"
"Very high transfer dependency","2011","Saxony","Not Employed","63","0.0427468619131543","0.027452584159035","0.0580411396672736","4"
"Very high transfer dependency","2011","Saxony","Employed","24","","","","4"
"Very high transfer dependency","2011","Saxony-Anhalt","Not Employed","32","0.0274357720152144","0.0122757999804677","0.0425957440499612","4"
"Very high transfer dependency","2011","Saxony-Anhalt","Employed","26","","","","4"
"Very high transfer dependency","2011","Hamburg","Not Employed","3","","","","4"
"Very high transfer dependency","2011","Baden-Württemberg","Employed","21","","","","4"
"Very high transfer dependency","2011","Thuringia","Not Employed","24","","","","4"
"Very high transfer dependency","2011","Thuringia","Employed","16","","","","4"
"Very low transfer dependency","2011","Hamburg","Employed","146","0.331108224856578","0.274973820163329","0.387242629549826","1"
"Very low transfer dependency","2011","Lower Saxony","Not Employed","266","0.221745180617469","0.195894007312018","0.247596353922919","1"
"Very low transfer dependency","2011","Lower Saxony","Employed","942","0.465033813116099","0.441076042383719","0.488991583848478","1"
"Very low transfer dependency","2011","North Rhine-Westphalia","Not Employed","650","0.232815217058291","0.215118912920473","0.250511521196109","1"
"Very low transfer dependency","2011","Schleswig-Holstein","Not Employed","90","0.208610872387869","0.167431872067458","0.249789872708279","1"
"Very low transfer dependency","2011","Schleswig-Holstein","Employed","328","0.372659529876162","0.334661536117668","0.410657523634656","1"
"Very low transfer dependency","2011","Hamburg","Not Employed","45","0.144141345129314","0.0902213806380075","0.19806130962062","1"
"Very low transfer dependency","2011","Bremen","Not Employed","18","","","","1"
"Very low transfer dependency","2011","Bremen","Employed","59","0.2829808774944","0.200653726895932","0.365308028092868","1"
"Very low transfer dependency","2011","Hesse","Employed","777","0.503834575659028","0.476872463283193","0.530796688034863","1"
"Very low transfer dependency","2011","Rhineland-Palatinate,Saarland","Not Employed","144","0.203495537508966","0.171009732228122","0.235981342789809","1"
"Very low transfer dependency","2011","Rhineland-Palatinate,Saarland","Employed","586","0.420362456119486","0.390158444765945","0.450566467473026","1"
"Very low transfer dependency","2011","Baden-Württemberg","Not Employed","425","0.253201166742974","0.228770379110214","0.277631954375734","1"
"Very low transfer dependency","2011","Baden-Württemberg","Employed","1436","0.486472447309614","0.466311492486462","0.506633402132767","1"
"Very low transfer dependency","2011","Bavaria","Not Employed","463","0.209873325224552","0.189488640576206","0.230258009872897","1"
"Very low transfer dependency","2011","Bavaria","Employed","1744","0.440058890859367","0.422091182716181","0.458026599002553","1"
"Very low transfer dependency","2011","Berlin","Not Employed","80","0.218241032599305","0.176981684101186","0.259500381097424","1"
"Very low transfer dependency","2011","Berlin","Employed","285","0.349708952460247","0.312617956839211","0.386799948081282","1"
"Very low transfer dependency","2011","North Rhine-Westphalia","Employed","2090","0.494967534389661","0.478511441468828","0.511423627310495","1"
"Very low transfer dependency","2011","Hesse","Not Employed","194","0.190224716208659","0.160572559284048","0.21987687313327","1"
"Very low transfer dependency","2011","Brandenburg","Not Employed","89","0.198673587667061","0.162715853559083","0.234631321775038","1"
"Very low transfer dependency","2011","Brandenburg","Employed","332","0.45865215599078","0.421033951045946","0.496270360935614","1"
"Very low transfer dependency","2011","Saxony","Employed","579","0.466984987047384","0.438274518733608","0.495695455361161","1"
"Very low transfer dependency","2011","Mecklenburg-Western Pomerania","Employed","188","0.397294109642379","0.349219547653891","0.445368671630867","1"
"Very low transfer dependency","2011","Saxony","Not Employed","103","0.168862950372228","0.140538143189708","0.197187757554748","1"
"Very low transfer dependency","2011","Mecklenburg-Western Pomerania","Not Employed","47","0.191500055819044","0.144035373644928","0.238964737993159","1"
"Very low transfer dependency","2011","Saxony-Anhalt","Employed","318","0.448224514849802","0.40999309597033","0.486455933729275","1"
"Very low transfer dependency","2011","Thuringia","Not Employed","62","0.113529141726558","0.0828964336684276","0.144161849784688","1"
"Very low transfer dependency","2011","Saxony-Anhalt","Not Employed","77","0.158181043105849","0.124314783755265","0.192047302456432","1"
"Very low transfer dependency","2011","Thuringia","Employed","372","0.421179746979321","0.384204728107771","0.458154765850872","1"
"Complete transfer dependency","2012","Schleswig-Holstein","Not Employed","10","","","","5"
"Complete transfer dependency","2012","Schleswig-Holstein","Employed","","","","","5"
"Complete transfer dependency","2012","Hamburg","Not Employed","9","","","","5"
"Complete transfer dependency","2012","Hamburg","Employed","","","","","5"
"Complete transfer dependency","2012","Lower Saxony","Not Employed","32","0.0242711027108855","0.01469954098337","0.0338426644384009","5"
"Complete transfer dependency","2012","Lower Saxony","Employed","","","","","5"
"Complete transfer dependency","2012","Bremen","Not Employed","6","","","","5"
"Complete transfer dependency","2012","North Rhine-Westphalia","Not Employed","110","0.043303967347036","0.0345483807811816","0.0520595539128903","5"
"Complete transfer dependency","2012","North Rhine-Westphalia","Employed","","","","","5"
"Complete transfer dependency","2012","Hesse","Not Employed","24","","","","5"
"Complete transfer dependency","2012","Hesse","Employed","","","","","5"
"Complete transfer dependency","2012","Rhineland-Palatinate,Saarland","Not Employed","28","","","","5"
"Complete transfer dependency","2012","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Complete transfer dependency","2012","Baden-Württemberg","Not Employed","25","","","","5"
"Complete transfer dependency","2012","Baden-Württemberg","Employed","","","","","5"
"Complete transfer dependency","2012","Bavaria","Not Employed","30","0.0249573547008094","0.0170018282424774","0.0329128811591414","5"
"Complete transfer dependency","2012","Bremen","Employed","","","","","5"
"Complete transfer dependency","2012","Bavaria","Employed","","","","","5"
"Complete transfer dependency","2012","Berlin","Not Employed","39","0.0859106441256044","0.0580628304899742","0.113758457761235","5"
"Complete transfer dependency","2012","Berlin","Employed","","","","","5"
"Complete transfer dependency","2012","Brandenburg","Not Employed","29","","","","5"
"Complete transfer dependency","2012","Brandenburg","Employed","","","","","5"
"Complete transfer dependency","2012","Mecklenburg-Western Pomerania","Not Employed","20","","","","5"
"Complete transfer dependency","2012","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Complete transfer dependency","2012","Saxony","Not Employed","32","0.0485105769254751","0.0325494455047112","0.0644717083462391","5"
"Complete transfer dependency","2012","Saxony","Employed","","","","","5"
"Complete transfer dependency","2012","Saxony-Anhalt","Not Employed","31","0.0785738718031189","0.0527792426385898","0.104368500967648","5"
"Complete transfer dependency","2012","Saxony-Anhalt","Employed","","","","","5"
"Complete transfer dependency","2012","Thuringia","Not Employed","25","","","","5"
"Complete transfer dependency","2012","Thuringia","Employed","","","","","5"
"High transfer dependency","2012","Schleswig-Holstein","Employed","24","","","","3"
"High transfer dependency","2012","Hamburg","Not Employed","6","","","","3"
"High transfer dependency","2012","Hamburg","Employed","5","","","","3"
"High transfer dependency","2012","Lower Saxony","Not Employed","56","0.0484313791619806","0.0350790527344388","0.0617837055895223","3"
"High transfer dependency","2012","Lower Saxony","Employed","65","0.0333596679270822","0.0246124895713368","0.0421068462828276","3"
"High transfer dependency","2012","Schleswig-Holstein","Not Employed","22","","","","3"
"High transfer dependency","2012","Bremen","Not Employed","5","","","","3"
"High transfer dependency","2012","Bremen","Employed","8","","","","3"
"High transfer dependency","2012","North Rhine-Westphalia","Not Employed","112","0.043536437898953","0.0347584479835939","0.0523144278143121","3"
"High transfer dependency","2012","Hesse","Not Employed","39","0.0641750281863671","0.0455069571302243","0.0828430992425099","3"
"High transfer dependency","2012","North Rhine-Westphalia","Employed","130","0.0237842828947217","0.0187512124712244","0.028817353318219","3"
"High transfer dependency","2012","Hesse","Employed","39","0.0300132691652638","0.0205884120650874","0.0394381262654401","3"
"High transfer dependency","2012","Rhineland-Palatinate,Saarland","Not Employed","23","","","","3"
"High transfer dependency","2012","Baden-Württemberg","Not Employed","30","0.0164935204178196","0.00905435544692322","0.0239326853887159","3"
"High transfer dependency","2012","Baden-Württemberg","Employed","53","0.0119216446633421","0.00742607404960895","0.0164172152770753","3"
"High transfer dependency","2012","Rhineland-Palatinate,Saarland","Employed","34","0.0169142460202689","0.00895770088308992","0.0248707911574478","3"
"High transfer dependency","2012","Bavaria","Not Employed","37","0.0315370316755216","0.0226243219986494","0.0404497413523937","3"
"High transfer dependency","2012","Bavaria","Employed","55","0.00961468931720878","0.00608617472266525","0.0131432039117523","3"
"High transfer dependency","2012","Berlin","Not Employed","22","","","","3"
"High transfer dependency","2012","Berlin","Employed","30","0.0501478175460248","0.0334719216512689","0.0668237134407806","3"
"High transfer dependency","2012","Brandenburg","Not Employed","29","","","","3"
"High transfer dependency","2012","Brandenburg","Employed","42","0.0388917528572327","0.0239480743699221","0.0538354313445434","3"
"High transfer dependency","2012","Mecklenburg-Western Pomerania","Not Employed","16","","","","3"
"High transfer dependency","2012","Saxony-Anhalt","Not Employed","27","","","","3"
"High transfer dependency","2012","Mecklenburg-Western Pomerania","Employed","30","0.0541692244654218","0.0315592143979271","0.0767792345329166","3"
"High transfer dependency","2012","Saxony","Not Employed","50","0.0797027030276233","0.0595819574485698","0.0998234486066767","3"
"High transfer dependency","2012","Saxony","Employed","38","0.0295107376854921","0.0197254527369493","0.0392960226340349","3"
"High transfer dependency","2012","Saxony-Anhalt","Employed","39","0.0395627793417858","0.0241442911147993","0.0549812675687723","3"
"High transfer dependency","2012","Thuringia","Employed","31","0.0346543226077478","0.0206792111789032","0.0486294340365924","3"
"High transfer dependency","2012","Thuringia","Not Employed","21","","","","3"
"Low transfer dependency","2012","Hesse","Not Employed","42","0.0507823610697527","0.0340576570469733","0.067507065092532","2"
"Low transfer dependency","2012","Hesse","Employed","82","0.0568066652973519","0.0440206495380573","0.0695926810566465","2"
"Low transfer dependency","2012","Schleswig-Holstein","Employed","81","0.077592901996556","0.0567023395976339","0.098483464395478","2"
"Low transfer dependency","2012","Lower Saxony","Not Employed","68","0.0393143745583412","0.0272267823930239","0.0514019667236585","2"
"Low transfer dependency","2012","Lower Saxony","Employed","136","0.0456106400928332","0.0354476724079772","0.0557736077776891","2"
"Low transfer dependency","2012","Bremen","Not Employed","11","","","","2"
"Low transfer dependency","2012","Bremen","Employed","15","","","","2"
"Low transfer dependency","2012","North Rhine-Westphalia","Not Employed","165","0.0490946923045284","0.0398003144696816","0.0583890701393752","2"
