"transab_cat","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2018","inadequately","Male","130","0.098992193715612","0.0797252871349088","0.118259100296315","4"
"Very high transfer dependency","2018","vocational + Abi","Male","30","0.016915078878541","0.00806727387406279","0.0257628838830192","4"
"Very high transfer dependency","2018","higher education","Male","76","0.011052861845683","0.00759903413894527","0.0145066895524207","4"
"Very high transfer dependency","2018","in school","Male","14","","","","4"
"Very high transfer dependency","2018","in school","Female","12","","","","4"
"Very high transfer dependency","2018","vocational + Abi","Female","31","0.0109740551270336","0.00539599613633729","0.0165521141177298","4"
"Very high transfer dependency","2018","higher vocational","Male","6","","","","4"
"Very high transfer dependency","2018","higher vocational","Female","2","","","","4"
"Very low transfer dependency","2018","in school","Male","251","0.780261228728405","0.735787931013064","0.824734526443747","1"
"Very low transfer dependency","2018","in school","Female","257","0.8297889363733","0.789723723580108","0.869854149166491","1"
"Very low transfer dependency","2018","inadequately","Male","50","0.169792508857726","0.145571076211317","0.194013941504135","1"
"Very low transfer dependency","2018","inadequately","Female","62","0.239774343670944","0.210299386231399","0.269249301110489","1"
"Very low transfer dependency","2018","general elemantary","Male","499","0.370630548925296","0.346382374724191","0.3948787231264","1"
"Very low transfer dependency","2018","general elemantary","Female","571","0.263280902947232","0.24337280312947","0.283189002764995","1"
"Very low transfer dependency","2018","middle vocational","Male","2104","0.314850657400183","0.302554678340473","0.327146636459893","1"
"Very low transfer dependency","2018","middle vocational","Female","2631","0.321959787267352","0.310565320912734","0.33335425362197","1"
"Very low transfer dependency","2018","vocational + Abi","Male","386","0.411087441652399","0.377327979084456","0.444846904220342","1"
"Very low transfer dependency","2018","vocational + Abi","Female","769","0.483220681541778","0.456464692400247","0.509976670683308","1"
"Very low transfer dependency","2018","higher vocational","Male","361","0.321919606211125","0.290891639199941","0.352947573222309","1"
"Very low transfer dependency","2018","higher vocational","Female","253","0.322132685256504","0.283669406283826","0.360595964229183","1"
"Very low transfer dependency","2018","higher education","Male","1398","0.342344492442257","0.326669488355297","0.358019496529216","1"
"Very low transfer dependency","2018","higher education","Female","1529","0.352212427556804","0.336025341567462","0.368399513546146","1"
"Complete transfer dependency","2019","in school","Male","18","","","","5"
"Complete transfer dependency","2019","in school","Female","10","","","","5"
"Complete transfer dependency","2019","inadequately","Male","488","0.226513745519288","0.19930304451375","0.253724446524825","5"
"Complete transfer dependency","2019","inadequately","Female","436","0.18020469730035","0.152950262621729","0.207459131978972","5"
"Complete transfer dependency","2019","general elemantary","Male","256","0.0497345959676994","0.0385022764164816","0.0609669155189172","5"
"Complete transfer dependency","2019","general elemantary","Female","219","0.0256295630602489","0.0181285736930128","0.0331305524274851","5"
"Complete transfer dependency","2019","middle vocational","Male","261","0.0203202906320636","0.0165310295957031","0.024109551668424","5"
"Complete transfer dependency","2019","middle vocational","Female","201","0.0105313558382951","0.00799306971288058","0.0130696419637096","5"
"Complete transfer dependency","2019","vocational + Abi","Male","34","0.0214222917497587","0.0118068412258347","0.0310377422736827","5"
"Complete transfer dependency","2019","vocational + Abi","Female","31","0.00961913209311662","0.00440484875600746","0.0148334154302258","5"
"Complete transfer dependency","2019","higher vocational","Male","3","","","","5"
"Complete transfer dependency","2019","higher vocational","Female","1","","","","5"
"Complete transfer dependency","2019","higher education","Male","182","0.00698785479632654","0.00439697440807899","0.00957873518457409","5"
"Complete transfer dependency","2019","higher education","Female","132","0.00743265388540182","0.0045818058760053","0.0102835018947983","5"
"High transfer dependency","2019","in school","Male","17","","","","3"
"High transfer dependency","2019","in school","Female","22","","","","3"
"High transfer dependency","2019","inadequately","Male","100","0.121491085460359","0.100253191799179","0.142728979121539","3"
"High transfer dependency","2019","inadequately","Female","70","0.108949363419359","0.0868558414714521","0.131042885367267","3"
"High transfer dependency","2019","general elemantary","Male","124","0.0612153658794882","0.048829370744134","0.0736013610148423","3"
"High transfer dependency","2019","general elemantary","Female","142","0.0474746042236311","0.0373808004534049","0.0575684079938574","3"
"High transfer dependency","2019","middle vocational","Male","169","0.0271155235828731","0.0227535086878635","0.0314775384778826","3"
"High transfer dependency","2019","middle vocational","Female","204","0.0217385050861618","0.0181124054631628","0.0253646047091608","3"
"High transfer dependency","2019","vocational + Abi","Male","32","0.0276397715481471","0.0167524805356375","0.0385270625606567","3"
"High transfer dependency","2019","vocational + Abi","Female","40","0.0261294887535174","0.0176074868845042","0.0346514906225305","3"
"High transfer dependency","2019","higher vocational","Male","9","","","","3"
"High transfer dependency","2019","higher vocational","Female","4","","","","3"
"High transfer dependency","2019","higher education","Male","78","0.0112043813151832","0.00793063249818333","0.0144781301321831","3"
"High transfer dependency","2019","higher education","Female","57","0.0106321797736479","0.00722800253754132","0.0140363570097545","3"
"Low transfer dependency","2019","general elemantary","Male","157","0.090728187425333","0.0758881267902309","0.105568248060435","2"
"Low transfer dependency","2019","general elemantary","Female","193","0.0950850085491679","0.0811615920112578","0.109008425087078","2"
"Low transfer dependency","2019","middle vocational","Male","298","0.0477093195470214","0.0419848679403342","0.0534337711537087","2"
"Low transfer dependency","2019","inadequately","Female","56","0.114458537570959","0.0918834232518862","0.137033651890032","2"
"Low transfer dependency","2019","middle vocational","Female","376","0.0521124678399561","0.0465860128188208","0.0576389228610914","2"
"Low transfer dependency","2019","higher education","Female","125","0.0338138054655926","0.0278145196061625","0.0398130913250226","2"
"Low transfer dependency","2019","vocational + Abi","Male","39","0.0438279824233221","0.0302328711088373","0.0574230937378069","2"
"Low transfer dependency","2019","in school","Male","27","","","","2"
"Low transfer dependency","2019","in school","Female","22","","","","2"
"Low transfer dependency","2019","higher education","Male","112","0.0291012472282487","0.0238731829283577","0.0343293115281396","2"
"Low transfer dependency","2019","inadequately","Male","71","0.149094571876197","0.125939948964759","0.172249194787635","2"
"Low transfer dependency","2019","higher vocational","Male","21","","","","2"
"Low transfer dependency","2019","vocational + Abi","Female","83","0.0530841637997129","0.0411067310455732","0.0650615965538527","2"
"Low transfer dependency","2019","higher vocational","Female","15","","","","2"
"No transfer dependency","2019","general elemantary","Male","310","0.353746967486497","0.32904307697637","0.378450857996625","0"
"No transfer dependency","2019","general elemantary","Female","544","0.529516734272607","0.505824946445577","0.553208522099638","0"
"No transfer dependency","2019","middle vocational","Male","2499","0.584021550864788","0.570784313323965","0.59725878840561","0"
"No transfer dependency","2019","middle vocational","Female","2796","0.579409862967652","0.56713490826596","0.591684817669344","0"
"No transfer dependency","2019","higher education","Female","1497","0.568934773505428","0.552497686579944","0.585371860430912","0"
"No transfer dependency","2019","vocational + Abi","Male","330","0.49173301577264","0.458532131738843","0.524933899806438","0"
"No transfer dependency","2019","higher education","Male","1897","0.584526325399789","0.569198803663548","0.599853847136031","0"
"No transfer dependency","2019","inadequately","Female","40","0.184808692998545","0.157285907878614","0.212331478118477","0"
"No transfer dependency","2019","higher vocational","Male","592","0.621591166818485","0.592531592240645","0.650650741396325","0"
"No transfer dependency","2019","higher vocational","Female","309","0.633649984152989","0.594573589333935","0.672726378972043","0"
"No transfer dependency","2019","vocational + Abi","Female","415","0.423339621302898","0.396944110187301","0.449735132418494","0"
"No transfer dependency","2019","in school","Male","1","","","","0"
"No transfer dependency","2019","in school","Female","1","","","","0"
