"transab_cat","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2014","(2b) intermediate general qualification","higher vocational","","","",""
"High transfer dependency","2014","(2b) intermediate general qualification","higher education","","","",""
"High transfer dependency","2014","(2a) intermediate vocational","in school","","","",""
"High transfer dependency","2014","(2a) intermediate vocational","inadequately","","","",""
"High transfer dependency","2014","(2a) intermediate vocational","general elemantary","","","",""
"High transfer dependency","2014","(2a) intermediate vocational","middle vocational","157","0.0229724261058975","0.0189466546447017","0.0269981975670933"
"High transfer dependency","2014","(2a) intermediate vocational","vocational + Abi","","","",""
"High transfer dependency","2014","(2a) intermediate vocational","higher vocational","11","","",""
"High transfer dependency","2014","(2a) intermediate vocational","higher education","","","",""
"High transfer dependency","2014","(2c_gen) general maturity certificate","in school","","","",""
"High transfer dependency","2014","(2c_gen) general maturity certificate","inadequately","","","",""
"High transfer dependency","2014","(2c_gen) general maturity certificate","general elemantary","","","",""
"High transfer dependency","2014","(2c_gen) general maturity certificate","middle vocational","97","0.063000226937392","0.0504599750311415","0.0755404788436426"
"High transfer dependency","2014","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"High transfer dependency","2014","(2c_gen) general maturity certificate","higher vocational","","","",""
"High transfer dependency","2014","(2c_gen) general maturity certificate","higher education","","","",""
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","in school","","","",""
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","inadequately","","","",""
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","vocational + Abi","76","0.0204197130561245","0.0142536243230992","0.0265858017891497"
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","higher vocational","7","","",""
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","higher education","","","",""
"High transfer dependency","2014","(3a) lower tertiary education","in school","","","",""
"High transfer dependency","2014","(3a) lower tertiary education","inadequately","","","",""
"High transfer dependency","2014","(3a) lower tertiary education","general elemantary","","","",""
"High transfer dependency","2014","(3a) lower tertiary education","middle vocational","","","",""
"High transfer dependency","2014","(3a) lower tertiary education","vocational + Abi","","","",""
"High transfer dependency","2014","(3a) lower tertiary education","higher vocational","","","",""
"High transfer dependency","2014","(3a) lower tertiary education","higher education","18","","",""
"High transfer dependency","2014","(3b) higher tertiary education","in school","","","",""
"High transfer dependency","2014","(3b) higher tertiary education","inadequately","","","",""
"High transfer dependency","2014","(3b) higher tertiary education","general elemantary","","","",""
"High transfer dependency","2014","(3b) higher tertiary education","middle vocational","","","",""
"High transfer dependency","2014","(3b) higher tertiary education","vocational + Abi","","","",""
"High transfer dependency","2014","(3b) higher tertiary education","higher vocational","","","",""
"High transfer dependency","2014","(3b) higher tertiary education","higher education","75","0.0154283932018005","0.0116727066975228","0.0191840797060782"
"Very high transfer dependency","2014","(0) in school","in school","59","0.0606479004661983","0.0447510446343126","0.0765447562980839"
"Very high transfer dependency","2014","(0) in school","inadequately","","","",""
"Very high transfer dependency","2014","(0) in school","general elemantary","","","",""
"Very high transfer dependency","2014","(0) in school","middle vocational","","","",""
"Very high transfer dependency","2014","(0) in school","vocational + Abi","","","",""
"Very high transfer dependency","2014","(0) in school","higher vocational","","","",""
"Very high transfer dependency","2014","(0) in school","higher education","","","",""
"Very high transfer dependency","2014","(1a) inadequately completed","in school","","","",""
"Very high transfer dependency","2014","(1a) inadequately completed","inadequately","56","0.0803709816538219","0.0545240142112622","0.106217949096381"
"Very high transfer dependency","2014","(1a) inadequately completed","general elemantary","","","",""
"Very high transfer dependency","2014","(1a) inadequately completed","middle vocational","7","","",""
"Very high transfer dependency","2014","(1a) inadequately completed","vocational + Abi","","","",""
"Very high transfer dependency","2014","(1a) inadequately completed","higher vocational","1","","",""
"Very high transfer dependency","2014","(1a) inadequately completed","higher education","","","",""
"Very high transfer dependency","2014","(1b) general elementary school","in school","","","",""
"Very high transfer dependency","2014","(1b) general elementary school","inadequately","6","","",""
"Very high transfer dependency","2014","(1b) general elementary school","general elemantary","159","0.0415583865963092","0.0334355094120059","0.0496812637806125"
"Very high transfer dependency","2014","(1b) general elementary school","middle vocational","","","",""
"Very high transfer dependency","2014","(1b) general elementary school","vocational + Abi","","","",""
"Very high transfer dependency","2014","(1b) general elementary school","higher vocational","","","",""
"Very high transfer dependency","2014","(1b) general elementary school","higher education","","","",""
"Very high transfer dependency","2014","(1c) basic vocational qualification","in school","","","",""
"Very high transfer dependency","2014","(1c) basic vocational qualification","inadequately","","","",""
"Very high transfer dependency","2014","(1c) basic vocational qualification","general elemantary","","","",""
"Very high transfer dependency","2014","(1c) basic vocational qualification","middle vocational","120","0.0142390330685524","0.0110758811010156","0.0174021850360892"
"Very high transfer dependency","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very high transfer dependency","2014","(1c) basic vocational qualification","higher vocational","2","","",""
"Very high transfer dependency","2014","(1c) basic vocational qualification","higher education","","","",""
