"transab_cat","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2016","secondary school degree","Female","36","0.0078112973432808","0.0050627476243282","0.0105598470622334"
"Complete transfer dependency","2016","college entrance qualification","Male","14","","",""
"Complete transfer dependency","2016","college entrance qualification","Female","14","","",""
"Complete transfer dependency","2016","Other degree","Male","78","0.0458548182961236","0.0352269455769959","0.0564826910152514"
"Complete transfer dependency","2016","Other degree","Female","77","0.0304837306861256","0.0224883670796421","0.0384790942926092"
"Complete transfer dependency","2016","no degree/no degree yet","Male","34","0.0799123516118982","0.0569353816854184","0.102889321538378"
"Complete transfer dependency","2016","no degree/no degree yet","Female","36","0.0330953377131972","0.0193114671445502","0.0468792082818443"
"No transfer dependency","2017","lower secondary degree","Male","1584","0.616681433210425","0.599443635477052","0.633919230943798"
"No transfer dependency","2017","lower secondary degree","Female","1729","0.702535587376111","0.686239599617995","0.718831575134226"
"No transfer dependency","2017","secondary school degree","Male","1467","0.580467090416309","0.563239410075161","0.597694770757458"
"No transfer dependency","2017","secondary school degree","Female","1847","0.546731661408467","0.532120183046701","0.561343139770234"
"No transfer dependency","2017","college entrance qualification","Male","1615","0.536679364544158","0.520791307250637","0.552567421837679"
"No transfer dependency","2017","college entrance qualification","Female","1454","0.49895480110759","0.48363138861821","0.514278213596969"
"No transfer dependency","2017","Other degree","Male","413","0.400536149866458","0.379799585623181","0.421272714109734"
"No transfer dependency","2017","Other degree","Female","465","0.432060170856548","0.410828002247177","0.45329233946592"
"No transfer dependency","2017","no degree/no degree yet","Male","80","0.15962796601176","0.137516472833984","0.181739459189537"
"No transfer dependency","2017","no degree/no degree yet","Female","62","0.157154153933304","0.134742166196992","0.179566141669615"
"Very low transfer dependency","2017","lower secondary degree","Male","1048","0.258488889156888","0.24296676375948","0.274011014554296"
"Very low transfer dependency","2017","lower secondary degree","Female","779","0.188451894099816","0.174511135560168","0.202392652639463"
"Very low transfer dependency","2017","secondary school degree","Male","1372","0.333941078577746","0.317476666234021","0.35040549092147"
"Very low transfer dependency","2017","secondary school degree","Female","2046","0.362000715684023","0.347895031204121","0.376106400163925"
"Very low transfer dependency","2017","college entrance qualification","Male","1926","0.403284698111344","0.387654589838159","0.41891480638453"
"Very low transfer dependency","2017","college entrance qualification","Female","2323","0.433622880315702","0.418435062385189","0.448810698246215"
"Very low transfer dependency","2017","Other degree","Male","646","0.338994562267974","0.318962146523878","0.35902697801207"
"Very low transfer dependency","2017","Other degree","Female","804","0.353741309995381","0.333247761562235","0.374234858428528"
"Very low transfer dependency","2017","no degree/no degree yet","Male","357","0.512466629237956","0.482290553951377","0.542642704524534"
"Very low transfer dependency","2017","no degree/no degree yet","Female","397","0.519073320291429","0.48830546975262","0.549841170830239"
"Low transfer dependency","2017","lower secondary degree","Male","203","0.0509739322644071","0.0431759084761012","0.058771956052713"
"Low transfer dependency","2017","lower secondary degree","Female","220","0.0496448466750342","0.0419018500258948","0.0573878433241736"
"Low transfer dependency","2017","secondary school degree","Male","166","0.0394891924854364","0.0326901893571138","0.0462881956137589"
"Low transfer dependency","2017","secondary school degree","Female","300","0.0474225313559387","0.0411841506669268","0.0536609120449506"
"Low transfer dependency","2017","college entrance qualification","Male","130","0.0320156476067461","0.0264066165953081","0.037624678618184"
"Low transfer dependency","2017","college entrance qualification","Female","194","0.0390201788529033","0.0330856233074977","0.0449547343983088"
"Low transfer dependency","2017","Other degree","Male","200","0.0965421421539426","0.0840439597674466","0.109040324540439"
"Low transfer dependency","2017","Other degree","Female","191","0.0894721393365521","0.0772383328946454","0.101705945778459"
"Low transfer dependency","2017","no degree/no degree yet","Male","88","0.0916204832072924","0.0742041092599341","0.109036857154651"
"Low transfer dependency","2017","no degree/no degree yet","Female","94","0.104526453677436","0.085686368726493","0.123366538628379"
"High transfer dependency","2017","lower secondary degree","Male","105","0.0302628849805043","0.0241891814603284","0.0363365885006802"
"High transfer dependency","2017","lower secondary degree","Female","138","0.0271413129996565","0.0213487692210441","0.0329338567782689"
"High transfer dependency","2017","secondary school degree","Male","60","0.0116264699571843","0.00788416240163532","0.0153687775127332"
"High transfer dependency","2017","secondary school degree","Female","143","0.0247173760273063","0.0201602002480897","0.0292745518065229"
"High transfer dependency","2017","college entrance qualification","Male","54","0.0142175520293827","0.0104455190526394","0.017989585006126"
"High transfer dependency","2017","college entrance qualification","Female","68","0.0165573419254933","0.0126466260266182","0.0204680578243685"
"High transfer dependency","2017","Other degree","Male","155","0.0593874664714059","0.0493854578960883","0.0693894750467234"
"High transfer dependency","2017","Other degree","Female","144","0.0563212381792621","0.0464398203834725","0.0662026559750516"
"High transfer dependency","2017","no degree/no degree yet","Male","74","0.0746702349319877","0.058801225779662","0.0905392440843134"
"High transfer dependency","2017","no degree/no degree yet","Female","79","0.0636189089108812","0.0485887769304308","0.0786490408913317"
"Very high transfer dependency","2017","lower secondary degree","Male","56","0.0166143279920978","0.0120824861579227","0.021146169826273"
"Very high transfer dependency","2017","lower secondary degree","Female","83","0.0153241258674945","0.0109452410533","0.019703010681689"
"Very high transfer dependency","2017","secondary school degree","Male","42","0.0138178092874769","0.00974256955903088","0.0178930490159229"
"Very high transfer dependency","2017","secondary school degree","Female","80","0.0126475019467378","0.00936754723679047","0.0159274566566852"
"Very high transfer dependency","2017","college entrance qualification","Male","33","0.00710052380819356","0.0044252369145434","0.00977581070184371"
"Very high transfer dependency","2017","college entrance qualification","Female","31","0.00561802814973221","0.00332739778495242","0.00790865851451199"
"Very high transfer dependency","2017","Other degree","Male","137","0.0361395769108804","0.0282412873983234","0.0440378664234374"
"Very high transfer dependency","2017","Other degree","Female","124","0.0374999619172779","0.0293569163389706","0.0456430074955852"
"Very high transfer dependency","2017","no degree/no degree yet","Male","72","0.0673862840958569","0.0522519108973107","0.0825206572944031"
"Very high transfer dependency","2017","no degree/no degree yet","Female","93","0.0855881278239304","0.0683606753822748","0.102815580265586"
"Complete transfer dependency","2017","lower secondary degree","Male","60","0.0269785323956773","0.0212341705684375","0.0327228942229171"
"Complete transfer dependency","2017","lower secondary degree","Female","74","0.016902232981888","0.012307085928985","0.021497380034791"
"Complete transfer dependency","2017","secondary school degree","Male","45","0.0206583592758474","0.0156927789687899","0.0256239395829048"
"Complete transfer dependency","2017","secondary school degree","Female","43","0.00648021357752676","0.00412509772857861","0.0088353294264749"
"Complete transfer dependency","2017","college entrance qualification","Male","26","","",""
"Complete transfer dependency","2017","college entrance qualification","Female","20","","",""
"Complete transfer dependency","2017","Other degree","Male","594","0.0684001023293395","0.0577174883673856","0.0790827162912934"
"Complete transfer dependency","2017","Other degree","Female","363","0.0309051797149785","0.0234874697637109","0.038322889666246"
"Complete transfer dependency","2017","no degree/no degree yet","Male","383","0.0942284025151468","0.0765912671172273","0.111865537913066"
"Complete transfer dependency","2017","no degree/no degree yet","Female","288","0.0700390353630195","0.0543228983624425","0.0857551723635964"
"No transfer dependency","2018","lower secondary degree","Male","1519","0.621963892795316","0.604251530521147","0.639676255069484"
