"transab_cat","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2017","Couple + C. LE 16 ","inadequately","48","0.131132970735837","0.100453050702835","0.16181289076884"
"High transfer dependency","2017","Couple + C. LE 16 ","general elemantary","69","0.103746954507877","0.0803229794263473","0.127170929589406"
"High transfer dependency","2017","Couple + C. LE 16 ","middle vocational","95","0.0355278902420638","0.0281785243014488","0.0428772561826788"
"High transfer dependency","2017","Couple + C. LE 16 ","vocational + Abi","28","","",""
"High transfer dependency","2017","Couple + C. LE 16 ","higher vocational","1","","",""
"High transfer dependency","2017","Couple + C. LE 16 ","higher education","33","0.0108190610934571","0.00635282423561515","0.0152852979512991"
"High transfer dependency","2017","Couple + C. GT 16 ","in school","7","","",""
"High transfer dependency","2017","Couple + C. GT 16 ","inadequately","1","","",""
"High transfer dependency","2017","Couple + C. GT 16 ","general elemantary","23","","",""
"High transfer dependency","2017","Couple + C. GT 16 ","middle vocational","23","","",""
"High transfer dependency","2017","Couple + C. GT 16 ","vocational + Abi","4","","",""
"High transfer dependency","2017","Couple + C. GT 16 ","higher vocational","3","","",""
"High transfer dependency","2017","Couple + C. GT 16 ","higher education","3","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","in school","13","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","inadequately","13","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","general elemantary","45","0.0622042815611396","0.0393224666367546","0.0850860964855246"
"High transfer dependency","2017","Couple + C. LE and GT 16","middle vocational","42","0.0253641684549919","0.0153343379203438","0.0353939989896399"
"High transfer dependency","2017","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","higher education","4","","",""
"Very high transfer dependency","2017","1-pers.-HH","in school","","","",""
"Very high transfer dependency","2017","1-pers.-HH","inadequately","10","","",""
"Very high transfer dependency","2017","1-pers.-HH","general elemantary","14","","",""
"Very high transfer dependency","2017","1-pers.-HH","middle vocational","59","0.0272320640831531","0.0199461853534814","0.0345179428128247"
"Very high transfer dependency","2017","1-pers.-HH","vocational + Abi","9","","",""
"Very high transfer dependency","2017","1-pers.-HH","higher vocational","2","","",""
"Very high transfer dependency","2017","1-pers.-HH","higher education","24","","",""
"Very high transfer dependency","2017","(Married) couple without C. ","in school","","","",""
"Very high transfer dependency","2017","(Married) couple without C. ","inadequately","5","","",""
"Very high transfer dependency","2017","(Married) couple without C. ","general elemantary","10","","",""
"Very high transfer dependency","2017","(Married) couple without C. ","middle vocational","32","0.00457338519296101","0.00250279213705582","0.0066439782488662"
"Very high transfer dependency","2017","(Married) couple without C. ","vocational + Abi","8","","",""
"Very high transfer dependency","2017","(Married) couple without C. ","higher vocational","","","",""
"Very high transfer dependency","2017","(Married) couple without C. ","higher education","6","","",""
"Very high transfer dependency","2017","Single parent ","in school","7","","",""
"Very high transfer dependency","2017","Single parent ","inadequately","27","","",""
"Very high transfer dependency","2017","Single parent ","general elemantary","47","0.133208367174245","0.0990435264525095","0.16737320789598"
"Very high transfer dependency","2017","Single parent ","middle vocational","61","0.0376594651117302","0.0261116637467521","0.0492072664767082"
"Very high transfer dependency","2017","Single parent ","vocational + Abi","13","","",""
"Very high transfer dependency","2017","Single parent ","higher vocational","1","","",""
"Very high transfer dependency","2017","Single parent ","higher education","9","","",""
"Very high transfer dependency","2017","Couple + C. LE 16 ","in school","","","",""
"Very high transfer dependency","2017","Couple + C. LE 16 ","inadequately","58","0.181156038209347","0.146149545817704","0.216162530600989"
"Very high transfer dependency","2017","Couple + C. LE 16 ","general elemantary","44","0.0424574340497245","0.0269687859405012","0.0579460821589477"
"Very high transfer dependency","2017","Couple + C. LE 16 ","middle vocational","65","0.0209422765775859","0.0152571986679028","0.026627354487269"
"Very high transfer dependency","2017","Couple + C. LE 16 ","vocational + Abi","16","","",""
"Very high transfer dependency","2017","Couple + C. LE 16 ","higher vocational","2","","",""
"Very high transfer dependency","2017","Couple + C. LE 16 ","higher education","28","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","in school","5","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","inadequately","4","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","general elemantary","11","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","middle vocational","7","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","higher vocational","1","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","higher education","5","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","in school","15","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","inadequately","18","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","general elemantary","27","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","middle vocational","33","0.0347617839903274","0.0230767393386058","0.0464468286420489"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","higher education","10","","",""
"Complete transfer dependency","2017","1-pers.-HH","in school","2","","",""
"Complete transfer dependency","2017","1-pers.-HH","inadequately","133","0.267694850951802","0.207085837737107","0.328303864166498"
"Complete transfer dependency","2017","1-pers.-HH","general elemantary","117","0.0954334416404953","0.0709231144226234","0.119943768858367"
"Complete transfer dependency","2017","1-pers.-HH","middle vocational","144","0.0471708350872954","0.0376805045658574","0.0566611656087333"
"Complete transfer dependency","2017","1-pers.-HH","vocational + Abi","24","","",""
"Complete transfer dependency","2017","1-pers.-HH","higher vocational","4","","",""
"Complete transfer dependency","2017","1-pers.-HH","higher education","66","0.015512779385065","0.00809422408649766","0.0229313346836324"
"Complete transfer dependency","2017","(Married) couple without C. ","in school","","","",""
"Complete transfer dependency","2017","(Married) couple without C. ","inadequately","20","","",""
"Complete transfer dependency","2017","(Married) couple without C. ","general elemantary","14","","",""
"Complete transfer dependency","2017","(Married) couple without C. ","middle vocational","25","","",""
"Complete transfer dependency","2017","(Married) couple without C. ","vocational + Abi","3","","",""
"Complete transfer dependency","2017","(Married) couple without C. ","higher vocational","","","",""
"Complete transfer dependency","2017","(Married) couple without C. ","higher education","17","","",""
"Complete transfer dependency","2017","Single parent ","in school","10","","",""
"Complete transfer dependency","2017","Single parent ","inadequately","82","0.20185305022735","0.137832602841143","0.265873497613557"
"Complete transfer dependency","2017","Single parent ","general elemantary","62","0.126938012237298","0.0934665504705997","0.160409474003997"
"Complete transfer dependency","2017","Single parent ","middle vocational","49","0.0230900857267226","0.0139796767601339","0.0322004946933114"
"Complete transfer dependency","2017","Single parent ","vocational + Abi","12","","",""
"Complete transfer dependency","2017","Single parent ","higher vocational","","","",""
"Complete transfer dependency","2017","Single parent ","higher education","28","","",""
"Complete transfer dependency","2017","Couple + C. LE 16 ","in school","1","","",""
"Complete transfer dependency","2017","Couple + C. LE 16 ","inadequately","281","0.262579145633517","0.222583801523181","0.302574489743852"
"Complete transfer dependency","2017","Couple + C. LE 16 ","general elemantary","155","0.0445703596975031","0.0287185072426351","0.060422212152371"
"Complete transfer dependency","2017","Couple + C. LE 16 ","middle vocational","132","0.00793561541129431","0.00441287564593502","0.0114583551766536"
"Complete transfer dependency","2017","Couple + C. LE 16 ","vocational + Abi","24","","",""
"Complete transfer dependency","2017","Couple + C. LE 16 ","higher vocational","","","",""
"Complete transfer dependency","2017","Couple + C. LE 16 ","higher education","160","0.00606493823994827","0.00271295921809432","0.00941691726180221"
"Complete transfer dependency","2017","Couple + C. GT 16 ","in school","2","","",""
"Complete transfer dependency","2017","Couple + C. GT 16 ","inadequately","9","","",""
"Complete transfer dependency","2017","Couple + C. GT 16 ","general elemantary","8","","",""
"Complete transfer dependency","2017","Couple + C. GT 16 ","middle vocational","4","","",""
"Complete transfer dependency","2017","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Complete transfer dependency","2017","Couple + C. GT 16 ","higher vocational","","","",""
"Complete transfer dependency","2017","Couple + C. GT 16 ","higher education","1","","",""
"Complete transfer dependency","2017","Couple + C. LE and GT 16","in school","6","","",""
"Complete transfer dependency","2017","Couple + C. LE and GT 16","inadequately","83","0.0919153764897105","0.045834910364302","0.137995842615119"
"Complete transfer dependency","2017","Couple + C. LE and GT 16","general elemantary","52","0.0284421968976232","0.0126935916234003","0.0441908021718461"
