"transab_cat","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2017","Employed","middle vocational","2917","0.513155521958195","0.50221371963922","0.52409732427717"
"No transfer dependency","2017","Employed","vocational + Abi","554","0.450010948235338","0.427179984926151","0.472841911544526"
"No transfer dependency","2017","Employed","higher vocational","443","0.545828847541757","0.516604241018318","0.575053454065195"
"No transfer dependency","2017","Employed","higher education","1906","0.522062598407647","0.508169742455123","0.53595545436017"
"Very low transfer dependency","2017","Not Employed","in school","548","0.832185094237481","0.804638772408514","0.859731416066448"
"Very low transfer dependency","2017","Not Employed","inadequately","47","0.190847107033382","0.165897728808944","0.21579648525782"
"Very low transfer dependency","2017","Not Employed","general elemantary","361","0.199007070482223","0.180449085998029","0.217565054966416"
"Very low transfer dependency","2017","Not Employed","middle vocational","826","0.152476271119466","0.141762753219012","0.16318978901992"
"Very low transfer dependency","2017","Not Employed","vocational + Abi","113","0.200890950235883","0.162887995488932","0.238893904982835"
"Very low transfer dependency","2017","Not Employed","higher vocational","70","0.14951997969202","0.115537146808663","0.183502812575376"
"Very low transfer dependency","2017","Not Employed","higher education","268","0.134113908858891","0.118831257720423","0.14939655999736"
"Very low transfer dependency","2017","Employed","in school","64","0.694593160616293","0.59550684605828","0.793679475174306"
"Very low transfer dependency","2017","Employed","inadequately","76","0.328494029032612","0.269803338839682","0.387184719225541"
"Very low transfer dependency","2017","Employed","general elemantary","745","0.436716285723807","0.411404932051948","0.462027639395665"
"Very low transfer dependency","2017","Employed","middle vocational","4200","0.407922153198955","0.397163763084849","0.41868054331306"
"Very low transfer dependency","2017","Employed","vocational + Abi","1107","0.477798754708263","0.454875455011846","0.50072205440468"
"Very low transfer dependency","2017","Employed","higher vocational","625","0.425855645332474","0.396831969736136","0.454879320928812"
"Very low transfer dependency","2017","Employed","higher education","2807","0.43771583368665","0.423917749547813","0.451513917825486"
"Low transfer dependency","2017","Not Employed","in school","63","0.0706398096434146","0.0517531490026008","0.0895264702842284"
"Low transfer dependency","2017","Not Employed","inadequately","48","0.113361305933287","0.0932329918223385","0.133489620044235"
"Low transfer dependency","2017","Not Employed","general elemantary","163","0.0673991865797784","0.0557456582773076","0.0790527148822492"
"Low transfer dependency","2017","Not Employed","middle vocational","284","0.0540667721141051","0.0473269179906334","0.0608066262375768"
"Low transfer dependency","2017","Not Employed","vocational + Abi","42","0.0751396793280081","0.0501358286987361","0.10014352995728"
"Low transfer dependency","2017","Not Employed","higher vocational","14","","",""
"Low transfer dependency","2017","Not Employed","higher education","97","0.0549479889060284","0.0447283591146153","0.0651676186974415"
"Low transfer dependency","2017","Employed","in school","10","","",""
"Low transfer dependency","2017","Employed","inadequately","41","0.111278249083265","0.0719804177825429","0.150576080383987"
"Low transfer dependency","2017","Employed","general elemantary","197","0.120050311537417","0.103463510031032","0.136637113043801"
"Low transfer dependency","2017","Employed","middle vocational","532","0.0442415561728764","0.0397400432021978","0.0487430691435549"
"Low transfer dependency","2017","Employed","vocational + Abi","101","0.0421640348715759","0.0329414571051201","0.0513866126380316"
"Low transfer dependency","2017","Employed","higher vocational","37","0.0196813956754051","0.0115283058725508","0.0278344854782594"
"Low transfer dependency","2017","Employed","higher education","178","0.0297861094444714","0.0250580234386848","0.034514195450258"
"High transfer dependency","2017","Not Employed","in school","43","0.0441606332788495","0.0290163582849527","0.0593049082727464"
"High transfer dependency","2017","Not Employed","inadequately","71","0.105112716711852","0.0856405876482125","0.124584845775491"
"High transfer dependency","2017","Not Employed","general elemantary","141","0.0515279713033507","0.0412521628855656","0.0618037797211358"
"High transfer dependency","2017","Not Employed","middle vocational","189","0.0308942166078729","0.0257374292748507","0.0360510039408951"
"High transfer dependency","2017","Not Employed","vocational + Abi","31","0.065113753264856","0.0417119187624216","0.0885155877672904"
"High transfer dependency","2017","Not Employed","higher vocational","10","","",""
"High transfer dependency","2017","Not Employed","higher education","47","0.0180483089781343","0.0120780285980764","0.0240185893581922"
"High transfer dependency","2017","Employed","in school","6","","",""
"High transfer dependency","2017","Employed","inadequately","29","","",""
"High transfer dependency","2017","Employed","general elemantary","119","0.0506033491228444","0.0394175875225034","0.0617891107231854"
"High transfer dependency","2017","Employed","middle vocational","247","0.0227884835887643","0.0195216934310123","0.0260552737465163"
"High transfer dependency","2017","Employed","vocational + Abi","41","0.0221319380744514","0.015380667276709","0.0288832088721938"
"High transfer dependency","2017","Employed","higher vocational","7","","",""
"High transfer dependency","2017","Employed","higher education","55","0.00880134201767763","0.00620357896868423","0.011399105066671"
"Very high transfer dependency","2017","Not Employed","in school","26","","",""
"Very high transfer dependency","2017","Not Employed","inadequately","96","0.119402167953734","0.098815002597845","0.139989333309623"
"Very high transfer dependency","2017","Not Employed","general elemantary","109","0.0445008870210997","0.0349161171350712","0.0540856569071283"
"Very high transfer dependency","2017","Not Employed","middle vocational","159","0.0225822300842407","0.0181545262419315","0.0270099339265499"
"Very high transfer dependency","2017","Not Employed","vocational + Abi","34","0.0388909458430822","0.0205532510357142","0.0572286406504502"
"Very high transfer dependency","2017","Not Employed","higher vocational","3","","",""
"Very high transfer dependency","2017","Not Employed","higher education","68","0.0180859254342024","0.0121095411096962","0.0240623097587086"
"Very high transfer dependency","2017","Employed","in school","2","","",""
"Very high transfer dependency","2017","Employed","inadequately","43","0.156595105278079","0.111181321531037","0.20200888902512"
"Very high transfer dependency","2017","Employed","general elemantary","61","0.0190493259391812","0.0120731813674606","0.0260254705109018"
"Very high transfer dependency","2017","Employed","middle vocational","120","0.0118922850812098","0.0095192506608122","0.0142653195016074"
"Very high transfer dependency","2017","Employed","vocational + Abi","21","","",""
"Very high transfer dependency","2017","Employed","higher vocational","3","","",""
"Very high transfer dependency","2017","Employed","higher education","20","","",""
"Complete transfer dependency","2017","Not Employed","in school","23","","",""
"Complete transfer dependency","2017","Not Employed","inadequately","645","0.27498532222661","0.246636840979751","0.30333380347347"
"Complete transfer dependency","2017","Not Employed","general elemantary","448","0.0884341097373626","0.0752367775069891","0.101631441967736"
"Complete transfer dependency","2017","Not Employed","middle vocational","409","0.0428244186068857","0.0367905398643601","0.0488582973494112"
"Complete transfer dependency","2017","Not Employed","vocational + Abi","74","0.110166187820966","0.0804691750112152","0.139863200630718"
"Complete transfer dependency","2017","Not Employed","higher vocational","4","","",""
"Complete transfer dependency","2017","Not Employed","higher education","323","0.0261370614222969","0.0189820767797938","0.0332920460647999"
"Complete transfer dependency","2017","Employed","in school","","","",""
"Complete transfer dependency","2017","Employed","inadequately","","","",""
"Complete transfer dependency","2017","Employed","general elemantary","","","",""
"Complete transfer dependency","2017","Employed","middle vocational","","","",""
"Complete transfer dependency","2017","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2017","Employed","higher vocational","","","",""
"Complete transfer dependency","2017","Employed","higher education","","","",""
