"transab_cat","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2018","Not Working","secondary school degree","83","0.0348415818952327","0.0267947509961131","0.0428884127943522"
"Complete transfer dependency","2018","Not Working","college entrance qualification","46","0.0286439909348449","0.0206890081226896","0.0365989737470001"
"Complete transfer dependency","2018","Not Working","Other degree","1246","0.150347225081104","0.135902879153064","0.164791571009143"
"Complete transfer dependency","2018","Not Working","no degree/no degree yet","934","0.167737830451154","0.151354735928477","0.18412092497383"
"No transfer dependency","2019","Full Time","lower secondary degree","624","0.535886689512848","0.510715953362329","0.561057425663368"
"No transfer dependency","2019","Full Time","secondary school degree","1555","0.580152708065537","0.563306372102377","0.596999044028698"
"No transfer dependency","2019","Full Time","college entrance qualification","1731","0.552611010069003","0.537269124672863","0.567952895465142"
"No transfer dependency","2019","Full Time","Other degree","408","0.449556191584479","0.421245255211669","0.47786712795729"
"No transfer dependency","2019","Full Time","no degree/no degree yet","65","0.465216357741823","0.392551345780978","0.537881369702667"
"No transfer dependency","2019","Part Time","lower secondary degree","502","0.539208528358439","0.510196896604875","0.568220160112003"
"No transfer dependency","2019","Part Time","secondary school degree","681","0.380041351150939","0.35929578731042","0.400786914991458"
"No transfer dependency","2019","Part Time","college entrance qualification","752","0.345519817309418","0.327134706130046","0.363904928488789"
"No transfer dependency","2019","Part Time","Other degree","230","0.346005390477068","0.317791349770983","0.374219431183154"
"No transfer dependency","2019","Part Time","no degree/no degree yet","38","0.123096287232182","0.0888711741681162","0.157321400296249"
"No transfer dependency","2019","Not Working","lower secondary degree","1849","0.739238903152482","0.722808470719835","0.75566933558513"
"No transfer dependency","2019","Not Working","secondary school degree","1277","0.703050295189158","0.683328864983252","0.722771725395064"
"No transfer dependency","2019","Not Working","college entrance qualification","1090","0.63470900205205","0.612743605078007","0.656674399026093"
"No transfer dependency","2019","Not Working","Other degree","222","0.494916425721051","0.472322003001897","0.517510848440205"
"No transfer dependency","2019","Not Working","no degree/no degree yet","60","0.1306644797043","0.114923168780948","0.146405790627652"
"Very low transfer dependency","2019","Full Time","lower secondary degree","786","0.411770573580155","0.386930753424007","0.436610393736303"
"Very low transfer dependency","2019","Full Time","secondary school degree","1620","0.394764525086153","0.378079768907643","0.411449281264663"
"Very low transfer dependency","2019","Full Time","college entrance qualification","2225","0.428233967037399","0.412966181415354","0.443501752659444"
"Very low transfer dependency","2019","Full Time","Other degree","616","0.485246980826286","0.456803246158853","0.513690715493718"
"Very low transfer dependency","2019","Full Time","no degree/no degree yet","61","0.376957903772821","0.306356404133829","0.447559403411814"
"Very low transfer dependency","2019","Part Time","lower secondary degree","402","0.299983346938941","0.273312038439813","0.326654655438069"
"Very low transfer dependency","2019","Part Time","secondary school degree","1171","0.516191595497762","0.494833101673505","0.53755008932202"
"Very low transfer dependency","2019","Part Time","college entrance qualification","1600","0.554913576021468","0.535699638322266","0.57412751372067"
"Very low transfer dependency","2019","Part Time","Other degree","461","0.400583302088354","0.371519822302451","0.429646781874258"
"Very low transfer dependency","2019","Part Time","no degree/no degree yet","109","0.506223600983084","0.454142180774729","0.558305021191438"
"Very low transfer dependency","2019","Not Working","lower secondary degree","390","0.120283942913065","0.108110588262199","0.132457297563932"
"Very low transfer dependency","2019","Not Working","secondary school degree","451","0.173302017072924","0.156964765062871","0.189639269082976"
"Very low transfer dependency","2019","Not Working","college entrance qualification","525","0.242483193516483","0.222932183395105","0.26203420363786"
"Very low transfer dependency","2019","Not Working","Other degree","184","0.149109115208674","0.133012197439478","0.165206032977871"
"Very low transfer dependency","2019","Not Working","no degree/no degree yet","446","0.469962618910535","0.446652025980381","0.493273211840688"
"Low transfer dependency","2019","Full Time","lower secondary degree","74","0.0412713047472292","0.0312316360225555","0.0513109734719029"
"Low transfer dependency","2019","Full Time","secondary school degree","100","0.0190663270698131","0.0143982076424526","0.0237344464971736"
"Low transfer dependency","2019","Full Time","college entrance qualification","66","0.0163230777360401","0.0124132863336492","0.020232869138431"
"Low transfer dependency","2019","Full Time","Other degree","98","0.0502290811839161","0.037798460986523","0.0626597013813091"
"Low transfer dependency","2019","Full Time","no degree/no degree yet","27","","",""
"Low transfer dependency","2019","Part Time","lower secondary degree","110","0.0744542919105071","0.0591756283336264","0.0897329554873877"
"Low transfer dependency","2019","Part Time","secondary school degree","141","0.0561662531260416","0.0463258263990948","0.0660066798529883"
"Low transfer dependency","2019","Part Time","college entrance qualification","144","0.0696263093996505","0.0597862679560464","0.0794663508432546"
"Low transfer dependency","2019","Part Time","Other degree","131","0.139570353525271","0.119016604746403","0.160124102304139"
"Low transfer dependency","2019","Part Time","no degree/no degree yet","53","0.137422625674238","0.101557313755297","0.17328793759318"
"Low transfer dependency","2019","Not Working","lower secondary degree","190","0.0604161503629227","0.0514999568965892","0.0693323438292562"
"Low transfer dependency","2019","Not Working","secondary school degree","133","0.0496221965243139","0.0402489531175694","0.0589954399310584"
"Low transfer dependency","2019","Not Working","college entrance qualification","93","0.0450471925913701","0.0355857564453012","0.0545086287374391"
"Low transfer dependency","2019","Not Working","Other degree","106","0.0641556358103501","0.0530824416610098","0.0752288299596904"
"Low transfer dependency","2019","Not Working","no degree/no degree yet","95","0.101800828787403","0.0876777170574078","0.115923940517398"
"High transfer dependency","2019","Full Time","lower secondary degree","24","","",""
"High transfer dependency","2019","Full Time","secondary school degree","20","","",""
"High transfer dependency","2019","Full Time","college entrance qualification","12","","",""
"High transfer dependency","2019","Full Time","Other degree","50","0.00867301366334332","0.00339586624773734","0.0139501610789493"
"High transfer dependency","2019","Full Time","no degree/no degree yet","17","","",""
"High transfer dependency","2019","Part Time","lower secondary degree","73","0.0576954526480679","0.0441245729792642","0.0712663323168716"
"High transfer dependency","2019","Part Time","secondary school degree","73","0.0285305103157941","0.0214151350896109","0.0356458855419773"
"High transfer dependency","2019","Part Time","college entrance qualification","53","0.0230203352848909","0.0172223098816658","0.028818360688116"
"High transfer dependency","2019","Part Time","Other degree","146","0.0697147682861366","0.0546102378291024","0.0848192987431708"
"High transfer dependency","2019","Part Time","no degree/no degree yet","82","0.149952975095118","0.11276132226746","0.187144627922775"
"High transfer dependency","2019","Not Working","lower secondary degree","108","0.0281925156997195","0.0219982158809913","0.0343868155184477"
"High transfer dependency","2019","Not Working","secondary school degree","69","0.0254127426465829","0.0186200823781406","0.0322054029150252"
"High transfer dependency","2019","Not Working","college entrance qualification","50","0.0245763118808716","0.0175133437503414","0.0316392800114019"
"High transfer dependency","2019","Not Working","Other degree","160","0.0837479366210473","0.0712295536420402","0.0962663196000545"
"High transfer dependency","2019","Not Working","no degree/no degree yet","110","0.0761043998249173","0.0637197210920533","0.0884890785577814"
