"transab_cat","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2015","Saxony-Anhalt","Urban Area","132","0.526514200617517","0.46914746729697","0.583880933938065"
"No transfer dependency","2015","Saxony-Anhalt","Rural Area","257","0.509261966528194","0.469360862220106","0.549163070836282"
"No transfer dependency","2015","Thuringia","Urban Area","128","0.521730119316929","0.466123471545608","0.57733676708825"
"No transfer dependency","2015","Thuringia","Rural Area","341","0.591098858356171","0.553983183238928","0.628214533473414"
"Very low transfer dependency","2015","Schleswig-Holstein","Urban Area","111","0.346396075623136","0.286197491417952","0.406594659828319"
"Very low transfer dependency","2015","Schleswig-Holstein","Rural Area","307","0.343939398515479","0.307561267424494","0.380317529606464"
"Very low transfer dependency","2015","Hamburg","Urban Area","218","0.240225411238603","0.201353046989769","0.279097775487437"
"Very low transfer dependency","2015","Hamburg","Rural Area","","","",""
"Very low transfer dependency","2015","Lower Saxony","Urban Area","508","0.328782472039591","0.301631514936152","0.35593342914303"
"Very low transfer dependency","2015","Lower Saxony","Rural Area","707","0.361931676690117","0.337547361172142","0.386315992208091"
"Very low transfer dependency","2015","Bremen","Urban Area","64","0.19290313629811","0.136797852345104","0.249008420251117"
"Very low transfer dependency","2015","Bremen","Rural Area","","","",""
"Very low transfer dependency","2015","North Rhine-Westphalia","Urban Area","2570","0.36386687191792","0.351192263707841","0.376541480127998"
"Very low transfer dependency","2015","North Rhine-Westphalia","Rural Area","63","0.485888540052018","0.39290981814276","0.578867261961277"
"Very low transfer dependency","2015","Hesse","Urban Area","726","0.37133254741359","0.347240381467546","0.395424713359635"
"Very low transfer dependency","2015","Hesse","Rural Area","164","0.30399441376709","0.25607785461343","0.351910972920749"
"Very low transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","548","0.345270388134957","0.318279285815422","0.372261490454492"
"Very low transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","209","0.292236328783627","0.249741802914849","0.334730854652405"
"Very low transfer dependency","2015","Baden-Württemberg","Urban Area","1508","0.37182761018864","0.354322179735019","0.389333040642262"
"Very low transfer dependency","2015","Baden-Württemberg","Rural Area","173","0.334188078085052","0.283974692765908","0.384401463404196"
"Very low transfer dependency","2015","Bavaria","Urban Area","977","0.346235798772723","0.325650557318614","0.366821040226832"
"Very low transfer dependency","2015","Bavaria","Rural Area","1256","0.357356796523418","0.338212208352075","0.376501384694761"
"Very low transfer dependency","2015","Berlin","Urban Area","347","0.250574267050897","0.223729255986852","0.277419278114942"
"Very low transfer dependency","2015","Berlin","Rural Area","","","",""
"Very low transfer dependency","2015","Brandenburg","Urban Area","26","","",""
"Very low transfer dependency","2015","Brandenburg","Rural Area","331","0.270538031293131","0.242154346896564","0.298921715689697"
"Very low transfer dependency","2015","Mecklenburg-Western Pomerania","Urban Area","15","","",""
"Very low transfer dependency","2015","Mecklenburg-Western Pomerania","Rural Area","171","0.283070351932443","0.24346486479123","0.322675839073655"
"Very low transfer dependency","2015","Saxony","Urban Area","274","0.281749691288957","0.25123742342281","0.312261959155105"
"Very low transfer dependency","2015","Saxony","Rural Area","297","0.376285737956798","0.340850317901385","0.41172115801221"
"Very low transfer dependency","2015","Saxony-Anhalt","Urban Area","76","0.221989684020449","0.1742410809078","0.269738287133097"
"Very low transfer dependency","2015","Saxony-Anhalt","Rural Area","220","0.281261572281342","0.245375157897069","0.317147986665616"
"Very low transfer dependency","2015","Thuringia","Urban Area","119","0.312274508538018","0.260687176005573","0.363861841070463"
"Very low transfer dependency","2015","Thuringia","Rural Area","223","0.261633054083202","0.228451205937423","0.294814902228981"
"Low transfer dependency","2015","Schleswig-Holstein","Urban Area","17","","",""
"Low transfer dependency","2015","Schleswig-Holstein","Rural Area","52","0.0421464908387989","0.0267593581573668","0.057533623520231"
"Low transfer dependency","2015","Hamburg","Urban Area","15","","",""
"Low transfer dependency","2015","Hamburg","Rural Area","","","",""
"Low transfer dependency","2015","Lower Saxony","Urban Area","82","0.0376795977547758","0.0266740377379072","0.0486851577716444"
"Low transfer dependency","2015","Lower Saxony","Rural Area","109","0.0588135086477326","0.0468752752156617","0.0707517420798035"
"Low transfer dependency","2015","Bremen","Urban Area","20","","",""
"Low transfer dependency","2015","Bremen","Rural Area","","","",""
"Low transfer dependency","2015","North Rhine-Westphalia","Urban Area","387","0.0517057376403792","0.0458722241175655","0.0575392511631929"
"Low transfer dependency","2015","North Rhine-Westphalia","Rural Area","9","","",""
"Low transfer dependency","2015","Hesse","Urban Area","99","0.0320962557171574","0.0233075055374331","0.0408850058968816"
"Low transfer dependency","2015","Hesse","Rural Area","33","0.0653241941124124","0.0395838711963803","0.0910645170284445"
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","86","0.0516805274119274","0.0391129732362702","0.0642480815875847"
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","26","","",""
"Low transfer dependency","2015","Baden-Württemberg","Urban Area","185","0.0390064912158998","0.0319936949072778","0.0460192875245217"
"Low transfer dependency","2015","Baden-Württemberg","Rural Area","31","0.0644679142069675","0.0383252770587131","0.0906105513552218"
"Low transfer dependency","2015","Bavaria","Urban Area","99","0.0493943174295381","0.0400187381608596","0.0587698966982166"
"Low transfer dependency","2015","Bavaria","Rural Area","144","0.0436694858515776","0.0355054840500531","0.0518334876531021"
"Low transfer dependency","2015","Berlin","Urban Area","81","0.091903064335425","0.0740068095726592","0.109799319098191"
"Low transfer dependency","2015","Berlin","Rural Area","","","",""
"Low transfer dependency","2015","Brandenburg","Urban Area","3","","",""
"Low transfer dependency","2015","Brandenburg","Rural Area","100","0.0782506753315206","0.0610912104385384","0.0954101402245027"
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","Rural Area","54","0.086121291319004","0.0614569544803301","0.110785628157678"
"Low transfer dependency","2015","Saxony","Urban Area","78","0.0726019559194767","0.0550019788684013","0.090201932970552"
"Low transfer dependency","2015","Saxony","Rural Area","52","0.0448611058501251","0.0297201211174617","0.0600020905827885"
"Low transfer dependency","2015","Saxony-Anhalt","Urban Area","37","0.136588007204336","0.0971316561221772","0.176044358286494"
"Low transfer dependency","2015","Saxony-Anhalt","Rural Area","42","0.0778119074279247","0.0564311926108231","0.0991926222450262"
"Low transfer dependency","2015","Thuringia","Urban Area","29","","",""
"Low transfer dependency","2015","Thuringia","Rural Area","54","0.0638170907285176","0.0453640900412697","0.0822700914157655"
"High transfer dependency","2015","Schleswig-Holstein","Urban Area","6","","",""
"High transfer dependency","2015","Schleswig-Holstein","Rural Area","45","0.0462087658042296","0.0301313483336648","0.0622861832747945"
"High transfer dependency","2015","Hamburg","Urban Area","20","","",""
"High transfer dependency","2015","Hamburg","Rural Area","","","",""
"High transfer dependency","2015","Lower Saxony","Urban Area","45","0.035624234762261","0.0249116298804978","0.0463368396440243"
"High transfer dependency","2015","Lower Saxony","Rural Area","64","0.0260446409038875","0.0179631331828313","0.0341261486249438"
"High transfer dependency","2015","Bremen","Urban Area","11","","",""
"High transfer dependency","2015","Bremen","Rural Area","","","",""
"High transfer dependency","2015","North Rhine-Westphalia","Urban Area","267","0.0300800779422204","0.0255802418275821","0.0345799140568587"
"High transfer dependency","2015","North Rhine-Westphalia","Rural Area","5","","",""
"High transfer dependency","2015","Hesse","Urban Area","60","0.0336572191164001","0.0246645509615409","0.0426498872712593"
"High transfer dependency","2015","Hesse","Rural Area","20","","",""
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","50","0.0271277200833065","0.0179053079602631","0.0363501322063499"
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"High transfer dependency","2015","Baden-Württemberg","Urban Area","62","0.0202709050806037","0.0151664177812414","0.025375392379966"
"High transfer dependency","2015","Baden-Württemberg","Rural Area","3","","",""
"High transfer dependency","2015","Bavaria","Urban Area","31","0.0172725393131128","0.0116354611901863","0.0229096174360394"
"High transfer dependency","2015","Bavaria","Rural Area","62","0.0168337694707566","0.0116943482880988","0.0219731906534143"
"High transfer dependency","2015","Berlin","Urban Area","58","0.0363320967787087","0.0247405876766565","0.0479236058807609"
"High transfer dependency","2015","Berlin","Rural Area","","","",""
"High transfer dependency","2015","Brandenburg","Urban Area","4","","",""
"High transfer dependency","2015","Brandenburg","Rural Area","39","0.0341115869204181","0.0225139977764975","0.0457091760643388"
"High transfer dependency","2015","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"High transfer dependency","2015","Mecklenburg-Western Pomerania","Rural Area","24","","",""
"High transfer dependency","2015","Saxony","Urban Area","44","0.0495071720534679","0.0347937621230899","0.0642205819838459"
"High transfer dependency","2015","Saxony","Rural Area","17","","",""
"High transfer dependency","2015","Saxony-Anhalt","Urban Area","24","","",""
"High transfer dependency","2015","Saxony-Anhalt","Rural Area","35","0.0316007181853679","0.017638155344742","0.0455632810259938"
"High transfer dependency","2015","Thuringia","Urban Area","22","","",""
"High transfer dependency","2015","Thuringia","Rural Area","35","0.056894748557338","0.0394069832788892","0.0743825138357869"
"Very high transfer dependency","2015","Schleswig-Holstein","Urban Area","12","","",""
"Very high transfer dependency","2015","Schleswig-Holstein","Rural Area","26","","",""
"Very high transfer dependency","2015","Hamburg","Urban Area","14","","",""
"Very high transfer dependency","2015","Hamburg","Rural Area","","","",""
"Very high transfer dependency","2015","Lower Saxony","Urban Area","43","0.0145701355590839","0.00764475207348619","0.0214955190446815"
"Very high transfer dependency","2015","Lower Saxony","Rural Area","56","0.0281717369496777","0.0197758756702426","0.0365675982291127"
"Very high transfer dependency","2015","Bremen","Urban Area","19","","",""
"Very high transfer dependency","2015","Bremen","Rural Area","","","",""
"Very high transfer dependency","2015","North Rhine-Westphalia","Urban Area","179","0.019614279690351","0.0159610754858014","0.0232674838949006"
"Very high transfer dependency","2015","North Rhine-Westphalia","Rural Area","2","","",""
"Very high transfer dependency","2015","Hesse","Urban Area","38","0.0217226476437116","0.0144537052392007","0.0289915900482225"
"Very high transfer dependency","2015","Hesse","Rural Area","12","","",""
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","19","","",""
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Very high transfer dependency","2015","Baden-Württemberg","Urban Area","43","0.00862872666691507","0.00527865516852173","0.0119787981653084"
"Very high transfer dependency","2015","Baden-Württemberg","Rural Area","3","","",""
"Very high transfer dependency","2015","Bavaria","Urban Area","24","","",""
"Very high transfer dependency","2015","Bavaria","Rural Area","29","","",""
"Very high transfer dependency","2015","Berlin","Urban Area","57","0.0507656807512531","0.0371668090877648","0.0643645524147415"
