"transab_cat","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2013","indirect migration background","higher vocational","1","","",""
"High transfer dependency","2013","indirect migration background","higher education","6","","",""
"Very high transfer dependency","2013","no migration background","in school","24","","",""
"Very high transfer dependency","2013","no migration background","inadequately","19","","",""
"Very high transfer dependency","2013","no migration background","general elemantary","118","0.0303890572269695","0.022824346680644","0.037953767773295"
"Very high transfer dependency","2013","no migration background","middle vocational","260","0.0158956518545878","0.0135631339966662","0.0182281697125095"
"Very high transfer dependency","2013","no migration background","vocational + Abi","18","","",""
"Very high transfer dependency","2013","no migration background","higher vocational","12","","",""
"Very high transfer dependency","2013","no migration background","higher education","24","","",""
"Very high transfer dependency","2013","direct migration background","in school","12","","",""
"Very high transfer dependency","2013","direct migration background","inadequately","41","0.0692681129586416","0.043465980767005","0.0950702451502783"
"Very high transfer dependency","2013","direct migration background","general elemantary","70","0.036407019580315","0.0262759544941825","0.0465380846664475"
"Very high transfer dependency","2013","direct migration background","middle vocational","82","0.024620171191753","0.0180561167173169","0.0311842256661891"
"Very high transfer dependency","2013","direct migration background","vocational + Abi","30","0.0298884631258461","0.0179842842328185","0.0417926420188736"
"Very high transfer dependency","2013","direct migration background","higher vocational","2","","",""
"Very high transfer dependency","2013","direct migration background","higher education","45","0.0279107155577964","0.0190449775698767","0.0367764535457161"
"Very high transfer dependency","2013","indirect migration background","in school","23","","",""
"Very high transfer dependency","2013","indirect migration background","inadequately","9","","",""
"Very high transfer dependency","2013","indirect migration background","general elemantary","41","0.0736352677493947","0.0496635248509554","0.097607010647834"
"Very high transfer dependency","2013","indirect migration background","middle vocational","25","","",""
"Very high transfer dependency","2013","indirect migration background","vocational + Abi","2","","",""
"Very high transfer dependency","2013","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","2013","indirect migration background","higher education","2","","",""
"Complete transfer dependency","2013","no migration background","in school","11","","",""
"Complete transfer dependency","2013","no migration background","inadequately","28","","",""
"Complete transfer dependency","2013","no migration background","general elemantary","72","0.0367896393711629","0.0284938391392891","0.0450854396030367"
"Complete transfer dependency","2013","no migration background","middle vocational","124","0.0118030535441229","0.00978893896384742","0.0138171681243984"
"Complete transfer dependency","2013","no migration background","vocational + Abi","13","","",""
"Complete transfer dependency","2013","no migration background","higher vocational","2","","",""
"Complete transfer dependency","2013","no migration background","higher education","8","","",""
"Complete transfer dependency","2013","direct migration background","in school","8","","",""
"Complete transfer dependency","2013","direct migration background","inadequately","47","0.1203096788923","0.0872505190955021","0.153368838689098"
"Complete transfer dependency","2013","direct migration background","general elemantary","82","0.0450525123956098","0.0338332325568054","0.0562717922344142"
"Complete transfer dependency","2013","direct migration background","middle vocational","95","0.0402951428153975","0.0319653355381027","0.0486249500926922"
"Complete transfer dependency","2013","direct migration background","vocational + Abi","30","0.0351174761288543","0.022248746212839","0.0479862060448697"
