"plh0206i01","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2018","Bremen","no migration background","","","","","7"
"7 Strongly agree","2018","Bremen","direct migration background","6","","","","7"
"7 Strongly agree","2018","Bremen","indirect migration background","","","","","7"
"7 Strongly agree","2018","North Rhine-Westphalia","no migration background","","","","","7"
"7 Strongly agree","2018","North Rhine-Westphalia","direct migration background","78","0.859550449818238","0.788162771640641","0.930938127995834","7"
"7 Strongly agree","2018","North Rhine-Westphalia","indirect migration background","","","","","7"
"7 Strongly agree","2018","Hesse","no migration background","","","","","7"
"7 Strongly agree","2018","Hesse","direct migration background","44","0.910597925708677","0.830708890382095","0.990486961035259","7"
"7 Strongly agree","2018","Hesse","indirect migration background","","","","","7"
"7 Strongly agree","2018","Rhineland-Palatinate,Saarland","no migration background","","","","","7"
"7 Strongly agree","2018","Rhineland-Palatinate,Saarland","direct migration background","26","","","","7"
"7 Strongly agree","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","","","7"
"7 Strongly agree","2018","Baden-Württemberg","no migration background","","","","","7"
"7 Strongly agree","2018","Baden-Württemberg","direct migration background","18","","","","7"
"7 Strongly agree","2018","Baden-Württemberg","indirect migration background","","","","","7"
"7 Strongly agree","2018","Bavaria","no migration background","","","","","7"
"7 Strongly agree","2018","Bavaria","direct migration background","33","0.940986866562061","0.864009516018697","1.01796421710542","7"
"7 Strongly agree","2018","Bavaria","indirect migration background","","","","","7"
"7 Strongly agree","2018","Berlin","no migration background","","","","","7"
"7 Strongly agree","2018","Berlin","direct migration background","6","","","","7"
"7 Strongly agree","2018","Berlin","indirect migration background","","","","","7"
"7 Strongly agree","2018","Brandenburg","no migration background","","","","","7"
"7 Strongly agree","2018","Brandenburg","direct migration background","12","","","","7"
"7 Strongly agree","2018","Brandenburg","indirect migration background","","","","","7"
"7 Strongly agree","2018","Mecklenburg-Western Pomerania","no migration background","","","","","7"
"7 Strongly agree","2018","Mecklenburg-Western Pomerania","direct migration background","5","","","","7"
"7 Strongly agree","2018","Mecklenburg-Western Pomerania","indirect migration background","","","","","7"
"7 Strongly agree","2018","Saxony","no migration background","","","","","7"
"7 Strongly agree","2018","Saxony","direct migration background","6","","","","7"
"7 Strongly agree","2018","Saxony","indirect migration background","","","","","7"
"7 Strongly agree","2018","Saxony-Anhalt","no migration background","","","","","7"
"7 Strongly agree","2018","Saxony-Anhalt","direct migration background","3","","","","7"
"7 Strongly agree","2018","Saxony-Anhalt","indirect migration background","","","","","7"
"7 Strongly agree","2018","Thuringia","no migration background","","","","","7"
"7 Strongly agree","2018","Thuringia","direct migration background","14","","","","7"
"7 Strongly agree","2018","Thuringia","indirect migration background","","","","","7"
"1 Strongly disagree","2019","Bavaria","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Berlin","no migration background","","","","","1"
"1 Strongly disagree","2019","Berlin","direct migration background","","","","","1"
"1 Strongly disagree","2019","Berlin","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Brandenburg","no migration background","","","","","1"
"1 Strongly disagree","2019","Brandenburg","direct migration background","","","","","1"
"1 Strongly disagree","2019","Brandenburg","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"1 Strongly disagree","2019","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"1 Strongly disagree","2019","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Saxony","no migration background","","","","","1"
"1 Strongly disagree","2019","Saxony","direct migration background","","","","","1"
"1 Strongly disagree","2019","Saxony","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Saxony-Anhalt","no migration background","","","","","1"
"1 Strongly disagree","2019","Saxony-Anhalt","direct migration background","","","","","1"
"1 Strongly disagree","2019","Saxony-Anhalt","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Thuringia","no migration background","","","","","1"
"1 Strongly disagree","2019","Thuringia","direct migration background","","","","","1"
"1 Strongly disagree","2019","Thuringia","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Lower Saxony","direct migration background","","","","","1"
"1 Strongly disagree","2019","Lower Saxony","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Bremen","no migration background","","","","","1"
"1 Strongly disagree","2019","Bremen","direct migration background","","","","","1"
"1 Strongly disagree","2019","Bremen","indirect migration background","","","","","1"
"1 Strongly disagree","2019","North Rhine-Westphalia","no migration background","","","","","1"
"1 Strongly disagree","2019","North Rhine-Westphalia","direct migration background","1","","","","1"
"1 Strongly disagree","2019","North Rhine-Westphalia","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Hesse","no migration background","","","","","1"
"1 Strongly disagree","2019","Hesse","direct migration background","","","","","1"
"1 Strongly disagree","2019","Hesse","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"1 Strongly disagree","2019","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"1 Strongly disagree","2019","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Baden-Württemberg","no migration background","","","","","1"
"1 Strongly disagree","2019","Baden-Württemberg","direct migration background","","","","","1"
"1 Strongly disagree","2019","Baden-Württemberg","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Bavaria","no migration background","","","","","1"
"1 Strongly disagree","2019","Bavaria","direct migration background","","","","","1"
"1 Strongly disagree","2019","Schleswig-Holstein","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Schleswig-Holstein","no migration background","","","","","1"
"1 Strongly disagree","2019","Schleswig-Holstein","direct migration background","","","","","1"
"1 Strongly disagree","2019","Hamburg","no migration background","","","","","1"
"1 Strongly disagree","2019","Hamburg","direct migration background","","","","","1"
"1 Strongly disagree","2019","Hamburg","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Lower Saxony","no migration background","","","","","1"
"2 on scale 1-7 ","2019","Brandenburg","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Bavaria","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Berlin","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Berlin","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Berlin","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Brandenburg","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Brandenburg","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Saxony","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Saxony","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Saxony","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Saxony-Anhalt","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Saxony-Anhalt","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Saxony-Anhalt","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Thuringia","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Thuringia","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Thuringia","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","North Rhine-Westphalia","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Schleswig-Holstein","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Schleswig-Holstein","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Schleswig-Holstein","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Hamburg","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Lower Saxony","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Lower Saxony","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Bremen","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Bremen","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Bremen","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","North Rhine-Westphalia","direct migration background","1","","","","2"
"2 on scale 1-7 ","2019","North Rhine-Westphalia","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Hesse","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Hesse","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Hesse","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Baden-Württemberg","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Baden-Württemberg","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Baden-Württemberg","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Bavaria","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Bavaria","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Hamburg","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Lower Saxony","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Hamburg","direct migration background","","","","","2"
"3 on scale 1-7 ","2019","Brandenburg","indirect migration background","","","","","3"
"3 on scale 1-7 ","2019","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"3 on scale 1-7 ","2019","Saxony","no migration background","","","","","3"
