"plh0206i01","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2018","Saxony","middle vocational","","","",""
"1 Strongly disagree","2018","Saxony","vocational + Abi","","","",""
"1 Strongly disagree","2018","Saxony","higher vocational","","","",""
"1 Strongly disagree","2018","Saxony","higher education","","","",""
"1 Strongly disagree","2018","Saxony-Anhalt","in school","","","",""
"1 Strongly disagree","2018","Saxony-Anhalt","inadequately","","","",""
"1 Strongly disagree","2018","Saxony-Anhalt","general elemantary","","","",""
"1 Strongly disagree","2018","Saxony-Anhalt","middle vocational","","","",""
"1 Strongly disagree","2018","Saxony-Anhalt","vocational + Abi","","","",""
"1 Strongly disagree","2018","Saxony-Anhalt","higher vocational","","","",""
"1 Strongly disagree","2018","Saxony-Anhalt","higher education","","","",""
"1 Strongly disagree","2018","Thuringia","in school","","","",""
"1 Strongly disagree","2018","Thuringia","inadequately","","","",""
"1 Strongly disagree","2018","Thuringia","general elemantary","","","",""
"1 Strongly disagree","2018","Thuringia","middle vocational","","","",""
"1 Strongly disagree","2018","Thuringia","vocational + Abi","","","",""
"1 Strongly disagree","2018","Thuringia","higher vocational","","","",""
"1 Strongly disagree","2018","Thuringia","higher education","","","",""
"2 on scale 1-7 ","2018","Schleswig-Holstein","in school","","","",""
"2 on scale 1-7 ","2018","Schleswig-Holstein","inadequately","","","",""
"2 on scale 1-7 ","2018","Schleswig-Holstein","general elemantary","","","",""
"2 on scale 1-7 ","2018","Schleswig-Holstein","middle vocational","","","",""
"2 on scale 1-7 ","2018","Schleswig-Holstein","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Schleswig-Holstein","higher vocational","","","",""
"2 on scale 1-7 ","2018","Schleswig-Holstein","higher education","","","",""
"2 on scale 1-7 ","2018","Hamburg","in school","","","",""
"2 on scale 1-7 ","2018","Hamburg","inadequately","","","",""
"2 on scale 1-7 ","2018","Hamburg","general elemantary","","","",""
"2 on scale 1-7 ","2018","Hamburg","middle vocational","","","",""
"2 on scale 1-7 ","2018","Hamburg","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Hamburg","higher vocational","","","",""
"2 on scale 1-7 ","2018","Hamburg","higher education","","","",""
"2 on scale 1-7 ","2018","Lower Saxony","in school","","","",""
"2 on scale 1-7 ","2018","Lower Saxony","inadequately","","","",""
"2 on scale 1-7 ","2018","Lower Saxony","general elemantary","","","",""
"2 on scale 1-7 ","2018","Lower Saxony","middle vocational","","","",""
"2 on scale 1-7 ","2018","Lower Saxony","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Lower Saxony","higher vocational","","","",""
"2 on scale 1-7 ","2018","Lower Saxony","higher education","","","",""
"2 on scale 1-7 ","2018","Bremen","in school","","","",""
"2 on scale 1-7 ","2018","Bremen","inadequately","","","",""
"2 on scale 1-7 ","2018","Bremen","general elemantary","","","",""
"2 on scale 1-7 ","2018","Bremen","middle vocational","","","",""
"2 on scale 1-7 ","2018","Bremen","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Bremen","higher vocational","","","",""
"2 on scale 1-7 ","2018","Bremen","higher education","","","",""
"2 on scale 1-7 ","2018","North Rhine-Westphalia","in school","","","",""
"2 on scale 1-7 ","2018","North Rhine-Westphalia","inadequately","","","",""
"2 on scale 1-7 ","2018","North Rhine-Westphalia","general elemantary","","","",""
"2 on scale 1-7 ","2018","North Rhine-Westphalia","middle vocational","","","",""
"2 on scale 1-7 ","2018","North Rhine-Westphalia","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","North Rhine-Westphalia","higher vocational","","","",""
"2 on scale 1-7 ","2018","North Rhine-Westphalia","higher education","","","",""
"2 on scale 1-7 ","2018","Hesse","in school","","","",""
"2 on scale 1-7 ","2018","Hesse","inadequately","","","",""
"2 on scale 1-7 ","2018","Hesse","general elemantary","","","",""
"2 on scale 1-7 ","2018","Hesse","middle vocational","","","",""
"2 on scale 1-7 ","2018","Hesse","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Hesse","higher vocational","","","",""
"2 on scale 1-7 ","2018","Hesse","higher education","","","",""
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","inadequately","","","",""
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","higher education","","","",""
"2 on scale 1-7 ","2018","Baden-Württemberg","in school","","","",""
"2 on scale 1-7 ","2018","Baden-Württemberg","inadequately","","","",""
"2 on scale 1-7 ","2018","Baden-Württemberg","general elemantary","","","",""
"2 on scale 1-7 ","2018","Baden-Württemberg","middle vocational","","","",""
"2 on scale 1-7 ","2018","Baden-Württemberg","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Baden-Württemberg","higher vocational","","","",""
"2 on scale 1-7 ","2018","Baden-Württemberg","higher education","1","","",""
"2 on scale 1-7 ","2018","Bavaria","in school","","","",""
"2 on scale 1-7 ","2018","Bavaria","inadequately","","","",""
"2 on scale 1-7 ","2018","Bavaria","general elemantary","","","",""
"2 on scale 1-7 ","2018","Bavaria","middle vocational","","","",""
"2 on scale 1-7 ","2018","Bavaria","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Bavaria","higher vocational","","","",""
"2 on scale 1-7 ","2018","Bavaria","higher education","","","",""
"2 on scale 1-7 ","2018","Berlin","in school","","","",""
"2 on scale 1-7 ","2018","Berlin","inadequately","","","",""
"2 on scale 1-7 ","2018","Berlin","general elemantary","","","",""
"2 on scale 1-7 ","2018","Berlin","middle vocational","","","",""
"2 on scale 1-7 ","2018","Berlin","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Berlin","higher vocational","","","",""
"2 on scale 1-7 ","2018","Berlin","higher education","","","",""
"2 on scale 1-7 ","2018","Brandenburg","in school","","","",""
"2 on scale 1-7 ","2018","Brandenburg","inadequately","","","",""
"2 on scale 1-7 ","2018","Brandenburg","general elemantary","","","",""
"2 on scale 1-7 ","2018","Brandenburg","middle vocational","","","",""
"2 on scale 1-7 ","2018","Brandenburg","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Brandenburg","higher vocational","","","",""
"2 on scale 1-7 ","2018","Brandenburg","higher education","","","",""
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","in school","","","",""
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","inadequately","","","",""
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","general elemantary","","","",""
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","middle vocational","","","",""
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","higher vocational","","","",""
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","higher education","","","",""
"2 on scale 1-7 ","2018","Saxony","in school","","","",""
"2 on scale 1-7 ","2018","Saxony","inadequately","","","",""
"2 on scale 1-7 ","2018","Saxony","general elemantary","","","",""
"2 on scale 1-7 ","2018","Saxony","middle vocational","","","",""
"2 on scale 1-7 ","2018","Saxony","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Saxony","higher vocational","","","",""
"2 on scale 1-7 ","2018","Saxony","higher education","","","",""
"2 on scale 1-7 ","2018","Saxony-Anhalt","in school","","","",""
"2 on scale 1-7 ","2018","Saxony-Anhalt","inadequately","","","",""
"2 on scale 1-7 ","2018","Saxony-Anhalt","general elemantary","","","",""
"2 on scale 1-7 ","2018","Saxony-Anhalt","middle vocational","","","",""
"2 on scale 1-7 ","2018","Saxony-Anhalt","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Saxony-Anhalt","higher vocational","","","",""
"2 on scale 1-7 ","2018","Saxony-Anhalt","higher education","","","",""
"2 on scale 1-7 ","2018","Thuringia","in school","","","",""
"2 on scale 1-7 ","2018","Thuringia","inadequately","","","",""
"2 on scale 1-7 ","2018","Thuringia","general elemantary","","","",""
"2 on scale 1-7 ","2018","Thuringia","middle vocational","","","",""
"2 on scale 1-7 ","2018","Thuringia","vocational + Abi","","","",""
"2 on scale 1-7 ","2018","Thuringia","higher vocational","","","",""
"2 on scale 1-7 ","2018","Thuringia","higher education","","","",""
"3 on scale 1-7 ","2018","Schleswig-Holstein","in school","","","",""
"3 on scale 1-7 ","2018","Schleswig-Holstein","inadequately","","","",""
"3 on scale 1-7 ","2018","Schleswig-Holstein","general elemantary","","","",""
"3 on scale 1-7 ","2018","Schleswig-Holstein","middle vocational","","","",""
"3 on scale 1-7 ","2018","Schleswig-Holstein","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Schleswig-Holstein","higher vocational","","","",""
"3 on scale 1-7 ","2018","Schleswig-Holstein","higher education","","","",""
"3 on scale 1-7 ","2018","Hamburg","in school","","","",""
"3 on scale 1-7 ","2018","Hamburg","inadequately","","","",""
"3 on scale 1-7 ","2018","Hamburg","general elemantary","","","",""
"3 on scale 1-7 ","2018","Hamburg","middle vocational","","","",""
"3 on scale 1-7 ","2018","Hamburg","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Hamburg","higher vocational","","","",""
"3 on scale 1-7 ","2018","Hamburg","higher education","","","",""
"3 on scale 1-7 ","2018","Lower Saxony","in school","","","",""
"3 on scale 1-7 ","2018","Lower Saxony","inadequately","","","",""
"3 on scale 1-7 ","2018","Lower Saxony","general elemantary","","","",""
"3 on scale 1-7 ","2018","Lower Saxony","middle vocational","","","",""
"3 on scale 1-7 ","2018","Lower Saxony","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Lower Saxony","higher vocational","","","",""
"3 on scale 1-7 ","2018","Lower Saxony","higher education","","","",""
"3 on scale 1-7 ","2018","Bremen","in school","","","",""
"3 on scale 1-7 ","2018","Bremen","inadequately","","","",""
"3 on scale 1-7 ","2018","Bremen","general elemantary","","","",""
"3 on scale 1-7 ","2018","Bremen","middle vocational","","","",""
"3 on scale 1-7 ","2018","Bremen","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Bremen","higher vocational","","","",""
"3 on scale 1-7 ","2018","Bremen","higher education","","","",""
"3 on scale 1-7 ","2018","North Rhine-Westphalia","in school","","","",""
"3 on scale 1-7 ","2018","North Rhine-Westphalia","inadequately","1","","",""
"3 on scale 1-7 ","2018","North Rhine-Westphalia","general elemantary","","","",""
"3 on scale 1-7 ","2018","North Rhine-Westphalia","middle vocational","","","",""
"3 on scale 1-7 ","2018","North Rhine-Westphalia","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","North Rhine-Westphalia","higher vocational","","","",""
"3 on scale 1-7 ","2018","North Rhine-Westphalia","higher education","","","",""
"3 on scale 1-7 ","2018","Hesse","in school","","","",""
"3 on scale 1-7 ","2018","Hesse","inadequately","","","",""
"3 on scale 1-7 ","2018","Hesse","general elemantary","","","",""
"3 on scale 1-7 ","2018","Hesse","middle vocational","","","",""
"3 on scale 1-7 ","2018","Hesse","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Hesse","higher vocational","","","",""
"3 on scale 1-7 ","2018","Hesse","higher education","","","",""
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","inadequately","","","",""
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","higher education","","","",""
"3 on scale 1-7 ","2018","Baden-Württemberg","in school","","","",""
"3 on scale 1-7 ","2018","Baden-Württemberg","inadequately","","","",""
"3 on scale 1-7 ","2018","Baden-Württemberg","general elemantary","","","",""
"3 on scale 1-7 ","2018","Baden-Württemberg","middle vocational","","","",""
"3 on scale 1-7 ","2018","Baden-Württemberg","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Baden-Württemberg","higher vocational","","","",""
"3 on scale 1-7 ","2018","Baden-Württemberg","higher education","","","",""
"3 on scale 1-7 ","2018","Bavaria","in school","","","",""
"3 on scale 1-7 ","2018","Bavaria","inadequately","","","",""
"3 on scale 1-7 ","2018","Bavaria","general elemantary","","","",""
"3 on scale 1-7 ","2018","Bavaria","middle vocational","","","",""
"3 on scale 1-7 ","2018","Bavaria","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Bavaria","higher vocational","","","",""
"3 on scale 1-7 ","2018","Bavaria","higher education","","","",""
"3 on scale 1-7 ","2018","Berlin","in school","","","",""
"3 on scale 1-7 ","2018","Berlin","inadequately","","","",""
"3 on scale 1-7 ","2018","Berlin","general elemantary","","","",""
"3 on scale 1-7 ","2018","Berlin","middle vocational","","","",""
"3 on scale 1-7 ","2018","Berlin","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Berlin","higher vocational","","","",""
"3 on scale 1-7 ","2018","Berlin","higher education","","","",""
"3 on scale 1-7 ","2018","Brandenburg","in school","","","",""
"3 on scale 1-7 ","2018","Brandenburg","inadequately","","","",""
"3 on scale 1-7 ","2018","Brandenburg","general elemantary","","","",""
"3 on scale 1-7 ","2018","Brandenburg","middle vocational","","","",""
"3 on scale 1-7 ","2018","Brandenburg","vocational + Abi","","","",""
"3 on scale 1-7 ","2018","Brandenburg","higher vocational","","","",""
"3 on scale 1-7 ","2018","Brandenburg","higher education","","","",""
"3 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","in school","","","",""
"3 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","inadequately","","","",""
"3 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","general elemantary","","","",""
"3 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","middle vocational","","","",""
