"plb0196_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2018","no migration background","(3b) higher tertiary education","1093","0.76401125028768","0.741995803520897","0.786026697054462"
"Yes","2018","direct migration background","(0) in school","1","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","79","0.663013759324436","0.577728408086443","0.748299110562428"
"Yes","2018","direct migration background","(1b) general elementary school","138","0.682080874619985","0.620547176837354","0.743614572402615"
"Yes","2018","direct migration background","(1c) basic vocational qualification","212","0.704902054295384","0.653377727696189","0.756426380894579"
"Yes","2018","direct migration background","(2b) intermediate general qualification","20","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","83","0.775093954354141","0.695611201925324","0.854576706782957"
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","121","0.713478259914006","0.646490072155489","0.780466447672523"
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","167","0.770068458706086","0.716383078581234","0.823753838830939"
"Yes","2018","direct migration background","(3a) lower tertiary education","41","0.859261170339473","0.764742853295684","0.953779487383261"
"Yes","2018","direct migration background","(3b) higher tertiary education","361","0.772865328927635","0.736103979335847","0.809626678519423"
"Yes","2018","indirect migration background","(0) in school","2","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","5","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","24","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","73","0.754932204780462","0.668890387894033","0.84097402166689"
"Yes","2018","indirect migration background","(2b) intermediate general qualification","21","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","106","0.823273893954162","0.760314424312517","0.886233363595806"
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","47","0.845083601862541","0.751965818962942","0.93820138476214"
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","60","0.792138405150338","0.705363107828095","0.878913702472581"
"Yes","2018","indirect migration background","(3a) lower tertiary education","36","0.750181011938436","0.625078816491488","0.875283207385384"
"Yes","2018","indirect migration background","(3b) higher tertiary education","89","0.839061709552556","0.769106219773642","0.90901719933147"
"No","2018","no migration background","(0) in school","3","","",""
"No","2018","no migration background","(1a) inadequately completed","8","","",""
"No","2018","no migration background","(1b) general elementary school","57","0.276756365611603","0.21314094398978","0.340371787233426"
"No","2018","no migration background","(1c) basic vocational qualification","338","0.302818782142793","0.27542831194512","0.330209252340466"
"No","2018","no migration background","(2b) intermediate general qualification","44","0.223689090593483","0.161771547729128","0.285606633457839"
"No","2018","no migration background","(2a) intermediate vocational","671","0.254715783628042","0.237643432716332","0.271788134539753"
"No","2018","no migration background","(2c_gen) general maturity certificate","78","0.320362344395933","0.261814268654712","0.378910420137154"
"No","2018","no migration background","(2c_voc) vocational maturity certificate","227","0.218257989170833","0.192370170124447","0.244145808217219"
"No","2018","no migration background","(3a) lower tertiary education","206","0.223521462543571","0.195596707198304","0.251446217888839"
"No","2018","no migration background","(3b) higher tertiary education","336","0.23598874971232","0.213973302945538","0.258004196479103"
"No","2018","direct migration background","(0) in school","","","",""
"No","2018","direct migration background","(1a) inadequately completed","39","0.336986240675564","0.251700889437572","0.422271591913557"
"No","2018","direct migration background","(1b) general elementary school","82","0.317919125380015","0.256385427597385","0.379452823162646"
"No","2018","direct migration background","(1c) basic vocational qualification","89","0.295097945704616","0.243573619105422","0.346622272303811"
"No","2018","direct migration background","(2b) intermediate general qualification","3","","",""
"No","2018","direct migration background","(2a) intermediate vocational","23","","",""
"No","2018","direct migration background","(2c_gen) general maturity certificate","54","0.286521740085994","0.219533552327477","0.353509927844511"
"No","2018","direct migration background","(2c_voc) vocational maturity certificate","69","0.229931541293914","0.176246161169061","0.283616921418767"
"No","2018","direct migration background","(3a) lower tertiary education","11","","",""
"No","2018","direct migration background","(3b) higher tertiary education","138","0.227134671072365","0.190373321480577","0.263896020664153"
"No","2018","indirect migration background","(0) in school","","","",""
"No","2018","indirect migration background","(1a) inadequately completed","4","","",""
"No","2018","indirect migration background","(1b) general elementary school","18","","",""
"No","2018","indirect migration background","(1c) basic vocational qualification","23","","",""
"No","2018","indirect migration background","(2b) intermediate general qualification","7","","",""
"No","2018","indirect migration background","(2a) intermediate vocational","35","0.176726106045838","0.113766636404194","0.239685575687483"
"No","2018","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"No","2018","indirect migration background","(2c_voc) vocational maturity certificate","24","","",""
"No","2018","indirect migration background","(3a) lower tertiary education","10","","",""
"No","2018","indirect migration background","(3b) higher tertiary education","17","","",""
"Yes","2019","no migration background","(0) in school","7","","",""
"Yes","2019","no migration background","(1a) inadequately completed","22","","",""
"Yes","2019","no migration background","(1b) general elementary school","115","0.693839535566616","0.624556372682022","0.763122698451211"
"Yes","2019","no migration background","(1c) basic vocational qualification","643","0.725521540727968","0.696104346516034","0.754938734939901"
"Yes","2019","no migration background","(2b) intermediate general qualification","117","0.658917999736387","0.586800753787509","0.731035245685265"
