"plb0196_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Baden-Württemberg","indirect migration background","80","0.840565290054207","0.769521655865179","0.911608924243234"
"Yes","2016","Bavaria","no migration background","902","0.772089575764285","0.748245905739745","0.795933245788826"
"Yes","2016","Bavaria","direct migration background","205","0.759654215924554","0.70924385806559","0.810064573783519"
"Yes","2016","Bavaria","indirect migration background","88","0.769109900078088","0.694938905071773","0.843280895084404"
"Yes","2016","Berlin","no migration background","205","0.805049263395899","0.756329530185536","0.853768996606262"
"Yes","2016","Berlin","direct migration background","33","0.738755656723653","0.610399799489621","0.867111513957686"
"Yes","2016","Berlin","indirect migration background","16","","",""
"Yes","2016","Brandenburg","no migration background","214","0.721262539950583","0.668555327188802","0.773969752712364"
"Yes","2016","Brandenburg","direct migration background","12","","",""
"Yes","2016","Brandenburg","indirect migration background","7","","",""
"Yes","2016","Mecklenburg-Western Pomerania","no migration background","116","0.699647654217011","0.629274098628549","0.770021209805473"
"Yes","2016","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Yes","2016","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"Yes","2016","Saxony","no migration background","389","0.721787054769641","0.683956133306928","0.759617976232354"
"Yes","2016","Saxony","direct migration background","9","","",""
"Yes","2016","Saxony","indirect migration background","8","","",""
"Yes","2016","Saxony-Anhalt","no migration background","213","0.749703939207659","0.699055410411843","0.800352468003474"
"Yes","2016","Saxony-Anhalt","direct migration background","9","","",""
"Yes","2016","Saxony-Anhalt","indirect migration background","5","","",""
"Yes","2016","Thuringia","no migration background","214","0.675346430841578","0.622182956606886","0.72850990507627"
"Yes","2016","Thuringia","direct migration background","23","","",""
"Yes","2016","Thuringia","indirect migration background","6","","",""
"No","2016","Schleswig-Holstein","no migration background","55","0.257084401264638","0.201793957968917","0.312374844560359"
"No","2016","Schleswig-Holstein","direct migration background","12","","",""
"No","2016","Schleswig-Holstein","indirect migration background","3","","",""
"No","2016","Hamburg","no migration background","20","","",""
"No","2016","Hamburg","direct migration background","2","","",""
"No","2016","Hamburg","indirect migration background","2","","",""
"No","2016","Lower Saxony","no migration background","171","0.29066861208554","0.257221770014572","0.324115454156508"
"No","2016","Lower Saxony","direct migration background","40","0.237855198119816","0.174773389553537","0.300937006686094"
"No","2016","Lower Saxony","indirect migration background","7","","",""
"No","2016","Bremen","no migration background","3","","",""
"No","2016","Bremen","direct migration background","4","","",""
"No","2016","Bremen","indirect migration background","","","",""
"No","2016","North Rhine-Westphalia","no migration background","266","0.190979612932421","0.168571123058564","0.213388102806277"
"No","2016","North Rhine-Westphalia","direct migration background","98","0.280596408760959","0.232909600398658","0.328283217123261"
"No","2016","North Rhine-Westphalia","indirect migration background","38","0.298332347570256","0.224370913340147","0.372293781800365"
"No","2016","Hesse","no migration background","92","0.196120514366407","0.160108564612799","0.232132464120015"
"No","2016","Hesse","direct migration background","45","0.21689144858523","0.151157182983678","0.282625714186781"
"No","2016","Hesse","indirect migration background","9","","",""
"No","2016","Rhineland-Palatinate,Saarland","no migration background","81","0.248948787102188","0.203712774535734","0.294184799668642"
"No","2016","Rhineland-Palatinate,Saarland","direct migration background","34","0.406626882307866","0.31910485220204","0.494148912413693"
"No","2016","Rhineland-Palatinate,Saarland","indirect migration background","11","","",""
"No","2016","Baden-Württemberg","no migration background","173","0.208968938854402","0.18142519320402","0.236512684504783"
"No","2016","Baden-Württemberg","direct migration background","60","0.191087230612372","0.145837523673402","0.236336937551342"
"No","2016","Baden-Württemberg","indirect migration background","22","","",""
"No","2016","Bavaria","no migration background","287","0.227910424235715","0.204066754211174","0.251754094260255"
"No","2016","Bavaria","direct migration background","71","0.240345784075446","0.189935426216481","0.29075614193441"
"No","2016","Bavaria","indirect migration background","36","0.230890099921912","0.156719104915597","0.305061094928227"
"No","2016","Berlin","no migration background","49","0.194950736604101","0.146231003393738","0.243670469814464"
"No","2016","Berlin","direct migration background","12","","",""
"No","2016","Berlin","indirect migration background","5","","",""
"No","2016","Brandenburg","no migration background","64","0.278737460049417","0.226030247287636","0.331444672811198"
"No","2016","Brandenburg","direct migration background","8","","",""
"No","2016","Brandenburg","indirect migration background","2","","",""
"No","2016","Mecklenburg-Western Pomerania","no migration background","47","0.300352345782989","0.229978790194527","0.370725901371451"
"No","2016","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"No","2016","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2016","Saxony","no migration background","150","0.278212945230359","0.240382023767646","0.316043866693072"
"No","2016","Saxony","direct migration background","9","","",""
"No","2016","Saxony","indirect migration background","4","","",""
"No","2016","Saxony-Anhalt","no migration background","68","0.250296060792341","0.199647531996526","0.300944589588157"
"No","2016","Saxony-Anhalt","direct migration background","2","","",""
"No","2016","Saxony-Anhalt","indirect migration background","2","","",""
"No","2016","Thuringia","no migration background","84","0.324653569158422","0.27149009492373","0.377817043393114"
"No","2016","Thuringia","direct migration background","4","","",""
"No","2016","Thuringia","indirect migration background","2","","",""
"Yes","2017","Schleswig-Holstein","no migration background","236","0.768016719920065","0.720092655996466","0.815940783843664"
"Yes","2017","Schleswig-Holstein","direct migration background","37","0.916377839096491","0.833638538528718","0.999117139664263"
"Yes","2017","Schleswig-Holstein","indirect migration background","11","","",""
"Yes","2017","Hamburg","no migration background","68","0.670447960244368","0.57491545745401","0.765980463034727"
"Yes","2017","Hamburg","direct migration background","16","","",""
"Yes","2017","Hamburg","indirect migration background","14","","",""
"Yes","2017","Lower Saxony","no migration background","614","0.747948838248579","0.717861525857223","0.778036150639935"
"Yes","2017","Lower Saxony","direct migration background","115","0.828272221265633","0.767511340915875","0.889033101615391"
"Yes","2017","Lower Saxony","indirect migration background","38","0.837647056251945","0.736437010763803","0.938857101740087"
"Yes","2017","Bremen","no migration background","45","0.624442611101709","0.496459940808098","0.75242528139532"
"Yes","2017","Bremen","direct migration background","16","","",""
"Yes","2017","Bremen","indirect migration background","1","","",""
"Yes","2017","North Rhine-Westphalia","no migration background","977","0.760103841415663","0.736810430909395","0.783397251921932"
"Yes","2017","North Rhine-Westphalia","direct migration background","236","0.72851845770254","0.680608638962446","0.776428276442634"
"Yes","2017","North Rhine-Westphalia","indirect migration background","106","0.700723281886983","0.626185952211181","0.775260611562785"
"Yes","2017","Hesse","no migration background","427","0.800956104341984","0.767058947266087","0.83485326141788"
"Yes","2017","Hesse","direct migration background","94","0.755814170516328","0.681965248766204","0.829663092266453"
"Yes","2017","Hesse","indirect migration background","48","0.677450912489631","0.557149446661476","0.797752378317786"
"Yes","2017","Rhineland-Palatinate,Saarland","no migration background","289","0.769831056374462","0.727452167877764","0.81220994487116"
"Yes","2017","Rhineland-Palatinate,Saarland","direct migration background","77","0.664993474894169","0.5822510185433","0.747735931245038"
"Yes","2017","Rhineland-Palatinate,Saarland","indirect migration background","33","0.793860529658709","0.672949325613945","0.914771733703473"
"Yes","2017","Baden-Württemberg","no migration background","747","0.798982896939232","0.773156580316156","0.824809213562309"
"Yes","2017","Baden-Württemberg","direct migration background","209","0.786361159753656","0.736635681310666","0.836086638196645"
"Yes","2017","Baden-Württemberg","indirect migration background","95","0.73701482843292","0.659525661476456","0.814503995389385"
"Yes","2017","Bavaria","no migration background","971","0.741696392672801","0.717921371194013","0.765471414151589"
"Yes","2017","Bavaria","direct migration background","240","0.782388817434489","0.736894571449294","0.827883063419685"
"Yes","2017","Bavaria","indirect migration background","75","0.806627417495952","0.729220097856774","0.88403473713513"
