"hlf0094","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","2010","indirect migration background","general elemantary","27","","",""
"Reasonable","2010","indirect migration background","middle vocational","97","0.484709507126127","0.4098034616764","0.559615552575853"
"Reasonable","2010","indirect migration background","vocational + Abi","14","","",""
"Reasonable","2010","indirect migration background","higher vocational","17","","",""
"Reasonable","2010","indirect migration background","higher education","35","0.431865610469641","0.314990133568707","0.548741087370575"
"Slightly Expensive","2010","no migration background","in school","24","","",""
"Slightly Expensive","2010","no migration background","inadequately","3","","",""
"Slightly Expensive","2010","no migration background","general elemantary","62","0.0749808641160551","0.0552587537692049","0.0947029744629054"
"Slightly Expensive","2010","no migration background","middle vocational","483","0.0895537560915279","0.0818569154821547","0.0972505967009011"
"Slightly Expensive","2010","no migration background","vocational + Abi","61","0.079708999733657","0.059322178666345","0.100095820800969"
"Slightly Expensive","2010","no migration background","higher vocational","81","0.09266536238814","0.0739285099376383","0.111402214838642"
"Slightly Expensive","2010","no migration background","higher education","255","0.0827167820515035","0.0724626237580227","0.0929709403449843"
"Slightly Expensive","2010","direct migration background","in school","","","",""
"Slightly Expensive","2010","direct migration background","inadequately","2","","",""
"Slightly Expensive","2010","direct migration background","general elemantary","24","","",""
"Slightly Expensive","2010","direct migration background","middle vocational","53","0.184137781455789","0.144319981225007","0.223955581686571"
"Slightly Expensive","2010","direct migration background","vocational + Abi","15","","",""
"Slightly Expensive","2010","direct migration background","higher vocational","3","","",""
"Slightly Expensive","2010","direct migration background","higher education","24","","",""
"Slightly Expensive","2010","indirect migration background","in school","7","","",""
"Slightly Expensive","2010","indirect migration background","inadequately","","","",""
"Slightly Expensive","2010","indirect migration background","general elemantary","7","","",""
"Slightly Expensive","2010","indirect migration background","middle vocational","23","","",""
"Slightly Expensive","2010","indirect migration background","vocational + Abi","4","","",""
"Slightly Expensive","2010","indirect migration background","higher vocational","2","","",""
"Slightly Expensive","2010","indirect migration background","higher education","7","","",""
"Too Expensive","2010","no migration background","in school","5","","",""
"Too Expensive","2010","no migration background","inadequately","","","",""
"Too Expensive","2010","no migration background","general elemantary","10","","",""
"Too Expensive","2010","no migration background","middle vocational","78","0.0147661472311305","0.0115149247001816","0.0180173697620795"
"Too Expensive","2010","no migration background","vocational + Abi","12","","",""
"Too Expensive","2010","no migration background","higher vocational","15","","",""
"Too Expensive","2010","no migration background","higher education","39","0.0139490510019815","0.00958315398987459","0.0183149480140883"
"Too Expensive","2010","direct migration background","in school","","","",""
"Too Expensive","2010","direct migration background","inadequately","2","","",""
"Too Expensive","2010","direct migration background","general elemantary","6","","",""
"Too Expensive","2010","direct migration background","middle vocational","10","","",""
"Too Expensive","2010","direct migration background","vocational + Abi","2","","",""
"Too Expensive","2010","direct migration background","higher vocational","","","",""
"Too Expensive","2010","direct migration background","higher education","5","","",""
"Too Expensive","2010","indirect migration background","in school","1","","",""
"Too Expensive","2010","indirect migration background","inadequately","1","","",""
"Too Expensive","2010","indirect migration background","general elemantary","1","","",""
"Too Expensive","2010","indirect migration background","middle vocational","2","","",""
"Too Expensive","2010","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2010","indirect migration background","higher vocational","","","",""
"Too Expensive","2010","indirect migration background","higher education","3","","",""
"Very Inexpensive","2011","no migration background","in school","43","0.114003076177789","0.0837163522092018","0.144289800146376"
"Very Inexpensive","2011","no migration background","inadequately","1","","",""
"Very Inexpensive","2011","no migration background","general elemantary","77","0.0766132507114194","0.0596551991755507","0.093571302247288"
"Very Inexpensive","2011","no migration background","middle vocational","583","0.0954088240639968","0.0881762578442437","0.10264139028375"
"Very Inexpensive","2011","no migration background","vocational + Abi","75","0.101219967066622","0.0803060922073119","0.122133841925932"
"Very Inexpensive","2011","no migration background","higher vocational","99","0.0797764806316502","0.0634808964637274","0.096072064799573"
"Very Inexpensive","2011","no migration background","higher education","346","0.108642356952421","0.0979715046300273","0.119313209274815"
"Very Inexpensive","2011","direct migration background","in school","2","","",""
"Very Inexpensive","2011","direct migration background","inadequately","2","","",""
"Very Inexpensive","2011","direct migration background","general elemantary","15","","",""
