"hlf0071_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Much too big","2018","inadequately","Urban Area","10","","","","5"
"Much too big","2018","inadequately","Rural Area","","","","","5"
"Much too big","2018","general elemantary","Urban Area","21","","","","5"
"Much too big","2018","general elemantary","Rural Area","15","","","","5"
"Much too big","2018","middle vocational","Urban Area","99","0.0167467380603464","0.0138125301555049","0.019680945965188","5"
"Much too big","2018","middle vocational","Rural Area","73","0.0207171591887081","0.0166708059922031","0.024763512385213","5"
"Much too big","2018","vocational + Abi","Urban Area","18","","","","5"
"Much too big","2018","vocational + Abi","Rural Area","3","","","","5"
"Much too big","2018","higher vocational","Urban Area","14","","","","5"
"Much too big","2018","higher vocational","Rural Area","13","","","","5"
"Much too big","2018","higher education","Urban Area","58","0.0137494329620767","0.0105364346690576","0.0169624312550959","5"
"Much too big","2018","higher education","Rural Area","36","0.0187050959076724","0.0126196226198795","0.0247905691954654","5"
"Much too small","2018","vocational + Abi","Rural Area","14","","","","1"
"Much too small","2018","higher vocational","Urban Area","8","","","","1"
"Much too small","2018","higher vocational","Rural Area","6","","","","1"
"Much too small","2018","higher education","Urban Area","150","0.0135498141862721","0.0103599020771665","0.0167397262953777","1"
"Much too small","2018","higher education","Rural Area","37","0.020794611413576","0.0143850705462559","0.027204152280896","1"
"Much too small","2018","middle vocational","Urban Area","249","0.0180303214805478","0.0149877285972727","0.0210729143638229","1"
"Much too small","2018","middle vocational","Rural Area","92","0.0114789129598215","0.00845278028351256","0.0145050456361304","1"
"Much too small","2018","vocational + Abi","Urban Area","66","0.0327505422774842","0.0239438035056305","0.0415572810493379","1"
"Much too small","2018","in school","Urban Area","21","","","","1"
"Much too small","2018","in school","Rural Area","4","","","","1"
"Much too small","2018","inadequately","Urban Area","197","0.080649895448333","0.0658251256081637","0.0954746652885024","1"
"Much too small","2018","inadequately","Rural Area","61","0.0354772340409361","0.019728658637277","0.0512258094445953","1"
"Much too small","2018","general elemantary","Urban Area","193","0.0390886273695903","0.0311474123064115","0.0470298424327692","1"
"Much too small","2018","general elemantary","Rural Area","50","0.0141835426128444","0.0076518518253368","0.0207152334003519","1"
"A little too big","2019","in school","Urban Area","25","","","","4"
"A little too big","2019","in school","Rural Area","18","","","","4"
"A little too big","2019","inadequately","Urban Area","25","","","","4"
"A little too big","2019","inadequately","Rural Area","6","","","","4"
"A little too big","2019","higher education","Rural Area","350","0.187575568425","0.170672843063524","0.204478293786477","4"
"A little too big","2019","general elemantary","Urban Area","119","0.0875185918819096","0.0749435511911782","0.100093632572641","4"
"A little too big","2019","general elemantary","Rural Area","98","0.116481839729277","0.0979568190069437","0.135006860451611","4"
"A little too big","2019","middle vocational","Urban Area","713","0.112589832257243","0.104990425182618","0.120189239331867","4"
"A little too big","2019","middle vocational","Rural Area","592","0.16361117125587","0.15275828537984","0.174464057131901","4"
"A little too big","2019","vocational + Abi","Urban Area","168","0.144695811572347","0.126869127264067","0.162522495880626","4"
"A little too big","2019","vocational + Abi","Rural Area","57","0.122336882146875","0.0966270983612862","0.148046665932464","4"
"A little too big","2019","higher vocational","Urban Area","132","0.144483027981879","0.12165272712132","0.167313328842437","4"
"A little too big","2019","higher vocational","Rural Area","117","0.211734401212616","0.181339526669257","0.242129275755974","4"
"A little too big","2019","higher education","Urban Area","694","0.156437058111786","0.146260514235255","0.166613601988318","4"
"A little too small","2019","vocational + Abi","Urban Area","229","0.133756690069941","0.116507845941826","0.151005534198056","2"
"A little too small","2019","vocational + Abi","Rural Area","87","0.1359516385147","0.109060013620352","0.162843263409048","2"
"A little too small","2019","higher vocational","Urban Area","105","0.133615280891397","0.111521382166571","0.155709179616223","2"
"A little too small","2019","higher vocational","Rural Area","55","0.0812960100825457","0.0609635104668387","0.101628509698253","2"
"A little too small","2019","higher education","Urban Area","688","0.137482711664611","0.127835991243445","0.147129432085777","2"
"A little too small","2019","higher education","Rural Area","222","0.0971071991456603","0.0842862280548575","0.109928170236463","2"
"A little too small","2019","general elemantary","Urban Area","315","0.12624749032993","0.111468225854549","0.141026754805312","2"
"A little too small","2019","in school","Rural Area","28","","","","2"
"A little too small","2019","inadequately","Urban Area","252","0.157936423038772","0.137057991232819","0.178814854844725","2"
"A little too small","2019","general elemantary","Rural Area","170","0.0703237649122814","0.0555585839889661","0.0850889458355968","2"
"A little too small","2019","inadequately","Rural Area","106","0.097099573762356","0.0714020312181854","0.122797116306527","2"
"A little too small","2019","in school","Urban Area","77","0.210828716714726","0.171394093148847","0.250263340280605","2"
"A little too small","2019","middle vocational","Rural Area","456","0.0928764306255655","0.0843607251711197","0.101392136080011","2"
"A little too small","2019","middle vocational","Urban Area","855","0.102908072808213","0.0956032258872337","0.110212919729193","2"
"Just right","2019","in school","Urban Area","287","0.677522344820202","0.63233271276922","0.722711976871183","3"
"Just right","2019","in school","Rural Area","126","0.749821946801151","0.686015415463828","0.813628478138474","3"
"Just right","2019","inadequately","Urban Area","660","0.696499550881365","0.67017721815062","0.722821883612111","3"
"Just right","2019","inadequately","Rural Area","340","0.818231874763174","0.784761539407676","0.851702210118671","3"
"Just right","2019","general elemantary","Rural Area","838","0.788156607408725","0.764560760308958","0.811752454508492","3"
"Just right","2019","vocational + Abi","Urban Area","1041","0.682844735528026","0.659262811313078","0.706426659742974","3"
"Just right","2019","vocational + Abi","Rural Area","460","0.727579622585344","0.692648233600975","0.762511011569712","3"
"Just right","2019","higher vocational","Urban Area","647","0.695817281873289","0.665942566505123","0.725691997241455","3"
"Just right","2019","higher vocational","Rural Area","496","0.674711091021313","0.63985634613472","0.709565835907905","3"
"Just right","2019","higher education","Urban Area","3275","0.668123332818185","0.654932007755302","0.681314657881069","3"
"Just right","2019","higher education","Rural Area","1402","0.685439157881335","0.66533370330149","0.705544612461179","3"
"Just right","2019","general elemantary","Urban Area","1328","0.72841740692516","0.70862546767957","0.74820934617075","3"
"Just right","2019","middle vocational","Rural Area","3282","0.716725949793788","0.703506462612536","0.72994543697504","3"
"Just right","2019","middle vocational","Urban Area","4750","0.745258999151778","0.734783590781007","0.75573440752255","3"
"Much too big","2019","in school","Urban Area","","","","","5"
"Much too big","2019","in school","Rural Area","","","","","5"
"Much too big","2019","inadequately","Urban Area","8","","","","5"
"Much too big","2019","inadequately","Rural Area","2","","","","5"
"Much too big","2019","general elemantary","Urban Area","19","","","","5"
"Much too big","2019","general elemantary","Rural Area","10","","","","5"
"Much too big","2019","middle vocational","Urban Area","118","0.0197097904915447","0.0163679458275178","0.0230516351555717","5"
"Much too big","2019","middle vocational","Rural Area","74","0.017671594603928","0.0138061374047913","0.0215370518030646","5"
"Much too big","2019","vocational + Abi","Urban Area","17","","","","5"
"Much too big","2019","vocational + Abi","Rural Area","10","","","","5"
"Much too big","2019","higher vocational","Urban Area","17","","","","5"
"Much too big","2019","higher vocational","Rural Area","23","","","","5"
"Much too big","2019","higher education","Urban Area","97","0.0192937452772862","0.0154402974284245","0.023147193126148","5"
"Much too big","2019","higher education","Rural Area","47","0.018446089403773","0.0126198765734867","0.0242723022340593","5"
"Much too small","2019","vocational + Abi","Rural Area","10","","","","1"
"Much too small","2019","higher vocational","Urban Area","10","","","","1"
"Much too small","2019","higher vocational","Rural Area","3","","","","1"
"Much too small","2019","higher education","Urban Area","141","0.0186631521281309","0.0148719818217803","0.0224543224344815","1"
"Much too small","2019","higher education","Rural Area","28","","","","1"
"Much too small","2019","in school","Urban Area","22","","","","1"
"Much too small","2019","in school","Rural Area","5","","","","1"
"Much too small","2019","inadequately","Urban Area","227","0.107122813308352","0.0894167858475065","0.124828840769197","1"
"Much too small","2019","inadequately","Rural Area","56","0.0701961172883096","0.0480235885666335","0.0923686460099858","1"
"Much too small","2019","general elemantary","Urban Area","159","0.045220201257937","0.0359739629548024","0.0544664395610716","1"
"Much too small","2019","middle vocational","Urban Area","210","0.0195333052912211","0.016206156567004","0.0228604540154381","1"
"Much too small","2019","middle vocational","Rural Area","59","0.0091148537208486","0.0063266714690524","0.0119030359726448","1"
