"plj0047","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2019","no migration background","vocational + Abi","630","0.402671145987055","0.377876917274067","0.427465374700043"
"Big worries","2019","no migration background","higher vocational","595","0.367489460627524","0.343220296554713","0.391758624700334"
"Big worries","2019","no migration background","higher education","2339","0.39796675696082","0.385149054879433","0.410784459042207"
"Big worries","2019","direct migration background","in school","12","","",""
"Big worries","2019","direct migration background","inadequately","180","0.360472983092097","0.337534122537496","0.383411843646697"
"Big worries","2019","direct migration background","general elemantary","213","0.304048626477436","0.279464888413848","0.328632364541023"
"Big worries","2019","direct migration background","middle vocational","436","0.304271614907675","0.283208750132916","0.325334479682433"
"Big worries","2019","direct migration background","vocational + Abi","175","0.305342844280557","0.268613874070275","0.34207181449084"
"Big worries","2019","direct migration background","higher vocational","29","","",""
"Big worries","2019","direct migration background","higher education","393","0.334428879001406","0.311895507914694","0.356962250088117"
"Big worries","2019","indirect migration background","in school","33","0.372425393792048","0.267786415914367","0.47706437166973"
"Big worries","2019","indirect migration background","inadequately","19","","",""
"Big worries","2019","indirect migration background","general elemantary","108","0.483527852159701","0.419635575937652","0.547420128381749"
"Big worries","2019","indirect migration background","middle vocational","289","0.398609059277317","0.361340435995171","0.435877682559463"
"Big worries","2019","indirect migration background","vocational + Abi","62","0.461854961844487","0.379856369714202","0.543853553974771"
"Big worries","2019","indirect migration background","higher vocational","30","0.226338844853193","0.130996204540259","0.321681485166128"
"Big worries","2019","indirect migration background","higher education","142","0.394035616621485","0.34178760814994","0.44628362509303"
"Some worries","2019","no migration background","in school","95","0.509699560142202","0.440761243076411","0.578637877207994"
"Some worries","2019","no migration background","inadequately","58","0.381608462304191","0.303079439906642","0.460137484701739"
"Some worries","2019","no migration background","general elemantary","751","0.510134791758243","0.485352048841335","0.534917534675151"
"Some worries","2019","no migration background","middle vocational","4574","0.497246009959987","0.487019693801497","0.507472326118478"
"Some worries","2019","no migration background","vocational + Abi","751","0.509715918500602","0.484442930242805","0.534988906758398"
"Some worries","2019","no migration background","higher vocational","750","0.495153875352895","0.469985910719207","0.520321839986583"
"Some worries","2019","no migration background","higher education","2853","0.524863683017178","0.511786659220455","0.537940706813902"
"Some worries","2019","direct migration background","in school","22","","",""
"Some worries","2019","direct migration background","inadequately","362","0.326243626927231","0.303844633905857","0.348642619948605"
"Some worries","2019","direct migration background","general elemantary","441","0.452851963756889","0.426249767143116","0.479454160370662"
"Some worries","2019","direct migration background","middle vocational","735","0.475292618725626","0.452431052498055","0.498154184953197"
"Some worries","2019","direct migration background","vocational + Abi","278","0.529034283019481","0.489226666286505","0.568841899752456"
"Some worries","2019","direct migration background","higher vocational","31","0.443087274924316","0.329907079195235","0.556267470653397"
"Some worries","2019","direct migration background","higher education","725","0.50924294300039","0.485366323759661","0.533119562241118"
"Some worries","2019","indirect migration background","in school","37","0.405970297048802","0.299680304842489","0.512260289255115"
"Some worries","2019","indirect migration background","inadequately","7","","",""
"Some worries","2019","indirect migration background","general elemantary","81","0.26699806189555","0.210436580460376","0.323559543330725"
"Some worries","2019","indirect migration background","middle vocational","292","0.491067933857354","0.453014660359392","0.529121207355315"
"Some worries","2019","indirect migration background","vocational + Abi","67","0.446775877097939","0.365004872872798","0.52854688132308"
"Some worries","2019","indirect migration background","higher vocational","37","0.54418765929469","0.430712809855042","0.657662508734338"
"Some worries","2019","indirect migration background","higher education","170","0.550370226495751","0.497179802898126","0.603560650093376"
"No worries","2019","no migration background","in school","23","","",""
