"pld0044","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2018","Couple + C. LE 16 ","(1b) general elementary school","61","0.173879784235106","0.133233483246319","0.214526085223892"
"Sometimes","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","103","0.144725832687494","0.118301730453595","0.171149934921392"
"Sometimes","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","33","0.325305263906736","0.241132068040703","0.40947845977277"
"Sometimes","2018","Couple + C. LE 16 ","(2a) intermediate vocational","171","0.16098318249426","0.140935667023864","0.181030697964656"
"Sometimes","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","51","0.26369189866096","0.204237355493825","0.323146441828094"
"Sometimes","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","103","0.141346612785685","0.116397286157877","0.166295939413493"
"Sometimes","2018","Couple + C. LE 16 ","(3a) lower tertiary education","72","0.173872282931199","0.139860634885264","0.207883930977134"
"Sometimes","2018","Couple + C. LE 16 ","(3b) higher tertiary education","251","0.197914599318361","0.176164018742387","0.219665179894336"
"Sometimes","2018","Couple + C. GT 16 ","(0) in school","44","0.308762329376202","0.225051621680002","0.392473037072401"
"Sometimes","2018","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"Sometimes","2018","Couple + C. GT 16 ","(1b) general elementary school","41","0.187127703196437","0.135355094431511","0.238900311961364"
"Sometimes","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","60","0.105537155936457","0.078897937038036","0.132176374834878"
"Sometimes","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","36","0.346400837958898","0.262651292474112","0.430150383443684"
"Sometimes","2018","Couple + C. GT 16 ","(2a) intermediate vocational","91","0.151203348057326","0.124015946181821","0.178390749932832"
"Sometimes","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","108","0.323478232165945","0.271735818344242","0.375220645987648"
"Sometimes","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","59","0.185337017031394","0.140303574185769","0.23037045987702"
"Sometimes","2018","Couple + C. GT 16 ","(3a) lower tertiary education","28","","",""
"Sometimes","2018","Couple + C. GT 16 ","(3b) higher tertiary education","65","0.229892834399608","0.18421793593505","0.275567732864166"
"Sometimes","2018","Couple + C. LE and GT 16","(0) in school","64","0.467114920330366","0.385054720757547","0.549175119903185"
"Sometimes","2018","Couple + C. LE and GT 16","(1a) inadequately completed","20","","",""
"Sometimes","2018","Couple + C. LE and GT 16","(1b) general elementary school","42","0.224670892702978","0.165325399941348","0.284016385464609"
"Sometimes","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","42","0.100424477374543","0.063890242029295","0.136958712719792"
"Sometimes","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","49","0.301207912625945","0.226013209359746","0.376402615892144"
"Sometimes","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","57","0.136231285871257","0.10334634139194","0.169116230350575"
"Sometimes","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","75","0.398603218759752","0.335736458409518","0.461469979109986"
"Sometimes","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","36","0.136254118760161","0.0900747518309949","0.182433485689328"
"Sometimes","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","22","","",""
"Sometimes","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","53","0.140389583195434","0.096890177251017","0.18388898913985"
"Rarely","2018","1-pers.-HH","(0) in school","1","","",""
"Rarely","2018","1-pers.-HH","(1a) inadequately completed","11","","",""
"Rarely","2018","1-pers.-HH","(1b) general elementary school","75","0.211087445496271","0.169949004739114","0.252225886253427"
"Rarely","2018","1-pers.-HH","(1c) basic vocational qualification","232","0.240151785409013","0.212785459154863","0.267518111663164"
"Rarely","2018","1-pers.-HH","(2b) intermediate general qualification","23","","",""
"Rarely","2018","1-pers.-HH","(2a) intermediate vocational","282","0.324867893955213","0.29374813374404","0.355987654166385"
"Rarely","2018","1-pers.-HH","(2c_gen) general maturity certificate","56","0.266396024581298","0.208243802869529","0.324548246293066"
"Rarely","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","129","0.355928374468063","0.307076267775062","0.404780481161063"
"Rarely","2018","1-pers.-HH","(3a) lower tertiary education","112","0.337854297440524","0.286589916086399","0.38911867879465"
"Rarely","2018","1-pers.-HH","(3b) higher tertiary education","279","0.389879180480006","0.354104815797546","0.425653545162466"
"Rarely","2018","(Married) couple without C. ","(0) in school","2","","",""
"Rarely","2018","(Married) couple without C. ","(1a) inadequately completed","25","","",""
"Rarely","2018","(Married) couple without C. ","(1b) general elementary school","101","0.236550068668849","0.197883029338217","0.275217107999481"
"Rarely","2018","(Married) couple without C. ","(1c) basic vocational qualification","501","0.266495014093481","0.247266788513098","0.285723239673864"
"Rarely","2018","(Married) couple without C. ","(2b) intermediate general qualification","32","0.254754922638781","0.18205743569068","0.327452409586882"
"Rarely","2018","(Married) couple without C. ","(2a) intermediate vocational","585","0.325179393674663","0.304387863078221","0.345970924271106"
"Rarely","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","72","0.375768973684203","0.308979881421258","0.442558065947147"
"Rarely","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","230","0.368386621982872","0.331361041303377","0.405412202662367"
"Rarely","2018","(Married) couple without C. ","(3a) lower tertiary education","263","0.361399928963925","0.327401494318553","0.395398363609296"
"Rarely","2018","(Married) couple without C. ","(3b) higher tertiary education","548","0.385899573462275","0.361081519599584","0.410717627324967"
"Rarely","2018","Single parent ","(0) in school","20","","",""
"Rarely","2018","Single parent ","(1a) inadequately completed","16","","",""
"Rarely","2018","Single parent ","(1b) general elementary school","60","0.282393565606497","0.222080449801025","0.342706681411969"
"Rarely","2018","Single parent ","(1c) basic vocational qualification","93","0.311744832658127","0.25993009836725","0.363559566949004"
"Rarely","2018","Single parent ","(2b) intermediate general qualification","56","0.403479219149995","0.32362691273988","0.48333152556011"
"Rarely","2018","Single parent ","(2a) intermediate vocational","160","0.268703693666355","0.229293055755865","0.308114331576844"
"Rarely","2018","Single parent ","(2c_gen) general maturity certificate","67","0.291621837530364","0.230295155768112","0.352948519292615"
"Rarely","2018","Single parent ","(2c_voc) vocational maturity certificate","72","0.393557984873259","0.327325057093593","0.459790912652925"
"Rarely","2018","Single parent ","(3a) lower tertiary education","44","0.40465848542626","0.310776805708988","0.498540165143533"
"Rarely","2018","Single parent ","(3b) higher tertiary education","88","0.362792887333246","0.299258852025885","0.426326922640607"
"Rarely","2018","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","2018","Couple + C. LE 16 ","(1a) inadequately completed","24","","",""
"Rarely","2018","Couple + C. LE 16 ","(1b) general elementary school","97","0.288340909745018","0.239760184902444","0.336921634587591"
"Rarely","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","233","0.356031903503173","0.320069296326354","0.391994510679993"
"Rarely","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","38","0.304909621693603","0.222195280819248","0.387623962567957"
"Rarely","2018","Couple + C. LE 16 ","(2a) intermediate vocational","488","0.379154021381546","0.352688238863015","0.405619803900076"
"Rarely","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","72","0.325341732973341","0.262126946631658","0.388556519315025"
"Rarely","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","302","0.420804891981307","0.385449145209167","0.456160638753448"
"Rarely","2018","Couple + C. LE 16 ","(3a) lower tertiary education","209","0.438063368214012","0.393538664051716","0.482588072376308"
"Rarely","2018","Couple + C. LE 16 ","(3b) higher tertiary education","538","0.37245449381485","0.346061974162061","0.39884701346764"
"Rarely","2018","Couple + C. GT 16 ","(0) in school","20","","",""
"Rarely","2018","Couple + C. GT 16 ","(1a) inadequately completed","16","","",""
"Rarely","2018","Couple + C. GT 16 ","(1b) general elementary school","63","0.266354705604872","0.207674301057318","0.325035110152425"
"Rarely","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","161","0.33374372223782","0.292858642348911","0.374628802126728"
"Rarely","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","40","0.251567995847499","0.175194772835231","0.327941218859766"
"Rarely","2018","Couple + C. GT 16 ","(2a) intermediate vocational","256","0.373460332941985","0.336750559851125","0.410170106032844"
"Rarely","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","98","0.363084346317614","0.309894591162857","0.416274101472371"
"Rarely","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","111","0.406399101694626","0.349475978708833","0.463322224680419"
"Rarely","2018","Couple + C. GT 16 ","(3a) lower tertiary education","72","0.414006698449207","0.342448004280114","0.485565392618299"
"Rarely","2018","Couple + C. GT 16 ","(3b) higher tertiary education","126","0.325241203374161","0.274388230360001","0.376094176388321"
"Rarely","2018","Couple + C. LE and GT 16","(0) in school","25","","",""
"Rarely","2018","Couple + C. LE and GT 16","(1a) inadequately completed","15","","",""
"Rarely","2018","Couple + C. LE and GT 16","(1b) general elementary school","62","0.352178432454609","0.284261139122575","0.420095725786644"
"Rarely","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","82","0.41194339973384","0.352117428768577","0.471769370699103"
"Rarely","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","48","0.382804992403847","0.303137697489177","0.462472287318518"
"Rarely","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","145","0.340098501399002","0.294683234943133","0.385513767854871"
"Rarely","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","65","0.216305113459052","0.163439043030247","0.269171183887857"
"Rarely","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","80","0.342367643907477","0.278494527819741","0.406240759995214"
"Rarely","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","44","0.474184533133311","0.37912722123655","0.569241845030073"
"Rarely","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","103","0.447027100695425","0.384770715733715","0.509283485657134"
"Never","2018","1-pers.-HH","(0) in school","2","","",""
"Never","2018","1-pers.-HH","(1a) inadequately completed","40","0.549853271097261","0.430726013121362","0.66898052907316"
"Never","2018","1-pers.-HH","(1b) general elementary school","248","0.632926564264977","0.584335620836614","0.68151750769334"
"Never","2018","1-pers.-HH","(1c) basic vocational qualification","574","0.622706950639545","0.591654818500898","0.653759082778191"
"Never","2018","1-pers.-HH","(2b) intermediate general qualification","41","0.427473098625254","0.324111528370232","0.530834668880275"
"Never","2018","1-pers.-HH","(2a) intermediate vocational","414","0.482521215891489","0.449317021633858","0.51572541014912"
"Never","2018","1-pers.-HH","(2c_gen) general maturity certificate","56","0.315200503106733","0.254085650160529","0.376315356052937"
"Never","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","125","0.351582642591889","0.302866158548157","0.400299126635622"
"Never","2018","1-pers.-HH","(3a) lower tertiary education","136","0.408195537710277","0.354923726985608","0.461467348434947"
"Never","2018","1-pers.-HH","(3b) higher tertiary education","201","0.267537137060042","0.23506702197824","0.300007252141844"
"Never","2018","(Married) couple without C. ","(0) in school","1","","",""
"Never","2018","(Married) couple without C. ","(1a) inadequately completed","56","0.609424722392507","0.510797552012868","0.708051892772145"
