"pld0044","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2018","direct migration background","(1b) general elementary school","39","0.0572069942348879","0.03954267958137","0.0748713088884058"
"Often","2018","direct migration background","(1c) basic vocational qualification","31","0.0441389706801353","0.0296214183703667","0.0586565229899039"
"Often","2018","direct migration background","(2b) intermediate general qualification","5","","",""
"Often","2018","direct migration background","(2a) intermediate vocational","14","","",""
"Often","2018","direct migration background","(2c_gen) general maturity certificate","31","0.0744816794965316","0.048424162602088","0.100539196390975"
"Often","2018","direct migration background","(2c_voc) vocational maturity certificate","38","0.0552800580424367","0.0373063336666089","0.0732537824182645"
"Often","2018","direct migration background","(3a) lower tertiary education","2","","",""
"Often","2018","direct migration background","(3b) higher tertiary education","70","0.0726573154008895","0.0569493424158763","0.0883652883859026"
"Often","2018","indirect migration background","(0) in school","9","","",""
"Often","2018","indirect migration background","(1a) inadequately completed","6","","",""
"Often","2018","indirect migration background","(1b) general elementary school","20","","",""
"Often","2018","indirect migration background","(1c) basic vocational qualification","14","","",""
"Often","2018","indirect migration background","(2b) intermediate general qualification","12","","",""
"Often","2018","indirect migration background","(2a) intermediate vocational","21","","",""
"Often","2018","indirect migration background","(2c_gen) general maturity certificate","31","0.168933665569415","0.118013199355455","0.219854131783376"
"Often","2018","indirect migration background","(2c_voc) vocational maturity certificate","10","","",""
"Often","2018","indirect migration background","(3a) lower tertiary education","5","","",""
"Often","2018","indirect migration background","(3b) higher tertiary education","9","","",""
"Sometimes","2018","no migration background","(0) in school","89","0.333297309759663","0.271148335947931","0.395446283571394"
"Sometimes","2018","no migration background","(1a) inadequately completed","30","0.178971333785362","0.124321595476287","0.233621072094437"
"Sometimes","2018","no migration background","(1b) general elementary school","157","0.131056579313069","0.11105044529141","0.151062713334728"
"Sometimes","2018","no migration background","(1c) basic vocational qualification","383","0.0954560571270777","0.0861874436614344","0.104724670592721"
"Sometimes","2018","no migration background","(2b) intermediate general qualification","144","0.237388063276804","0.203286150674052","0.271489975879555"
"Sometimes","2018","no migration background","(2a) intermediate vocational","635","0.133133048574013","0.123974118217036","0.142291978930989"
"Sometimes","2018","no migration background","(2c_gen) general maturity certificate","284","0.296548448555435","0.26616387450809","0.32693302260278"
"Sometimes","2018","no migration background","(2c_voc) vocational maturity certificate","279","0.158818737433193","0.141810200870747","0.175827273995639"
"Sometimes","2018","no migration background","(3a) lower tertiary education","247","0.147447187405969","0.131081693386267","0.16381268142567"
"Sometimes","2018","no migration background","(3b) higher tertiary education","599","0.221340747114807","0.20672901780639","0.235952476423224"
"Sometimes","2018","direct migration background","(0) in school","13","","",""
"Sometimes","2018","direct migration background","(1a) inadequately completed","62","0.255074319821738","0.206783368171072","0.303365271472404"
"Sometimes","2018","direct migration background","(1b) general elementary school","120","0.183008171057853","0.153597282318064","0.212419059797643"
"Sometimes","2018","direct migration background","(1c) basic vocational qualification","119","0.141088448920871","0.116484496850997","0.165692400990745"
"Sometimes","2018","direct migration background","(2b) intermediate general qualification","18","","",""
"Sometimes","2018","direct migration background","(2a) intermediate vocational","56","0.205945611158766","0.154784040828504","0.257107181489028"
"Sometimes","2018","direct migration background","(2c_gen) general maturity certificate","79","0.239245458807228","0.196904575321754","0.281586342292703"
