"pgfamstd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married","2019","direct migration background","higher vocational","49","0.606063495511178","0.493975568411257","0.7181514226111","1"
"Married","2019","direct migration background","higher education","1157","0.655111182867181","0.632435575276787","0.677786790457574","1"
"Married","2019","indirect migration background","in school","","","","","1"
"Married","2019","indirect migration background","inadequately","12","","","","1"
"Married","2019","indirect migration background","general elemantary","68","0.235971773631965","0.183651192320506","0.288292354943423","1"
"Married","2019","indirect migration background","middle vocational","267","0.320109872501873","0.284652531014525","0.35556721398922","1"
"Married","2019","indirect migration background","vocational + Abi","75","0.43542940777134","0.353879791183406","0.516979024359274","1"
"Married","2019","indirect migration background","higher vocational","44","0.514799806324441","0.401690814989793","0.627908797659088","1"
"Married","2019","indirect migration background","higher education","220","0.518357890813686","0.465010863696443","0.571704917930929","1"
"Married","2019","no migration background","general elemantary","613","0.366269490283513","0.343231418341349","0.389307562225677","1"
"Married","2019","no migration background","middle vocational","5188","0.506034560859891","0.495823834266901","0.516245287452881","1"
"Married","2019","no migration background","vocational + Abi","833","0.444018484863523","0.418916356696149","0.469120613030897","1"
"Married","2019","no migration background","higher vocational","1042","0.593533454227005","0.568833041568683","0.618233866885326","1"
"Married","2019","no migration background","higher education","3698","0.561731832332836","0.548748052513283","0.574715612152389","1"
"Married","2019","direct migration background","in school","2","","","","1"
"Married","2019","no migration background","in school","","","","","1"
"Married","2019","no migration background","inadequately","47","0.384810433652989","0.305616486408534","0.464004380897445","1"
"Married, but separated","2019","no migration background","general elemantary","30","0.0150456379827963","0.0092245145530705","0.020866761412522","2"
"Married, but separated","2019","direct migration background","in school","1","","","","2"
"Married, but separated","2019","indirect migration background","in school","2","","","","2"
"Married, but separated","2019","no migration background","in school","","","","","2"
"Married, but separated","2019","no migration background","inadequately","3","","","","2"
"Married, but separated","2019","no migration background","middle vocational","210","0.0225199368637514","0.0194898448670506","0.0255500288604521","2"
"Married, but separated","2019","no migration background","vocational + Abi","24","","","","2"
"Married, but separated","2019","no migration background","higher vocational","41","0.0328268964951049","0.023866314417303","0.0417874785729068","2"
"Married, but separated","2019","direct migration background","inadequately","120","0.0536370191088713","0.0431202310080222","0.0641538072097204","2"
"Married, but separated","2019","direct migration background","general elemantary","64","0.045209915895729","0.0341393456422757","0.0562804861491824","2"
"Married, but separated","2019","direct migration background","middle vocational","78","0.0326745538709643","0.0245424504717516","0.0408066572701769","2"
"Married, but separated","2019","direct migration background","vocational + Abi","21","","","","2"
"Married, but separated","2019","indirect migration background","inadequately","3","","","","2"
"Married, but separated","2019","indirect migration background","general elemantary","3","","","","2"
"Married, but separated","2019","indirect migration background","middle vocational","11","","","","2"
"Married, but separated","2019","indirect migration background","vocational + Abi","2","","","","2"
"Married, but separated","2019","indirect migration background","higher vocational","1","","","","2"
"Married, but separated","2019","indirect migration background","higher education","6","","","","2"
"Married, but separated","2019","no migration background","higher education","117","0.0195280954407247","0.0159072150275625","0.0231489758538869","2"
"Married, but separated","2019","direct migration background","higher vocational","4","","","","2"
"Married, but separated","2019","direct migration background","higher education","93","0.0405935699136043","0.0311791881523592","0.0500079516748495","2"
"Single","2019","indirect migration background","in school","133","0.993366686754036","0.97967360327518","1.00705977023289","3"
"Single","2019","indirect migration background","inadequately","20","","","","3"
"Single","2019","indirect migration background","general elemantary","164","0.686629385890157","0.629471236678256","0.743787535102057","3"
"Single","2019","indirect migration background","middle vocational","334","0.580194124371445","0.542684027312062","0.617704221430828","3"
"Single","2019","indirect migration background","vocational + Abi","55","0.497514337623406","0.415277091912812","0.579751583333999","3"
"Single","2019","indirect migration background","higher vocational","18","","","","3"
"Single","2019","indirect migration background","higher education","89","0.433023600336279","0.380121682728142","0.485925517944416","3"
"Single","2019","no migration background","in school","401","1","1","1","3"
"Single","2019","no migration background","general elemantary","675","0.337223327269745","0.31461669541525","0.35982995912424","3"
"Single","2019","no migration background","middle vocational","2076","0.244199828550783","0.235425892871462","0.252973764230105","3"
