"transab_cat2","year","education","migback","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2018","Other degree","direct migration background","383","0.0589942493637982","0.0521048579372851","0.0658836407903113"
"High transfer dependency","2018","Other degree","indirect migration background","4","","",""
"High transfer dependency","2018","no degree/no degree yet","no migration background","36","0.0483463345343762","0.0315435149929638","0.0651491540757886"
"High transfer dependency","2018","no degree/no degree yet","direct migration background","182","0.116607266338646","0.101078622867914","0.132135909809378"
"High transfer dependency","2018","no degree/no degree yet","indirect migration background","32","0.138328144244592","0.0907180944528968","0.185938194036287"
"Very high transfer dependency","2018","lower secondary degree","no migration background","202","0.029507452169209","0.0247937342877112","0.0342211700507067"
"Very high transfer dependency","2018","lower secondary degree","direct migration background","53","0.0516338215882422","0.0311427699582244","0.07212487321826"
"Very high transfer dependency","2018","lower secondary degree","indirect migration background","31","0.0995955438821603","0.068575289900312","0.130615797864009"
"Very high transfer dependency","2018","secondary school degree","no migration background","158","0.0197780243058241","0.016396250424452","0.0231597981871962"
"Very high transfer dependency","2018","secondary school degree","direct migration background","32","0.0868794051900767","0.057072044731609","0.116686765648544"
"Very high transfer dependency","2018","secondary school degree","indirect migration background","21","","",""
"Very high transfer dependency","2018","college entrance qualification","no migration background","77","0.015228359572832","0.0122916960563215","0.0181650230893426"
"Very high transfer dependency","2018","college entrance qualification","direct migration background","33","0.0369342475216013","0.0187669420869911","0.0551015529562114"
"Very high transfer dependency","2018","college entrance qualification","indirect migration background","14","","",""
"Very high transfer dependency","2018","Other degree","no migration background","20","","",""
"Very high transfer dependency","2018","Other degree","direct migration background","1628","0.0999395468479096","0.091169853456039","0.10870924023978"
"Very high transfer dependency","2018","Other degree","indirect migration background","6","","",""
"Very high transfer dependency","2018","no degree/no degree yet","no migration background","54","0.0969326356227046","0.0737557002895034","0.120109570955906"
"Very high transfer dependency","2018","no degree/no degree yet","direct migration background","1134","0.341710166530099","0.31876288073734","0.364657452322857"
"Very high transfer dependency","2018","no degree/no degree yet","indirect migration background","19","","",""
"Very low transfer dependency","2019","lower secondary degree","no migration background","4061","0.893048485625377","0.884190360143042","0.901906611107712"
"Very low transfer dependency","2019","lower secondary degree","direct migration background","275","0.79050453546868","0.751256984622212","0.829752086315148"
"Very low transfer dependency","2019","lower secondary degree","indirect migration background","225","0.748494285997067","0.700504209767371","0.796484362226763"
"Very low transfer dependency","2019","secondary school degree","no migration background","6198","0.935170461355599","0.929300452944028","0.941040469767171"
"Very low transfer dependency","2019","secondary school degree","direct migration background","238","0.80728253164956","0.764333942254557","0.850231121044563"
"Very low transfer dependency","2019","secondary school degree","indirect migration background","352","0.852216377405093","0.818316733583901","0.886116021226285"
"Very low transfer dependency","2019","college entrance qualification","no migration background","7106","0.938803914480369","0.933378241640105","0.944229587320632"
"Very low transfer dependency","2019","college entrance qualification","direct migration background","333","0.901579572157578","0.87256840274109","0.930590741574066"
"Very low transfer dependency","2019","college entrance qualification","indirect migration background","569","0.869013967003156","0.843037118528279","0.894990815478034"
"Very low transfer dependency","2019","Other degree","no migration background","116","0.782571850939432","0.718252812509819","0.846890889369046"
"Very low transfer dependency","2019","Other degree","direct migration background","1977","0.773332508126814","0.760312201137774","0.786352815115854"
"Very low transfer dependency","2019","Other degree","indirect migration background","34","0.83993494162007","0.736206329947046","0.943663553293093"
