"transab_cat2","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2017","Employed","vocational + Abi","1666","0.928005455407563","0.916159603543151","0.939851307271974","0"
"High transfer dependency","2018","Not Employed","higher education","74","0.0252824464383049","0.0184518911800193","0.0321130016965906","2"
"High transfer dependency","2018","Employed","in school","5","","","","2"
"High transfer dependency","2018","Not Employed","vocational + Abi","29","","","","2"
"High transfer dependency","2018","Not Employed","higher vocational","7","","","","2"
"High transfer dependency","2018","Employed","higher education","66","0.00641973676005117","0.00417735282460958","0.00866212069549276","2"
"High transfer dependency","2018","Not Employed","in school","42","0.0399773537682353","0.0244309145183816","0.055523793018089","2"
"High transfer dependency","2018","Employed","inadequately","78","0.142616997946548","0.105930314081384","0.179303681811712","2"
"High transfer dependency","2018","Employed","general elemantary","156","0.0696114720487459","0.0567965975643792","0.0824263465331126","2"
"High transfer dependency","2018","Employed","middle vocational","253","0.0245975012871953","0.0211314800308107","0.0280635225435798","2"
"High transfer dependency","2018","Employed","higher vocational","5","","","","2"
"High transfer dependency","2018","Not Employed","middle vocational","208","0.028247158957724","0.0233106498811107","0.0331836680343374","2"
"High transfer dependency","2018","Not Employed","inadequately","126","0.13805172311615","0.119923883724476","0.156179562507823","2"
"High transfer dependency","2018","Employed","vocational + Abi","34","0.0121982409374848","0.007030124248448","0.0173663576265215","2"
"High transfer dependency","2018","Not Employed","general elemantary","166","0.0471638514127448","0.0376493400691998","0.0566783627562897","2"
"Low transfer dependency","2018","Not Employed","in school","62","0.0644416698232765","0.044956598436117","0.083926741210436","1"
"Low transfer dependency","2018","Not Employed","inadequately","68","0.127484988066544","0.10995827391059","0.145011702222497","1"
"Low transfer dependency","2018","Not Employed","general elemantary","156","0.0719745920454373","0.0603750115286285","0.0835741725622461","1"
"Low transfer dependency","2018","Not Employed","middle vocational","261","0.049198998363818","0.0427546710692323","0.0556433256584038","1"
"Low transfer dependency","2018","Not Employed","vocational + Abi","44","0.070254229060809","0.0462646190225712","0.0942438390990468","1"
"Low transfer dependency","2018","Employed","middle vocational","502","0.0480302482608454","0.0432454593351199","0.0528150371865708","1"
"Low transfer dependency","2018","Employed","vocational + Abi","121","0.0457493702919885","0.0359121454552335","0.0555865951287434","1"
"Low transfer dependency","2018","Employed","higher vocational","27","","","","1"
"Low transfer dependency","2018","Employed","higher education","167","0.0264534200790585","0.0219476485412701","0.0309591916168469","1"
"Low transfer dependency","2018","Employed","general elemantary","202","0.0966982628928701","0.081816049294273","0.111580476491467","1"
"Low transfer dependency","2018","Not Employed","higher vocational","18","","","","1"
"Low transfer dependency","2018","Employed","inadequately","64","0.140215309938517","0.103787928828331","0.176642691048702","1"
"Low transfer dependency","2018","Not Employed","higher education","86","0.0293126483991068","0.0219730164545501","0.0366522803436635","1"
"Low transfer dependency","2018","Employed","in school","5","","","","1"
"Very high transfer dependency","2018","Not Employed","in school","48","0.0774286375970965","0.0562189648769887","0.0986383103172043","3"
"Very high transfer dependency","2018","Not Employed","inadequately","1115","0.448656321225906","0.422519508783808","0.474793133668004","3"
"Very high transfer dependency","2018","Not Employed","general elemantary","690","0.114318020665758","0.100036679410084","0.128599361921432","3"
"Very high transfer dependency","2018","Not Employed","middle vocational","743","0.067425530972718","0.0599540173636011","0.0748970445818349","3"
"Very high transfer dependency","2018","Not Employed","vocational + Abi","117","0.142963303827628","0.110107140914407","0.175819466740849","3"
"Very high transfer dependency","2018","Not Employed","higher vocational","11","","","","3"
"Very high transfer dependency","2018","Not Employed","higher education","523","0.0737648193881043","0.0623913661736675","0.085138272602541","3"
"Very high transfer dependency","2018","Employed","in school","1","","","","3"
"Very high transfer dependency","2018","Employed","inadequately","60","0.110204102800221","0.0773507680673967","0.143057437533046","3"
"Very high transfer dependency","2018","Employed","general elemantary","72","0.0307330704216878","0.0220421365028036","0.039424004340572","3"
"Very high transfer dependency","2018","Employed","middle vocational","121","0.012344505986886","0.00987372987836907","0.014815282095403","3"
"Very high transfer dependency","2018","Employed","vocational + Abi","18","","","","3"
"Very high transfer dependency","2018","Employed","higher vocational","2","","","","3"
"Very high transfer dependency","2018","Employed","higher education","33","0.00332592787364556","0.00170940118557223","0.00494245456171889","3"
"Very low transfer dependency","2018","Not Employed","vocational + Abi","246","0.739699672074873","0.698511746711408","0.780887597438338","0"
"Very low transfer dependency","2018","Not Employed","higher vocational","366","0.884199327697033","0.852919403275804","0.915479252118262","0"
"Very low transfer dependency","2018","Not Employed","higher education","1346","0.871640085774484","0.8570858175633","0.886194353985668","0"
"Very low transfer dependency","2018","Employed","in school","54","0.798781057490442","0.701318069322969","0.896244045657914","0"
"Very low transfer dependency","2018","Employed","higher education","4607","0.963800915287245","0.958556557085594","0.969045273488896","0"
"Very low transfer dependency","2018","Employed","inadequately","147","0.606963589314714","0.555720761309888","0.65820641731954","0"
"Very low transfer dependency","2018","Not Employed","middle vocational","3115","0.85512831170574","0.844641051425979","0.865615571985501","0"
"Very low transfer dependency","2018","Employed","general elemantary","1085","0.802957194636696","0.782927779751078","0.822986609522314","0"
"Very low transfer dependency","2018","Employed","middle vocational","6796","0.915027744465073","0.908788248640684","0.921267240289463","0"
"Very low transfer dependency","2018","Employed","higher vocational","1007","0.979719311894339","0.971156529573364","0.988282094215314","0"
"Very low transfer dependency","2018","Not Employed","in school","458","0.818152338811392","0.787542987809004","0.848761689813779","0"
"Very low transfer dependency","2018","Not Employed","inadequately","82","0.285806967591401","0.262064342405733","0.30954959277707","0"
"Very low transfer dependency","2018","Not Employed","general elemantary","895","0.76654353587606","0.747557071048406","0.785530000703714","0"
"Very low transfer dependency","2018","Employed","vocational + Abi","1560","0.937400678034165","0.925995652657315","0.948805703411015","0"
"High transfer dependency","2019","Not Employed","vocational + Abi","34","0.0630498987503393","0.0398877772567772","0.0862120202439015","2"
"High transfer dependency","2019","Not Employed","higher vocational","8","","","","2"
"High transfer dependency","2019","Not Employed","higher education","54","0.0178279275481074","0.0119964424771117","0.0236594126191031","2"
"High transfer dependency","2019","Employed","in school","4","","","","2"
"High transfer dependency","2019","Employed","inadequately","95","0.119931407652983","0.0889346268448423","0.150928188461123","2"
"High transfer dependency","2019","Not Employed","middle vocational","169","0.0317825377498545","0.0264684438965447","0.0370966316031643","2"
"High transfer dependency","2019","Not Employed","in school","35","0.0560515693428305","0.0364870648463042","0.0756160738393568","2"
"High transfer dependency","2019","Not Employed","inadequately","75","0.108002045365904","0.0908435827982588","0.12516050793355","2"
"High transfer dependency","2019","Employed","higher education","81","0.00831182434136486","0.00592712175111865","0.0106965269316111","2"
"High transfer dependency","2019","Employed","middle vocational","204","0.0194872742451488","0.0163393151206126","0.022635233369685","2"
"High transfer dependency","2019","Employed","general elemantary","133","0.0553449956440789","0.0436163610312702","0.0670736302568876","2"
"High transfer dependency","2019","Not Employed","general elemantary","133","0.0510867806841866","0.0406205296618433","0.0615530317065299","2"
"High transfer dependency","2019","Employed","vocational + Abi","38","0.0173556474656943","0.0113410376720557","0.0233702572593329","2"
"High transfer dependency","2019","Employed","higher vocational","5","","","","2"
"Low transfer dependency","2019","Not Employed","in school","45","0.0952882965201442","0.0703150090592448","0.120261583981044","1"
"Low transfer dependency","2019","Not Employed","inadequately","52","0.113179820839336","0.0956659260443657","0.130693715634305","1"
