"transab_cat2","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2016","16-34 y.","secondary school degree","171","0.111407844605666","0.094427956783804","0.128387732427528"
"Low transfer dependency","2016","16-34 y.","college entrance qualification","159","0.0902002068969786","0.0766933933212834","0.103707020472674"
"Low transfer dependency","2016","16-34 y.","Other degree","104","0.13094291271819","0.106199241487072","0.155686583949308"
"Low transfer dependency","2016","16-34 y.","no degree/no degree yet","89","0.0877802978775085","0.068304919101913","0.107255676653104"
"Low transfer dependency","2016","35-65 y.","lower secondary degree","246","0.0679447159742476","0.0584455204423803","0.0774439115061149"
"Low transfer dependency","2016","35-65 y.","secondary school degree","273","0.0476064182081481","0.041252391962599","0.0539604444536971"
"Low transfer dependency","2016","35-65 y.","college entrance qualification","156","0.0271487364029238","0.0221607815449833","0.0321366912608643"
"Low transfer dependency","2016","35-65 y.","Other degree","258","0.0877707111339339","0.0761355944759005","0.0994058277919674"
"Low transfer dependency","2016","35-65 y.","no degree/no degree yet","52","0.111068218520592","0.0767480608023084","0.145388376238875"
"Low transfer dependency","2016","66 and older","lower secondary degree","46","0.0202579491259036","0.0145546926841478","0.0259612055676594"
"Low transfer dependency","2016","66 and older","secondary school degree","11","","",""
"Low transfer dependency","2016","66 and older","college entrance qualification","8","","",""
"Low transfer dependency","2016","66 and older","Other degree","26","","",""
"Low transfer dependency","2016","66 and older","no degree/no degree yet","5","","",""
"High transfer dependency","2016","16-34 y.","lower secondary degree","78","0.0759031471442537","0.0579071852413096","0.0938991090471978"
"High transfer dependency","2016","16-34 y.","secondary school degree","60","0.0461143344523312","0.0347957575218836","0.0574329113827789"
"High transfer dependency","2016","16-34 y.","college entrance qualification","56","0.0369212492728175","0.0280303576565559","0.045812140889079"
"High transfer dependency","2016","16-34 y.","Other degree","48","0.0630237967124124","0.0451993709657175","0.0808482224591072"
"High transfer dependency","2016","16-34 y.","no degree/no degree yet","63","0.0641796361976712","0.0473128424186633","0.081046429976679"
"High transfer dependency","2016","35-65 y.","lower secondary degree","107","0.0310261750196741","0.0244811955456304","0.0375711544937178"
"High transfer dependency","2016","35-65 y.","secondary school degree","116","0.0196090938898021","0.0154716090002487","0.0237465787793554"
"High transfer dependency","2016","35-65 y.","college entrance qualification","39","0.00819429783457856","0.00542739662490811","0.010961199044249"
"High transfer dependency","2016","35-65 y.","Other degree","135","0.0498371290040609","0.0408892631774104","0.0587849948307114"
"High transfer dependency","2016","35-65 y.","no degree/no degree yet","41","0.138287110927109","0.100582687723714","0.175991534130504"
"High transfer dependency","2016","66 and older","lower secondary degree","25","","",""
"High transfer dependency","2016","66 and older","secondary school degree","3","","",""
"High transfer dependency","2016","66 and older","college entrance qualification","","","",""
"High transfer dependency","2016","66 and older","Other degree","12","","",""
"High transfer dependency","2016","66 and older","no degree/no degree yet","1","","",""
"Very high transfer dependency","2016","16-34 y.","lower secondary degree","131","0.142493651873683","0.118741505650331","0.166245798097036"
"Very high transfer dependency","2016","16-34 y.","secondary school degree","69","0.0342163060392469","0.0244060082969824","0.0440266037815113"
"Very high transfer dependency","2016","16-34 y.","college entrance qualification","67","0.0273054996641045","0.019621461447092","0.0349895378811169"
"Very high transfer dependency","2016","16-34 y.","Other degree","79","0.0922147637421571","0.0709925457251575","0.113436981759157"
"Very high transfer dependency","2016","16-34 y.","no degree/no degree yet","89","0.096437554200099","0.0761214774977646","0.116753630902433"
"Very high transfer dependency","2016","35-65 y.","lower secondary degree","158","0.0474096016243494","0.0393877541532856","0.0554314490954131"
"Very high transfer dependency","2016","35-65 y.","secondary school degree","150","0.0379967548545434","0.0322915723383825","0.0437019373707043"
"Very high transfer dependency","2016","35-65 y.","college entrance qualification","38","0.0117604091429906","0.00845163730917593","0.0150691809768053"
"Very high transfer dependency","2016","35-65 y.","Other degree","228","0.085206919822096","0.0737268958232462","0.0966869438209459"
"Very high transfer dependency","2016","35-65 y.","no degree/no degree yet","95","0.238986457187388","0.192406080799976","0.2855668335748"
"Very high transfer dependency","2016","66 and older","lower secondary degree","2","","",""
"Very high transfer dependency","2016","66 and older","secondary school degree","3","","",""
"Very high transfer dependency","2016","66 and older","college entrance qualification","2","","",""
"Very high transfer dependency","2016","66 and older","Other degree","27","","",""
"Very high transfer dependency","2016","66 and older","no degree/no degree yet","","","",""
"Very low transfer dependency","2017","16-34 y.","lower secondary degree","509","0.649186043625726","0.617179249656269","0.681192837595182"
"Very low transfer dependency","2017","16-34 y.","secondary school degree","1162","0.826147514322424","0.806943078786794","0.845351949858055"
"Very low transfer dependency","2017","16-34 y.","college entrance qualification","1845","0.875000981048005","0.86106694162213","0.888935020473881"
"Very low transfer dependency","2017","16-34 y.","Other degree","441","0.680749605229723","0.654048510715768","0.707450699743679"
"Very low transfer dependency","2017","16-34 y.","no degree/no degree yet","671","0.718446166001616","0.69433821911647","0.742554112886762"
"Very low transfer dependency","2017","35-65 y.","lower secondary degree","2365","0.847849672614382","0.834797821699953","0.860901523528811"
"Very low transfer dependency","2017","35-65 y.","secondary school degree","4418","0.914950238009106","0.907186223730867","0.922714252287345"
"Very low transfer dependency","2017","35-65 y.","college entrance qualification","4460","0.958782063147662","0.953093898427084","0.96447022786824"
"Very low transfer dependency","2017","35-65 y.","Other degree","1648","0.76185527088398","0.74596142615784","0.777749115610119"
"Very low transfer dependency","2017","35-65 y.","no degree/no degree yet","165","0.494041453263557","0.456155850992872","0.531927055534242"
"Very low transfer dependency","2017","66 and older","lower secondary degree","2271","0.974217868620794","0.96778825139001","0.980647485851578"
"Very low transfer dependency","2017","66 and older","secondary school degree","1167","0.976443142419966","0.967833361092511","0.985052923747421"
"Very low transfer dependency","2017","66 and older","college entrance qualification","1047","0.981615944848061","0.97354037983179","0.989691509864331"
"Very low transfer dependency","2017","66 and older","Other degree","244","0.836591849583407","0.796517370439357","0.876666328727456"
"Very low transfer dependency","2017","66 and older","no degree/no degree yet","60","0.906916273620086","0.839332973527677","0.974499573712494"
"Low transfer dependency","2017","16-34 y.","lower secondary degree","142","0.136895890995255","0.11384190876184","0.15994987322867"
"Low transfer dependency","2017","16-34 y.","secondary school degree","182","0.09484911204835","0.0800014039826031","0.109696820114097"
"Low transfer dependency","2017","16-34 y.","college entrance qualification","165","0.0671199495542669","0.0565770959407361","0.0776628031677977"
"Low transfer dependency","2017","16-34 y.","Other degree","107","0.11144346254436","0.0934199482505013","0.129466976838219"
"Low transfer dependency","2017","16-34 y.","no degree/no degree yet","119","0.0823156636968658","0.0675833726882328","0.0970479547054988"
"Low transfer dependency","2017","35-65 y.","lower secondary degree","234","0.0599124736844766","0.0512882700774822","0.0685366772914711"
"Low transfer dependency","2017","35-65 y.","secondary school degree","266","0.0351122514588941","0.0299893173272506","0.0402351855905376"
"Low transfer dependency","2017","35-65 y.","college entrance qualification","152","0.0232602415955876","0.0189473788916116","0.0275731042995636"
"Low transfer dependency","2017","35-65 y.","Other degree","255","0.0854246605069847","0.0749949173166882","0.0958544036972813"
"Low transfer dependency","2017","35-65 y.","no degree/no degree yet","58","0.129865590033818","0.104392874223279","0.155338305844357"
"Low transfer dependency","2017","66 and older","lower secondary degree","47","0.0189202710190921","0.0133929652167543","0.0244475768214298"
"Low transfer dependency","2017","66 and older","secondary school degree","18","","",""
"Low transfer dependency","2017","66 and older","college entrance qualification","7","","",""
"Low transfer dependency","2017","66 and older","Other degree","29","","",""
"Low transfer dependency","2017","66 and older","no degree/no degree yet","5","","",""
"High transfer dependency","2017","16-34 y.","lower secondary degree","84","0.0719964839525425","0.0546604555312254","0.0893325123738597"
"High transfer dependency","2017","16-34 y.","secondary school degree","72","0.0391512651888621","0.0293228678405657","0.0489796625371585"
