"transab_cat2","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2017","(1a) inadequately completed","Male","53","0.101217756253562","0.0786472329686879","0.123788279538435"
"Low transfer dependency","2017","(1a) inadequately completed","Female","56","0.140679592303215","0.112765849372589","0.168593335233841"
"Low transfer dependency","2017","(1b) general elementary school","Male","124","0.117194337301682","0.0978945843321086","0.136494090271256"
"Low transfer dependency","2017","(1b) general elementary school","Female","134","0.0769667157560499","0.0628579337868451","0.0910754977252548"
"Low transfer dependency","2017","(1c) basic vocational qualification","Male","175","0.0469711104937512","0.0391649399870026","0.0547772810004998"
"Low transfer dependency","2017","(1c) basic vocational qualification","Female","153","0.0403421188525524","0.0324570575743621","0.0482271801307427"
"Low transfer dependency","2017","(2b) intermediate general qualification","Male","34","0.0665155383149706","0.0407753368117797","0.0922557398181615"
"Low transfer dependency","2017","(2b) intermediate general qualification","Female","75","0.100635122840488","0.0749008920561941","0.126369353624782"
"Low transfer dependency","2017","(2a) intermediate vocational","Male","122","0.0358650319286436","0.028564094941007","0.0431659689162802"
"Low transfer dependency","2017","(2a) intermediate vocational","Female","215","0.0422922928507248","0.0357371684917623","0.0488474172096874"
"Low transfer dependency","2017","(2c_gen) general maturity certificate","Male","67","0.0673251139353381","0.0508157574402347","0.0838344704304415"
"Low transfer dependency","2017","(2c_gen) general maturity certificate","Female","79","0.0694051462712305","0.0529201496514695","0.0858901428909914"
"Low transfer dependency","2017","(2c_voc) vocational maturity certificate","Male","60","0.0484085146517456","0.0357766207228682","0.061040408580623"
"Low transfer dependency","2017","(2c_voc) vocational maturity certificate","Female","98","0.0411342411420244","0.0313938525600587","0.05087462972399"
"Low transfer dependency","2017","(3a) lower tertiary education","Male","16","","",""
"Low transfer dependency","2017","(3a) lower tertiary education","Female","36","0.0386954031675751","0.0266994803100509","0.0506913260250992"
"Low transfer dependency","2017","(3b) higher tertiary education","Male","104","0.0344022273257663","0.0272174176852609","0.0415870369662716"
"Low transfer dependency","2017","(3b) higher tertiary education","Female","119","0.0496507150758675","0.0409619832932247","0.0583394468585102"
"High transfer dependency","2017","(0) in school","Male","24","","",""
"High transfer dependency","2017","(0) in school","Female","26","","",""
"High transfer dependency","2017","(1a) inadequately completed","Male","50","0.0727956008462529","0.0533542542695502","0.0922369474229557"
"High transfer dependency","2017","(1a) inadequately completed","Female","53","0.0930275760863845","0.0697076131892192","0.11634753898355"
"High transfer dependency","2017","(1b) general elementary school","Male","102","0.0803462749457867","0.064036013533132","0.0966565363584414"
"High transfer dependency","2017","(1b) general elementary school","Female","106","0.0382590983781586","0.0281053645998392","0.0484128321564779"
"High transfer dependency","2017","(1c) basic vocational qualification","Male","83","0.0256560744544288","0.01982268689773","0.0314894620111277"
"High transfer dependency","2017","(1c) basic vocational qualification","Female","94","0.0261430334824495","0.019748732415279","0.03253733454962"
"High transfer dependency","2017","(2b) intermediate general qualification","Male","22","","",""
"High transfer dependency","2017","(2b) intermediate general qualification","Female","37","0.0557764062769663","0.0361459168384371","0.0754068957154956"
"High transfer dependency","2017","(2a) intermediate vocational","Male","37","0.0102258593340707","0.00627590540037499","0.0141758132677664"
"High transfer dependency","2017","(2a) intermediate vocational","Female","100","0.0216582748426628","0.0169170445891009","0.0263995050962247"
"High transfer dependency","2017","(2c_gen) general maturity certificate","Male","58","0.0496103707486246","0.0353045250565115","0.0639162164407377"
"High transfer dependency","2017","(2c_gen) general maturity certificate","Female","54","0.0481538600425925","0.0342667578356365","0.0620409622495485"
"High transfer dependency","2017","(2c_voc) vocational maturity certificate","Male","26","","",""
"High transfer dependency","2017","(2c_voc) vocational maturity certificate","Female","49","0.0353332588942366","0.0262785157847643","0.0443880020037089"
"High transfer dependency","2017","(3a) lower tertiary education","Male","9","","",""
"High transfer dependency","2017","(3a) lower tertiary education","Female","10","","",""
"High transfer dependency","2017","(3b) higher tertiary education","Male","38","0.010908689119477","0.00681393023639255","0.0150034480025615"
"High transfer dependency","2017","(3b) higher tertiary education","Female","45","0.0151451186900384","0.0102600072826137","0.0200302300974631"
"Very high transfer dependency","2017","(0) in school","Male","25","","",""
"Very high transfer dependency","2017","(0) in school","Female","30","0.0496200738142983","0.0289010544722005","0.070339093156396"
"Very high transfer dependency","2017","(1a) inadequately completed","Male","439","0.283429912547485","0.249705979994439","0.317153845100531"
"Very high transfer dependency","2017","(1a) inadequately completed","Female","358","0.267728837627158","0.232181383444334","0.303276291809982"
"Very high transfer dependency","2017","(1b) general elementary school","Male","318","0.126483713381981","0.106539418423146","0.146428008340817"
"Very high transfer dependency","2017","(1b) general elementary school","Female","249","0.071406840575379","0.0577763334969295","0.0850373476538284"
"Very high transfer dependency","2017","(1c) basic vocational qualification","Male","109","0.0312542539625416","0.02483434220146","0.0376741657236232"
"Very high transfer dependency","2017","(1c) basic vocational qualification","Female","100","0.0232778269530167","0.0172352214132474","0.029320432492786"
"Very high transfer dependency","2017","(2b) intermediate general qualification","Male","35","0.0876160509975829","0.0584096868124374","0.116822415182728"
"Very high transfer dependency","2017","(2b) intermediate general qualification","Female","46","0.0541417006412704","0.0347842827680863","0.0734991185144545"
"Very high transfer dependency","2017","(2a) intermediate vocational","Male","59","0.0364906133926981","0.0291286673704881","0.043852559414908"
"Very high transfer dependency","2017","(2a) intermediate vocational","Female","90","0.0195890250763386","0.0150752041897284","0.0241028459629489"
"Very high transfer dependency","2017","(2c_gen) general maturity certificate","Male","196","0.0750955820668568","0.0577322897595417","0.092458874374172"
"Very high transfer dependency","2017","(2c_gen) general maturity certificate","Female","141","0.0455921972608613","0.0320613511616302","0.0591230433600924"
"Very high transfer dependency","2017","(2c_voc) vocational maturity certificate","Male","65","0.0363896060574806","0.0253685875192627","0.0474106245956986"
"Very high transfer dependency","2017","(2c_voc) vocational maturity certificate","Female","68","0.0264386184152533","0.0185700326926724","0.0343072041378343"
"Very high transfer dependency","2017","(3a) lower tertiary education","Male","4","","",""
"Very high transfer dependency","2017","(3a) lower tertiary education","Female","5","","",""
"Very high transfer dependency","2017","(3b) higher tertiary education","Male","245","0.0195886345938696","0.0141256483254583","0.025051620862281"
"Very high transfer dependency","2017","(3b) higher tertiary education","Female","167","0.019264218556326","0.0137662314169425","0.0247622056957096"
"Very low transfer dependency","2018","(0) in school","Male","255","0.800726101754473","0.758203929436143","0.843248274072803"
"Very low transfer dependency","2018","(0) in school","Female","258","0.832407016170218","0.792588458607023","0.872225573733413"
"Very low transfer dependency","2018","(1a) inadequately completed","Male","158","0.441822449496262","0.410714827183641","0.472930071808883"
"Very low transfer dependency","2018","(1a) inadequately completed","Female","134","0.463803894352418","0.430179942145134","0.497427846559702"
"Very low transfer dependency","2018","(1b) general elementary school","Male","546","0.723428951870802","0.698110345319049","0.748747558422555"
"Very low transfer dependency","2018","(1b) general elementary school","Female","800","0.801004748477544","0.780068985639771","0.821940511315317"
"Very low transfer dependency","2018","(1c) basic vocational qualification","Male","2259","0.89195141272922","0.880036950556092","0.903865874902347"
"Very low transfer dependency","2018","(1c) basic vocational qualification","Female","1932","0.902350765869322","0.890115316444708","0.914586215293935"
"Very low transfer dependency","2018","(2b) intermediate general qualification","Male","274","0.788432959198527","0.746302045157507","0.830563873239548"
"Very low transfer dependency","2018","(2b) intermediate general qualification","Female","376","0.817667679564905","0.784448824687803","0.850886534442008"
"Very low transfer dependency","2018","(2a) intermediate vocational","Male","2128","0.925785752341662","0.915115117304306","0.936456387379019"
