"transab_cat2","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2018","Employed","secondary school degree","304","0.0399972983845317","0.0347093352885041","0.0452852614805593"
"Low transfer dependency","2018","Employed","college entrance qualification","232","0.0297995112115487","0.0254805531124747","0.0341184693106227"
"Low transfer dependency","2018","Employed","Other degree","237","0.063193533918345","0.0533141152173947","0.0730729526192953"
"Low transfer dependency","2018","Employed","no degree/no degree yet","74","0.147042662285984","0.114643999792517","0.17944132477945"
"High transfer dependency","2018","Not Employed","lower secondary degree","122","0.0278929088828027","0.0218904664330292","0.0338953513325761"
"High transfer dependency","2018","Not Employed","secondary school degree","85","0.0255116653767084","0.0186169578221631","0.0324063729312536"
"High transfer dependency","2018","Not Employed","college entrance qualification","57","0.0213370913797875","0.0144899821000901","0.028184200659485"
"High transfer dependency","2018","Not Employed","Other degree","212","0.0766914471007909","0.0659736843906647","0.0874092098109172"
"High transfer dependency","2018","Not Employed","no degree/no degree yet","168","0.0813155025795171","0.069366822548177","0.0932641826108572"
"High transfer dependency","2018","Employed","lower secondary degree","125","0.0315849238833947","0.0251819653949426","0.0379878823718467"
"High transfer dependency","2018","Employed","secondary school degree","110","0.0143368622657036","0.0111289079640442","0.017544816567363"
"High transfer dependency","2018","Employed","college entrance qualification","82","0.0121794744794917","0.00939337272529359","0.0149655762336897"
"High transfer dependency","2018","Employed","Other degree","186","0.0495016438952413","0.0406940835720229","0.0583092042184597"
"High transfer dependency","2018","Employed","no degree/no degree yet","82","0.0986635066833035","0.0713823048045278","0.125944708562079"
"Very high transfer dependency","2018","Not Employed","lower secondary degree","225","0.050598883451545","0.0426093875001619","0.0585883794029281"
"Very high transfer dependency","2018","Not Employed","secondary school degree","167","0.0630943837092198","0.0524627159810342","0.0737260514374053"
"Very high transfer dependency","2018","Not Employed","college entrance qualification","101","0.0637181943916467","0.0521448704725999","0.0752915183106934"
"Very high transfer dependency","2018","Not Employed","Other degree","1540","0.236068820467906","0.218964584672773","0.253173056263038"
"Very high transfer dependency","2018","Not Employed","no degree/no degree yet","1146","0.236192045908252","0.217623633014337","0.254760458802167"
"Very high transfer dependency","2018","Employed","lower secondary degree","61","0.0155551324350904","0.0110246697882276","0.0200855950819531"
"Very high transfer dependency","2018","Employed","secondary school degree","44","0.0093742614699445","0.00677374149325524","0.0119747814466338"
"Very high transfer dependency","2018","Employed","college entrance qualification","23","","",""
"Very high transfer dependency","2018","Employed","Other degree","114","0.022862584237473","0.0167936754340472","0.0289314930408988"
"Very high transfer dependency","2018","Employed","no degree/no degree yet","61","0.0817108710066784","0.0566514293859255","0.106770312627431"
"Very low transfer dependency","2019","Not Employed","lower secondary degree","2240","0.857843751862578","0.844801481592803","0.870886022132353"
"Very low transfer dependency","2019","Not Employed","secondary school degree","1734","0.874635803750138","0.86039514010551","0.888876467394766"
"Very low transfer dependency","2019","Not Employed","college entrance qualification","1621","0.870600823730689","0.855371957775074","0.885829689686304"
"Very low transfer dependency","2019","Not Employed","Other degree","407","0.637083339741718","0.615422546301919","0.658744133181518"
"Very low transfer dependency","2019","Not Employed","no degree/no degree yet","507","0.596881653699822","0.573997432704046","0.619765874695597"
"Very low transfer dependency","2019","Employed","lower secondary degree","2321","0.902930033971641","0.891656071099699","0.914203996843583"
"Very low transfer dependency","2019","Employed","secondary school degree","5054","0.946752689338567","0.940779100966713","0.952726277710422"
"Very low transfer dependency","2019","Employed","college entrance qualification","6387","0.950652810030435","0.945460363271719","0.955845256789151"
"Very low transfer dependency","2019","Employed","Other degree","1720","0.850500560986212","0.835880066123401","0.865121055849023"
"Very low transfer dependency","2019","Employed","no degree/no degree yet","275","0.704832544158143","0.666290551582158","0.743374536734128"
"Low transfer dependency","2019","Not Employed","lower secondary degree","190","0.0602223130692584","0.0513373136475119","0.069107312491005"
"Low transfer dependency","2019","Not Employed","secondary school degree","133","0.0494379512000046","0.040115066556032","0.0587608358439771"
"Low transfer dependency","2019","Not Employed","college entrance qualification","93","0.0445238017754181","0.0351654723679888","0.0538821311828474"
"Low transfer dependency","2019","Not Employed","Other degree","106","0.0634268973908232","0.0524474531236131","0.0744063416580333"
"Low transfer dependency","2019","Not Employed","no degree/no degree yet","95","0.100998996028282","0.0869412933763201","0.115056698680243"
"Low transfer dependency","2019","Employed","lower secondary degree","184","0.0549113144900602","0.0462362180021518","0.0635864109779686"
"Low transfer dependency","2019","Employed","secondary school degree","241","0.0323273900639404","0.027621760602893","0.0370330195249878"
"Low transfer dependency","2019","Employed","college entrance qualification","210","0.0363198609899451","0.0318347993771885","0.0408049226027016"
"Low transfer dependency","2019","Employed","Other degree","229","0.0901271199845944","0.078385633142401","0.101868606826788"
"Low transfer dependency","2019","Employed","no degree/no degree yet","80","0.127224535028669","0.0990670634846132","0.155382006572726"
"High transfer dependency","2019","Not Employed","lower secondary degree","108","0.028102063711104","0.0219297845519095","0.0342743428702985"
"High transfer dependency","2019","Not Employed","secondary school degree","69","0.025318386101761","0.0185625479164301","0.0320742242870918"
"High transfer dependency","2019","Not Employed","college entrance qualification","50","0.0242907665407857","0.0173056591290534","0.0312758739525179"
"High transfer dependency","2019","Not Employed","Other degree","160","0.0827966509202513","0.0703826439458785","0.0952106578946241"
"High transfer dependency","2019","Not Employed","no degree/no degree yet","110","0.0755049646177608","0.0631791457309406","0.087830783504581"
"High transfer dependency","2019","Employed","lower secondary degree","97","0.0303171678749919","0.0237878730466744","0.0368464627033095"
"High transfer dependency","2019","Employed","secondary school degree","93","0.0139768747018029","0.0108535526572835","0.0171001967463223"
"High transfer dependency","2019","Employed","college entrance qualification","65","0.0099943986711638","0.0076097355745514","0.0123790617677762"
"High transfer dependency","2019","Employed","Other degree","196","0.0360619062395606","0.0284173214763318","0.0437064910027895"
"High transfer dependency","2019","Employed","no degree/no degree yet","99","0.107468430231439","0.0812981002266816","0.133638760236196"
"Very high transfer dependency","2019","Not Employed","lower secondary degree","216","0.0538318713570594","0.0454029884787638","0.062260754235355"
"Very high transfer dependency","2019","Not Employed","secondary school degree","141","0.0506078589480965","0.0411811165153657","0.0600346013808272"
"Very high transfer dependency","2019","Not Employed","college entrance qualification","102","0.0605846079531076","0.0497602471961166","0.0714089687100986"
"Very high transfer dependency","2019","Not Employed","Other degree","1220","0.216693111947207","0.19813382399134","0.235252399903074"
"Very high transfer dependency","2019","Not Employed","no degree/no degree yet","1053","0.226614385654136","0.207083698709752","0.24614507259852"
"Very high transfer dependency","2019","Employed","lower secondary degree","47","0.0118414836633067","0.00772218310328899","0.0159607842233245"
"Very high transfer dependency","2019","Employed","secondary school degree","39","0.00694304589568919","0.00473387009776013","0.00915222169361824"
"Very high transfer dependency","2019","Employed","college entrance qualification","22","","",""
"Very high transfer dependency","2019","Employed","Other degree","140","0.023310412789633","0.0171237242909402","0.0294971012883258"
"Very high transfer dependency","2019","Employed","no degree/no degree yet","84","0.0604744905817493","0.0403327336487613","0.0806162475147374"
