"transab_cat2","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2014","Bavaria","Urban Area","1807","0.92162577762147","0.909896829347398","0.933354725895542","0"
"Very low transfer dependency","2014","Bavaria","Rural Area","2180","0.907789128738005","0.896369943804377","0.919208313671634","0"
"Very low transfer dependency","2014","Berlin","Urban Area","768","0.767858942108202","0.741821152896686","0.793896731319717","0"
"Very low transfer dependency","2014","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","2014","Brandenburg","Urban Area","68","0.906833497007883","0.844674768490224","0.968992225525541","0"
"Very low transfer dependency","2014","Brandenburg","Rural Area","737","0.813272560459904","0.788557109669016","0.837988011250792","0"
"Very low transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","45","0.699266809700454","0.587785117830806","0.810748501570102","0"
"Very low transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","385","0.837638040686556","0.805248576951809","0.870027504421302","0"
"Very low transfer dependency","2014","Saxony","Urban Area","663","0.817161569501414","0.790990962791102","0.843332176211725","0"
"Very low transfer dependency","2014","Saxony","Rural Area","671","0.886588993111474","0.86446322481135","0.908714761411598","0"
"Very low transfer dependency","2014","Baden-Württemberg","Rural Area","321","0.930866239532192","0.904912270086517","0.956820208977867","0"
"Very low transfer dependency","2014","Baden-Württemberg","Urban Area","2605","0.922279651351331","0.912572167681097","0.931987135021565","0"
"Very low transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","346","0.932052875117519","0.907452548000936","0.956653202234101","0"
"Very low transfer dependency","2014","Saxony-Anhalt","Urban Area","216","0.744445729640274","0.696278584458312","0.792612874822235","0"
"Very low transfer dependency","2014","Saxony-Anhalt","Rural Area","515","0.801491287553935","0.771129277764231","0.831853297343639","0"
"Very low transfer dependency","2014","Thuringia","Rural Area","582","0.850914155786638","0.824528970410369","0.877299341162908","0"
"Very low transfer dependency","2014","Thuringia","Urban Area","242","0.763875839290219","0.716975669528962","0.810776009051476","0"
"High transfer dependency","2015","Schleswig-Holstein","Urban Area","6","","","","2"
"High transfer dependency","2015","Hamburg","Rural Area","","","","","2"
"High transfer dependency","2015","Lower Saxony","Urban Area","45","0.0355726897115037","0.0249045937537252","0.0462407856692822","2"
"High transfer dependency","2015","Lower Saxony","Rural Area","64","0.0260137700135231","0.0179450331723995","0.0340825068546466","2"
"High transfer dependency","2015","Schleswig-Holstein","Rural Area","45","0.0459791483768221","0.0300006663583674","0.0619576303952769","2"
"High transfer dependency","2015","Hamburg","Urban Area","20","","","","2"
"High transfer dependency","2015","Bremen","Urban Area","11","","","","2"
"High transfer dependency","2015","Bremen","Rural Area","","","","","2"
"High transfer dependency","2015","North Rhine-Westphalia","Urban Area","267","0.0299023494690849","0.025435145638692","0.0343695532994778","2"
"High transfer dependency","2015","North Rhine-Westphalia","Rural Area","5","","","","2"
"High transfer dependency","2015","Hesse","Urban Area","60","0.0332204436583218","0.0243245112064291","0.0421163761102145","2"
"High transfer dependency","2015","Hesse","Rural Area","20","","","","2"
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","9","","","","2"
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","50","0.0269718108326065","0.0177982605531328","0.0361453611120802","2"
"High transfer dependency","2015","Baden-Württemberg","Rural Area","3","","","","2"
"High transfer dependency","2015","Baden-Württemberg","Urban Area","62","0.0201704119180823","0.0150921879983092","0.0252486358378554","2"
"High transfer dependency","2015","Bavaria","Urban Area","31","0.0172365771497276","0.0116175762576574","0.0228555780417979","2"
"High transfer dependency","2015","Bavaria","Rural Area","62","0.0166773874088603","0.0115741922318111","0.0217805825859095","2"
"High transfer dependency","2015","Berlin","Urban Area","58","0.0362389972153126","0.0246733381769681","0.0478046562536571","2"
"High transfer dependency","2015","Berlin","Rural Area","","","","","2"
"High transfer dependency","2015","Brandenburg","Urban Area","4","","","","2"
"High transfer dependency","2015","Mecklenburg-Western Pomerania","Rural Area","24","","","","2"
"High transfer dependency","2015","Brandenburg","Rural Area","39","0.0340517393157374","0.0224885198316278","0.045614958799847","2"
"High transfer dependency","2015","Mecklenburg-Western Pomerania","Urban Area","4","","","","2"
"High transfer dependency","2015","Saxony","Urban Area","44","0.0492863722477182","0.0346652626913651","0.0639074818040712","2"
"High transfer dependency","2015","Thuringia","Urban Area","22","","","","2"
"High transfer dependency","2015","Saxony","Rural Area","17","","","","2"
"High transfer dependency","2015","Saxony-Anhalt","Urban Area","24","","","","2"
"High transfer dependency","2015","Saxony-Anhalt","Rural Area","35","0.0313298436605505","0.0175166354007738","0.0451430519203272","2"
"High transfer dependency","2015","Thuringia","Rural Area","35","0.0565822507806268","0.0391655105664191","0.0739989909948346","2"
"Low transfer dependency","2015","Schleswig-Holstein","Rural Area","52","0.0419370593893276","0.0266447832658821","0.0572293355127731","1"
"Low transfer dependency","2015","Hamburg","Urban Area","15","","","","1"
"Low transfer dependency","2015","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","2015","Lower Saxony","Urban Area","82","0.0376250787793719","0.0266652273021763","0.0485849302565674","1"
"Low transfer dependency","2015","Lower Saxony","Rural Area","109","0.0587437965951029","0.0468241761584985","0.0706634170317073","1"
"Low transfer dependency","2015","Bremen","Urban Area","20","","","","1"
"Low transfer dependency","2015","Bremen","Rural Area","","","","","1"
"Low transfer dependency","2015","North Rhine-Westphalia","Urban Area","387","0.051400233717789","0.0456086219783878","0.0571918454571903","1"
"Low transfer dependency","2015","North Rhine-Westphalia","Rural Area","9","","","","1"
"Low transfer dependency","2015","Hesse","Urban Area","99","0.0316797371466547","0.0229856231942014","0.0403738510991081","1"
"Low transfer dependency","2015","Schleswig-Holstein","Urban Area","17","","","","1"
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","26","","","","1"
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","86","0.0513835075267388","0.0388815824814443","0.0638854325720332","1"
"Low transfer dependency","2015","Baden-Württemberg","Rural Area","31","0.0641194533006693","0.038270458516048","0.0899684480852906","1"
"Low transfer dependency","2015","Hesse","Rural Area","33","0.0652430926523065","0.039590001566681","0.090896183737932","1"
"Low transfer dependency","2015","Baden-Württemberg","Urban Area","185","0.0388131162459336","0.0318360577747144","0.0457901747171527","1"
"Low transfer dependency","2015","Bavaria","Urban Area","99","0.0492914763543782","0.039945628599999","0.0586373241087574","1"
"Low transfer dependency","2015","Bavaria","Rural Area","144","0.0432638058135277","0.0351562747902552","0.0513713368368003","1"
"Low transfer dependency","2015","Berlin","Urban Area","81","0.0916675663619249","0.0738097691805786","0.109525363543271","1"
"Low transfer dependency","2015","Berlin","Rural Area","","","","","1"
"Low transfer dependency","2015","Brandenburg","Urban Area","3","","","","1"
"Low transfer dependency","2015","Brandenburg","Rural Area","100","0.0781133872160727","0.0610040306929644","0.095222743739181","1"
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","Urban Area","3","","","","1"
"Low transfer dependency","2015","Saxony","Urban Area","78","0.0722781543953913","0.0547875642099469","0.0897687445808358","1"
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","Rural Area","54","0.0858703173694817","0.0612633066069521","0.110477328132011","1"
"Low transfer dependency","2015","Saxony","Rural Area","52","0.0448442448953176","0.0297165031424185","0.0599719866482167","1"
"Low transfer dependency","2015","Saxony-Anhalt","Urban Area","37","0.134042725387607","0.0951644546084953","0.172920996166719","1"
"Low transfer dependency","2015","Thuringia","Urban Area","29","","","","1"
"Low transfer dependency","2015","Saxony-Anhalt","Rural Area","42","0.0771449205788904","0.0559882215700733","0.0983016195877075","1"
"Low transfer dependency","2015","Thuringia","Rural Area","54","0.0634665715773742","0.0450881206013047","0.0818450225534437","1"
"Very high transfer dependency","2015","Schleswig-Holstein","Urban Area","25","","","","3"
"Very high transfer dependency","2015","Schleswig-Holstein","Rural Area","38","0.0516143670710841","0.0347350873844399","0.0684936467577284","3"
"Very high transfer dependency","2015","Hamburg","Urban Area","23","","","","3"
"Very high transfer dependency","2015","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","2015","Lower Saxony","Urban Area","77","0.029739822541798","0.019956033020194","0.0395236120634019","3"
"Very high transfer dependency","2015","Lower Saxony","Rural Area","92","0.0499259141143474","0.0388859097881144","0.0609659184405803","3"
"Very high transfer dependency","2015","Bremen","Urban Area","37","0.205232916838529","0.148254171607473","0.262211662069586","3"
"Very high transfer dependency","2015","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","2015","North Rhine-Westphalia","Urban Area","415","0.0468411985592034","0.0412991284300177","0.0523832686883892","3"
"Very high transfer dependency","2015","North Rhine-Westphalia","Rural Area","2","","","","3"
"Very high transfer dependency","2015","Hesse","Urban Area","72","0.0465237237740831","0.0360688880415269","0.0569785595066393","3"
"Very high transfer dependency","2015","Hesse","Rural Area","13","","","","3"
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","47","0.0396494446432548","0.0285996773415452","0.0506992119449643","3"
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","23","","","","3"
"Very high transfer dependency","2015","Baden-Württemberg","Urban Area","86","0.0208052739341567","0.015649421959371","0.0259611259089423","3"
"Very high transfer dependency","2015","Baden-Württemberg","Rural Area","7","","","","3"
"Very high transfer dependency","2015","Bavaria","Urban Area","55","0.0191747856708346","0.013254125082075","0.0250954462595942","3"
"Very high transfer dependency","2015","Bavaria","Rural Area","53","0.0121590800425193","0.0077916694642252","0.0165264906208134","3"
"Very high transfer dependency","2015","Berlin","Urban Area","86","0.0875649559844945","0.0700719771838496","0.105057934785139","3"
"Very high transfer dependency","2015","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2015","Brandenburg","Urban Area","3","","","","3"
"Very high transfer dependency","2015","Brandenburg","Rural Area","67","0.0656355880886492","0.0498463918847385","0.08142478429256","3"
"Very high transfer dependency","2015","Mecklenburg-Western Pomerania","Urban Area","14","","","","3"
"Very high transfer dependency","2015","Mecklenburg-Western Pomerania","Rural Area","37","0.0689544346090698","0.0467008494180595","0.09120801980008","3"
"Very high transfer dependency","2015","Saxony","Urban Area","65","0.0486029797309995","0.0340783728566144","0.0631275866053847","3"
"Very high transfer dependency","2015","Saxony","Rural Area","25","","","","3"
"Very high transfer dependency","2015","Saxony-Anhalt","Urban Area","26","","","","3"
"Very high transfer dependency","2015","Saxony-Anhalt","Rural Area","54","0.101160730723561","0.0772510110795111","0.125070450367611","3"
"Very high transfer dependency","2015","Thuringia","Urban Area","12","","","","3"
"Very high transfer dependency","2015","Thuringia","Rural Area","23","","","","3"
"Very low transfer dependency","2015","Schleswig-Holstein","Urban Area","195","0.852109696298216","0.807476030398746","0.896743362197685","0"
"Very low transfer dependency","2015","Schleswig-Holstein","Rural Area","525","0.860469425162766","0.834034472527224","0.886904377798308","0"
"Very low transfer dependency","2015","Hamburg","Urban Area","408","0.887326559238219","0.858618247631721","0.916034870844717","0"
