"transab_cat2","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2017","Not Working","middle vocational","602","0.0711439202533101","0.0635152582976845","0.0787725822089357"
"Very high transfer dependency","2017","Not Working","vocational + Abi","110","0.152092527440195","0.118110630787514","0.186074424092877"
"Very high transfer dependency","2017","Not Working","higher vocational","7","","",""
"Very high transfer dependency","2017","Not Working","higher education","401","0.0497290174208249","0.0400130260155817","0.0594450088260682"
"Very low transfer dependency","2018","Full Time","in school","1","","",""
"Very low transfer dependency","2018","Full Time","inadequately","79","0.766551653265952","0.690225530593506","0.842877775938397"
"Very low transfer dependency","2018","Full Time","general elemantary","580","0.870818350991071","0.845774409625551","0.895862292356591"
"Very low transfer dependency","2018","Full Time","middle vocational","3986","0.968169029408253","0.962870604006181","0.973467454810325"
"Very low transfer dependency","2018","Full Time","vocational + Abi","907","0.964695025159126","0.953020870376718","0.976369179941534"
"Very low transfer dependency","2018","Full Time","higher vocational","722","0.985718873741408","0.977164590280203","0.994273157202613"
"Very low transfer dependency","2018","Full Time","higher education","2965","0.986279323271922","0.982137964524483","0.99042068201936"
"Very low transfer dependency","2018","Part Time","in school","53","0.792285471295894","0.692897829213742","0.891673113378046"
"Very low transfer dependency","2018","Part Time","inadequately","68","0.483458320467305","0.419015534752119","0.54790110618249"
"Very low transfer dependency","2018","Part Time","general elemantary","505","0.741277490318965","0.711412279740061","0.771142700897868"
"Very low transfer dependency","2018","Part Time","middle vocational","2810","0.83992558529584","0.827698992966906","0.852152177624773"
"Very low transfer dependency","2018","Part Time","vocational + Abi","653","0.895148110752651","0.873551086110502","0.9167451353948"
"Very low transfer dependency","2018","Part Time","higher vocational","285","0.963610924124622","0.942491552600294","0.984730295648949"
"Very low transfer dependency","2018","Part Time","higher education","1642","0.919651762167646","0.907238007449231","0.932065516886061"
"Very low transfer dependency","2018","Not Working","in school","458","0.818152338811392","0.787542987809004","0.848761689813779"
"Very low transfer dependency","2018","Not Working","inadequately","82","0.285806967591401","0.262064342405733","0.30954959277707"
"Very low transfer dependency","2018","Not Working","general elemantary","895","0.76654353587606","0.747557071048406","0.785530000703714"
"Very low transfer dependency","2018","Not Working","middle vocational","3115","0.85512831170574","0.844641051425979","0.865615571985501"
"Very low transfer dependency","2018","Not Working","vocational + Abi","246","0.739699672074873","0.698511746711408","0.780887597438338"
"Very low transfer dependency","2018","Not Working","higher vocational","366","0.884199327697033","0.852919403275804","0.915479252118262"
"Very low transfer dependency","2018","Not Working","higher education","1346","0.871640085774484","0.8570858175633","0.886194353985668"
"Low transfer dependency","2018","Full Time","in school","","","",""
"Low transfer dependency","2018","Full Time","inadequately","20","","",""
"Low transfer dependency","2018","Full Time","general elemantary","75","0.0821939471347127","0.0616854490175173","0.102702445251908"
"Low transfer dependency","2018","Full Time","middle vocational","176","0.0240937702576811","0.0194656704294152","0.028721870085947"
"Low transfer dependency","2018","Full Time","vocational + Abi","46","0.0328252389079832","0.02155407151417","0.0440964063017964"
"Low transfer dependency","2018","Full Time","higher vocational","13","","",""
"Low transfer dependency","2018","Full Time","higher education","46","0.0112344894536222","0.00748235452096368","0.0149866243862807"
"Low transfer dependency","2018","Part Time","in school","5","","",""
"Low transfer dependency","2018","Part Time","inadequately","44","0.145329158340413","0.0998808289276421","0.190777487753184"
"Low transfer dependency","2018","Part Time","general elemantary","127","0.109881384952011","0.0885536825839299","0.131209087320092"
"Low transfer dependency","2018","Part Time","middle vocational","326","0.0818585831019512","0.0727172198683433","0.0909999463355591"
"Low transfer dependency","2018","Part Time","vocational + Abi","75","0.0657563603239429","0.0482837696755705","0.0832289509723154"
"Low transfer dependency","2018","Part Time","higher vocational","14","","",""
"Low transfer dependency","2018","Part Time","higher education","121","0.0563444559102865","0.0458142801349376","0.0668746316856354"
"Low transfer dependency","2018","Not Working","in school","62","0.0644416698232765","0.044956598436117","0.083926741210436"
"Low transfer dependency","2018","Not Working","inadequately","68","0.127484988066544","0.10995827391059","0.145011702222497"
"Low transfer dependency","2018","Not Working","general elemantary","156","0.0719745920454373","0.0603750115286285","0.0835741725622461"
"Low transfer dependency","2018","Not Working","middle vocational","261","0.049198998363818","0.0427546710692323","0.0556433256584038"
"Low transfer dependency","2018","Not Working","vocational + Abi","44","0.070254229060809","0.0462646190225712","0.0942438390990468"
"Low transfer dependency","2018","Not Working","higher vocational","18","","",""
"Low transfer dependency","2018","Not Working","higher education","86","0.0293126483991068","0.0219730164545501","0.0366522803436635"
"High transfer dependency","2018","Full Time","in school","","","",""
"High transfer dependency","2018","Full Time","inadequately","14","","",""
"High transfer dependency","2018","Full Time","general elemantary","28","","",""
"High transfer dependency","2018","Full Time","middle vocational","46","0.00648836780721167","0.00406510509849157","0.00891163051593177"
"High transfer dependency","2018","Full Time","vocational + Abi","4","","",""
"High transfer dependency","2018","Full Time","higher vocational","2","","",""
"High transfer dependency","2018","Full Time","higher education","17","","",""
"High transfer dependency","2018","Part Time","in school","5","","",""
"High transfer dependency","2018","Part Time","inadequately","64","0.179392535463574","0.129914549087171","0.228870521839978"
"High transfer dependency","2018","Part Time","general elemantary","128","0.0930120649476111","0.0732046196381188","0.112819510257103"
"High transfer dependency","2018","Part Time","middle vocational","207","0.0501903153579279","0.0429099642548711","0.0574706664609848"
"High transfer dependency","2018","Part Time","vocational + Abi","30","0.0280125715234126","0.0163802832288021","0.0396448598180231"
"High transfer dependency","2018","Part Time","higher vocational","3","","",""
"High transfer dependency","2018","Part Time","higher education","49","0.0158623283824546","0.0101565529529712","0.0215681038119381"
"High transfer dependency","2018","Not Working","in school","42","0.0399773537682353","0.0244309145183816","0.055523793018089"
"High transfer dependency","2018","Not Working","inadequately","126","0.13805172311615","0.119923883724476","0.156179562507823"
"High transfer dependency","2018","Not Working","general elemantary","166","0.0471638514127448","0.0376493400691998","0.0566783627562897"
"High transfer dependency","2018","Not Working","middle vocational","208","0.028247158957724","0.0233106498811107","0.0331836680343374"
"High transfer dependency","2018","Not Working","vocational + Abi","29","","",""
"High transfer dependency","2018","Not Working","higher vocational","7","","",""
"High transfer dependency","2018","Not Working","higher education","74","0.0252824464383049","0.0184518911800193","0.0321130016965906"
"Very high transfer dependency","2018","Full Time","in school","","","",""
"Very high transfer dependency","2018","Full Time","inadequately","5","","",""
"Very high transfer dependency","2018","Full Time","general elemantary","6","","",""
"Very high transfer dependency","2018","Full Time","middle vocational","9","","",""
"Very high transfer dependency","2018","Full Time","vocational + Abi","3","","",""
"Very high transfer dependency","2018","Full Time","higher vocational","2","","",""
"Very high transfer dependency","2018","Full Time","higher education","3","","",""
"Very high transfer dependency","2018","Part Time","in school","1","","",""
"Very high transfer dependency","2018","Part Time","inadequately","55","0.191819985728708","0.14104578665307","0.242594184804346"
"Very high transfer dependency","2018","Part Time","general elemantary","66","0.0558290597814132","0.040171879972029","0.0714862395907973"
