"transab_cat2","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2011","Couple + C. GT 16 ","higher education","563","0.937933415911223","0.918398380200163","0.957468451622284","0"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","in school","283","0.784708263337853","0.743218093804259","0.826198432871448","0"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","inadequately","12","","","","0"
"Very low transfer dependency","2011","1-pers.-HH","vocational + Abi","165","0.820636633718126","0.767989427418024","0.873283840018227","0"
"Very low transfer dependency","2011","(Married) couple without C. ","general elemantary","648","0.922192343112265","0.902391104689697","0.941993581534832","0"
"Very low transfer dependency","2011","(Married) couple without C. ","vocational + Abi","354","0.951463788137043","0.929742616895648","0.973184959378439","0"
"Very low transfer dependency","2011","Couple + C. GT 16 ","general elemantary","307","0.868492907800274","0.833533940704943","0.903451874895605","0"
"Very low transfer dependency","2011","Couple + C. GT 16 ","middle vocational","1498","0.923315989656332","0.910366571565575","0.936265407747088","0"
"Very low transfer dependency","2011","Couple + C. GT 16 ","vocational + Abi","176","0.94798667751283","0.91616041043443","0.979812944591231","0"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","middle vocational","658","0.865739997738471","0.842980560224688","0.888499435252254","0"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","vocational + Abi","91","0.857915837019906","0.795707214498255","0.920124459541558","0"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","higher vocational","104","0.935343547497556","0.890783394459318","0.979903700535794","0"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","higher education","281","0.915084017585086","0.884202322784523","0.945965712385649","0"
"Very low transfer dependency","2011","(Married) couple without C. ","higher vocational","608","0.954958475702586","0.938789283055378","0.971127668349795","0"
"Very low transfer dependency","2011","Single parent ","in school","137","0.663191535899335","0.602244430117015","0.724138641681655","0"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","general elemantary","233","0.749014305859804","0.704163483852432","0.793865127867176","0"
"Very low transfer dependency","2011","Couple + C. GT 16 ","higher vocational","206","0.969740605734093","0.946948936703187","0.992532274764999","0"
"Very low transfer dependency","2011","(Married) couple without C. ","higher education","1988","0.970290333954488","0.962906313911697","0.977674353997279","0"
"High transfer dependency","2012","1-pers.-HH","in school","1","","","","2"
"High transfer dependency","2012","Single parent ","inadequately","12","","","","2"
"High transfer dependency","2012","Single parent ","general elemantary","91","0.133448367251276","0.102372516291846","0.164524218210707","2"
"High transfer dependency","2012","Single parent ","middle vocational","173","0.0989073985599711","0.0825972499119115","0.115217547208031","2"
"High transfer dependency","2012","Single parent ","vocational + Abi","22","","","","2"
"High transfer dependency","2012","Single parent ","higher vocational","10","","","","2"
"High transfer dependency","2012","Single parent ","higher education","20","","","","2"
"High transfer dependency","2012","Couple + C. LE 16 ","in school","","","","","2"
"High transfer dependency","2012","Couple + C. LE 16 ","inadequately","22","","","","2"
"High transfer dependency","2012","Couple + C. LE 16 ","general elemantary","60","0.0931513303030415","0.0685231036992543","0.117779556906829","2"
"High transfer dependency","2012","Couple + C. LE 16 ","middle vocational","154","0.0370837174112975","0.0307065793812835","0.0434608554413116","2"
"High transfer dependency","2012","1-pers.-HH","inadequately","1","","","","2"
"High transfer dependency","2012","1-pers.-HH","general elemantary","16","","","","2"
"High transfer dependency","2012","Single parent ","in school","36","0.110568378145414","0.0732317410867847","0.147905015204043","2"
"High transfer dependency","2012","Couple + C. LE 16 ","vocational + Abi","28","","","","2"
"High transfer dependency","2012","Couple + C. LE 16 ","higher vocational","9","","","","2"
"High transfer dependency","2012","Couple + C. LE 16 ","higher education","25","","","","2"
"High transfer dependency","2012","Couple + C. GT 16 ","in school","2","","","","2"
"High transfer dependency","2012","Couple + C. GT 16 ","inadequately","3","","","","2"
"High transfer dependency","2012","Couple + C. GT 16 ","general elemantary","12","","","","2"
"High transfer dependency","2012","Couple + C. GT 16 ","vocational + Abi","1","","","","2"
"High transfer dependency","2012","Couple + C. GT 16 ","higher vocational","6","","","","2"
"High transfer dependency","2012","1-pers.-HH","higher vocational","2","","","","2"
"High transfer dependency","2012","1-pers.-HH","higher education","10","","","","2"
"High transfer dependency","2012","(Married) couple without C. ","in school","","","","","2"
"High transfer dependency","2012","Couple + C. LE and GT 16","in school","15","","","","2"
"High transfer dependency","2012","1-pers.-HH","middle vocational","58","0.0282138249985006","0.0207840570787657","0.0356435929182355","2"
"High transfer dependency","2012","(Married) couple without C. ","higher education","11","","","","2"
"High transfer dependency","2012","Couple + C. GT 16 ","middle vocational","34","0.0221697211303279","0.0149303973973252","0.0294090448633307","2"
"High transfer dependency","2012","Couple + C. GT 16 ","higher education","7","","","","2"
"High transfer dependency","2012","Couple + C. LE and GT 16","inadequately","9","","","","2"
"High transfer dependency","2012","Couple + C. LE and GT 16","general elemantary","30","0.0879543507143222","0.0578930441188574","0.118015657309787","2"
"High transfer dependency","2012","(Married) couple without C. ","inadequately","6","","","","2"
"High transfer dependency","2012","(Married) couple without C. ","higher vocational","5","","","","2"
"High transfer dependency","2012","1-pers.-HH","vocational + Abi","7","","","","2"
"High transfer dependency","2012","Couple + C. LE and GT 16","middle vocational","47","0.0370737849152061","0.0242197636817136","0.0499278061486987","2"
"High transfer dependency","2012","Couple + C. LE and GT 16","higher education","3","","","","2"
"High transfer dependency","2012","(Married) couple without C. ","middle vocational","56","0.0155417206579314","0.0118207396700831","0.0192627016457797","2"
"High transfer dependency","2012","(Married) couple without C. ","general elemantary","22","","","","2"
"High transfer dependency","2012","(Married) couple without C. ","vocational + Abi","3","","","","2"
"High transfer dependency","2012","Couple + C. LE and GT 16","vocational + Abi","5","","","","2"
"High transfer dependency","2012","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Low transfer dependency","2012","1-pers.-HH","in school","1","","","","1"
"Low transfer dependency","2012","1-pers.-HH","inadequately","2","","","","1"
"Low transfer dependency","2012","1-pers.-HH","general elemantary","37","0.0669109554715168","0.0448321435175207","0.0889897674255128","1"
"Low transfer dependency","2012","1-pers.-HH","middle vocational","98","0.0461931277495205","0.0367747129339682","0.0556115425650728","1"
"Low transfer dependency","2012","1-pers.-HH","vocational + Abi","10","","","","1"
"Low transfer dependency","2012","1-pers.-HH","higher vocational","3","","","","1"
"Low transfer dependency","2012","1-pers.-HH","higher education","21","","","","1"
"Low transfer dependency","2012","(Married) couple without C. ","in school","3","","","","1"
"Low transfer dependency","2012","(Married) couple without C. ","inadequately","3","","","","1"
"Low transfer dependency","2012","(Married) couple without C. ","general elemantary","22","","","","1"
"Low transfer dependency","2012","(Married) couple without C. ","middle vocational","146","0.0286342827336739","0.0236172863958983","0.0336512790714495","1"
"Low transfer dependency","2012","(Married) couple without C. ","vocational + Abi","9","","","","1"
"Low transfer dependency","2012","(Married) couple without C. ","higher vocational","15","","","","1"
"Low transfer dependency","2012","(Married) couple without C. ","higher education","46","0.0201601118653923","0.0141200630317415","0.0262001606990431","1"
"Low transfer dependency","2012","Single parent ","in school","40","0.187330590884736","0.140876415724931","0.23378476604454","1"
"Low transfer dependency","2012","Single parent ","inadequately","6","","","","1"
"Low transfer dependency","2012","Single parent ","general elemantary","68","0.128082019408405","0.0975432821733918","0.158620756643419","1"
"Low transfer dependency","2012","Single parent ","middle vocational","184","0.146166109012242","0.126865595895324","0.16546662212916","1"
"Low transfer dependency","2012","Single parent ","vocational + Abi","28","","","","1"
"Low transfer dependency","2012","Single parent ","higher vocational","9","","","","1"
"Low transfer dependency","2012","Single parent ","higher education","46","0.0972240793275331","0.0687203985407302","0.125727760114336","1"
"Low transfer dependency","2012","Couple + C. LE 16 ","in school","1","","","","1"
"Low transfer dependency","2012","Couple + C. LE 16 ","inadequately","28","","","","1"
"Low transfer dependency","2012","Couple + C. LE 16 ","general elemantary","110","0.125866657656285","0.0977595994585267","0.153973715854043","1"
"Low transfer dependency","2012","Couple + C. LE 16 ","middle vocational","491","0.105469035100116","0.095103300237765","0.115834769962468","1"
"Low transfer dependency","2012","Couple + C. LE 16 ","vocational + Abi","82","0.0639983583887501","0.0466660491712298","0.0813306676062703","1"
"Low transfer dependency","2012","Couple + C. LE 16 ","higher vocational","50","0.0629566308393348","0.0417728737851173","0.0841403878935523","1"
"Low transfer dependency","2012","Couple + C. LE 16 ","higher education","151","0.0743365063842119","0.0626091792278243","0.0860638335405994","1"
"Low transfer dependency","2012","Couple + C. GT 16 ","in school","10","","","","1"
"Low transfer dependency","2012","Couple + C. GT 16 ","inadequately","6","","","","1"
"Low transfer dependency","2012","Couple + C. GT 16 ","general elemantary","20","","","","1"
"Low transfer dependency","2012","Couple + C. GT 16 ","middle vocational","81","0.0621277207858014","0.0502590877301703","0.0739963538414326","1"
"Low transfer dependency","2012","Couple + C. GT 16 ","vocational + Abi","7","","","","1"
