"transab_cat2","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2015","16-34 y.","higher education","1013","0.882215355305942","0.863791688339989","0.900639022271896"
"Very low transfer dependency","2015","35-65 y.","in school","","","",""
"Very low transfer dependency","2015","35-65 y.","inadequately","126","0.471785390698246","0.415390171142384","0.528180610254108"
"Very low transfer dependency","2015","35-65 y.","general elemantary","748","0.726387949776249","0.700655249412565","0.752120650139933"
"Very low transfer dependency","2015","35-65 y.","middle vocational","5819","0.864649825875428","0.856631829317316","0.87266782243354"
"Very low transfer dependency","2015","35-65 y.","vocational + Abi","1244","0.887093196179761","0.870947767029217","0.903238625330304"
"Very low transfer dependency","2015","35-65 y.","higher vocational","986","0.93132826118842","0.916118365148887","0.946538157227953"
"Very low transfer dependency","2015","35-65 y.","higher education","3747","0.93015363765621","0.922313308154176","0.937993967158243"
"Very low transfer dependency","2015","66 and older","in school","","","",""
"Very low transfer dependency","2015","66 and older","inadequately","36","0.788369578550936","0.666283023201045","0.910456133900828"
"Very low transfer dependency","2015","66 and older","general elemantary","618","0.949134353463121","0.932447013744672","0.96582169318157"
"Very low transfer dependency","2015","66 and older","middle vocational","2475","0.971048245293691","0.964536589019408","0.977559901567974"
"Very low transfer dependency","2015","66 and older","vocational + Abi","119","0.952572474779008","0.916980502594507","0.988164446963509"
"Very low transfer dependency","2015","66 and older","higher vocational","335","0.983874833417454","0.970545050957216","0.997204615877692"
"Very low transfer dependency","2015","66 and older","higher education","1170","0.981844643950073","0.974265262993955","0.989424024906191"
"Low transfer dependency","2015","16-34 y.","in school","71","0.0649644536267802","0.0475335686607937","0.0823953385927667"
"Low transfer dependency","2015","16-34 y.","inadequately","34","0.260190026429743","0.195917260614817","0.32446279224467"
"Low transfer dependency","2015","16-34 y.","general elemantary","189","0.0885000830408313","0.0727739222653562","0.104226243816306"
"Low transfer dependency","2015","16-34 y.","middle vocational","273","0.087600849879207","0.0767713134700249","0.0984303862883892"
"Low transfer dependency","2015","16-34 y.","vocational + Abi","36","0.0598136753581487","0.0398860361915882","0.0797413145247093"
"Low transfer dependency","2015","16-34 y.","higher vocational","3","","",""
"Low transfer dependency","2015","16-34 y.","higher education","80","0.0592442439016396","0.0457513236695887","0.0727371641336905"
"Low transfer dependency","2015","35-65 y.","in school","","","",""
"Low transfer dependency","2015","35-65 y.","inadequately","50","0.200898696729507","0.1556345516185","0.246162841840515"
"Low transfer dependency","2015","35-65 y.","general elemantary","136","0.0970337597813816","0.0799481444738437","0.114119375088919"
"Low transfer dependency","2015","35-65 y.","middle vocational","533","0.0535492935144042","0.0482728389896581","0.0588257480391503"
"Low transfer dependency","2015","35-65 y.","vocational + Abi","117","0.0476890898293039","0.0368172308839595","0.0585609487746482"
"Low transfer dependency","2015","35-65 y.","higher vocational","51","0.0512001873956952","0.0379442970457338","0.0644560777456565"
"Low transfer dependency","2015","35-65 y.","higher education","170","0.0428643703547122","0.0366339113872441","0.0490948293221804"
"Low transfer dependency","2015","66 and older","in school","","","",""
"Low transfer dependency","2015","66 and older","inadequately","5","","",""
"Low transfer dependency","2015","66 and older","general elemantary","34","0.0401337877999442","0.0252274347267442","0.0550401408731441"
"Low transfer dependency","2015","66 and older","middle vocational","50","0.0197635702695624","0.014358121707385","0.0251690188317397"
"Low transfer dependency","2015","66 and older","vocational + Abi","8","","",""
"Low transfer dependency","2015","66 and older","higher vocational","5","","",""
"Low transfer dependency","2015","66 and older","higher education","5","","",""
"High transfer dependency","2015","16-34 y.","in school","51","0.0712533232177281","0.0530597216500695","0.0894469247853866"
"High transfer dependency","2015","16-34 y.","inadequately","34","0.160303667728916","0.106556642363587","0.214050693094245"
"High transfer dependency","2015","16-34 y.","general elemantary","133","0.096612981704291","0.0802550940522369","0.112970869356345"
"High transfer dependency","2015","16-34 y.","middle vocational","171","0.0445128101132922","0.0366129716563657","0.0524126485702186"
"High transfer dependency","2015","16-34 y.","vocational + Abi","32","0.0435423796134233","0.0263934275292068","0.0606913316976399"
"High transfer dependency","2015","16-34 y.","higher vocational","5","","",""
"High transfer dependency","2015","16-34 y.","higher education","38","0.0344317185638718","0.0240105774796937","0.0448528596480498"
"High transfer dependency","2015","35-65 y.","in school","","","",""
"High transfer dependency","2015","35-65 y.","inadequately","37","0.104758080639567","0.0701618475530279","0.139354313726107"
"High transfer dependency","2015","35-65 y.","general elemantary","98","0.0641110748914105","0.0499722889112037","0.0782498608716173"
"High transfer dependency","2015","35-65 y.","middle vocational","275","0.0279095785465549","0.024049054179486","0.0317701029136239"
"High transfer dependency","2015","35-65 y.","vocational + Abi","43","0.0186536016541681","0.0117512444960354","0.0255559588123008"
"High transfer dependency","2015","35-65 y.","higher vocational","12","","",""
"High transfer dependency","2015","35-65 y.","higher education","55","0.0102879257981843","0.00718405653570089","0.0133917950606677"
"High transfer dependency","2015","66 and older","in school","","","",""
"High transfer dependency","2015","66 and older","inadequately","2","","",""
"High transfer dependency","2015","66 and older","general elemantary","9","","",""
"High transfer dependency","2015","66 and older","middle vocational","12","","",""
"High transfer dependency","2015","66 and older","vocational + Abi","5","","",""
"High transfer dependency","2015","66 and older","higher vocational","2","","",""
"High transfer dependency","2015","66 and older","higher education","5","","",""
"Very high transfer dependency","2015","16-34 y.","in school","90","0.0755346578632867","0.0568456635734553","0.0942236521531181"
"Very high transfer dependency","2015","16-34 y.","inadequately","63","0.251381405624569","0.187830981150204","0.314931830098933"
"Very high transfer dependency","2015","16-34 y.","general elemantary","175","0.130796685916808","0.112127232113473","0.149466139720144"
"Very high transfer dependency","2015","16-34 y.","middle vocational","154","0.0531518432561727","0.0445584912110167","0.0617451953013286"
"Very high transfer dependency","2015","16-34 y.","vocational + Abi","25","","",""
"Very high transfer dependency","2015","16-34 y.","higher vocational","1","","",""
"Very high transfer dependency","2015","16-34 y.","higher education","45","0.0241086822285462","0.0153420680489681","0.0328752964081243"
"Very high transfer dependency","2015","35-65 y.","in school","","","",""
"Very high transfer dependency","2015","35-65 y.","inadequately","88","0.222557831932679","0.175566221306115","0.269549442559243"
"Very high transfer dependency","2015","35-65 y.","general elemantary","171","0.112467215550959","0.0942308364803259","0.130703594621592"
"Very high transfer dependency","2015","35-65 y.","middle vocational","366","0.0538913020636127","0.0485989810047415","0.059183623122484"
"Very high transfer dependency","2015","35-65 y.","vocational + Abi","72","0.0465641123367673","0.035814907871243","0.0573133168022917"
"Very high transfer dependency","2015","35-65 y.","higher vocational","13","","",""
"Very high transfer dependency","2015","35-65 y.","higher education","88","0.0166940661908939","0.0127530295761091","0.0206351028056787"
"Very high transfer dependency","2015","66 and older","in school","","","",""
"Very high transfer dependency","2015","66 and older","inadequately","","","",""
"Very high transfer dependency","2015","66 and older","general elemantary","5","","",""
"Very high transfer dependency","2015","66 and older","middle vocational","10","","",""
"Very high transfer dependency","2015","66 and older","vocational + Abi","5","","",""
"Very high transfer dependency","2015","66 and older","higher vocational","1","","",""
"Very high transfer dependency","2015","66 and older","higher education","12","","",""
"Very low transfer dependency","2016","16-34 y.","in school","538","0.823661260869551","0.795588854116692","0.85173366762241"
"Very low transfer dependency","2016","16-34 y.","inadequately","33","0.306392452774644","0.224590416911034","0.388194488638254"
"Very low transfer dependency","2016","16-34 y.","general elemantary","656","0.66744028975773","0.639342171281184","0.695538408234276"
"Very low transfer dependency","2016","16-34 y.","middle vocational","1648","0.778144389900562","0.760670745892359","0.795618033908766"
"Very low transfer dependency","2016","16-34 y.","vocational + Abi","398","0.870499323870737","0.84040016358322","0.900598484158254"
"Very low transfer dependency","2016","16-34 y.","higher vocational","102","0.909538513876614","0.856883701293402","0.962193326459826"
"Very low transfer dependency","2016","16-34 y.","higher education","817","0.879821143046154","0.85911094112582","0.900531344966489"
"Very low transfer dependency","2016","35-65 y.","in school","","","",""
"Very low transfer dependency","2016","35-65 y.","inadequately","96","0.501983320052098","0.43950244185299","0.564464198251206"
