"transab_cat2","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2017","Thuringia","secondary school degree","400","0.913972602853728","0.887949106695437","0.939996099012019"
"Very low transfer dependency","2017","Thuringia","college entrance qualification","196","0.926396700745714","0.891573526474087","0.96121987501734"
"Very low transfer dependency","2017","Thuringia","Other degree","50","0.692138721254163","0.603845461911511","0.780431980596814"
"Very low transfer dependency","2017","Thuringia","no degree/no degree yet","20","","",""
"Low transfer dependency","2017","Schleswig-Holstein","lower secondary degree","23","","",""
"Low transfer dependency","2017","Schleswig-Holstein","secondary school degree","26","","",""
"Low transfer dependency","2017","Schleswig-Holstein","college entrance qualification","9","","",""
"Low transfer dependency","2017","Schleswig-Holstein","Other degree","11","","",""
"Low transfer dependency","2017","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Low transfer dependency","2017","Hamburg","lower secondary degree","1","","",""
"Low transfer dependency","2017","Hamburg","secondary school degree","3","","",""
"Low transfer dependency","2017","Hamburg","college entrance qualification","10","","",""
"Low transfer dependency","2017","Hamburg","Other degree","11","","",""
"Low transfer dependency","2017","Hamburg","no degree/no degree yet","","","",""
"Low transfer dependency","2017","Lower Saxony","lower secondary degree","44","0.039753215970441","0.0243741552725534","0.0551322766683287"
"Low transfer dependency","2017","Lower Saxony","secondary school degree","51","0.0317476183064789","0.0196209868093564","0.0438742498036013"
"Low transfer dependency","2017","Lower Saxony","college entrance qualification","26","","",""
"Low transfer dependency","2017","Lower Saxony","Other degree","28","","",""
"Low transfer dependency","2017","Lower Saxony","no degree/no degree yet","22","","",""
"Low transfer dependency","2017","Bremen","lower secondary degree","3","","",""
"Low transfer dependency","2017","Bremen","secondary school degree","4","","",""
"Low transfer dependency","2017","Bremen","college entrance qualification","1","","",""
"Low transfer dependency","2017","Bremen","Other degree","2","","",""
"Low transfer dependency","2017","Bremen","no degree/no degree yet","2","","",""
"Low transfer dependency","2017","North Rhine-Westphalia","lower secondary degree","94","0.0532745011363879","0.0409905717229964","0.0655584305497795"
"Low transfer dependency","2017","North Rhine-Westphalia","secondary school degree","69","0.0310208845749272","0.0211329077592011","0.0409088613906533"
"Low transfer dependency","2017","North Rhine-Westphalia","college entrance qualification","73","0.0337487994714521","0.0255088586377662","0.041988740305138"
"Low transfer dependency","2017","North Rhine-Westphalia","Other degree","86","0.117179576627948","0.0963622205268429","0.137996932729053"
"Low transfer dependency","2017","North Rhine-Westphalia","no degree/no degree yet","57","0.123603921836587","0.0947261183768393","0.152481725296334"
"Low transfer dependency","2017","Hesse","lower secondary degree","27","","",""
"Low transfer dependency","2017","Hesse","secondary school degree","28","","",""
"Low transfer dependency","2017","Hesse","college entrance qualification","18","","",""
"Low transfer dependency","2017","Hesse","Other degree","34","0.0671841164517833","0.0419806801711092","0.0923875527324574"
"Low transfer dependency","2017","Hesse","no degree/no degree yet","14","","",""
"Low transfer dependency","2017","Rhineland-Palatinate,Saarland","lower secondary degree","39","0.0657802930261923","0.0435338124104916","0.0880267736418931"
"Low transfer dependency","2017","Rhineland-Palatinate,Saarland","secondary school degree","19","","",""
"Low transfer dependency","2017","Rhineland-Palatinate,Saarland","college entrance qualification","14","","",""
"Low transfer dependency","2017","Rhineland-Palatinate,Saarland","Other degree","43","0.112324998615272","0.0783077409323983","0.146342256298146"
"Low transfer dependency","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Low transfer dependency","2017","Baden-Württemberg","lower secondary degree","28","","",""
"Low transfer dependency","2017","Baden-Württemberg","secondary school degree","29","","",""
"Low transfer dependency","2017","Baden-Württemberg","college entrance qualification","30","0.0250331785227026","0.0153163087248394","0.0347500483205658"
"Low transfer dependency","2017","Baden-Württemberg","Other degree","28","","",""
"Low transfer dependency","2017","Baden-Württemberg","no degree/no degree yet","22","","",""
"Low transfer dependency","2017","Bavaria","lower secondary degree","71","0.0477101905489779","0.0357592349722335","0.0596611461257223"
"Low transfer dependency","2017","Bavaria","secondary school degree","53","0.0372522741351573","0.0258997643673989","0.0486047839029157"
"Low transfer dependency","2017","Bavaria","college entrance qualification","45","0.0312696283013494","0.0209230645891812","0.0416161920135176"
"Low transfer dependency","2017","Bavaria","Other degree","70","0.0858007150109802","0.0658628165296771","0.105738613492283"
"Low transfer dependency","2017","Bavaria","no degree/no degree yet","24","","",""
"Low transfer dependency","2017","Berlin","lower secondary degree","13","","",""
"Low transfer dependency","2017","Berlin","secondary school degree","21","","",""
"Low transfer dependency","2017","Berlin","college entrance qualification","21","","",""
"Low transfer dependency","2017","Berlin","Other degree","21","","",""
"Low transfer dependency","2017","Berlin","no degree/no degree yet","6","","",""
"Low transfer dependency","2017","Brandenburg","lower secondary degree","14","","",""
"Low transfer dependency","2017","Brandenburg","secondary school degree","34","0.0894074611826995","0.0627770592415788","0.11603786312382"
"Low transfer dependency","2017","Brandenburg","college entrance qualification","14","","",""
"Low transfer dependency","2017","Brandenburg","Other degree","17","","",""
"Low transfer dependency","2017","Brandenburg","no degree/no degree yet","10","","",""
"Low transfer dependency","2017","Mecklenburg-Western Pomerania","lower secondary degree","7","","",""
"Low transfer dependency","2017","Mecklenburg-Western Pomerania","secondary school degree","27","","",""
"Low transfer dependency","2017","Mecklenburg-Western Pomerania","college entrance qualification","4","","",""
"Low transfer dependency","2017","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Low transfer dependency","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","8","","",""
"Low transfer dependency","2017","Saxony","lower secondary degree","20","","",""
"Low transfer dependency","2017","Saxony","secondary school degree","38","0.0415201107368951","0.0276530224440001","0.0553871990297901"
"Low transfer dependency","2017","Saxony","college entrance qualification","26","","",""
"Low transfer dependency","2017","Saxony","Other degree","12","","",""
"Low transfer dependency","2017","Saxony","no degree/no degree yet","5","","",""
"Low transfer dependency","2017","Saxony-Anhalt","lower secondary degree","17","","",""
"Low transfer dependency","2017","Saxony-Anhalt","secondary school degree","36","0.0636685749327568","0.0403178262230865","0.087019323642427"
"Low transfer dependency","2017","Saxony-Anhalt","college entrance qualification","21","","",""
"Low transfer dependency","2017","Saxony-Anhalt","Other degree","11","","",""
"Low transfer dependency","2017","Saxony-Anhalt","no degree/no degree yet","4","","",""
"Low transfer dependency","2017","Thuringia","lower secondary degree","22","","",""
"Low transfer dependency","2017","Thuringia","secondary school degree","28","","",""
"Low transfer dependency","2017","Thuringia","college entrance qualification","12","","",""
"Low transfer dependency","2017","Thuringia","Other degree","16","","",""
"Low transfer dependency","2017","Thuringia","no degree/no degree yet","1","","",""
"High transfer dependency","2017","Schleswig-Holstein","lower secondary degree","7","","",""
"High transfer dependency","2017","Schleswig-Holstein","secondary school degree","10","","",""
"High transfer dependency","2017","Schleswig-Holstein","college entrance qualification","3","","",""
"High transfer dependency","2017","Schleswig-Holstein","Other degree","16","","",""
"High transfer dependency","2017","Schleswig-Holstein","no degree/no degree yet","9","","",""
"High transfer dependency","2017","Hamburg","lower secondary degree","2","","",""
"High transfer dependency","2017","Hamburg","secondary school degree","2","","",""
"High transfer dependency","2017","Hamburg","college entrance qualification","","","",""
"High transfer dependency","2017","Hamburg","Other degree","5","","",""
"High transfer dependency","2017","Hamburg","no degree/no degree yet","3","","",""
"High transfer dependency","2017","Lower Saxony","lower secondary degree","26","","",""
"High transfer dependency","2017","Lower Saxony","secondary school degree","21","","",""
"High transfer dependency","2017","Lower Saxony","college entrance qualification","18","","",""
"High transfer dependency","2017","Lower Saxony","Other degree","38","0.0745049087986847","0.0481376424215955","0.100872175175774"
"High transfer dependency","2017","Lower Saxony","no degree/no degree yet","16","","",""
"High transfer dependency","2017","Bremen","lower secondary degree","4","","",""
"High transfer dependency","2017","Bremen","secondary school degree","","","",""
"High transfer dependency","2017","Bremen","college entrance qualification","4","","",""
"High transfer dependency","2017","Bremen","Other degree","6","","",""
