"transab_cat2","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2018","in school","Female","29","","",""
"High transfer dependency","2018","inadequately","Male","101","0.129615349879415","0.10800519234517","0.15122550741366"
"High transfer dependency","2018","inadequately","Female","103","0.14798536495978","0.123562141238909","0.172408588680651"
"High transfer dependency","2018","general elemantary","Male","151","0.0817172323712704","0.0679956076451762","0.0954388570973645"
"High transfer dependency","2018","general elemantary","Female","171","0.0410457907911391","0.0321037720633622","0.049987809518916"
"High transfer dependency","2018","middle vocational","Male","198","0.0284356655543492","0.0240441359447573","0.0328271951639412"
"High transfer dependency","2018","middle vocational","Female","263","0.0237121811237536","0.020012197771062","0.0274121644764452"
"High transfer dependency","2018","vocational + Abi","Male","25","","",""
"High transfer dependency","2018","vocational + Abi","Female","38","0.0200928046328043","0.0125966538241939","0.0275889554414147"
"High transfer dependency","2018","higher vocational","Male","6","","",""
"High transfer dependency","2018","higher vocational","Female","6","","",""
"High transfer dependency","2018","higher education","Male","75","0.00862233278490708","0.00557712393211946","0.0116675416376947"
"High transfer dependency","2018","higher education","Female","65","0.0143511244674245","0.0103302740608597","0.0183719748739894"
"Very high transfer dependency","2018","in school","Male","30","0.0761971246467626","0.0478706787644407","0.104523570529085"
"Very high transfer dependency","2018","in school","Female","19","","",""
"Very high transfer dependency","2018","inadequately","Male","638","0.386412818975047","0.355084434173992","0.417741203776102"
"Very high transfer dependency","2018","inadequately","Female","537","0.266444914015965","0.236036752736071","0.296853075295859"
"Very high transfer dependency","2018","general elemantary","Male","406","0.0877982990811551","0.0736224531096059","0.101974145052704"
"Very high transfer dependency","2018","general elemantary","Female","356","0.0660282122661779","0.0548355351661619","0.0772208893661938"
"Very high transfer dependency","2018","middle vocational","Male","467","0.0386458569833328","0.0335532342203355","0.0437384797463302"
"Very high transfer dependency","2018","middle vocational","Female","397","0.0275567963902176","0.0235759852936716","0.0315376074867637"
"Very high transfer dependency","2018","vocational + Abi","Male","65","0.0397007545498609","0.026360907573912","0.0530406015258098"
"Very high transfer dependency","2018","vocational + Abi","Female","70","0.0270861306699967","0.0184137917308207","0.0357584696091727"
"Very high transfer dependency","2018","higher vocational","Male","9","","",""
"Very high transfer dependency","2018","higher vocational","Female","4","","",""
"Very high transfer dependency","2018","higher education","Male","334","0.0191641493968632","0.0146484183559237","0.0236798804378027"
"Very high transfer dependency","2018","higher education","Female","222","0.0242028781152512","0.01900738099956","0.0293983752309424"
"Very low transfer dependency","2019","in school","Male","243","0.802400553971422","0.758217140476507","0.846583967466337"
"Very low transfer dependency","2019","in school","Female","226","0.839710993757585","0.797192109247338","0.882229878267832"
"Very low transfer dependency","2019","inadequately","Male","141","0.421966371238884","0.389931116960355","0.454001625517413"
"Very low transfer dependency","2019","inadequately","Female","104","0.493408969222013","0.458003857081311","0.528814081362715"
"Very low transfer dependency","2019","general elemantary","Male","804","0.75842836721024","0.736366401965083","0.780490332455397"
"Very low transfer dependency","2019","general elemantary","Female","1059","0.799631208221671","0.780675966937123","0.818586449506219"
"Very low transfer dependency","2019","middle vocational","Male","4521","0.889209595464602","0.880802973894922","0.897616217034281"
"Very low transfer dependency","2019","middle vocational","Female","5316","0.90351863304095","0.89618946004646","0.91084780603544"
"Very low transfer dependency","2019","vocational + Abi","Male","751","0.890672451746228","0.870031741016124","0.911313162476333"
"Very low transfer dependency","2019","vocational + Abi","Female","1178","0.898266267680974","0.882176370061104","0.914356165300843"
"Very low transfer dependency","2019","higher vocational","Male","1044","0.955230213410841","0.94289681529271","0.967563611528972"
"Very low transfer dependency","2019","higher vocational","Female","562","0.970937045795121","0.957359388502316","0.984514703087927"
"Very low transfer dependency","2019","higher education","Male","3575","0.939362166565468","0.931987176409647","0.946737156721288"
"Very low transfer dependency","2019","higher education","Female","3142","0.936208277904081","0.928135088140608","0.944281467667553"
"Low transfer dependency","2019","in school","Male","27","","",""
"Low transfer dependency","2019","in school","Female","22","","",""
"Low transfer dependency","2019","inadequately","Male","71","0.146702445902509","0.123752501911537","0.16965238989348"
"Low transfer dependency","2019","inadequately","Female","56","0.113360818703107","0.0909096655386865","0.135811971867527"
"Low transfer dependency","2019","general elemantary","Male","157","0.0904463912644437","0.0756630120615969","0.105229770467291"
"Low transfer dependency","2019","general elemantary","Female","193","0.0948831730473278","0.0810055103080872","0.108760835786568"
"Low transfer dependency","2019","middle vocational","Male","298","0.0475300483412879","0.0418313177879895","0.0532287788945863"
"Low transfer dependency","2019","middle vocational","Female","376","0.0519702594169994","0.0464602401777456","0.0574802786562532"
"Low transfer dependency","2019","vocational + Abi","Male","39","0.043562957291322","0.03006128060052","0.057064633982124"
"Low transfer dependency","2019","vocational + Abi","Female","83","0.0526110716291595","0.0407282118388575","0.0644939314194614"
"Low transfer dependency","2019","higher vocational","Male","21","","",""
"Low transfer dependency","2019","higher vocational","Female","15","","",""
"Low transfer dependency","2019","higher education","Male","112","0.0288830707663246","0.0237078304731578","0.0340583110594913"
"Low transfer dependency","2019","higher education","Female","125","0.0335692560408576","0.0276190365507251","0.0395194755309902"
"High transfer dependency","2019","in school","Male","17","","",""
"High transfer dependency","2019","in school","Female","22","","",""
"High transfer dependency","2019","inadequately","Male","100","0.119541839572704","0.0984979007241289","0.140585778421279"
"High transfer dependency","2019","inadequately","Female","70","0.10790448049141","0.0859330099843425","0.129875950998478"
"High transfer dependency","2019","general elemantary","Male","124","0.0610252347242012","0.0486872100554331","0.0733632593929693"
"High transfer dependency","2019","general elemantary","Female","142","0.0473738306031168","0.037313785801778","0.0574338754044556"
"High transfer dependency","2019","middle vocational","Male","169","0.0270136350492919","0.0226714008378407","0.0313558692607431"
"High transfer dependency","2019","middle vocational","Female","204","0.0216791834179723","0.0180640294440219","0.0252943373919226"
"High transfer dependency","2019","vocational + Abi","Male","32","0.0274726355382745","0.0166607382707077","0.0382845328058414"
"High transfer dependency","2019","vocational + Abi","Female","40","0.0258966197457942","0.0174430077364648","0.0343502317551235"
"High transfer dependency","2019","higher vocational","Male","9","","",""
"High transfer dependency","2019","higher vocational","Female","4","","",""
"High transfer dependency","2019","higher education","Male","78","0.0111203803699927","0.00787993570906001","0.0143608250309254"
"High transfer dependency","2019","higher education","Female","57","0.0105552853392143","0.00717924587422113","0.0139313248042075"
"Very high transfer dependency","2019","in school","Male","25","","",""
"Very high transfer dependency","2019","in school","Female","16","","",""
"Very high transfer dependency","2019","inadequately","Male","601","0.311789343285903","0.28174214157285","0.341836544998956"
"Very high transfer dependency","2019","inadequately","Female","536","0.28532573158347","0.253347219788661","0.317304243378279"
"Very high transfer dependency","2019","general elemantary","Male","361","0.0901000068011148","0.0753421535563483","0.104857860045881"
"Very high transfer dependency","2019","general elemantary","Female","319","0.0581117881278843","0.0470327716101496","0.0691908046456189"
"Very high transfer dependency","2019","middle vocational","Male","367","0.0362467211448186","0.0312407810165578","0.0412526612730795"
"Very high transfer dependency","2019","middle vocational","Female","338","0.0228319241240783","0.0191240875555483","0.0265397606926084"
