"transab_cat2","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2019","direct migration background","inadequately","95","0.118951676380379","0.102547008500966","0.135356344259792","1"
"Low transfer dependency","2019","indirect migration background","higher vocational","3","","","","1"
"Low transfer dependency","2019","direct migration background","general elemantary","130","0.129593751914081","0.110824430692443","0.148363073135719","1"
"Low transfer dependency","2019","indirect migration background","middle vocational","49","0.0723375066424702","0.0526192691372987","0.0920557441476418","1"
"Low transfer dependency","2019","indirect migration background","general elemantary","45","0.106112572237939","0.0682372733774949","0.143987871098383","1"
"Low transfer dependency","2019","indirect migration background","vocational + Abi","6","","","","1"
"Very high transfer dependency","2019","no migration background","in school","6","","","","3"
"Very high transfer dependency","2019","no migration background","inadequately","36","0.252820448119795","0.181832367742826","0.323808528496764","3"
"Very high transfer dependency","2019","no migration background","general elemantary","108","0.0462899049413643","0.0362307286784442","0.0563490812042844","3"
"Very high transfer dependency","2019","no migration background","middle vocational","202","0.0204399351279457","0.0175455361941784","0.023334334061713","3"
"Very high transfer dependency","2019","no migration background","vocational + Abi","25","","","","3"
"Very high transfer dependency","2019","no migration background","higher vocational","12","","","","3"
"Very high transfer dependency","2019","no migration background","higher education","30","0.00763608422068416","0.00535552541920633","0.009916643022162","3"
"Very high transfer dependency","2019","direct migration background","in school","21","","","","3"
"Very high transfer dependency","2019","direct migration background","inadequately","1093","0.343073747546069","0.319017142042857","0.36713035304928","3"
"Very high transfer dependency","2019","direct migration background","general elemantary","544","0.128251604895529","0.109565339282452","0.146937870508606","3"
"Very high transfer dependency","2019","direct migration background","middle vocational","463","0.0761737541730126","0.063741467539614","0.0886060408064111","3"
"Very high transfer dependency","2019","direct migration background","vocational + Abi","82","0.0496061903080182","0.0321154990153175","0.0670968816007189","3"
"Very high transfer dependency","2019","direct migration background","higher vocational","1","","","","3"
"Very high transfer dependency","2019","direct migration background","higher education","422","0.0834768439417849","0.0699783399646128","0.096975347918957","3"
"Very high transfer dependency","2019","indirect migration background","in school","14","","","","3"
"Very high transfer dependency","2019","indirect migration background","inadequately","8","","","","3"
"Very high transfer dependency","2019","indirect migration background","general elemantary","29","","","","3"
"Very high transfer dependency","2019","indirect migration background","middle vocational","40","0.0636703426903013","0.045084840082406","0.0822558452981966","3"
"Very high transfer dependency","2019","indirect migration background","vocational + Abi","4","","","","3"
"Very high transfer dependency","2019","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","2019","indirect migration background","higher education","2","","","","3"
"Very low transfer dependency","2019","no migration background","general elemantary","1287","0.829031279154648","0.811007125817293","0.847055432492002","0"
"Very low transfer dependency","2019","no migration background","middle vocational","8302","0.918133873927098","0.912525871116196","0.923741876738","0"
"Very low transfer dependency","2019","no migration background","vocational + Abi","1394","0.922899785584205","0.909409591742088","0.936389979426322","0"
"Very low transfer dependency","2019","no migration background","higher vocational","1464","0.963251523036866","0.953790050599939","0.972712995473792","0"
"Very low transfer dependency","2019","no migration background","higher education","5404","0.957617843746095","0.952339981185788","0.962895706306402","0"
"Very low transfer dependency","2019","direct migration background","in school","23","","","","0"
"Very low transfer dependency","2019","direct migration background","vocational + Abi","409","0.816275799045265","0.785080519508406","0.847471078582123","0"
"Very low transfer dependency","2019","direct migration background","higher vocational","71","0.938237574929873","0.883390835799212","0.993084314060535","0"
"Very low transfer dependency","2019","direct migration background","higher education","999","0.843928054714583","0.826216934075702","0.861639175353464","0"
