"transab_cat2","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2016","higher education","Urban Area","95","0.0198547947697687","0.0156710882070774","0.0240385013324599","3"
"Very high transfer dependency","2016","higher education","Rural Area","21","","","","3"
"Very low transfer dependency","2016","general elemantary","Urban Area","1193","0.767785054566548","0.748086214826834","0.787483894306261","0"
"Very low transfer dependency","2016","general elemantary","Rural Area","686","0.830813469617682","0.806871642185302","0.854755297050061","0"
"Very low transfer dependency","2016","middle vocational","Urban Area","5664","0.881861862021032","0.874108830728304","0.88961489331376","0"
"Very low transfer dependency","2016","middle vocational","Rural Area","3678","0.876540749137149","0.866742420157077","0.886339078117221","0"
"Very low transfer dependency","2016","inadequately","Rural Area","53","0.501988376384199","0.41398409141586","0.589992661352539","0"
"Very low transfer dependency","2016","higher education","Rural Area","1541","0.949433051377731","0.938796034808732","0.960070067946729","0"
"Very low transfer dependency","2016","vocational + Abi","Urban Area","1258","0.885413089708054","0.869212704621211","0.901613474794897","0"
"Very low transfer dependency","2016","higher education","Urban Area","3934","0.931728641829101","0.924164715335538","0.939292568322665","0"
"Very low transfer dependency","2016","inadequately","Urban Area","108","0.49080242243976","0.432455218355307","0.549149626524213","0"
"Very low transfer dependency","2016","higher vocational","Urban Area","798","0.936013310244286","0.919531981590025","0.952494638898546","0"
"Very low transfer dependency","2016","in school","Urban Area","362","0.821284892636644","0.787432209993134","0.855137575280154","0"
"Very low transfer dependency","2016","in school","Rural Area","176","0.82969607678516","0.779566612894772","0.879825540675548","0"
"Very low transfer dependency","2016","vocational + Abi","Rural Area","445","0.89369545468865","0.867454426491899","0.919936482885401","0"
"Very low transfer dependency","2016","higher vocational","Rural Area","526","0.947480832147121","0.92902172057086","0.965939943723382","0"
"High transfer dependency","2017","middle vocational","Rural Area","152","0.0184378748173611","0.014687944590297","0.0221878050444252","2"
"High transfer dependency","2017","general elemantary","Urban Area","178","0.058129488987889","0.0481075073013035","0.0681514706744744","2"
"High transfer dependency","2017","general elemantary","Rural Area","82","0.0364613336371598","0.0257350337834906","0.0471876334908289","2"
"High transfer dependency","2017","middle vocational","Urban Area","284","0.0297962192757053","0.0259366723171969","0.0336557662342136","2"
"High transfer dependency","2017","higher education","Rural Area","31","0.00905541179373928","0.00485418857731355","0.013256635010165","2"
"High transfer dependency","2017","in school","Urban Area","34","0.0552837543614733","0.0363895160230369","0.0741779926999098","2"
"High transfer dependency","2017","vocational + Abi","Urban Area","51","0.0335348129580337","0.0247843934938191","0.0422852324222483","2"
"High transfer dependency","2017","inadequately","Rural Area","34","0.0810789800109063","0.0536348464655831","0.10852311355623","2"
"High transfer dependency","2017","vocational + Abi","Rural Area","21","","","","2"
"High transfer dependency","2017","higher education","Urban Area","71","0.0118382706795515","0.00882918813536819","0.0148473532237348","2"
"High transfer dependency","2017","in school","Rural Area","15","","","","2"
"High transfer dependency","2017","inadequately","Urban Area","66","0.0981768793981835","0.0779094710769861","0.118444287719381","2"
"High transfer dependency","2017","higher vocational","Rural Area","6","","","","2"
"High transfer dependency","2017","higher vocational","Urban Area","11","","","","2"
"Low transfer dependency","2017","middle vocational","Urban Area","450","0.0428250726834265","0.0382291895309936","0.0474209558358594","1"
"Low transfer dependency","2017","middle vocational","Rural Area","366","0.0565304947165186","0.0500930400040128","0.0629679494290245","1"
"Low transfer dependency","2017","vocational + Abi","Urban Area","100","0.0485901664717897","0.0381394556229064","0.0590408773206731","1"
"Low transfer dependency","2017","in school","Urban Area","50","0.0533689704400736","0.0347860180745379","0.0719519228056093","1"
"Low transfer dependency","2017","in school","Rural Area","23","","","","1"
"Low transfer dependency","2017","inadequately","Urban Area","54","0.122676773526603","0.100331076360196","0.14502247069301","1"
"Low transfer dependency","2017","inadequately","Rural Area","35","0.0778846683899344","0.0509398722750341","0.104829464504835","1"
"Low transfer dependency","2017","general elemantary","Urban Area","209","0.0855661401217602","0.0735853110420367","0.0975469692014838","1"
"Low transfer dependency","2017","general elemantary","Rural Area","151","0.102946149655989","0.0855555964972418","0.120336702814736","1"
"Low transfer dependency","2017","vocational + Abi","Rural Area","43","0.0487701782908108","0.0319779066065373","0.0655624499750844","1"
"Low transfer dependency","2017","higher vocational","Urban Area","27","","","","1"
"Low transfer dependency","2017","higher vocational","Rural Area","24","","","","1"
"Low transfer dependency","2017","higher education","Urban Area","194","0.0351454828009225","0.0300222790584803","0.0402686865433648","1"
"Low transfer dependency","2017","higher education","Rural Area","81","0.0394351346837954","0.0308033224974","0.0480669468701908","1"
"Very high transfer dependency","2017","in school","Urban Area","43","0.0484897334350457","0.0307310170726457","0.0662484497974457","3"
"Very high transfer dependency","2017","in school","Rural Area","11","","","","3"
"Very high transfer dependency","2017","inadequately","Urban Area","556","0.289958218935159","0.259052234133066","0.320864203737252","3"
"Very high transfer dependency","2017","inadequately","Rural Area","237","0.352424662623048","0.304392229219298","0.400457096026798","3"
"Very high transfer dependency","2017","general elemantary","Urban Area","457","0.0919934180851855","0.0796145017269257","0.104372334443445","3"
"Very high transfer dependency","2017","general elemantary","Rural Area","172","0.0632615675998627","0.0493306979351685","0.0771924372645569","3"
"Very high transfer dependency","2017","middle vocational","Urban Area","488","0.0342203327892569","0.0300936089159985","0.0383470566625153","3"
"Very high transfer dependency","2017","middle vocational","Rural Area","236","0.034989751746212","0.0298676847664498","0.0401118187259742","3"
"Very high transfer dependency","2017","vocational + Abi","Urban Area","92","0.0370857729108128","0.0279006432902715","0.0462709025313541","3"
"Very high transfer dependency","2017","vocational + Abi","Rural Area","39","0.0357934556617892","0.0213098596080363","0.0502770517155421","3"
"Very high transfer dependency","2017","higher vocational","Urban Area","6","","","","3"
"Very high transfer dependency","2017","higher vocational","Rural Area","4","","","","3"
"Very high transfer dependency","2017","higher education","Urban Area","313","0.0153772195209803","0.0119538813680187","0.0188005576739418","3"
"Very high transfer dependency","2017","higher education","Rural Area","108","0.0108720998189095","0.00627292507251978","0.0154712745652993","3"
"Very low transfer dependency","2017","general elemantary","Urban Area","1250","0.764310952805165","0.746132182831443","0.782489722778888","0"
"Very low transfer dependency","2017","general elemantary","Rural Area","768","0.797330949106989","0.774326485422506","0.820335412791471","0"
"Very low transfer dependency","2017","middle vocational","Urban Area","6233","0.893158375251611","0.88614610336709","0.900170647136133","0"
"Very low transfer dependency","2017","vocational + Abi","Urban Area","1383","0.880789247659364","0.865039212161559","0.896539283157168","0"
"Very low transfer dependency","2017","middle vocational","Rural Area","4190","0.890041878719908","0.881321652804779","0.898762104635038","0"
"Very low transfer dependency","2017","inadequately","Rural Area","74","0.488611688976111","0.438352715112774","0.538870662839449","0"
"Very low transfer dependency","2017","higher education","Rural Area","1733","0.940637353703556","0.930157271085707","0.951117436321405","0"
"Very low transfer dependency","2017","vocational + Abi","Rural Area","529","0.894552439415503","0.870607666500178","0.918497212330828","0"
"Very low transfer dependency","2017","higher vocational","Urban Area","858","0.952917008205364","0.939093942026581","0.966740074384148","0"
"Very low transfer dependency","2017","in school","Rural Area","182","0.770376401876188","0.71613862932206","0.824614174430316","0"
"Very low transfer dependency","2017","inadequately","Urban Area","152","0.489188128140055","0.455139362816621","0.523236893463489","0"
"Very low transfer dependency","2017","higher education","Urban Area","4385","0.937639026998546","0.930911580810899","0.944366473186193","0"
"Very low transfer dependency","2017","higher vocational","Rural Area","603","0.964297329510417","0.949888317355133","0.978706341665702","0"
"Very low transfer dependency","2017","in school","Urban Area","435","0.842857541763408","0.812768816200613","0.872946267326202","0"
"High transfer dependency","2018","middle vocational","Urban Area","302","0.0262879102718867","0.0226172898669697","0.0299585306768036","2"
"High transfer dependency","2018","middle vocational","Rural Area","159","0.0253567971334331","0.0208629013908539","0.0298506928760124","2"
"High transfer dependency","2018","general elemantary","Urban Area","227","0.0576629041271623","0.0479552873107222","0.0673705209436025","2"
"High transfer dependency","2018","general elemantary","Rural Area","95","0.0578756888743689","0.0447023262154445","0.0710490515332934","2"
"High transfer dependency","2018","higher education","Rural Area","47","0.0207875972432922","0.0143366231068036","0.0272385713797809","2"
