"transab_cat2","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2017","inadequately","East Germany","20","","",""
"Very low transfer dependency","2017","general elemantary","West Germany","1792","0.791964416702187","0.776967302748397","0.806961530655977"
"Very low transfer dependency","2017","general elemantary","East Germany","226","0.640787535097515","0.596606924186585","0.684968146008445"
"Very low transfer dependency","2017","middle vocational","West Germany","8099","0.906102217872592","0.900233043441429","0.911971392303756"
"Very low transfer dependency","2017","middle vocational","East Germany","2324","0.832749000825538","0.819191850585426","0.84630615106565"
"Very low transfer dependency","2017","vocational + Abi","West Germany","1643","0.889107257353803","0.875080368230818","0.903134146476788"
"Very low transfer dependency","2017","vocational + Abi","East Germany","269","0.846117541781246","0.807361815367668","0.884873268194824"
"Very low transfer dependency","2017","higher vocational","West Germany","1083","0.951194086636373","0.938686703361149","0.963701469911598"
"Very low transfer dependency","2017","higher vocational","East Germany","378","0.976951136339993","0.962227237538601","0.991675035141385"
"Very low transfer dependency","2017","higher education","West Germany","4774","0.940367357590084","0.934057782348014","0.946676932832154"
"Very low transfer dependency","2017","higher education","East Germany","1344","0.92918052475027","0.916220487715801","0.942140561784738"
"Low transfer dependency","2017","in school","West Germany","59","0.0743815461983482","0.0543481773625263","0.0944149150341701"
"Low transfer dependency","2017","in school","East Germany","14","","",""
"Low transfer dependency","2017","inadequately","West Germany","80","0.116884333131226","0.0971385409921162","0.136630125270335"
"Low transfer dependency","2017","inadequately","East Germany","9","","",""
"Low transfer dependency","2017","general elemantary","West Germany","295","0.0859920468432517","0.0756337065343183","0.0963503871521851"
"Low transfer dependency","2017","general elemantary","East Germany","65","0.134557460950722","0.103132698680575","0.165982223220869"
"Low transfer dependency","2017","middle vocational","West Germany","584","0.0423549437834431","0.0383025177811733","0.0464073697857129"
"Low transfer dependency","2017","middle vocational","East Germany","232","0.0704153398884599","0.0611212877929441","0.0797093919839758"
"Low transfer dependency","2017","vocational + Abi","West Germany","116","0.0454649988319751","0.0361589088996209","0.0547710887643294"
"Low transfer dependency","2017","vocational + Abi","East Germany","27","","",""
"Low transfer dependency","2017","higher vocational","West Germany","37","0.0201754807190267","0.0120137593840151","0.0283372020540383"
"Low transfer dependency","2017","higher vocational","East Germany","14","","",""
"Low transfer dependency","2017","higher education","West Germany","195","0.0343416374538552","0.0294895169687697","0.0391937579389407"
"Low transfer dependency","2017","higher education","East Germany","80","0.0446236226933435","0.0341920568696931","0.0550551885169939"
"High transfer dependency","2017","in school","West Germany","40","0.0546293925996075","0.0372785880610136","0.0719801971382014"
"High transfer dependency","2017","in school","East Germany","9","","",""
"High transfer dependency","2017","inadequately","West Germany","80","0.0894472475652731","0.0719074869852055","0.106987008145341"
"High transfer dependency","2017","inadequately","East Germany","20","","",""
"High transfer dependency","2017","general elemantary","West Germany","212","0.0486082347700616","0.0406627451728363","0.0565537243672868"
"High transfer dependency","2017","general elemantary","East Germany","48","0.0695912553640073","0.0461590471788861","0.0930234635491285"
"High transfer dependency","2017","middle vocational","West Germany","293","0.0234092679053432","0.0203669053432593","0.0264516304674272"
"High transfer dependency","2017","middle vocational","East Germany","143","0.0355087950291997","0.0287860894511038","0.0422315006072956"
"High transfer dependency","2017","vocational + Abi","West Germany","61","0.0285752922353655","0.0211325558484033","0.0360180286223278"
"High transfer dependency","2017","vocational + Abi","East Germany","11","","",""
"High transfer dependency","2017","higher vocational","West Germany","13","","",""
"High transfer dependency","2017","higher vocational","East Germany","4","","",""
"High transfer dependency","2017","higher education","West Germany","81","0.011281918093331","0.00846783424430421","0.0140960019423578"
"High transfer dependency","2017","higher education","East Germany","21","","",""
"Very high transfer dependency","2017","in school","West Germany","46","0.0477839744360858","0.0314979807698325","0.0640699681023391"
"Very high transfer dependency","2017","in school","East Germany","8","","",""
"Very high transfer dependency","2017","inadequately","West Germany","651","0.295512397096072","0.267470193088158","0.323554601103986"
"Very high transfer dependency","2017","inadequately","East Germany","142","0.394520962688145","0.325207753770902","0.463834171605388"
"Very high transfer dependency","2017","general elemantary","West Germany","515","0.0734353016844995","0.0637975360531285","0.0830730673158705"
"Very high transfer dependency","2017","general elemantary","East Germany","114","0.155063748587755","0.121731385714827","0.188396111460684"
"Very high transfer dependency","2017","middle vocational","West Germany","512","0.0281335704386213","0.0248063891154242","0.0314607517618184"
"Very high transfer dependency","2017","middle vocational","East Germany","212","0.0613268642568022","0.0526110179733083","0.0700427105402962"
"Very high transfer dependency","2017","vocational + Abi","West Germany","105","0.0368524515788568","0.0284363236567246","0.045268579500989"
"Very high transfer dependency","2017","vocational + Abi","East Germany","26","","",""
"Very high transfer dependency","2017","higher vocational","West Germany","7","","",""
"Very high transfer dependency","2017","higher vocational","East Germany","3","","",""
"Very high transfer dependency","2017","higher education","West Germany","361","0.0140090868627302","0.0108775992768594","0.0171405744486009"
"Very high transfer dependency","2017","higher education","East Germany","60","0.015565218283892","0.00931131841262496","0.021819118155159"
"Very low transfer dependency","2018","in school","West Germany","421","0.817835024183751","0.785548060011709","0.850121988355794"
"Very low transfer dependency","2018","in school","East Germany","91","0.810064906379016","0.741575195153769","0.878554617604262"
"Very low transfer dependency","2018","inadequately","West Germany","207","0.410173614147967","0.385156867963729","0.435190360332204"
"Very low transfer dependency","2018","inadequately","East Germany","22","","",""
"Very low transfer dependency","2018","general elemantary","West Germany","1737","0.79983406880564","0.785303825758399","0.814364311852882"
"Very low transfer dependency","2018","general elemantary","East Germany","243","0.646438517173322","0.604906283782336","0.687970750564309"
"Very low transfer dependency","2018","middle vocational","West Germany","7686","0.906231909007801","0.90026845851449","0.912195359501113"
"Very low transfer dependency","2018","middle vocational","East Germany","2225","0.836508005086493","0.822858816507313","0.850157193665672"
"Very low transfer dependency","2018","vocational + Abi","West Germany","1551","0.901883332333808","0.888306007515779","0.915460657151837"
"Very low transfer dependency","2018","vocational + Abi","East Germany","255","0.864050469413227","0.826788584344748","0.901312354481705"
"Very low transfer dependency","2018","higher vocational","West Germany","1001","0.942120572597544","0.928036395134684","0.956204750060404"
"Very low transfer dependency","2018","higher vocational","East Germany","372","0.985146725159625","0.973094862439253","0.997198587879998"
"Very low transfer dependency","2018","higher education","West Germany","4646","0.940714747870424","0.934434012411644","0.946995483329203"
"Very low transfer dependency","2018","higher education","East Germany","1307","0.936671019217001","0.924224825805069","0.949117212628933"
