"hlf0001_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","2019","no migration background","middle vocational","145","0.0201472760693191","0.0172830539555803","0.0230114981830578"
"Sub-Tenant","2019","no migration background","vocational + Abi","20","","",""
"Sub-Tenant","2019","no migration background","higher vocational","13","","",""
"Sub-Tenant","2019","no migration background","higher education","64","0.0157566517336296","0.0124999417067519","0.0190133617605073"
"Sub-Tenant","2019","direct migration background","in school","2","","",""
"Sub-Tenant","2019","direct migration background","inadequately","73","0.0429096888130125","0.0327915434589719","0.053027834167053"
"Sub-Tenant","2019","direct migration background","general elemantary","54","0.0132598391892227","0.00697876522071624","0.0195409131577292"
"Sub-Tenant","2019","direct migration background","middle vocational","36","0.010720512455772","0.00593366610452989","0.0155073588070141"
"Sub-Tenant","2019","direct migration background","vocational + Abi","10","","",""
"Sub-Tenant","2019","direct migration background","higher vocational","","","",""
"Sub-Tenant","2019","direct migration background","higher education","39","0.0148173668280583","0.00896451349296663","0.02067022016315"
"Sub-Tenant","2019","indirect migration background","in school","","","",""
"Sub-Tenant","2019","indirect migration background","inadequately","1","","",""
"Sub-Tenant","2019","indirect migration background","general elemantary","4","","",""
"Sub-Tenant","2019","indirect migration background","middle vocational","26","","",""
"Sub-Tenant","2019","indirect migration background","vocational + Abi","6","","",""
"Sub-Tenant","2019","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2019","indirect migration background","higher education","2","","",""
"Owner","2019","no migration background","in school","266","0.690386251281783","0.645469630830655","0.735302871732911"
"Owner","2019","no migration background","inadequately","24","","",""
"Owner","2019","no migration background","general elemantary","689","0.449119912928646","0.425377273426358","0.472862552430935"
"Owner","2019","no migration background","middle vocational","4986","0.537909024506703","0.527745688559356","0.54807236045405"
"Owner","2019","no migration background","vocational + Abi","854","0.533161342560383","0.507989430648064","0.558333254472703"
"Owner","2019","no migration background","higher vocational","1015","0.621504102463995","0.597145591995766","0.645862612932225"
"Owner","2019","no migration background","higher education","3585","0.578052550293815","0.565137124662825","0.590967975924806"
"Owner","2019","direct migration background","in school","16","","",""
"Owner","2019","direct migration background","inadequately","32","0.122975633102928","0.106578718489456","0.1393725477164"
"Owner","2019","direct migration background","general elemantary","141","0.291511131273508","0.266556137600647","0.316466124946368"
"Owner","2019","direct migration background","middle vocational","458","0.390147386080807","0.367474385022854","0.41282038713876"
"Owner","2019","direct migration background","vocational + Abi","165","0.348168527353823","0.310270538502286","0.38606651620536"
"Owner","2019","direct migration background","higher vocational","42","0.334666226221978","0.227153974122644","0.442178478321313"
"Owner","2019","direct migration background","higher education","443","0.367431928242545","0.344077683288556","0.390786173196535"
"Owner","2019","indirect migration background","in school","63","0.433032343460969","0.349448850429872","0.516615836492066"
"Owner","2019","indirect migration background","inadequately","5","","",""
"Owner","2019","indirect migration background","general elemantary","74","0.408831926617177","0.348727090565636","0.468936762668717"
"Owner","2019","indirect migration background","middle vocational","245","0.356520944900247","0.320198958461981","0.392842931338513"
"Owner","2019","indirect migration background","vocational + Abi","55","0.392328613397982","0.312019782419397","0.472637444376568"
"Owner","2019","indirect migration background","higher vocational","46","0.614540267014278","0.504390865999887","0.724689668028669"
"Owner","2019","indirect migration background","higher education","173","0.416251898681867","0.363623034801464","0.468880762562271"
"Nursing Home/Retirement Community","2019","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2019","no migration background","inadequately","1","","",""
"Nursing Home/Retirement Community","2019","no migration background","general elemantary","9","","",""
"Nursing Home/Retirement Community","2019","no migration background","middle vocational","23","","",""
"Nursing Home/Retirement Community","2019","no migration background","vocational + Abi","2","","",""
"Nursing Home/Retirement Community","2019","no migration background","higher vocational","5","","",""
"Nursing Home/Retirement Community","2019","no migration background","higher education","17","","",""
"Nursing Home/Retirement Community","2019","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2019","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2019","direct migration background","general elemantary","2","","",""
"Nursing Home/Retirement Community","2019","direct migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2019","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2019","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2019","direct migration background","higher education","2","","",""
"Nursing Home/Retirement Community","2019","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2019","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2019","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2019","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2019","indirect migration background","vocational + Abi","","","",""
