"pld0045","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2018","Other degree","higher education","101","0.0873577971408705","0.0694497793913043","0.105265814890437"
"Sometimes","2018","no degree/no degree yet","in school","35","0.108782834740467","0.0756376686872052","0.141928000793729"
"Sometimes","2018","no degree/no degree yet","inadequately","35","0.0961074616829222","0.0681517142789432","0.124063209086901"
"Sometimes","2018","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2018","no degree/no degree yet","middle vocational","12","","",""
"Sometimes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2018","no degree/no degree yet","higher vocational","1","","",""
"Sometimes","2018","no degree/no degree yet","higher education","","","",""
"Rarely","2018","lower secondary degree","in school","","","",""
"Rarely","2018","lower secondary degree","inadequately","","","",""
"Rarely","2018","lower secondary degree","general elemantary","159","0.116615297335042","0.0996071213253798","0.133623473344704"
"Rarely","2018","lower secondary degree","middle vocational","600","0.159880096705054","0.148391073838968","0.17136911957114"
"Rarely","2018","lower secondary degree","vocational + Abi","","","",""
"Rarely","2018","lower secondary degree","higher vocational","58","0.201331743857465","0.15647598146663","0.246187506248299"
"Rarely","2018","lower secondary degree","higher education","20","","",""
"Rarely","2018","secondary school degree","in school","","","",""
"Rarely","2018","secondary school degree","inadequately","","","",""
"Rarely","2018","secondary school degree","general elemantary","124","0.180825396416133","0.15403806504612","0.207612727786146"
"Rarely","2018","secondary school degree","middle vocational","833","0.174260150057288","0.163882879909042","0.184637420205534"
"Rarely","2018","secondary school degree","vocational + Abi","1","","",""
"Rarely","2018","secondary school degree","higher vocational","127","0.198765207219653","0.168411332722085","0.229119081717221"
"Rarely","2018","secondary school degree","higher education","125","0.202908860580891","0.171529946632535","0.234287774529247"
"Rarely","2018","college entrance qualification","in school","","","",""
"Rarely","2018","college entrance qualification","inadequately","","","",""
"Rarely","2018","college entrance qualification","general elemantary","","","",""
"Rarely","2018","college entrance qualification","middle vocational","225","0.186721815184809","0.164238400098313","0.209205230271304"
"Rarely","2018","college entrance qualification","vocational + Abi","295","0.205084067165018","0.185343177809228","0.224824956520808"
"Rarely","2018","college entrance qualification","higher vocational","74","0.186663546932365","0.148993856104165","0.224333237760565"
"Rarely","2018","college entrance qualification","higher education","937","0.204595519397933","0.192784083567033","0.216406955228833"
"Rarely","2018","Other degree","in school","","","",""
"Rarely","2018","Other degree","inadequately","9","","",""
"Rarely","2018","Other degree","general elemantary","57","0.141603407049576","0.111013464437981","0.172193349661172"
"Rarely","2018","Other degree","middle vocational","134","0.174617310224096","0.149951310622149","0.199283309826043"
"Rarely","2018","Other degree","vocational + Abi","61","0.112214364748739","0.0841530354099378","0.140275694087541"
"Rarely","2018","Other degree","higher vocational","5","","",""
"Rarely","2018","Other degree","higher education","140","0.165942084801458","0.142346932752246","0.18953723685067"
"Rarely","2018","no degree/no degree yet","in school","49","0.147629150835556","0.109867706518249","0.185390595152863"
"Rarely","2018","no degree/no degree yet","inadequately","48","0.103728520777526","0.0748082047643353","0.132648836790717"
"Rarely","2018","no degree/no degree yet","general elemantary","","","",""
"Rarely","2018","no degree/no degree yet","middle vocational","15","","",""
"Rarely","2018","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2018","no degree/no degree yet","higher vocational","1","","",""
"Rarely","2018","no degree/no degree yet","higher education","","","",""
"Never","2018","lower secondary degree","in school","","","",""
"Never","2018","lower secondary degree","inadequately","","","",""
"Never","2018","lower secondary degree","general elemantary","854","0.630752371399606","0.605178684384235","0.656326058414978"
"Never","2018","lower secondary degree","middle vocational","2376","0.604760123781101","0.589433827858276","0.620086419703927"
"Never","2018","lower secondary degree","vocational + Abi","1","","",""
"Never","2018","lower secondary degree","higher vocational","158","0.512821934280163","0.456909800978201","0.568734067582125"
"Never","2018","lower secondary degree","higher education","80","0.685054410065028","0.599788395441553","0.770320424688502"
"Never","2018","secondary school degree","in school","","","",""
"Never","2018","secondary school degree","inadequately","","","",""
"Never","2018","secondary school degree","general elemantary","447","0.545507610013245","0.510851867196478","0.580163352830012"
"Never","2018","secondary school degree","middle vocational","2792","0.550801444370847","0.537193918468535","0.56440897027316"
"Never","2018","secondary school degree","vocational + Abi","9","","",""
"Never","2018","secondary school degree","higher vocational","345","0.481051051250122","0.443047694931239","0.519054407569005"
"Never","2018","secondary school degree","higher education","340","0.547327830206217","0.508490526197936","0.586165134214498"
"Never","2018","college entrance qualification","in school","","","",""
"Never","2018","college entrance qualification","inadequately","","","",""
"Never","2018","college entrance qualification","general elemantary","","","",""
"Never","2018","college entrance qualification","middle vocational","575","0.495426278611908","0.466579520010962","0.524273037212855"
"Never","2018","college entrance qualification","vocational + Abi","784","0.482679908300874","0.45824844742342","0.507111369178328"
"Never","2018","college entrance qualification","higher vocational","200","0.547966654976544","0.499850658760418","0.59608265119267"
"Never","2018","college entrance qualification","higher education","2067","0.493446219353984","0.478807829389145","0.508084609318823"
"Never","2018","Other degree","in school","","","",""
"Never","2018","Other degree","inadequately","34","0.745666519617811","0.629514891933263","0.86181814730236"
"Never","2018","Other degree","general elemantary","345","0.62987009129721","0.587505755510057","0.672234427084364"
"Never","2018","Other degree","middle vocational","592","0.634354786469923","0.603063497605749","0.665646075334097"
"Never","2018","Other degree","vocational + Abi","296","0.635449072202805","0.592658367841927","0.678239776563682"
"Never","2018","Other degree","higher vocational","19","","",""
"Never","2018","Other degree","higher education","568","0.574054456657283","0.542692728142932","0.605416185171634"
"Never","2018","no degree/no degree yet","in school","186","0.548369766376384","0.495394091645917","0.601345441106851"
