"pld0045","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2018","direct migration background","(3a) lower tertiary education","10","","",""
"Sometimes","2018","direct migration background","(3b) higher tertiary education","116","0.0906264870626664","0.0732458307099497","0.108007143415383"
"Sometimes","2018","indirect migration background","(0) in school","2","","",""
"Sometimes","2018","indirect migration background","(1a) inadequately completed","4","","",""
"Sometimes","2018","indirect migration background","(1b) general elementary school","12","","",""
"Sometimes","2018","indirect migration background","(1c) basic vocational qualification","23","","",""
"Sometimes","2018","indirect migration background","(2b) intermediate general qualification","9","","",""
"Sometimes","2018","indirect migration background","(2a) intermediate vocational","25","","",""
"Sometimes","2018","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"Sometimes","2018","indirect migration background","(2c_voc) vocational maturity certificate","16","","",""
"Sometimes","2018","indirect migration background","(3a) lower tertiary education","13","","",""
"Sometimes","2018","indirect migration background","(3b) higher tertiary education","17","","",""
"Rarely","2018","no migration background","(0) in school","36","0.177498850610368","0.126425436472783","0.228572264747953"
"Rarely","2018","no migration background","(1a) inadequately completed","29","","",""
"Rarely","2018","no migration background","(1b) general elementary school","132","0.117616355365287","0.0985265274424803","0.136706183288095"
"Rarely","2018","no migration background","(1c) basic vocational qualification","610","0.162366081502701","0.150723024647668","0.174009138357734"
"Rarely","2018","no migration background","(2b) intermediate general qualification","89","0.178457617561352","0.147743117027388","0.209172118095317"
"Rarely","2018","no migration background","(2a) intermediate vocational","891","0.177566932330429","0.167265067686227","0.187868796974631"
"Rarely","2018","no migration background","(2c_gen) general maturity certificate","181","0.203732472925386","0.176906914225644","0.230558031625128"
"Rarely","2018","no migration background","(2c_voc) vocational maturity certificate","314","0.201425840952489","0.182757361660489","0.220094320244489"
"Rarely","2018","no migration background","(3a) lower tertiary education","384","0.202216017171457","0.18368667845035","0.220745355892564"
"Rarely","2018","no migration background","(3b) higher tertiary education","645","0.20514268464871","0.190930206400012","0.219355162897408"
"Rarely","2018","direct migration background","(0) in school","6","","",""
"Rarely","2018","direct migration background","(1a) inadequately completed","32","0.080696424679834","0.0505224484751642","0.110870400884504"
"Rarely","2018","direct migration background","(1b) general elementary school","74","0.143907035402975","0.117209846861727","0.170604223944224"
"Rarely","2018","direct migration background","(1c) basic vocational qualification","113","0.166330707255895","0.140028884423649","0.192632530088141"
"Rarely","2018","direct migration background","(2b) intermediate general qualification","6","","",""
"Rarely","2018","direct migration background","(2a) intermediate vocational","32","0.179903853804379","0.131308461886057","0.2284992457227"
"Rarely","2018","direct migration background","(2c_gen) general maturity certificate","54","0.185487873418626","0.146911417496082","0.22406432934117"
"Rarely","2018","direct migration background","(2c_voc) vocational maturity certificate","87","0.122519454680599","0.0967518425570275","0.148287066804171"
"Rarely","2018","direct migration background","(3a) lower tertiary education","18","","",""
"Rarely","2018","direct migration background","(3b) higher tertiary education","143","0.163248215489435","0.140871826941363","0.185624604037507"
"Rarely","2018","indirect migration background","(0) in school","8","","",""
"Rarely","2018","indirect migration background","(1a) inadequately completed","2","","",""
"Rarely","2018","indirect migration background","(1b) general elementary school","19","","",""
"Rarely","2018","indirect migration background","(1c) basic vocational qualification","29","","",""
"Rarely","2018","indirect migration background","(2b) intermediate general qualification","29","","",""
"Rarely","2018","indirect migration background","(2a) intermediate vocational","36","0.154655978838836","0.111921162305156","0.197390795372517"
