"pld0043","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Often","2016","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","higher education","","","",""
"Often","2016","Baden-Württemberg","in school","","","",""
"Often","2016","Baden-Württemberg","inadequately","","","",""
"Often","2016","Baden-Württemberg","general elemantary","","","",""
"Often","2016","Baden-Württemberg","middle vocational","","","",""
"Often","2016","Baden-Württemberg","vocational + Abi","","","",""
"Often","2016","Baden-Württemberg","higher vocational","","","",""
"Often","2016","Baden-Württemberg","higher education","","","",""
"Often","2016","Bavaria","in school","","","",""
"Often","2016","Bavaria","inadequately","","","",""
"Often","2016","Bavaria","general elemantary","","","",""
"Often","2016","Bavaria","middle vocational","","","",""
"Often","2016","Bavaria","vocational + Abi","","","",""
"Often","2016","Bavaria","higher vocational","","","",""
"Often","2016","Bavaria","higher education","","","",""
"Often","2016","Berlin","in school","","","",""
"Often","2016","Berlin","inadequately","","","",""
"Often","2016","Berlin","general elemantary","","","",""
"Often","2016","Berlin","middle vocational","","","",""
"Often","2016","Berlin","vocational + Abi","","","",""
"Often","2016","Berlin","higher vocational","","","",""
"Often","2016","Berlin","higher education","","","",""
"Often","2016","Brandenburg","in school","","","",""
"Often","2016","Brandenburg","inadequately","","","",""
"Often","2016","Brandenburg","general elemantary","","","",""
"Often","2016","Brandenburg","middle vocational","","","",""
"Often","2016","Brandenburg","vocational + Abi","","","",""
"Often","2016","Brandenburg","higher vocational","","","",""
"Often","2016","Brandenburg","higher education","","","",""
"Often","2016","Mecklenburg-Western Pomerania","in school","","","",""
"Often","2016","Mecklenburg-Western Pomerania","inadequately","","","",""
"Often","2016","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Often","2016","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Often","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Often","2016","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Often","2016","Mecklenburg-Western Pomerania","higher education","","","",""
"Often","2016","Saxony","in school","","","",""
"Often","2016","Saxony","inadequately","","","",""
"Often","2016","Saxony","general elemantary","","","",""
"Often","2016","Saxony","middle vocational","","","",""
"Often","2016","Saxony","vocational + Abi","","","",""
"Often","2016","Saxony","higher vocational","","","",""
"Often","2016","Saxony","higher education","","","",""
"Often","2016","Saxony-Anhalt","in school","","","",""
"Often","2016","Saxony-Anhalt","inadequately","","","",""
"Often","2016","Saxony-Anhalt","general elemantary","","","",""
"Often","2016","Saxony-Anhalt","middle vocational","","","",""
"Often","2016","Saxony-Anhalt","vocational + Abi","","","",""
"Often","2016","Saxony-Anhalt","higher vocational","","","",""
"Often","2016","Saxony-Anhalt","higher education","","","",""
"Often","2016","Thuringia","in school","","","",""
"Often","2016","Thuringia","inadequately","","","",""
"Often","2016","Thuringia","general elemantary","","","",""
"Often","2016","Thuringia","middle vocational","","","",""
"Often","2016","Thuringia","vocational + Abi","","","",""
"Often","2016","Thuringia","higher vocational","","","",""
"Often","2016","Thuringia","higher education","","","",""
"Sometimes","2016","Schleswig-Holstein","in school","","","",""
"Sometimes","2016","Schleswig-Holstein","inadequately","","","",""
"Sometimes","2016","Schleswig-Holstein","general elemantary","","","",""
"Sometimes","2016","Schleswig-Holstein","middle vocational","","","",""
"Sometimes","2016","Schleswig-Holstein","vocational + Abi","","","",""
"Sometimes","2016","Schleswig-Holstein","higher vocational","","","",""
"Sometimes","2016","Schleswig-Holstein","higher education","","","",""
"Sometimes","2016","Hamburg","in school","","","",""
"Sometimes","2016","Hamburg","inadequately","","","",""
"Sometimes","2016","Hamburg","general elemantary","","","",""
"Sometimes","2016","Hamburg","middle vocational","","","",""
"Sometimes","2016","Hamburg","vocational + Abi","","","",""
"Sometimes","2016","Hamburg","higher vocational","","","",""
"Sometimes","2016","Hamburg","higher education","","","",""
"Sometimes","2016","Lower Saxony","in school","","","",""
"Sometimes","2016","Lower Saxony","inadequately","","","",""
"Sometimes","2016","Lower Saxony","general elemantary","","","",""
"Sometimes","2016","Lower Saxony","middle vocational","","","",""
"Sometimes","2016","Lower Saxony","vocational + Abi","","","",""
"Sometimes","2016","Lower Saxony","higher vocational","","","",""
"Sometimes","2016","Lower Saxony","higher education","","","",""
"Sometimes","2016","Bremen","in school","","","",""
"Sometimes","2016","Bremen","inadequately","","","",""
"Sometimes","2016","Bremen","general elemantary","","","",""
"Sometimes","2016","Bremen","middle vocational","","","",""
"Sometimes","2016","Bremen","vocational + Abi","","","",""
"Sometimes","2016","Bremen","higher vocational","","","",""
"Sometimes","2016","Bremen","higher education","","","",""
"Sometimes","2016","North Rhine-Westphalia","in school","","","",""
"Sometimes","2016","North Rhine-Westphalia","inadequately","","","",""
"Sometimes","2016","North Rhine-Westphalia","general elemantary","","","",""
"Sometimes","2016","North Rhine-Westphalia","middle vocational","","","",""
"Sometimes","2016","North Rhine-Westphalia","vocational + Abi","","","",""
"Sometimes","2016","North Rhine-Westphalia","higher vocational","","","",""
"Sometimes","2016","North Rhine-Westphalia","higher education","","","",""
"Sometimes","2016","Hesse","in school","","","",""
"Sometimes","2016","Hesse","inadequately","","","",""
"Sometimes","2016","Hesse","general elemantary","","","",""
"Sometimes","2016","Hesse","middle vocational","","","",""
"Sometimes","2016","Hesse","vocational + Abi","","","",""
"Sometimes","2016","Hesse","higher vocational","","","",""
"Sometimes","2016","Hesse","higher education","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","in school","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","higher education","","","",""
"Sometimes","2016","Baden-Württemberg","in school","","","",""
"Sometimes","2016","Baden-Württemberg","inadequately","","","",""
"Sometimes","2016","Baden-Württemberg","general elemantary","","","",""
"Sometimes","2016","Baden-Württemberg","middle vocational","","","",""
"Sometimes","2016","Baden-Württemberg","vocational + Abi","","","",""
"Sometimes","2016","Baden-Württemberg","higher vocational","","","",""
"Sometimes","2016","Baden-Württemberg","higher education","","","",""
"Sometimes","2016","Bavaria","in school","","","",""
"Sometimes","2016","Bavaria","inadequately","","","",""
"Sometimes","2016","Bavaria","general elemantary","","","",""
"Sometimes","2016","Bavaria","middle vocational","","","",""
"Sometimes","2016","Bavaria","vocational + Abi","","","",""
"Sometimes","2016","Bavaria","higher vocational","","","",""
"Sometimes","2016","Bavaria","higher education","","","",""
"Sometimes","2016","Berlin","in school","","","",""
"Sometimes","2016","Berlin","inadequately","","","",""
"Sometimes","2016","Berlin","general elemantary","","","",""
"Sometimes","2016","Berlin","middle vocational","","","",""
"Sometimes","2016","Berlin","vocational + Abi","","","",""
"Sometimes","2016","Berlin","higher vocational","","","",""
"Sometimes","2016","Berlin","higher education","","","",""
"Sometimes","2016","Brandenburg","in school","","","",""
"Sometimes","2016","Brandenburg","inadequately","","","",""
"Sometimes","2016","Brandenburg","general elemantary","","","",""
"Sometimes","2016","Brandenburg","middle vocational","","","",""
"Sometimes","2016","Brandenburg","vocational + Abi","","","",""
"Sometimes","2016","Brandenburg","higher vocational","","","",""
"Sometimes","2016","Brandenburg","higher education","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","in school","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","inadequately","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","higher education","","","",""
"Sometimes","2016","Saxony","in school","","","",""
"Sometimes","2016","Saxony","inadequately","","","",""
"Sometimes","2016","Saxony","general elemantary","","","",""
"Sometimes","2016","Saxony","middle vocational","","","",""
"Sometimes","2016","Saxony","vocational + Abi","","","",""
"Sometimes","2016","Saxony","higher vocational","","","",""
"Sometimes","2016","Saxony","higher education","","","",""
"Sometimes","2016","Saxony-Anhalt","in school","","","",""
"Sometimes","2016","Saxony-Anhalt","inadequately","","","",""
"Sometimes","2016","Saxony-Anhalt","general elemantary","","","",""
"Sometimes","2016","Saxony-Anhalt","middle vocational","","","",""
"Sometimes","2016","Saxony-Anhalt","vocational + Abi","","","",""
"Sometimes","2016","Saxony-Anhalt","higher vocational","","","",""
"Sometimes","2016","Saxony-Anhalt","higher education","","","",""
"Sometimes","2016","Thuringia","in school","","","",""
"Sometimes","2016","Thuringia","inadequately","","","",""
"Sometimes","2016","Thuringia","general elemantary","","","",""
"Sometimes","2016","Thuringia","middle vocational","","","",""
"Sometimes","2016","Thuringia","vocational + Abi","","","",""
"Sometimes","2016","Thuringia","higher vocational","","","",""
"Sometimes","2016","Thuringia","higher education","","","",""
"Rarely","2016","Schleswig-Holstein","in school","","","",""
"Rarely","2016","Schleswig-Holstein","inadequately","","","",""
"Rarely","2016","Schleswig-Holstein","general elemantary","","","",""
"Rarely","2016","Schleswig-Holstein","middle vocational","","","",""
"Rarely","2016","Schleswig-Holstein","vocational + Abi","","","",""
"Rarely","2016","Schleswig-Holstein","higher vocational","","","",""
"Rarely","2016","Schleswig-Holstein","higher education","","","",""
"Rarely","2016","Hamburg","in school","","","",""
"Rarely","2016","Hamburg","inadequately","","","",""
"Rarely","2016","Hamburg","general elemantary","","","",""
"Rarely","2016","Hamburg","middle vocational","","","",""
"Rarely","2016","Hamburg","vocational + Abi","","","",""
"Rarely","2016","Hamburg","higher vocational","","","",""
"Rarely","2016","Hamburg","higher education","","","",""
"Rarely","2016","Lower Saxony","in school","","","",""
"Rarely","2016","Lower Saxony","inadequately","","","",""
"Rarely","2016","Lower Saxony","general elemantary","","","",""
"Rarely","2016","Lower Saxony","middle vocational","","","",""
"Rarely","2016","Lower Saxony","vocational + Abi","","","",""
"Rarely","2016","Lower Saxony","higher vocational","","","",""
"Rarely","2016","Lower Saxony","higher education","","","",""
"Rarely","2016","Bremen","in school","","","",""
"Rarely","2016","Bremen","inadequately","","","",""
"Rarely","2016","Bremen","general elemantary","","","",""
"Rarely","2016","Bremen","middle vocational","","","",""
"Rarely","2016","Bremen","vocational + Abi","","","",""
"Rarely","2016","Bremen","higher vocational","","","",""
"Rarely","2016","Bremen","higher education","","","",""
"Rarely","2016","North Rhine-Westphalia","in school","","","",""
"Rarely","2016","North Rhine-Westphalia","inadequately","","","",""
"Rarely","2016","North Rhine-Westphalia","general elemantary","","","",""
"Rarely","2016","North Rhine-Westphalia","middle vocational","","","",""
"Rarely","2016","North Rhine-Westphalia","vocational + Abi","","","",""
"Rarely","2016","North Rhine-Westphalia","higher vocational","","","",""
"Rarely","2016","North Rhine-Westphalia","higher education","","","",""
"Rarely","2016","Hesse","in school","","","",""
