"m11126","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Good","2018","vocational + Abi","Urban Area","670","0.396388926660067","0.372239360093315","0.420538493226818"
"Good","2018","vocational + Abi","Rural Area","292","0.488214212105915","0.449366195309796","0.527062228902034"
"Good","2018","higher vocational","Urban Area","326","0.38506961444726","0.352201510860923","0.417937718033597"
"Good","2018","higher vocational","Rural Area","254","0.408780182866235","0.369831588562928","0.447728777169543"
"Good","2018","higher education","Urban Area","2319","0.440716698864121","0.42711232674772","0.454321070980522"
"Good","2018","higher education","Rural Area","852","0.433214198345594","0.411101446135828","0.455326950555359"
"Satisfactory","2018","in school","Urban Area","68","0.112808527395749","0.0849110932556862","0.140705961535812"
"Satisfactory","2018","in school","Rural Area","26","","",""
"Satisfactory","2018","inadequately","Urban Area","349","0.284911028675749","0.262548259017592","0.307273798333907"
"Satisfactory","2018","inadequately","Rural Area","120","0.250290644841794","0.21599913341302","0.284582156270567"
"Satisfactory","2018","general elemantary","Urban Area","634","0.319119141551997","0.300395928319622","0.337842354784373"
"Satisfactory","2018","general elemantary","Rural Area","403","0.377778356892151","0.351341615206514","0.404215098577788"
"Satisfactory","2018","middle vocational","Urban Area","2442","0.35325960712576","0.342406532401111","0.36411268185041"
"Satisfactory","2018","middle vocational","Rural Area","1705","0.386490481822858","0.372697725166962","0.400283238478754"
"Satisfactory","2018","vocational + Abi","Urban Area","464","0.320718004840636","0.297674066370185","0.343761943311086"
"Satisfactory","2018","vocational + Abi","Rural Area","176","0.275906639588801","0.241169193028043","0.31064408614956"
"Satisfactory","2018","higher vocational","Urban Area","320","0.368239972623191","0.335661285264899","0.400818659981483"
"Satisfactory","2018","higher vocational","Rural Area","231","0.333044633741667","0.295704833888761","0.370384433594572"
"Satisfactory","2018","higher education","Urban Area","1345","0.283366837408384","0.27101857683388","0.295715097982889"
"Satisfactory","2018","higher education","Rural Area","559","0.324241773847022","0.303353039291738","0.345130508402305"
"Poor","2018","in school","Urban Area","19","","",""
"Poor","2018","in school","Rural Area","5","","",""
"Poor","2018","inadequately","Urban Area","180","0.222199359198549","0.201602714871161","0.242796003525938"
"Poor","2018","inadequately","Rural Area","65","0.152676137354064","0.12420346999265","0.181148804715478"
"Poor","2018","general elemantary","Urban Area","349","0.200639785359367","0.18455378088823","0.216725789830505"
"Poor","2018","general elemantary","Rural Area","185","0.180255193354039","0.159294769323243","0.201215617384835"
"Poor","2018","middle vocational","Urban Area","1099","0.165320612532043","0.15688601903903","0.173755206025057"
"Poor","2018","middle vocational","Rural Area","702","0.148420193780243","0.138350176995118","0.158490210565369"
"Poor","2018","vocational + Abi","Urban Area","193","0.135769855967128","0.118858190927121","0.152681521007134"
"Poor","2018","vocational + Abi","Rural Area","76","0.120195295282126","0.0949223179657804","0.145468272598471"
"Poor","2018","higher vocational","Urban Area","124","0.146987401984072","0.123070230093274","0.170904573874869"
"Poor","2018","higher vocational","Rural Area","68","0.152488894900652","0.124007307727528","0.180970482073776"
"Poor","2018","higher education","Urban Area","502","0.107663635368636","0.0991702341712256","0.116157036566046"
"Poor","2018","higher education","Rural Area","206","0.115952063006286","0.101664468216872","0.130239657795701"
"Bad ","2018","in school","Urban Area","4","","",""
"Bad ","2018","in school","Rural Area","1","","",""
"Bad ","2018","inadequately","Urban Area","68","0.0774335695365908","0.0641915451323944","0.0906755939407871"
"Bad ","2018","inadequately","Rural Area","28","","",""
"Bad ","2018","general elemantary","Urban Area","112","0.0511222354764121","0.0422755936086128","0.0599688773442114"
"Bad ","2018","general elemantary","Rural Area","54","0.0644210351092676","0.0510344159567795","0.0778076542617556"
"Bad ","2018","middle vocational","Urban Area","297","0.0440184113439273","0.0393605907611136","0.0486762319267411"
"Bad ","2018","middle vocational","Rural Area","177","0.0396907142627113","0.0341607663389736","0.045220662186449"
"Bad ","2018","vocational + Abi","Urban Area","35","0.0302067463814585","0.0217566524158812","0.0386568403470358"
"Bad ","2018","vocational + Abi","Rural Area","11","","",""
"Bad ","2018","higher vocational","Urban Area","23","","",""
"Bad ","2018","higher vocational","Rural Area","23","","",""
"Bad ","2018","higher education","Urban Area","75","0.0167818538923799","0.0132619748987274","0.0203017328860324"
"Bad ","2018","higher education","Rural Area","50","0.0270225125813232","0.0197865512568029","0.0342584739058435"
"Very good","2019","in school","Urban Area","158","0.377037696392809","0.33006887012224","0.424006522663378"
"Very good","2019","in school","Rural Area","64","0.33335522561394","0.263709794605024","0.403000656622857"
"Very good","2019","inadequately","Urban Area","406","0.211111231644702","0.18919532030684","0.233027142982564"
"Very good","2019","inadequately","Rural Area","177","0.136571769029178","0.108356412168935","0.16478712588942"
"Very good","2019","general elemantary","Urban Area","389","0.0973532210782704","0.0843744577362078","0.110331984420333"
"Very good","2019","general elemantary","Rural Area","186","0.0822265645455511","0.0664991222815115","0.0979540068095907"
"Very good","2019","middle vocational","Urban Area","772","0.0780603096507855","0.0716309702908647","0.0844896490107064"
"Very good","2019","middle vocational","Rural Area","376","0.0609122665797526","0.0539119004801708","0.0679126326793345"
"Very good","2019","vocational + Abi","Urban Area","184","0.128062801523217","0.111152297052485","0.144973305993949"
"Very good","2019","vocational + Abi","Rural Area","80","0.121692788553659","0.0960823762544148","0.147303200852902"
"Very good","2019","higher vocational","Urban Area","83","0.0824358188515513","0.0645666810155855","0.100304956687517"
"Very good","2019","higher vocational","Rural Area","53","0.0500567361118674","0.0338330903971941","0.0662803818265406"
"Very good","2019","higher education","Urban Area","884","0.149888553104817","0.139925263471906","0.159851842737728"
"Very good","2019","higher education","Rural Area","301","0.107445518067713","0.0940758503150601","0.120815185820366"
"Good","2019","in school","Urban Area","179","0.457296333538405","0.409016398784195","0.505576268292616"
"Good","2019","in school","Rural Area","84","0.536079982223188","0.462403631166635","0.609756333279742"
"Good","2019","inadequately","Urban Area","413","0.228769534985564","0.206212232587676","0.251326837383452"
"Good","2019","inadequately","Rural Area","187","0.259411922546836","0.223397597325414","0.295426247768258"
"Good","2019","general elemantary","Urban Area","706","0.335052863860482","0.314387195311512","0.355718532409452"
"Good","2019","general elemantary","Rural Area","428","0.336020879780548","0.308978517368893","0.363063242192202"
"Good","2019","middle vocational","Urban Area","2490","0.357897734725921","0.346408753106686","0.369386716345157"
"Good","2019","middle vocational","Rural Area","1707","0.366843212147962","0.352736975465393","0.38094944883053"
"Good","2019","vocational + Abi","Urban Area","679","0.40750631050644","0.382639991817997","0.432372629194884"
"Good","2019","vocational + Abi","Rural Area","277","0.43214291892737","0.393337341706894","0.470948496147847"
"Good","2019","higher vocational","Urban Area","381","0.421933070719076","0.389845396457636","0.454020744980517"
"Good","2019","higher vocational","Rural Area","301","0.397724542866269","0.361311486414123","0.434137599318415"
"Good","2019","higher education","Urban Area","2321","0.475843168438813","0.461903798811753","0.489782538065872"
"Good","2019","higher education","Rural Area","922","0.41525053479669","0.393976536898534","0.436524532694847"
"Satisfactory","2019","in school","Urban Area","57","0.108980802108095","0.0787809394598608","0.139180664756329"
"Satisfactory","2019","in school","Rural Area","18","","",""
"Satisfactory","2019","inadequately","Urban Area","262","0.263980652377236","0.240309105285647","0.287652199468824"
"Satisfactory","2019","inadequately","Rural Area","119","0.259430130435034","0.223414984066579","0.295445276803489"
"Satisfactory","2019","general elemantary","Urban Area","502","0.310872345155701","0.290607648065754","0.331137042245648"
"Satisfactory","2019","general elemantary","Rural Area","332","0.340331474973738","0.313204696262162","0.367458253685314"
"Satisfactory","2019","middle vocational","Urban Area","2248","0.364748886162906","0.35321250322417","0.376285269101642"
"Satisfactory","2019","middle vocational","Rural Area","1585","0.373261985422936","0.359105182421405","0.387418788424467"
"Satisfactory","2019","vocational + Abi","Urban Area","416","0.266235838847991","0.243868517982495","0.288603159713488"
"Satisfactory","2019","vocational + Abi","Rural Area","182","0.304277944139486","0.268235515533352","0.340320372745621"
"Satisfactory","2019","higher vocational","Urban Area","309","0.333484514404794","0.302852867098448","0.36411616171114"
"Satisfactory","2019","higher vocational","Rural Area","248","0.396236155925311","0.359846415501088","0.432625896349534"
"Satisfactory","2019","higher education","Urban Area","1245","0.266814592729392","0.254469558874633","0.27915962658415"
"Satisfactory","2019","higher education","Rural Area","588","0.326760755529431","0.306511514360005","0.347009996698858"
"Poor","2019","in school","Urban Area","12","","",""
"Poor","2019","in school","Rural Area","10","","",""
"Poor","2019","inadequately","Urban Area","182","0.237717438287242","0.214857003200664","0.26057787337382"
"Poor","2019","inadequately","Rural Area","65","0.265272968709866","0.228998466133306","0.301547471286426"
"Poor","2019","general elemantary","Urban Area","307","0.193725389158585","0.176421887633288","0.211028890683882"
"Poor","2019","general elemantary","Rural Area","184","0.201832423132787","0.178853652336553","0.224811193929021"
"Poor","2019","middle vocational","Urban Area","942","0.160558457259465","0.151759893590181","0.169357020928749"
"Poor","2019","middle vocational","Rural Area","654","0.161166192301161","0.150404260772532","0.171928123829789"
"Poor","2019","vocational + Abi","Urban Area","186","0.174342153057982","0.155142042901384","0.19354226321458"
"Poor","2019","vocational + Abi","Rural Area","73","0.112555189616716","0.0877972577504658","0.137313121482965"
"Poor","2019","higher vocational","Urban Area","112","0.121171273459944","0.0999691502897815","0.142373396630106"
"Poor","2019","higher vocational","Rural Area","77","0.128324989768048","0.103442073811787","0.153207905724309"
"Poor","2019","higher education","Urban Area","411","0.0911662946756217","0.0831321443362681","0.0992004450149753"
"Poor","2019","higher education","Rural Area","216","0.12930834816092","0.114822145144532","0.143794551177307"
"Bad ","2019","in school","Urban Area","3","","",""
"Bad ","2019","in school","Rural Area","","","",""
"Bad ","2019","inadequately","Urban Area","69","0.0584211427052571","0.0458258184832216","0.0710164669272927"
"Bad ","2019","inadequately","Rural Area","21","","",""
"Bad ","2019","general elemantary","Urban Area","100","0.0629961807469614","0.0523589881373476","0.0736333733565751"
"Bad ","2019","general elemantary","Rural Area","42","0.0395886575673765","0.0284252106140515","0.0507521045207014"
"Bad ","2019","middle vocational","Urban Area","236","0.0387346122009217","0.0341100436927607","0.0433591807090827"
