"plh0204_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","2018","no migration background","(2c_gen) general maturity certificate","180","0.242515247798698","0.21405127696043","0.270979218636966"
"5","2018","no migration background","(2c_voc) vocational maturity certificate","311","0.174772650287972","0.157120169187938","0.192425131388006"
"5","2018","no migration background","(3a) lower tertiary education","328","0.175999241692896","0.158450417967591","0.193548065418201"
"5","2018","no migration background","(3b) higher tertiary education","499","0.168769665273583","0.155597558217212","0.181941772329954"
"5","2018","direct migration background","(0) in school","4","","",""
"5","2018","direct migration background","(1a) inadequately completed","262","0.12383022514467","0.10904662493743","0.13861382535191"
"5","2018","direct migration background","(1b) general elementary school","280","0.196294062806285","0.175996498550396","0.216591627062174"
"5","2018","direct migration background","(1c) basic vocational qualification","162","0.185495404508729","0.159240805346191","0.211750003671267"
"5","2018","direct migration background","(2b) intermediate general qualification","26","","",""
"5","2018","direct migration background","(2a) intermediate vocational","38","0.16444325909796","0.117644366003447","0.211242152192474"
"5","2018","direct migration background","(2c_gen) general maturity certificate","151","0.13424081907344","0.1130689465054","0.15541269164148"
"5","2018","direct migration background","(2c_voc) vocational maturity certificate","118","0.185399591430473","0.156973799875024","0.213825382985921"
"5","2018","direct migration background","(3a) lower tertiary education","17","","",""
"5","2018","direct migration background","(3b) higher tertiary education","260","0.148877679937029","0.132190299660988","0.16556506021307"
"5","2018","indirect migration background","(0) in school","16","","",""
"5","2018","indirect migration background","(1a) inadequately completed","6","","",""
"5","2018","indirect migration background","(1b) general elementary school","15","","",""
"5","2018","indirect migration background","(1c) basic vocational qualification","36","0.130079757399113","0.0845827301330817","0.175576784665145"
"5","2018","indirect migration background","(2b) intermediate general qualification","24","","",""
"5","2018","indirect migration background","(2a) intermediate vocational","55","0.179653410501019","0.134362612633094","0.224944208368943"
"5","2018","indirect migration background","(2c_gen) general maturity certificate","30","0.172026328981165","0.120737575073557","0.223315082888774"
"5","2018","indirect migration background","(2c_voc) vocational maturity certificate","25","","",""
"5","2018","indirect migration background","(3a) lower tertiary education","9","","",""
"5","2018","indirect migration background","(3b) higher tertiary education","31","0.140479172689464","0.0923213031384195","0.188637042240508"
"6","2018","no migration background","(0) in school","33","0.118697672513051","0.0760558739456235","0.161339471080478"
"6","2018","no migration background","(1a) inadequately completed","20","","",""
"6","2018","no migration background","(1b) general elementary school","80","0.0673164741862898","0.0524955681337452","0.0821373802388345"
"6","2018","no migration background","(1c) basic vocational qualification","331","0.0864062731322548","0.0775554085405063","0.0952571377240032"
"6","2018","no migration background","(2b) intermediate general qualification","59","0.0777900695675985","0.0564121020869501","0.0991680370482468"
"6","2018","no migration background","(2a) intermediate vocational","451","0.0941099599889906","0.0862447257830068","0.101975194194974"
"6","2018","no migration background","(2c_gen) general maturity certificate","113","0.123734358601647","0.101866711289682","0.145602005913611"
"6","2018","no migration background","(2c_voc) vocational maturity certificate","167","0.104780526478184","0.0905445500180579","0.11901650293831"
"6","2018","no migration background","(3a) lower tertiary education","228","0.129680323520508","0.114199101058973","0.145161545982042"
"6","2018","no migration background","(3b) higher tertiary education","383","0.131931179426457","0.120029776284521","0.143832582568392"
"6","2018","direct migration background","(0) in school","9","","",""
"6","2018","direct migration background","(1a) inadequately completed","79","0.076317577869131","0.0644011421879734","0.0882340135502886"
"6","2018","direct migration background","(1b) general elementary school","81","0.0668530522652456","0.0540893285526596","0.0796167759778316"
"6","2018","direct migration background","(1c) basic vocational qualification","83","0.0929816611941584","0.0733661906887908","0.112597131699526"
"6","2018","direct migration background","(2b) intermediate general qualification","9","","",""
"6","2018","direct migration background","(2a) intermediate vocational","18","","",""
"6","2018","direct migration background","(2c_gen) general maturity certificate","68","0.115650359441376","0.095789231133177","0.135511487749576"
"6","2018","direct migration background","(2c_voc) vocational maturity certificate","53","0.0809602597782322","0.0610081437836647","0.1009123757728"
"6","2018","direct migration background","(3a) lower tertiary education","11","","",""
"6","2018","direct migration background","(3b) higher tertiary education","157","0.123018865548492","0.107621076649869","0.138416654447115"
"6","2018","indirect migration background","(0) in school","8","","",""
"6","2018","indirect migration background","(1a) inadequately completed","3","","",""
"6","2018","indirect migration background","(1b) general elementary school","17","","",""
"6","2018","indirect migration background","(1c) basic vocational qualification","14","","",""
"6","2018","indirect migration background","(2b) intermediate general qualification","19","","",""
"6","2018","indirect migration background","(2a) intermediate vocational","24","","",""
"6","2018","indirect migration background","(2c_gen) general maturity certificate","22","","",""
"6","2018","indirect migration background","(2c_voc) vocational maturity certificate","15","","",""
"6","2018","indirect migration background","(3a) lower tertiary education","10","","",""
