"m11125","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"7 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","506","0.208061118318129","0.192735782370979","0.223386454265278","7"
"7 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","148","0.201761121554457","0.173740990502714","0.229781252606201","7"
"7 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","78","0.22336030283164","0.177438668370732","0.269281937292548","7"
"7 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","454","0.214464366220647","0.197542261107195","0.2313864713341","7"
"7 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","21","","","","7"
"7 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","9","","","","7"
"7 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","72","0.209772856883112","0.170120299952259","0.249425413813965","7"
"7 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","292","0.198838792285794","0.17880682124104","0.218870763330549","7"
"7 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","54","0.23834618951821","0.1863560294909","0.29033634954552","7"
"7 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","44","0.232327392117205","0.175072423772364","0.289582360462046","7"
"7 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","107","0.162781917511046","0.133018915720696","0.192544919301396","7"
"7 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","17","","","","7"
"7 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","40","0.219129014023844","0.175029954619059","0.26322807342863","7"
"7 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","64","0.165191493029215","0.131365942965311","0.199017043093119","7"
"7 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","169","0.18350066264544","0.159652519407295","0.207348805883586","7"
"7 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","39","0.305106428984197","0.23765263190208","0.372560226066315","7"
"7 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","26","","","","7"
"7 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","107","0.285710805517574","0.243737955591313","0.327683655443835","7"
"7 on Scale 1 to 10","2017","Single parent ","general elemantary","48","0.106346464668486","0.0755125549661386","0.137180374370834","7"
"7 on Scale 1 to 10","2017","Single parent ","middle vocational","180","0.175367065283614","0.152924903445216","0.197809227122011","7"
"7 on Scale 1 to 10","2017","Single parent ","vocational + Abi","32","0.209280871348454","0.154521803004986","0.264039939691921","7"
"8 on Scale 1 to 10","2017","1-pers.-HH","in school","","","","","8"
"8 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","111","0.188327920090109","0.158386313506122","0.218269526674097","8"
"8 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","865","0.209263151698387","0.196795004945295","0.221731298451479","8"
"8 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","111","0.231833225425627","0.195243998040563","0.26842245281069","8"
"8 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","122","0.208669222537904","0.175796379355422","0.241542065720385","8"
"8 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","638","0.252541735181343","0.234968201464571","0.270115268898116","8"
"8 on Scale 1 to 10","2017","Single parent ","in school","20","","","","8"
"8 on Scale 1 to 10","2017","Single parent ","inadequately","36","0.208637244748853","0.156574880648892","0.260699608848814","8"
"8 on Scale 1 to 10","2017","Single parent ","general elemantary","83","0.195384262824823","0.155727110045975","0.235041415603671","8"
"8 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","49","0.291438434770402","0.224867633557339","0.358009235983465","8"
"8 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","31","0.275782874815556","0.191497105422942","0.36006864420817","8"
"8 on Scale 1 to 10","2017","Single parent ","middle vocational","228","0.205400184162217","0.181558607120994","0.229241761203439","8"
"8 on Scale 1 to 10","2017","Single parent ","vocational + Abi","50","0.250827562515445","0.192475167628292","0.309179957402599","8"
"8 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","50","0.19156950161559","0.149615415034966","0.233523588196215","8"
"8 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","93","0.282915063742308","0.241887953232584","0.323942174252031","8"
"8 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","247","0.254755799736283","0.227910443144164","0.281601156328402","8"
"8 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","124","0.22965252660747","0.190573203680765","0.268731849534175","8"
"8 on Scale 1 to 10","2017","(Married) couple without C. ","in school","","","","","8"
"8 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","336","0.219431758216951","0.198660234805343","0.24020328162856","8"
"8 on Scale 1 to 10","2017","1-pers.-HH","inadequately","68","0.134543770384553","0.102910165879516","0.16617737488959","8"
"8 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","46","0.213428507031038","0.160245121257895","0.26661189280418","8"
"8 on Scale 1 to 10","2017","1-pers.-HH","higher education","269","0.226780372814497","0.203058160800952","0.250502584828041","8"
"8 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","28","","","","8"
"8 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","1","","","","8"
"8 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","173","0.239644057439543","0.213344427411589","0.265943687467497","8"
"8 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","238","0.339663118593594","0.306596334796399","0.37272990239079","8"
"8 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","8","","","","8"
"8 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","105","0.24775626002112","0.205711469906497","0.289801050135743","8"
"8 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","58","0.217405621721058","0.167073877032184","0.267737366409931","8"
"8 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","58","0.285974322315043","0.224711728192711","0.347236916437374","8"
"8 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","93","0.137983265048779","0.111946369551738","0.164020160545819","8"
"8 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","377","0.181791584345347","0.165051473225385","0.198531695465308","8"
"8 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","69","0.232684612677173","0.187369230862814","0.277999994491533","8"
"8 on Scale 1 to 10","2017","Single parent ","higher vocational","20","","","","8"
"8 on Scale 1 to 10","2017","Single parent ","higher education","88","0.271791605604247","0.227524809692904","0.316058401515589","8"
"8 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","187","0.250015495639084","0.222185302186272","0.277845689091896","8"
"8 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","660","0.244851689314646","0.228617283937524","0.261086094691768","8"
"8 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","85","0.275706394059328","0.226436084098884","0.324976704019772","8"
"8 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","668","0.316884298232435","0.297702409585844","0.336066186879025","8"
"8 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","31","0.195273482052408","0.128650444679685","0.261896519425131","8"
"8 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","168","0.279208199414254","0.243040294408166","0.315376104420341","8"
"8 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","41","0.216401136684381","0.152394324741919","0.280407948626843","8"
"9 on Scale 1 to 10","2017","1-pers.-HH","in school","2","","","","9"
"9 on Scale 1 to 10","2017","1-pers.-HH","inadequately","50","0.0599163819920443","0.0379149796923363","0.0819177842917522","9"
"9 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","60","0.0663366572127403","0.0475482446375437","0.0851250697879368","9"
"9 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","198","0.0777104755043628","0.0660902943322042","0.0893306566765214","9"
"9 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","52","0.146076445519372","0.108199543497248","0.183953347541497","9"
"9 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","19","","","","9"
"9 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","351","0.0896760585266797","0.0809186466865772","0.0984334703667823","9"
"9 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","66","0.12013656604926","0.0919473574997004","0.14832577459882","9"
"9 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","54","0.0948442992049629","0.0711416820489624","0.118546916360963","9"
"9 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","315","0.14138759753935","0.127294603087002","0.155480591991698","9"
"9 on Scale 1 to 10","2017","Single parent ","in school","25","","","","9"
"9 on Scale 1 to 10","2017","Single parent ","inadequately","12","","","","9"
"9 on Scale 1 to 10","2017","Single parent ","general elemantary","42","0.120024054732557","0.0875189158261958","0.152529193638918","9"
"9 on Scale 1 to 10","2017","Single parent ","middle vocational","143","0.116849159009363","0.0978912439220183","0.135807074096707","9"
"9 on Scale 1 to 10","2017","Single parent ","vocational + Abi","27","","","","9"
"9 on Scale 1 to 10","2017","Single parent ","higher vocational","10","","","","9"
"9 on Scale 1 to 10","2017","Single parent ","higher education","69","0.145410453106628","0.110334552540628","0.180486353672628","9"
"9 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","","","","","9"
"9 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","100","0.0871565461068462","0.0697782980018688","0.104534794211824","9"
"9 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","108","0.0993924415532783","0.0801636899157003","0.118621193190856","9"
"9 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","359","0.129763721471874","0.117076575272902","0.142450867670846","9"
"9 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","139","0.147805371020294","0.123025474605826","0.172585267434761","9"
"9 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","35","0.147567450518687","0.108462670325823","0.186672230711552","9"
"9 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","406","0.179615382402532","0.163789264771391","0.195441500033673","9"
"9 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","35","0.211968663455376","0.143279818825102","0.280657508085649","9"
"9 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","6","","","","9"
"9 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","41","0.0831036221002044","0.0562198203261515","0.109987423874257","9"
"9 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","203","0.111575260218775","0.0957734280352634","0.127377092402287","9"
"9 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","14","","","","9"
"9 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","61","0.132439682933273","0.100945743270764","0.163933622595783","9"
"9 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","51","0.293677965227059","0.222885573124924","0.364470357329194","9"
"9 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","28","","","","9"
"9 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","62","0.181557506293207","0.146445246189239","0.216669766397176","9"
"9 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","163","0.179950478393595","0.156282869860954","0.203618086926236","9"
"9 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","43","0.150845811402306","0.107174307901869","0.194517314902743","9"
"9 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","19","","","","9"
"9 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","93","0.162619954301997","0.132868885536647","0.192371023067346","9"
"9 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","25","","","","9"
"9 on Scale 1 to 10","2017","(Married) couple without C. ","in school","2","","","","9"
"9 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","16","","","","9"
"9 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","48","0.0697681106791623","0.0502583683313323","0.0892778530269923","9"
"9 on Scale 1 to 10","2017","1-pers.-HH","higher education","138","0.129661805009546","0.11063126688836","0.148692343130733","9"
"0 Completely dissatisfied","2018","(Married) couple without C. ","middle vocational","67","0.013867346516608","0.0101887286210733","0.0175459644121426","0"
"0 Completely dissatisfied","2018","(Married) couple without C. ","vocational + Abi","9","","","","0"
"0 Completely dissatisfied","2018","(Married) couple without C. ","higher vocational","6","","","","0"
"0 Completely dissatisfied","2018","(Married) couple without C. ","higher education","14","","","","0"
"0 Completely dissatisfied","2018","Couple + C. LE and GT 16","in school","","","","","0"
"0 Completely dissatisfied","2018","Couple + C. LE and GT 16","inadequately","10","","","","0"
"0 Completely dissatisfied","2018","Couple + C. LE and GT 16","general elemantary","5","","","","0"
"0 Completely dissatisfied","2018","Couple + C. LE and GT 16","middle vocational","7","","","","0"
"0 Completely dissatisfied","2018","1-pers.-HH","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","2018","1-pers.-HH","higher vocational","5","","","","0"
"0 Completely dissatisfied","2018","1-pers.-HH","higher education","8","","","","0"
"0 Completely dissatisfied","2018","(Married) couple without C. ","in school","","","","","0"
"0 Completely dissatisfied","2018","(Married) couple without C. ","inadequately","4","","","","0"
"0 Completely dissatisfied","2018","(Married) couple without C. ","general elemantary","12","","","","0"
"0 Completely dissatisfied","2018","Single parent ","in school","","","","","0"
"0 Completely dissatisfied","2018","Single parent ","inadequately","8","","","","0"
"0 Completely dissatisfied","2018","Single parent ","general elemantary","15","","","","0"
"0 Completely dissatisfied","2018","Single parent ","middle vocational","23","","","","0"
"0 Completely dissatisfied","2018","Single parent ","vocational + Abi","","","","","0"
