"m11125","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"6 on Scale 1 to 10","2010","direct migration background","middle vocational","85","0.0812148620456405","0.0646843965597224","0.0977453275315585"
"6 on Scale 1 to 10","2010","direct migration background","vocational + Abi","32","0.0818524943784521","0.0521395011918038","0.1115654875651"
"6 on Scale 1 to 10","2010","direct migration background","higher vocational","11","","",""
"6 on Scale 1 to 10","2010","direct migration background","higher education","49","0.0979781441196546","0.0729272868111241","0.123029001428185"
"6 on Scale 1 to 10","2010","indirect migration background","in school","5","","",""
"6 on Scale 1 to 10","2010","indirect migration background","inadequately","1","","",""
"6 on Scale 1 to 10","2010","indirect migration background","general elemantary","9","","",""
"6 on Scale 1 to 10","2010","indirect migration background","middle vocational","38","0.0714514862762762","0.0485040938134989","0.0943988787390534"
"6 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","4","","",""
"6 on Scale 1 to 10","2010","indirect migration background","higher vocational","3","","",""
"6 on Scale 1 to 10","2010","indirect migration background","higher education","11","","",""
"7 on Scale 1 to 10","2010","no migration background","in school","41","0.132685016190162","0.0950432355425889","0.170326796837735"
"7 on Scale 1 to 10","2010","no migration background","inadequately","22","","",""
"7 on Scale 1 to 10","2010","no migration background","general elemantary","233","0.121828088309029","0.105992941285168","0.13766323533289"
"7 on Scale 1 to 10","2010","no migration background","middle vocational","1743","0.172631146623736","0.165312997228714","0.179949296018758"
"7 on Scale 1 to 10","2010","no migration background","vocational + Abi","236","0.201508906184422","0.179737250551241","0.223280561817604"
"7 on Scale 1 to 10","2010","no migration background","higher vocational","266","0.157500407375113","0.13873147731612","0.176269337434106"
"7 on Scale 1 to 10","2010","no migration background","higher education","846","0.186634386321677","0.175462271012236","0.197806501631119"
"7 on Scale 1 to 10","2010","direct migration background","in school","3","","",""
"7 on Scale 1 to 10","2010","direct migration background","inadequately","19","","",""
"7 on Scale 1 to 10","2010","direct migration background","general elemantary","105","0.179485828214206","0.149495522474659","0.209476133953753"
"7 on Scale 1 to 10","2010","direct migration background","middle vocational","170","0.180744525141888","0.15745811198304","0.204030938300735"
"7 on Scale 1 to 10","2010","direct migration background","vocational + Abi","62","0.237835747297255","0.191689427888044","0.283982066706466"
"7 on Scale 1 to 10","2010","direct migration background","higher vocational","24","","",""
"7 on Scale 1 to 10","2010","direct migration background","higher education","95","0.185319856165606","0.152577946843969","0.218061765487242"
"7 on Scale 1 to 10","2010","indirect migration background","in school","5","","",""
"7 on Scale 1 to 10","2010","indirect migration background","inadequately","4","","",""
"7 on Scale 1 to 10","2010","indirect migration background","general elemantary","20","","",""
"7 on Scale 1 to 10","2010","indirect migration background","middle vocational","82","0.150664019709013","0.118794908880114","0.182533130537913"
"7 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","8","","",""
"7 on Scale 1 to 10","2010","indirect migration background","higher vocational","13","","",""
"7 on Scale 1 to 10","2010","indirect migration background","higher education","31","0.22652064199944","0.162652486371581","0.290388797627299"
"8 on Scale 1 to 10","2010","no migration background","in school","95","0.331812373804584","0.279564779656955","0.384059967952213"
"8 on Scale 1 to 10","2010","no migration background","inadequately","23","","",""
"8 on Scale 1 to 10","2010","no migration background","general elemantary","317","0.175652270716973","0.157230103440878","0.194074437993069"
"8 on Scale 1 to 10","2010","no migration background","middle vocational","2396","0.211223023188996","0.203319152076238","0.219126894301755"
"8 on Scale 1 to 10","2010","no migration background","vocational + Abi","364","0.22368431000525","0.201066724631986","0.246301895378514"
"8 on Scale 1 to 10","2010","no migration background","higher vocational","337","0.249373744746308","0.227081640544614","0.271665848948001"
"8 on Scale 1 to 10","2010","no migration background","higher education","1252","0.259153450919463","0.246589121824699","0.271717780014226"
"8 on Scale 1 to 10","2010","direct migration background","in school","3","","",""
"8 on Scale 1 to 10","2010","direct migration background","inadequately","30","0.136541331512407","0.0860994899575236","0.186983173067291"
"8 on Scale 1 to 10","2010","direct migration background","general elemantary","114","0.183761467737718","0.153495222956724","0.214027712518712"
"8 on Scale 1 to 10","2010","direct migration background","middle vocational","224","0.180971554298363","0.157673749731007","0.204269358865718"
"8 on Scale 1 to 10","2010","direct migration background","vocational + Abi","93","0.270876923426912","0.222708698670739","0.319045148183085"
"8 on Scale 1 to 10","2010","direct migration background","higher vocational","31","0.277270366748624","0.19509619701751","0.359444536479738"
"8 on Scale 1 to 10","2010","direct migration background","higher education","129","0.227318148185932","0.19200252541516","0.262633770956703"
"8 on Scale 1 to 10","2010","indirect migration background","in school","19","","",""
"8 on Scale 1 to 10","2010","indirect migration background","inadequately","5","","",""
"8 on Scale 1 to 10","2010","indirect migration background","general elemantary","47","0.206449738997091","0.149928800241416","0.262970677752767"
"8 on Scale 1 to 10","2010","indirect migration background","middle vocational","117","0.241961407005039","0.203807051736695","0.280115762273383"
"8 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","21","","",""
"8 on Scale 1 to 10","2010","indirect migration background","higher vocational","4","","",""
"8 on Scale 1 to 10","2010","indirect migration background","higher education","47","0.211637670677035","0.149312204240129","0.273963137113941"
"9 on Scale 1 to 10","2010","no migration background","in school","87","0.241915190670455","0.194396850615771","0.289433530725138"
"9 on Scale 1 to 10","2010","no migration background","inadequately","11","","",""
"9 on Scale 1 to 10","2010","no migration background","general elemantary","157","0.0783783363862547","0.065366668425675","0.0913900043468345"
"9 on Scale 1 to 10","2010","no migration background","middle vocational","1116","0.0967756749323044","0.0910507074176563","0.102500642446952"
"9 on Scale 1 to 10","2010","no migration background","vocational + Abi","196","0.122885265254473","0.105066097994401","0.140704432514545"
"9 on Scale 1 to 10","2010","no migration background","higher vocational","166","0.0822913440910859","0.0681319940800172","0.0964506941021546"
"9 on Scale 1 to 10","2010","no migration background","higher education","735","0.132279966667951","0.122565174265413","0.141994759070488"
"9 on Scale 1 to 10","2010","direct migration background","in school","6","","",""
"9 on Scale 1 to 10","2010","direct migration background","inadequately","11","","",""
"9 on Scale 1 to 10","2010","direct migration background","general elemantary","56","0.0799266326831583","0.058734251526643","0.101119013839674"
"9 on Scale 1 to 10","2010","direct migration background","middle vocational","145","0.131580179498767","0.111124192088971","0.152036166908562"
"9 on Scale 1 to 10","2010","direct migration background","vocational + Abi","41","0.0738807724447221","0.0455294462443125","0.102232098645132"
"9 on Scale 1 to 10","2010","direct migration background","higher vocational","9","","",""
"9 on Scale 1 to 10","2010","direct migration background","higher education","103","0.165268535545401","0.133970437987014","0.196566633103787"
"9 on Scale 1 to 10","2010","indirect migration background","in school","22","","",""
"9 on Scale 1 to 10","2010","indirect migration background","inadequately","1","","",""
"9 on Scale 1 to 10","2010","indirect migration background","general elemantary","33","0.296374552375487","0.232606052218954","0.360143052532021"
"9 on Scale 1 to 10","2010","indirect migration background","middle vocational","73","0.184531091132241","0.149971874562441","0.219090307702042"
"9 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","25","","",""
"9 on Scale 1 to 10","2010","indirect migration background","higher vocational","14","","",""
"9 on Scale 1 to 10","2010","indirect migration background","higher education","38","0.208122460836716","0.146179122467101","0.270065799206331"
"10 Completely satisfied","2010","no migration background","in school","47","0.143074521477449","0.104221618563555","0.181927424391342"
"10 Completely satisfied","2010","no migration background","inadequately","13","","",""
"10 Completely satisfied","2010","no migration background","general elemantary","151","0.0759481000621209","0.0631228673713078","0.0887733327529341"
