"m11125","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"9 on Scale 1 to 10","2011","Lower Saxony","vocational + Abi","29","","",""
"9 on Scale 1 to 10","2011","Lower Saxony","higher vocational","11","","",""
"9 on Scale 1 to 10","2011","Lower Saxony","higher education","75","0.133418530674448","0.10193221394888","0.164904847400017"
"9 on Scale 1 to 10","2011","Bremen","in school","","","",""
"9 on Scale 1 to 10","2011","Bremen","inadequately","1","","",""
"9 on Scale 1 to 10","2011","Bremen","general elemantary","1","","",""
"9 on Scale 1 to 10","2011","Bremen","middle vocational","11","","",""
"9 on Scale 1 to 10","2011","Bremen","vocational + Abi","2","","",""
"9 on Scale 1 to 10","2011","Bremen","higher vocational","","","",""
"9 on Scale 1 to 10","2011","Bremen","higher education","8","","",""
"9 on Scale 1 to 10","2011","North Rhine-Westphalia","in school","32","0.253830286016304","0.175307153643028","0.33235341838958"
"9 on Scale 1 to 10","2011","North Rhine-Westphalia","inadequately","6","","",""
"9 on Scale 1 to 10","2011","North Rhine-Westphalia","general elemantary","57","0.0957760097454406","0.072796318003934","0.118755701486947"
"9 on Scale 1 to 10","2011","North Rhine-Westphalia","middle vocational","239","0.0888575292265529","0.0773802126891453","0.10033484576396"
"9 on Scale 1 to 10","2011","North Rhine-Westphalia","vocational + Abi","80","0.148606357377355","0.117915633199724","0.179297081554987"
"9 on Scale 1 to 10","2011","North Rhine-Westphalia","higher vocational","30","0.0752647256235787","0.0451595242501329","0.105369926997025"
"9 on Scale 1 to 10","2011","North Rhine-Westphalia","higher education","180","0.143532393960967","0.122514476928238","0.164550310993695"
"9 on Scale 1 to 10","2011","Hesse","in school","11","","",""
"9 on Scale 1 to 10","2011","Hesse","inadequately","","","",""
"9 on Scale 1 to 10","2011","Hesse","general elemantary","18","","",""
"9 on Scale 1 to 10","2011","Hesse","middle vocational","74","0.0808093477997446","0.0610792288261406","0.100539466773349"
"9 on Scale 1 to 10","2011","Hesse","vocational + Abi","26","","",""
"9 on Scale 1 to 10","2011","Hesse","higher vocational","13","","",""
"9 on Scale 1 to 10","2011","Hesse","higher education","79","0.144260248868967","0.113401549932127","0.175118947805806"
"9 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","in school","7","","",""
"9 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"9 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","general elemantary","20","","",""
"9 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","middle vocational","108","0.11439867148466","0.091403386086532","0.137393956882788"
"9 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","vocational + Abi","25","","",""
"9 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher vocational","18","","",""
"9 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher education","48","0.184615531708365","0.135323701082187","0.233907362334542"
"9 on Scale 1 to 10","2011","Baden-Württemberg","in school","21","","",""
"9 on Scale 1 to 10","2011","Baden-Württemberg","inadequately","2","","",""
"9 on Scale 1 to 10","2011","Baden-Württemberg","general elemantary","44","0.0938069108915599","0.0638549548670083","0.123758866916112"
"9 on Scale 1 to 10","2011","Baden-Württemberg","middle vocational","184","0.111074620088676","0.0950604633344521","0.1270887768429"
"9 on Scale 1 to 10","2011","Baden-Württemberg","vocational + Abi","39","0.165806271851129","0.11699393532032","0.214618608381939"
"9 on Scale 1 to 10","2011","Baden-Württemberg","higher vocational","39","0.126710802326897","0.0833417696126215","0.170079835041173"
"9 on Scale 1 to 10","2011","Baden-Württemberg","higher education","149","0.183484136818692","0.155801357070015","0.211166916567369"
"9 on Scale 1 to 10","2011","Bavaria","in school","16","","",""
"9 on Scale 1 to 10","2011","Bavaria","inadequately","","","",""
"9 on Scale 1 to 10","2011","Bavaria","general elemantary","39","0.0910441512567496","0.0629230396169615","0.119165262896538"
"9 on Scale 1 to 10","2011","Bavaria","middle vocational","270","0.102572400288847","0.0896998127573576","0.115444987820336"
"9 on Scale 1 to 10","2011","Bavaria","vocational + Abi","38","0.113340211923136","0.0730657145582506","0.153614709288021"
"9 on Scale 1 to 10","2011","Bavaria","higher vocational","44","0.114449877933738","0.0776822097486316","0.151217546118845"
"9 on Scale 1 to 10","2011","Bavaria","higher education","150","0.199952934601361","0.17195592029883","0.227949948903892"
"9 on Scale 1 to 10","2011","Berlin","in school","","","",""
"9 on Scale 1 to 10","2011","Berlin","inadequately","1","","",""
"9 on Scale 1 to 10","2011","Berlin","general elemantary","4","","",""
"9 on Scale 1 to 10","2011","Berlin","middle vocational","26","","",""
"9 on Scale 1 to 10","2011","Berlin","vocational + Abi","11","","",""
"9 on Scale 1 to 10","2011","Berlin","higher vocational","5","","",""
"9 on Scale 1 to 10","2011","Berlin","higher education","50","0.118889536775134","0.0850299596770565","0.152749113873212"
"9 on Scale 1 to 10","2011","Brandenburg","in school","4","","",""
"9 on Scale 1 to 10","2011","Brandenburg","inadequately","","","",""
"9 on Scale 1 to 10","2011","Brandenburg","general elemantary","8","","",""
"9 on Scale 1 to 10","2011","Brandenburg","middle vocational","39","0.0606098087512628","0.0400812301680353","0.0811383873344903"
"9 on Scale 1 to 10","2011","Brandenburg","vocational + Abi","8","","",""
"9 on Scale 1 to 10","2011","Brandenburg","higher vocational","4","","",""
"9 on Scale 1 to 10","2011","Brandenburg","higher education","24","","",""
"9 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","in school","3","","",""
"9 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","inadequately","","","",""
"9 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"9 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","middle vocational","28","","",""
"9 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","vocational + Abi","7","","",""
"9 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher vocational","4","","",""
"9 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher education","13","","",""
"9 on Scale 1 to 10","2011","Saxony","in school","6","","",""
"9 on Scale 1 to 10","2011","Saxony","inadequately","","","",""
"9 on Scale 1 to 10","2011","Saxony","general elemantary","8","","",""
"9 on Scale 1 to 10","2011","Saxony","middle vocational","95","0.0627573511967477","0.0472533965921588","0.0782613058013366"
"9 on Scale 1 to 10","2011","Saxony","vocational + Abi","16","","",""
"9 on Scale 1 to 10","2011","Saxony","higher vocational","13","","",""
"9 on Scale 1 to 10","2011","Saxony","higher education","49","0.116191155732809","0.085902529872362","0.146479781593257"
"9 on Scale 1 to 10","2011","Saxony-Anhalt","in school","","","",""
"9 on Scale 1 to 10","2011","Saxony-Anhalt","inadequately","2","","",""
"9 on Scale 1 to 10","2011","Saxony-Anhalt","general elemantary","7","","",""
"9 on Scale 1 to 10","2011","Saxony-Anhalt","middle vocational","46","0.101015670479562","0.0755988250840727","0.126432515875051"
"9 on Scale 1 to 10","2011","Saxony-Anhalt","vocational + Abi","8","","",""
"9 on Scale 1 to 10","2011","Saxony-Anhalt","higher vocational","6","","",""
"9 on Scale 1 to 10","2011","Saxony-Anhalt","higher education","26","","",""
"9 on Scale 1 to 10","2011","Thuringia","in school","3","","",""
"9 on Scale 1 to 10","2011","Thuringia","inadequately","","","",""
"9 on Scale 1 to 10","2011","Thuringia","general elemantary","4","","",""
"9 on Scale 1 to 10","2011","Thuringia","middle vocational","57","0.0909946814349188","0.0681340870536571","0.11385527581618"
"9 on Scale 1 to 10","2011","Thuringia","vocational + Abi","8","","",""
"9 on Scale 1 to 10","2011","Thuringia","higher vocational","7","","",""
"9 on Scale 1 to 10","2011","Thuringia","higher education","27","","",""
"10 Completely satisfied","2011","Schleswig-Holstein","in school","4","","",""
"10 Completely satisfied","2011","Schleswig-Holstein","inadequately","2","","",""
"10 Completely satisfied","2011","Schleswig-Holstein","general elemantary","11","","",""
"10 Completely satisfied","2011","Schleswig-Holstein","middle vocational","49","0.104281671082389","0.075659619678357","0.132903722486421"
"10 Completely satisfied","2011","Schleswig-Holstein","vocational + Abi","5","","",""
"10 Completely satisfied","2011","Schleswig-Holstein","higher vocational","8","","",""
"10 Completely satisfied","2011","Schleswig-Holstein","higher education","8","","",""
"10 Completely satisfied","2011","Hamburg","in school","1","","",""
"10 Completely satisfied","2011","Hamburg","inadequately","","","",""
"10 Completely satisfied","2011","Hamburg","general elemantary","4","","",""
"10 Completely satisfied","2011","Hamburg","middle vocational","8","","",""
"10 Completely satisfied","2011","Hamburg","vocational + Abi","7","","",""
"10 Completely satisfied","2011","Hamburg","higher vocational","1","","",""
"10 Completely satisfied","2011","Hamburg","higher education","11","","",""
"10 Completely satisfied","2011","Lower Saxony","in school","7","","",""
"10 Completely satisfied","2011","Lower Saxony","inadequately","3","","",""
"10 Completely satisfied","2011","Lower Saxony","general elemantary","24","","",""
"10 Completely satisfied","2011","Lower Saxony","middle vocational","80","0.0635202371844572","0.04977789811646","0.0772625762524545"
"10 Completely satisfied","2011","Lower Saxony","vocational + Abi","11","","",""
"10 Completely satisfied","2011","Lower Saxony","higher vocational","12","","",""
"10 Completely satisfied","2011","Lower Saxony","higher education","30","0.0477222503751662","0.0279820589424211","0.0674624418079113"
"10 Completely satisfied","2011","Bremen","in school","1","","",""
"10 Completely satisfied","2011","Bremen","inadequately","1","","",""
"10 Completely satisfied","2011","Bremen","general elemantary","","","",""
"10 Completely satisfied","2011","Bremen","middle vocational","6","","",""
"10 Completely satisfied","2011","Bremen","vocational + Abi","","","",""
"10 Completely satisfied","2011","Bremen","higher vocational","1","","",""
"10 Completely satisfied","2011","Bremen","higher education","7","","",""
"10 Completely satisfied","2011","North Rhine-Westphalia","in school","21","","",""
"10 Completely satisfied","2011","North Rhine-Westphalia","inadequately","24","","",""
"10 Completely satisfied","2011","North Rhine-Westphalia","general elemantary","68","0.0617600974544057","0.042963088331835","0.0805571065769765"
"10 Completely satisfied","2011","North Rhine-Westphalia","middle vocational","230","0.0842130785247373","0.0730112972627228","0.0954148597867518"
"10 Completely satisfied","2011","North Rhine-Westphalia","vocational + Abi","53","0.0748533941500385","0.0521477269001749","0.097559061399902"
"10 Completely satisfied","2011","North Rhine-Westphalia","higher vocational","9","","",""
"10 Completely satisfied","2011","North Rhine-Westphalia","higher education","107","0.0963701430830687","0.078680226852723","0.114060059313414"
"10 Completely satisfied","2011","Hesse","in school","9","","",""
"10 Completely satisfied","2011","Hesse","inadequately","5","","",""
"10 Completely satisfied","2011","Hesse","general elemantary","21","","",""
"10 Completely satisfied","2011","Hesse","middle vocational","46","0.0538055637892854","0.0374712877020372","0.0701398398765335"
"10 Completely satisfied","2011","Hesse","vocational + Abi","13","","",""
"10 Completely satisfied","2011","Hesse","higher vocational","6","","",""
"10 Completely satisfied","2011","Hesse","higher education","39","0.113315943107696","0.0854763182815517","0.141155567933841"
"10 Completely satisfied","2011","Rhineland-Palatinate,Saarland","in school","5","","",""
"10 Completely satisfied","2011","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"10 Completely satisfied","2011","Rhineland-Palatinate,Saarland","general elemantary","16","","",""
"10 Completely satisfied","2011","Rhineland-Palatinate,Saarland","middle vocational","47","0.0675750429573772","0.0494403881302491","0.0857096977845053"
"10 Completely satisfied","2011","Rhineland-Palatinate,Saarland","vocational + Abi","8","","",""
"10 Completely satisfied","2011","Rhineland-Palatinate,Saarland","higher vocational","7","","",""
"10 Completely satisfied","2011","Rhineland-Palatinate,Saarland","higher education","22","","",""
"10 Completely satisfied","2011","Baden-Württemberg","in school","7","","",""
"10 Completely satisfied","2011","Baden-Württemberg","inadequately","5","","",""
"10 Completely satisfied","2011","Baden-Württemberg","general elemantary","30","0.0474019681754309","0.0255721345226666","0.0692318018281951"
"10 Completely satisfied","2011","Baden-Württemberg","middle vocational","124","0.0616309130818224","0.0493748736061398","0.073886952557505"
"10 Completely satisfied","2011","Baden-Württemberg","vocational + Abi","21","","",""
"10 Completely satisfied","2011","Baden-Württemberg","higher vocational","10","","",""
"10 Completely satisfied","2011","Baden-Württemberg","higher education","85","0.102067855277961","0.0804160368427598","0.123719673713162"
"10 Completely satisfied","2011","Bavaria","in school","15","","",""
"10 Completely satisfied","2011","Bavaria","inadequately","7","","",""
"10 Completely satisfied","2011","Bavaria","general elemantary","45","0.09657938844871","0.0677043688682414","0.125454408029179"
"10 Completely satisfied","2011","Bavaria","middle vocational","172","0.0809465444347471","0.0693742246443834","0.0925188642251108"
"10 Completely satisfied","2011","Bavaria","vocational + Abi","19","","",""
"10 Completely satisfied","2011","Bavaria","higher vocational","21","","",""
"10 Completely satisfied","2011","Bavaria","higher education","50","0.0376072274826404","0.0242903656240024","0.0509240893412784"
"10 Completely satisfied","2011","Berlin","in school","3","","",""
"10 Completely satisfied","2011","Berlin","inadequately","2","","",""
"10 Completely satisfied","2011","Berlin","general elemantary","8","","",""
"10 Completely satisfied","2011","Berlin","middle vocational","30","0.0619052690862951","0.0367305916030705","0.0870799465695197"
"10 Completely satisfied","2011","Berlin","vocational + Abi","5","","",""
"10 Completely satisfied","2011","Berlin","higher vocational","1","","",""
"10 Completely satisfied","2011","Berlin","higher education","15","","",""
"10 Completely satisfied","2011","Brandenburg","in school","3","","",""
"10 Completely satisfied","2011","Brandenburg","inadequately","1","","",""
"10 Completely satisfied","2011","Brandenburg","general elemantary","8","","",""
"10 Completely satisfied","2011","Brandenburg","middle vocational","22","","",""
"10 Completely satisfied","2011","Brandenburg","vocational + Abi","6","","",""
"10 Completely satisfied","2011","Brandenburg","higher vocational","4","","",""
"10 Completely satisfied","2011","Brandenburg","higher education","12","","",""
"10 Completely satisfied","2011","Mecklenburg-Western Pomerania","in school","","","",""
"10 Completely satisfied","2011","Mecklenburg-Western Pomerania","inadequately","1","","",""
"10 Completely satisfied","2011","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"10 Completely satisfied","2011","Mecklenburg-Western Pomerania","middle vocational","20","","",""
"10 Completely satisfied","2011","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"10 Completely satisfied","2011","Mecklenburg-Western Pomerania","higher vocational","","","",""
"10 Completely satisfied","2011","Mecklenburg-Western Pomerania","higher education","2","","",""
