"pgoeffd","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2017","no migration background","(2c_voc) vocational maturity certificate","958","0.69683506985697","0.672469963359355","0.721200176354584"
"No","2017","no migration background","(3a) lower tertiary education","727","0.639339885542655","0.611622746852606","0.667057024232703"
"No","2017","no migration background","(3b) higher tertiary education","1091","0.538458209462791","0.516707720393549","0.560208698532034"
"No","2017","direct migration background","(0) in school","3","","",""
"No","2017","direct migration background","(1a) inadequately completed","307","0.897134634316245","0.86470093103033","0.929568337602159"
"No","2017","direct migration background","(1b) general elementary school","532","0.899921999387458","0.875306889359521","0.924537109415394"
"No","2017","direct migration background","(1c) basic vocational qualification","505","0.87785770128924","0.850664170500374","0.905051232078106"
"No","2017","direct migration background","(2b) intermediate general qualification","35","0.668983659014341","0.528331522056935","0.809635795971747"
"No","2017","direct migration background","(2a) intermediate vocational","158","0.86234067611648","0.812826008163463","0.911855344069498"
"No","2017","direct migration background","(2c_gen) general maturity certificate","351","0.924860470273824","0.898528092843274","0.951192847704374"
"No","2017","direct migration background","(2c_voc) vocational maturity certificate","416","0.812004594062645","0.777445670522525","0.846563517602765"
"No","2017","direct migration background","(3a) lower tertiary education","49","0.825139165552659","0.732078109178772","0.918200221926545"
"No","2017","direct migration background","(3b) higher tertiary education","698","0.742190442229881","0.713206914125618","0.771173970334144"
"No","2017","indirect migration background","(0) in school","18","","",""
"No","2017","indirect migration background","(1a) inadequately completed","15","","",""
"No","2017","indirect migration background","(1b) general elementary school","78","0.816947951343296","0.737054473438782","0.89684142924781"
"No","2017","indirect migration background","(1c) basic vocational qualification","132","0.849323023149856","0.792452634719603","0.90619341158011"
"No","2017","indirect migration background","(2b) intermediate general qualification","61","0.845580819185079","0.761529003345311","0.929632635024846"
"No","2017","indirect migration background","(2a) intermediate vocational","175","0.835851459130676","0.786339293007536","0.885363625253817"
"No","2017","indirect migration background","(2c_gen) general maturity certificate","101","0.745151320166358","0.671641622176359","0.818661018156357"
"No","2017","indirect migration background","(2c_voc) vocational maturity certificate","97","0.866407018025591","0.804495436360637","0.928318599690545"
"No","2017","indirect migration background","(3a) lower tertiary education","36","0.550994634627511","0.419542937797093","0.682446331457929"
"No","2017","indirect migration background","(3b) higher tertiary education","96","0.631271324477808","0.556747241508826","0.70579540744679"
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","9","","",""
"Yes","2018","no migration background","(1b) general elementary school","69","0.193712001367721","0.154132340759614","0.233291661975827"
"Yes","2018","no migration background","(1c) basic vocational qualification","286","0.189733435310854","0.170307729189964","0.209159141431743"
"Yes","2018","no migration background","(2b) intermediate general qualification","47","0.127394882412414","0.0914763186135286","0.163313446211299"
"Yes","2018","no migration background","(2a) intermediate vocational","822","0.233769735404841","0.219628754095964","0.247910716713717"
"Yes","2018","no migration background","(2c_gen) general maturity certificate","116","0.223982465693487","0.185674845712153","0.262290085674821"
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","393","0.294831765686932","0.269978564499397","0.319684966874468"
"Yes","2018","no migration background","(3a) lower tertiary education","404","0.380783894734087","0.35182402388033","0.409743765587845"
"Yes","2018","no migration background","(3b) higher tertiary education","890","0.477681687862907","0.454963218824521","0.500400156901293"
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","31","0.0619317118680605","0.0387138784940473","0.0851495452420738"
"Yes","2018","direct migration background","(1b) general elementary school","43","0.117792766969332","0.0916030251255971","0.143982508813066"
"Yes","2018","direct migration background","(1c) basic vocational qualification","50","0.14305561879791","0.113386819006163","0.172724418589658"
"Yes","2018","direct migration background","(2b) intermediate general qualification","8","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","34","0.252802959472416","0.186885797030247","0.318720121914585"
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","43","0.162298122825638","0.126163827640963","0.198432418010314"
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","69","0.162262571104324","0.127968444853007","0.19655669735564"
"Yes","2018","direct migration background","(3a) lower tertiary education","21","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","207","0.269915773629722","0.241057738038566","0.298773809220877"
"Yes","2018","indirect migration background","(0) in school","","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","12","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","19","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","9","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","42","0.175185814469429","0.124016724922421","0.226354904016438"
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","29","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2018","indirect migration background","(3a) lower tertiary education","23","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","60","0.386593100420734","0.307602931811516","0.465583269029951"
"No","2018","no migration background","(0) in school","27","","",""
"No","2018","no migration background","(1a) inadequately completed","57","0.827306303443422","0.736116236859795","0.918496370027049"
"No","2018","no migration background","(1b) general elementary school","314","0.806287998632279","0.766708338024173","0.845867659240386"
