"pli0097_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","2015","Brandenburg","Male","405","0.856722367357651","0.824459107849231","0.888985626866071","5"
"Never","2015","Brandenburg","Female","516","0.927688315339146","0.906217552735966","0.949159077942327","5"
"Never","2015","Mecklenburg-Western Pomerania","Male","220","0.912215909733513","0.877067543329566","0.94736427613746","5"
"Never","2015","Mecklenburg-Western Pomerania","Female","290","0.935434889271179","0.908077605445999","0.962792173096358","5"
"Never","2015","Saxony","Male","653","0.904771632898992","0.883551061290548","0.925992204507435","5"
"Never","2015","Saxony","Female","759","0.946112924046648","0.930534442637719","0.961691405455576","5"
"Never","2015","Saxony-Anhalt","Male","366","0.925141560176177","0.899416313620722","0.950866806731632","5"
"Never","2015","Saxony-Anhalt","Female","462","0.921787583748273","0.898133900867992","0.945441266628554","5"
"Never","2015","Thuringia","Male","404","0.899173086596186","0.871445703944826","0.926900469247545","5"
"Never","2015","Thuringia","Female","493","0.953326271251704","0.935316847662311","0.971335694841096","5"
"Rarely","2015","North Rhine-Westphalia","Female","124","0.0470663499817496","0.0395243757228621","0.0546083242406371","4"
"Rarely","2015","Hesse","Male","63","0.064005025131691","0.0478058802704943","0.0802041699928877","4"
"Rarely","2015","Baden-Württemberg","Male","110","0.0782042201357494","0.0645850501755641","0.0918233900959348","4"
"Rarely","2015","Baden-Württemberg","Female","86","0.0395417081551368","0.0303612041289161","0.0487222121813575","4"
"Rarely","2015","Bavaria","Male","171","0.0808355338890316","0.0689515322480791","0.0927195355299841","4"
"Rarely","2015","Hesse","Female","52","0.040039444962841","0.0279425690364907","0.0521363208891913","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Male","59","0.070636129906079","0.0521633518424056","0.0891089079697523","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Female","51","0.05857468156254","0.0429706661787702","0.0741786969463098","4"
"Rarely","2015","Bremen","Female","8","","","","4"
"Rarely","2015","North Rhine-Westphalia","Male","131","0.0552150411981465","0.0463692132644389","0.064060869131854","4"
"Rarely","2015","Bavaria","Female","147","0.0594119258883508","0.0498886687405667","0.0689351830361349","4"
"Rarely","2015","Berlin","Male","31","0.0679328331602733","0.044735271266273","0.0911303950542737","4"
"Rarely","2015","Berlin","Female","32","0.0476337287182072","0.0297025953686032","0.0655648620678112","4"
"Rarely","2015","Brandenburg","Male","30","0.0887104411065759","0.0625277334536368","0.114893148759515","4"
"Rarely","2015","Brandenburg","Female","32","0.0541489563665331","0.0353882750555808","0.0729096376774855","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Male","16","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Female","10","","","","4"
"Rarely","2015","Saxony","Male","58","0.0647399752901898","0.0469507566823271","0.0825291938980525","4"
"Rarely","2015","Saxony","Female","39","0.0462410613117705","0.0317518571836458","0.0607302654398952","4"
"Rarely","2015","Saxony-Anhalt","Male","23","","","","4"
"Rarely","2015","Saxony-Anhalt","Female","24","","","","4"
"Rarely","2015","Thuringia","Male","35","0.0819912147289727","0.0567269845750565","0.107255444882889","4"
"Rarely","2015","Thuringia","Female","28","","","","4"
"Rarely","2015","Schleswig-Holstein","Female","22","","","","4"
"Rarely","2015","Hamburg","Male","9","","","","4"
"Rarely","2015","Hamburg","Female","15","","","","4"
"Rarely","2015","Lower Saxony","Male","97","0.0920432016367428","0.0757478629506444","0.108338540322841","4"
"Rarely","2015","Lower Saxony","Female","82","0.0513321432959914","0.0397685974744601","0.0628956891175227","4"
"Rarely","2015","Bremen","Male","2","","","","4"
"Rarely","2015","Schleswig-Holstein","Male","23","","","","4"
"Daily","2016","North Rhine-Westphalia","Female","","","","","1"
"Daily","2016","Hesse","Male","","","","","1"
"Daily","2016","Hesse","Female","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2016","Baden-Württemberg","Male","","","","","1"
"Daily","2016","Baden-Württemberg","Female","","","","","1"
"Daily","2016","Bavaria","Male","","","","","1"
"Daily","2016","Bavaria","Female","","","","","1"
"Daily","2016","Berlin","Male","","","","","1"
"Daily","2016","Berlin","Female","","","","","1"
"Daily","2016","Brandenburg","Male","","","","","1"
"Daily","2016","Brandenburg","Female","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2016","Schleswig-Holstein","Female","","","","","1"
"Daily","2016","Hamburg","Male","","","","","1"
"Daily","2016","Hamburg","Female","","","","","1"
"Daily","2016","Lower Saxony","Male","","","","","1"
"Daily","2016","North Rhine-Westphalia","Male","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2016","Saxony","Male","","","","","1"
"Daily","2016","Saxony","Female","","","","","1"
"Daily","2016","Saxony-Anhalt","Female","","","","","1"
"Daily","2016","Lower Saxony","Female","","","","","1"
"Daily","2016","Bremen","Male","","","","","1"
"Daily","2016","Schleswig-Holstein","Male","","","","","1"
"Daily","2016","Thuringia","Female","","","","","1"
"Daily","2016","Thuringia","Male","","","","","1"
"Daily","2016","Bremen","Female","","","","","1"
"Daily","2016","Saxony-Anhalt","Male","","","","","1"
"Min 1x per month","2016","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2016","Hesse","Male","","","","","3"
"Min 1x per month","2016","Hesse","Female","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2016","Bavaria","Male","","","","","3"
"Min 1x per month","2016","Bavaria","Female","","","","","3"
"Min 1x per month","2016","Berlin","Male","","","","","3"
"Min 1x per month","2016","Berlin","Female","","","","","3"
"Min 1x per month","2016","Brandenburg","Male","","","","","3"
"Min 1x per month","2016","Brandenburg","Female","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2016","Saxony","Male","","","","","3"
"Min 1x per month","2016","Saxony","Female","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2016","Hamburg","Male","","","","","3"
"Min 1x per month","2016","Hamburg","Female","","","","","3"
"Min 1x per month","2016","Thuringia","Female","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2016","Thuringia","Male","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","2016","Bremen","Female","","","","","3"
"Min 1x per month","2016","Bremen","Male","","","","","3"
"Min 1x per month","2016","Lower Saxony","Female","","","","","3"
"Min 1x per month","2016","Lower Saxony","Male","","","","","3"
"Min 1x per week","2016","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2016","Hesse","Male","","","","","2"
"Min 1x per week","2016","Hesse","Female","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2016","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2016","Bavaria","Male","","","","","2"
"Min 1x per week","2016","Bavaria","Female","","","","","2"
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2016","Saxony","Male","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2016","Hamburg","Male","","","","","2"
"Min 1x per week","2016","Hamburg","Female","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2016","Thuringia","Female","","","","","2"
"Min 1x per week","2016","Lower Saxony","Male","","","","","2"
"Min 1x per week","2016","Thuringia","Male","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2016","Berlin","Female","","","","","2"
"Min 1x per week","2016","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","2016","Bremen","Female","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2016","Berlin","Male","","","","","2"
"Min 1x per week","2016","Lower Saxony","Female","","","","","2"
"Min 1x per week","2016","Brandenburg","Female","","","","","2"
"Min 1x per week","2016","Brandenburg","Male","","","","","2"
"Min 1x per week","2016","Saxony","Female","","","","","2"
"Min 1x per week","2016","Bremen","Male","","","","","2"
"Min 1x per week","2016","Saxony-Anhalt","Male","","","","","2"
"Never","2016","Schleswig-Holstein","Male","","","","","5"
"Never","2016","Schleswig-Holstein","Female","","","","","5"
"Never","2016","Hamburg","Male","","","","","5"
"Never","2016","Hamburg","Female","","","","","5"
"Never","2016","Lower Saxony","Male","","","","","5"
"Never","2016","Lower Saxony","Female","","","","","5"
"Never","2016","Bremen","Male","","","","","5"
"Never","2016","Bremen","Female","","","","","5"
"Never","2016","North Rhine-Westphalia","Male","","","","","5"
"Never","2016","North Rhine-Westphalia","Female","","","","","5"
"Never","2016","Hesse","Male","","","","","5"
"Never","2016","Hesse","Female","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2016","Baden-Württemberg","Male","","","","","5"
"Never","2016","Baden-Württemberg","Female","","","","","5"
"Never","2016","Bavaria","Male","","","","","5"
"Never","2016","Bavaria","Female","","","","","5"
"Never","2016","Berlin","Male","","","","","5"
"Never","2016","Berlin","Female","","","","","5"
"Never","2016","Brandenburg","Male","","","","","5"
"Never","2016","Brandenburg","Female","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","2016","Saxony","Male","","","","","5"
"Never","2016","Saxony","Female","","","","","5"
"Never","2016","Saxony-Anhalt","Male","","","","","5"
"Never","2016","Saxony-Anhalt","Female","","","","","5"
"Never","2016","Thuringia","Male","","","","","5"
"Never","2016","Thuringia","Female","","","","","5"
"Rarely","2016","North Rhine-Westphalia","Female","","","","","4"
"Rarely","2016","Hesse","Male","","","","","4"
"Rarely","2016","Hesse","Female","","","","","4"
"Rarely","2016","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","2016","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","2016","Baden-Württemberg","Male","","","","","4"
"Rarely","2016","Baden-Württemberg","Female","","","","","4"
"Rarely","2016","Bavaria","Male","","","","","4"
"Rarely","2016","Bremen","Female","","","","","4"
"Rarely","2016","North Rhine-Westphalia","Male","","","","","4"
"Rarely","2016","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","2016","Saxony","Male","","","","","4"
"Rarely","2016","Saxony","Female","","","","","4"
"Rarely","2016","Saxony-Anhalt","Male","","","","","4"
"Rarely","2016","Saxony-Anhalt","Female","","","","","4"
"Rarely","2016","Thuringia","Male","","","","","4"
"Rarely","2016","Thuringia","Female","","","","","4"
"Rarely","2016","Schleswig-Holstein","Male","","","","","4"
"Rarely","2016","Bavaria","Female","","","","","4"
"Rarely","2016","Berlin","Male","","","","","4"
"Rarely","2016","Berlin","Female","","","","","4"
"Rarely","2016","Brandenburg","Male","","","","","4"
"Rarely","2016","Brandenburg","Female","","","","","4"
"Rarely","2016","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","2016","Schleswig-Holstein","Female","","","","","4"
"Rarely","2016","Hamburg","Male","","","","","4"
"Rarely","2016","Hamburg","Female","","","","","4"
"Rarely","2016","Lower Saxony","Male","","","","","4"
"Rarely","2016","Lower Saxony","Female","","","","","4"
"Rarely","2016","Bremen","Male","","","","","4"
"Daily","2017","North Rhine-Westphalia","Female","","","","","1"
"Daily","2017","Hesse","Male","","","","","1"
"Daily","2017","Hesse","Female","","","","","1"
"Daily","2017","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2017","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2017","Baden-Württemberg","Male","","","","","1"
"Daily","2017","Baden-Württemberg","Female","","","","","1"
"Daily","2017","Bavaria","Male","","","","","1"
"Daily","2017","Bavaria","Female","","","","","1"
"Daily","2017","Berlin","Male","","","","","1"
"Daily","2017","Berlin","Female","","","","","1"
"Daily","2017","Brandenburg","Male","","","","","1"
"Daily","2017","Brandenburg","Female","","","","","1"
"Daily","2017","North Rhine-Westphalia","Male","","","","","1"
"Daily","2017","Thuringia","Female","","","","","1"
"Daily","2017","Schleswig-Holstein","Female","","","","","1"
"Daily","2017","Hamburg","Male","","","","","1"
"Daily","2017","Hamburg","Female","","","","","1"
"Daily","2017","Lower Saxony","Male","","","","","1"
"Daily","2017","Lower Saxony","Female","","","","","1"
"Daily","2017","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2017","Saxony","Male","","","","","1"
"Daily","2017","Saxony","Female","","","","","1"
"Daily","2017","Saxony-Anhalt","Male","","","","","1"
"Daily","2017","Thuringia","Male","","","","","1"
"Daily","2017","Bremen","Male","","","","","1"
"Daily","2017","Bremen","Female","","","","","1"
"Daily","2017","Saxony-Anhalt","Female","","","","","1"
"Daily","2017","Schleswig-Holstein","Male","","","","","1"
"Daily","2017","Mecklenburg-Western Pomerania","Male","","","","","1"
"Min 1x per month","2017","Schleswig-Holstein","Male","6","","","","3"
"Min 1x per month","2017","Schleswig-Holstein","Female","7","","","","3"
"Min 1x per month","2017","Hamburg","Male","4","","","","3"
"Min 1x per month","2017","North Rhine-Westphalia","Female","24","","","","3"
"Min 1x per month","2017","Hesse","Male","16","","","","3"
"Min 1x per month","2017","Hesse","Female","8","","","","3"
"Min 1x per month","2017","Rhineland-Palatinate,Saarland","Male","20","","","","3"
"Min 1x per month","2017","Rhineland-Palatinate,Saarland","Female","14","","","","3"
"Min 1x per month","2017","Baden-Württemberg","Male","29","","","","3"
"Min 1x per month","2017","Baden-Württemberg","Female","21","","","","3"
