"pli0097_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2011","Couple + C. GT 16 ","higher vocational","3","","","","2"
"Min 1x per week","2011","Couple + C. GT 16 ","higher education","15","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","in school","1","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","general elemantary","1","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","middle vocational","8","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","vocational + Abi","1","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","higher vocational","1","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","higher education","9","","","","2"
"Min 1x per week","2011","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","2011","1-pers.-HH","general elemantary","1","","","","2"
"Min 1x per week","2011","1-pers.-HH","middle vocational","11","","","","2"
"Never","2011","1-pers.-HH","in school","6","","","","5"
"Never","2011","1-pers.-HH","inadequately","47","0.99114452592819","0.964641108692574","1.01764794316381","5"
"Never","2011","1-pers.-HH","general elemantary","482","0.968145254605241","0.952767725497698","0.983522783712785","5"
"Never","2011","1-pers.-HH","middle vocational","1717","0.931886285189632","0.920343216247007","0.943429354132257","5"
"Never","2011","1-pers.-HH","vocational + Abi","191","0.941676964310587","0.909517852842946","0.973836075778228","5"
"Never","2011","1-pers.-HH","higher vocational","191","0.914581526277188","0.876868274604882","0.952294777949494","5"
"Never","2011","1-pers.-HH","higher education","621","0.841299271931616","0.815008044956586","0.867590498906645","5"
"Never","2011","(Married) couple without C. ","in school","","","","","5"
"Never","2011","(Married) couple without C. ","inadequately","68","0.985859980674274","0.958201285290287","1.01351867605826","5"
"Never","2011","(Married) couple without C. ","general elemantary","668","0.966812101581264","0.95352343837253","0.980100764789998","5"
"Never","2011","(Married) couple without C. ","middle vocational","3957","0.917284964188233","0.909012428690271","0.925557499686196","5"
"Never","2011","(Married) couple without C. ","vocational + Abi","349","0.928935849620693","0.902931224166582","0.954940475074804","5"
"Never","2011","(Married) couple without C. ","higher vocational","562","0.915767435864768","0.89399331190052","0.937541559829017","5"
"Never","2011","(Married) couple without C. ","higher education","1715","0.852951769228475","0.837526678888789","0.868376859568162","5"
"Never","2011","Single parent ","in school","104","0.909454699028475","0.856070823949212","0.962838574107739","5"
"Never","2011","Single parent ","inadequately","60","0.987055728927524","0.958919759551968","1.01519169830308","5"
"Never","2011","Single parent ","general elemantary","413","0.91134003398175","0.884719605575079","0.937960462388422","5"
"Never","2011","Single parent ","middle vocational","1309","0.955070031026553","0.944116846787597","0.966023215265509","5"
"Never","2011","Single parent ","vocational + Abi","232","0.949262232228012","0.922112221249036","0.976412243206988","5"
"Never","2011","Single parent ","higher vocational","92","0.907638630507646","0.851172364209676","0.964104896805616","5"
"Never","2011","Single parent ","higher education","363","0.850062768757376","0.816279654191017","0.883845883323734","5"
"Never","2011","Couple + C. LE 16 ","in school","","","","","5"
"Never","2011","Couple + C. LE 16 ","inadequately","136","0.999254824684233","0.994685466905044","1.00382418246342","5"
"Never","2011","Couple + C. LE 16 ","general elemantary","540","0.96228224768812","0.946503293451355","0.978061201924884","5"
"Never","2011","Couple + C. LE 16 ","middle vocational","3460","0.941699453763342","0.934142427903494","0.949256479623189","5"
"Never","2011","Couple + C. LE 16 ","vocational + Abi","798","0.955574476414231","0.941665894527499","0.969483058300963","5"
"Never","2011","Couple + C. LE 16 ","higher vocational","500","0.90897745820678","0.88519641131048","0.93275850510308","5"
"Never","2011","Couple + C. LE 16 ","higher education","1815","0.884862211697861","0.8710518142077","0.898672609188021","5"
"Never","2011","Couple + C. GT 16 ","in school","132","0.832809801314289","0.773489326596241","0.892130276032336","5"
"Never","2011","Couple + C. GT 16 ","inadequately","32","0.983402705922508","0.940459647037864","1.02634576480715","5"
"Never","2011","Couple + C. GT 16 ","general elemantary","325","0.94748575984148","0.923740707532602","0.971230812150358","5"
"Never","2011","Couple + C. GT 16 ","middle vocational","1472","0.904217027230212","0.889912671009197","0.918521383451227","5"
"Never","2011","Couple + C. GT 16 ","vocational + Abi","173","0.905573743626272","0.863994212513581","0.947153274738963","5"
"Never","2011","Couple + C. GT 16 ","higher vocational","177","0.876725199902244","0.832678831925454","0.920771567879033","5"
"Never","2011","Couple + C. GT 16 ","higher education","482","0.837264691701135","0.807479913581734","0.867049469820537","5"
"Never","2011","Couple + C. LE and GT 16","in school","181","0.899675521853691","0.857399546799234","0.941951496908148","5"
"Never","2011","Couple + C. LE and GT 16","inadequately","43","0.988824327344266","0.957763132331091","1.01988552235744","5"
"Never","2011","Couple + C. LE and GT 16","general elemantary","291","0.935045484637278","0.907567182572034","0.962523786702522","5"
"Never","2011","Couple + C. LE and GT 16","middle vocational","790","0.885136680740699","0.86397326814353","0.906300093337868","5"
"Never","2011","Couple + C. LE and GT 16","vocational + Abi","112","0.931303173369871","0.886235069647509","0.976371277092232","5"
"Never","2011","Couple + C. LE and GT 16","higher vocational","96","0.807993777043885","0.736623592393057","0.879363961694713","5"
"Never","2011","Couple + C. LE and GT 16","higher education","259","0.852962897200058","0.813916309353972","0.892009485046144","5"
"Rarely","2011","1-pers.-HH","in school","1","","","","4"
"Rarely","2011","1-pers.-HH","inadequately","","","","","4"
"Rarely","2011","1-pers.-HH","general elemantary","15","","","","4"
"Rarely","2011","1-pers.-HH","vocational + Abi","10","","","","4"
"Rarely","2011","1-pers.-HH","higher vocational","14","","","","4"
"Rarely","2011","1-pers.-HH","higher education","79","0.102359457321706","0.0805491715726992","0.124169743070713","4"
"Rarely","2011","(Married) couple without C. ","in school","","","","","4"
"Rarely","2011","(Married) couple without C. ","inadequately","2","","","","4"
"Rarely","2011","(Married) couple without C. ","general elemantary","25","","","","4"
"Rarely","2011","(Married) couple without C. ","middle vocational","218","0.0630575776341695","0.0557576363967696","0.0703575188715694","4"
"Rarely","2011","(Married) couple without C. ","vocational + Abi","20","","","","4"
"Rarely","2011","(Married) couple without C. ","higher vocational","43","0.0591190503338575","0.0406289552472187","0.0776091454204964","4"
"Rarely","2011","(Married) couple without C. ","higher education","195","0.0989708211185003","0.085964376631909","0.111977265605092","4"
"Rarely","2011","Single parent ","in school","3","","","","4"
"Rarely","2011","Single parent ","inadequately","","","","","4"
"Rarely","2011","Single parent ","vocational + Abi","15","","","","4"
"Rarely","2011","Single parent ","higher vocational","5","","","","4"
"Rarely","2011","Single parent ","higher education","53","0.132337092365148","0.100271759321621","0.164402425408675","4"
"Rarely","2011","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2011","Couple + C. LE 16 ","inadequately","1","","","","4"
"Rarely","2011","Couple + C. LE 16 ","general elemantary","14","","","","4"
"Rarely","2011","Couple + C. LE 16 ","middle vocational","167","0.0453228623715415","0.0386140543653039","0.0520316703777791","4"
"Rarely","2011","Couple + C. LE 16 ","vocational + Abi","33","0.0276598048783624","0.0165892859357884","0.0387303238209365","4"
"Rarely","2011","Couple + C. LE 16 ","higher vocational","41","0.0522163547831196","0.033823979761226","0.0706087298050131","4"
"Rarely","2011","Couple + C. LE 16 ","higher education","149","0.0671107484405772","0.0562846867237818","0.0779368101573725","4"
"Rarely","2011","Couple + C. GT 16 ","in school","12","","","","4"
"Rarely","2011","Couple + C. GT 16 ","middle vocational","116","0.0701422190900731","0.0577289595475097","0.0825554786326365","4"
"Rarely","2011","Couple + C. GT 16 ","vocational + Abi","10","","","","4"
"Rarely","2011","Couple + C. GT 16 ","higher vocational","29","","","","4"
"Rarely","2011","Couple + C. GT 16 ","higher education","75","0.113293318201928","0.0877184017176297","0.138868234686226","4"
"Rarely","2011","Couple + C. LE and GT 16","in school","9","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","general elemantary","16","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","middle vocational","59","0.0901755756446862","0.0711642191396077","0.109186932149765","4"
"Rarely","2011","Couple + C. LE and GT 16","vocational + Abi","5","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","higher vocational","13","","","","4"
"Rarely","2011","Single parent ","general elemantary","19","","","","4"
"Rarely","2011","Single parent ","middle vocational","45","0.0330946694953161","0.0236360941860425","0.0425532448045896","4"
"Rarely","2011","Couple + C. GT 16 ","inadequately","2","","","","4"
"Rarely","2011","Couple + C. GT 16 ","general elemantary","11","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","higher education","35","0.0914314787297992","0.059653134540854","0.123209822918744","4"
"Rarely","2011","1-pers.-HH","middle vocational","80","0.0520594154892308","0.0418814084099207","0.0622374225685409","4"
"Daily","2012","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2012","Single parent ","general elemantary","","","","","1"
"Daily","2012","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","2012","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","2012","Single parent ","in school","","","","","1"
"Daily","2012","Single parent ","inadequately","","","","","1"
"Daily","2012","Single parent ","middle vocational","","","","","1"
"Daily","2012","Single parent ","vocational + Abi","","","","","1"
"Daily","2012","Single parent ","higher vocational","","","","","1"
"Daily","2012","Single parent ","higher education","","","","","1"
"Daily","2012","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2012","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2012","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","2012","1-pers.-HH","inadequately","","","","","1"
"Daily","2012","1-pers.-HH","middle vocational","","","","","1"
"Daily","2012","(Married) couple without C. ","in school","","","","","1"
"Daily","2012","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","2012","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","2012","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","2012","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","2012","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","2012","1-pers.-HH","in school","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","higher education","","","","","1"
"Daily","2012","1-pers.-HH","general elemantary","","","","","1"
"Daily","2012","1-pers.-HH","higher vocational","","","","","1"
"Daily","2012","1-pers.-HH","higher education","","","","","1"
"Daily","2012","(Married) couple without C. ","inadequately","","","","","1"
"Daily","2012","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2012","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","2012","(Married) couple without C. ","higher education","","","","","1"
"Daily","2012","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","2012","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","2012","Couple + C. GT 16 ","in school","","","","","1"
"Daily","2012","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","2012","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","2012","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Min 1x per month","2012","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2012","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","2012","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","2012","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","2012","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","2012","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2012","(Married) couple without C. ","inadequately","","","","","3"
