"pli0093_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2017","direct migration background","inadequately","325","0.122282310093472","0.109175357966806","0.135389262220139","4"
"Rarely","2017","direct migration background","general elemantary","300","0.172683001643922","0.155450121164008","0.189915882123835","4"
"Rarely","2017","direct migration background","middle vocational","414","0.187222277769628","0.171740998363982","0.202703557175275","4"
"Rarely","2017","direct migration background","vocational + Abi","154","0.221114918125186","0.192102593173552","0.25012724307682","4"
"Rarely","2017","direct migration background","higher vocational","26","","","","4"
"Rarely","2017","direct migration background","higher education","547","0.32190367082917","0.302006387946881","0.34180095371146","4"
"Rarely","2017","no migration background","in school","65","0.277455201039689","0.225923092027654","0.328987310051723","4"
"Rarely","2017","no migration background","inadequately","22","","","","4"
"Rarely","2017","no migration background","general elemantary","307","0.175315426134169","0.157293382488322","0.193337469780015","4"
"Rarely","2017","no migration background","middle vocational","2386","0.243696275503858","0.235205589098893","0.252186961908823","4"
"Rarely","2017","no migration background","vocational + Abi","405","0.267849723841218","0.244993147548801","0.290706300133635","4"
"Rarely","2017","no migration background","higher vocational","395","0.286311705009149","0.262556522868808","0.310066887149489","4"
"Rarely","2017","no migration background","higher education","1501","0.282302952038901","0.269900683736845","0.294705220340956","4"
"Daily","2018","indirect migration background","in school","","","","","1"
"Daily","2018","indirect migration background","inadequately","","","","","1"
"Daily","2018","indirect migration background","general elemantary","","","","","1"
"Daily","2018","indirect migration background","middle vocational","","","","","1"
"Daily","2018","indirect migration background","vocational + Abi","","","","","1"
"Daily","2018","indirect migration background","higher vocational","","","","","1"
"Daily","2018","indirect migration background","higher education","","","","","1"
"Daily","2018","direct migration background","in school","1","","","","1"
"Daily","2018","direct migration background","inadequately","23","","","","1"
"Daily","2018","direct migration background","general elemantary","21","","","","1"
"Daily","2018","direct migration background","middle vocational","13","","","","1"
"Daily","2018","direct migration background","vocational + Abi","2","","","","1"
"Daily","2018","direct migration background","higher vocational","","","","","1"
"Daily","2018","direct migration background","higher education","13","","","","1"
"Daily","2018","no migration background","in school","","","","","1"
"Daily","2018","no migration background","inadequately","","","","","1"
"Daily","2018","no migration background","middle vocational","","","","","1"
"Daily","2018","no migration background","vocational + Abi","","","","","1"
"Daily","2018","no migration background","higher vocational","","","","","1"
"Daily","2018","no migration background","higher education","","","","","1"
"Daily","2018","no migration background","general elemantary","","","","","1"
"Min 1x per month","2018","indirect migration background","in school","","","","","3"
"Min 1x per month","2018","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2018","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2018","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2018","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2018","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2018","indirect migration background","higher education","","","","","3"
"Min 1x per month","2018","no migration background","in school","","","","","3"
"Min 1x per month","2018","no migration background","inadequately","","","","","3"
"Min 1x per month","2018","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2018","no migration background","higher vocational","","","","","3"
"Min 1x per month","2018","no migration background","higher education","","","","","3"
"Min 1x per month","2018","direct migration background","in school","2","","","","3"
"Min 1x per month","2018","direct migration background","inadequately","102","0.101821603092361","0.0862345070177178","0.117408699167004","3"
"Min 1x per month","2018","direct migration background","general elemantary","43","0.065878445767174","0.0480412305228588","0.0837156610114892","3"
"Min 1x per month","2018","direct migration background","middle vocational","44","0.0580574380230743","0.0402165171361577","0.0758983589099908","3"
"Min 1x per month","2018","direct migration background","vocational + Abi","3","","","","3"
"Min 1x per month","2018","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2018","direct migration background","higher education","55","0.0849747896889321","0.0637174486410562","0.106232130736808","3"
"Min 1x per month","2018","no migration background","general elemantary","","","","","3"
"Min 1x per month","2018","no migration background","middle vocational","","","","","3"
