"plh0206i02","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2017","Saxony","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Saxony","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Saxony","Not Working","5","","","","2"
"2 on scale 1-7 ","2017","Saxony-Anhalt","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Saxony-Anhalt","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Saxony-Anhalt","Not Working","5","","","","2"
"2 on scale 1-7 ","2017","Thuringia","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Thuringia","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Thuringia","Not Working","5","","","","2"
"2 on scale 1-7 ","2017","Hamburg","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Hamburg","Not Working","35","0.344676992967697","0.249107310340049","0.440246675595345","2"
"2 on scale 1-7 ","2017","Lower Saxony","Full Time","","","","","2"
"2 on scale 1-7 ","2017","North Rhine-Westphalia","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Hesse","Not Working","24","","","","2"
"2 on scale 1-7 ","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Baden-Württemberg","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Lower Saxony","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Lower Saxony","Not Working","13","","","","2"
"2 on scale 1-7 ","2017","Bremen","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Bremen","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Bremen","Not Working","9","","","","2"
"2 on scale 1-7 ","2017","North Rhine-Westphalia","Part Time","","","","","2"
"2 on scale 1-7 ","2017","North Rhine-Westphalia","Not Working","75","0.123986048844876","0.101205615141366","0.146766482548386","2"
"2 on scale 1-7 ","2017","Hesse","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Hesse","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Rhineland-Palatinate,Saarland","Not Working","24","","","","2"
"2 on scale 1-7 ","2017","Baden-Württemberg","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Baden-Württemberg","Not Working","29","","","","2"
"2 on scale 1-7 ","2017","Bavaria","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Bavaria","Part Time","","","","","2"
"3 on scale 1-7 ","2017","Brandenburg","Not Working","","","","","3"
"3 on scale 1-7 ","2017","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"3 on scale 1-7 ","2017","Saxony","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Saxony","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Saxony","Not Working","3","","","","3"
"3 on scale 1-7 ","2017","Brandenburg","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Schleswig-Holstein","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Schleswig-Holstein","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Schleswig-Holstein","Not Working","3","","","","3"
"3 on scale 1-7 ","2017","Hamburg","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Hamburg","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Hamburg","Not Working","5","","","","3"
"3 on scale 1-7 ","2017","Lower Saxony","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Lower Saxony","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Lower Saxony","Not Working","11","","","","3"
"3 on scale 1-7 ","2017","Bavaria","Not Working","10","","","","3"
"3 on scale 1-7 ","2017","Berlin","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Berlin","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Berlin","Not Working","2","","","","3"
"3 on scale 1-7 ","2017","Brandenburg","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Baden-Württemberg","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Bremen","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Bremen","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Baden-Württemberg","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Baden-Württemberg","Not Working","11","","","","3"
"3 on scale 1-7 ","2017","Bavaria","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Bavaria","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Rhineland-Palatinate,Saarland","Not Working","3","","","","3"
"3 on scale 1-7 ","2017","Bremen","Not Working","8","","","","3"
"3 on scale 1-7 ","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Saxony-Anhalt","Not Working","4","","","","3"
"3 on scale 1-7 ","2017","Thuringia","Part Time","","","","","3"
"3 on scale 1-7 ","2017","North Rhine-Westphalia","Not Working","43","0.0485435176660183","0.0336882612248709","0.0633987741071658","3"
"3 on scale 1-7 ","2017","Saxony-Anhalt","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Saxony-Anhalt","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Hesse","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Hesse","Part Time","","","","","3"
"3 on scale 1-7 ","2017","Thuringia","Not Working","3","","","","3"
"3 on scale 1-7 ","2017","North Rhine-Westphalia","Part Time","","","","","3"
"3 on scale 1-7 ","2017","North Rhine-Westphalia","Full Time","","","","","3"
"3 on scale 1-7 ","2017","Hesse","Not Working","11","","","","3"
"3 on scale 1-7 ","2017","Thuringia","Full Time","","","","","3"
"4 on scale 1-7","2017","Schleswig-Holstein","Full Time","","","","","4"
"4 on scale 1-7","2017","Schleswig-Holstein","Part Time","","","","","4"
"4 on scale 1-7","2017","Schleswig-Holstein","Not Working","5","","","","4"
"4 on scale 1-7","2017","Hamburg","Full Time","","","","","4"
"4 on scale 1-7","2017","Hamburg","Part Time","","","","","4"
"4 on scale 1-7","2017","Hamburg","Not Working","1","","","","4"
"4 on scale 1-7","2017","Lower Saxony","Full Time","","","","","4"
"4 on scale 1-7","2017","Lower Saxony","Part Time","","","","","4"
"4 on scale 1-7","2017","Lower Saxony","Not Working","11","","","","4"
"4 on scale 1-7","2017","Bremen","Full Time","","","","","4"
"4 on scale 1-7","2017","Bremen","Part Time","","","","","4"
"4 on scale 1-7","2017","Bremen","Not Working","3","","","","4"
"4 on scale 1-7","2017","North Rhine-Westphalia","Full Time","","","","","4"
"4 on scale 1-7","2017","Bavaria","Not Working","16","","","","4"
"4 on scale 1-7","2017","Berlin","Full Time","","","","","4"
"4 on scale 1-7","2017","Berlin","Part Time","","","","","4"
"4 on scale 1-7","2017","Berlin","Not Working","","","","","4"
"4 on scale 1-7","2017","Brandenburg","Full Time","","","","","4"
"4 on scale 1-7","2017","Brandenburg","Part Time","","","","","4"
"4 on scale 1-7","2017","Brandenburg","Not Working","1","","","","4"
"4 on scale 1-7","2017","Mecklenburg-Western Pomerania","Full Time","","","","","4"
"4 on scale 1-7","2017","Mecklenburg-Western Pomerania","Part Time","","","","","4"
"4 on scale 1-7","2017","Mecklenburg-Western Pomerania","Not Working","1","","","","4"
"4 on scale 1-7","2017","Saxony","Full Time","","","","","4"
"4 on scale 1-7","2017","Saxony","Part Time","","","","","4"
"4 on scale 1-7","2017","Saxony","Not Working","3","","","","4"
"4 on scale 1-7","2017","Saxony-Anhalt","Full Time","","","","","4"
"4 on scale 1-7","2017","Saxony-Anhalt","Part Time","","","","","4"
"4 on scale 1-7","2017","Saxony-Anhalt","Not Working","4","","","","4"
"4 on scale 1-7","2017","Thuringia","Full Time","","","","","4"
"4 on scale 1-7","2017","Baden-Württemberg","Full Time","","","","","4"
"4 on scale 1-7","2017","Baden-Württemberg","Part Time","","","","","4"
"4 on scale 1-7","2017","Baden-Württemberg","Not Working","11","","","","4"
"4 on scale 1-7","2017","North Rhine-Westphalia","Not Working","25","","","","4"
"4 on scale 1-7","2017","Hesse","Full Time","","","","","4"
"4 on scale 1-7","2017","Thuringia","Part Time","","","","","4"
"4 on scale 1-7","2017","Bavaria","Part Time","","","","","4"
"4 on scale 1-7","2017","North Rhine-Westphalia","Part Time","","","","","4"
"4 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","4"
"4 on scale 1-7","2017","Hesse","Not Working","18","","","","4"
"4 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","4"
"4 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Not Working","8","","","","4"
"4 on scale 1-7","2017","Bavaria","Full Time","","","","","4"
"4 on scale 1-7","2017","Thuringia","Not Working","2","","","","4"
"4 on scale 1-7","2017","Hesse","Part Time","","","","","4"
"5 on scale 1-7","2017","Brandenburg","Part Time","","","","","5"
"5 on scale 1-7","2017","Brandenburg","Not Working","","","","","5"
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","Not Working","1","","","","5"
"5 on scale 1-7","2017","Saxony","Full Time","","","","","5"
"5 on scale 1-7","2017","Saxony","Part Time","","","","","5"
"5 on scale 1-7","2017","Saxony","Not Working","4","","","","5"
"5 on scale 1-7","2017","Saxony-Anhalt","Full Time","","","","","5"
"5 on scale 1-7","2017","Saxony-Anhalt","Part Time","","","","","5"
"5 on scale 1-7","2017","Saxony-Anhalt","Not Working","4","","","","5"
"5 on scale 1-7","2017","Thuringia","Full Time","","","","","5"
"5 on scale 1-7","2017","Thuringia","Part Time","","","","","5"
"5 on scale 1-7","2017","Thuringia","Not Working","2","","","","5"
"5 on scale 1-7","2017","Schleswig-Holstein","Full Time","","","","","5"
"5 on scale 1-7","2017","Schleswig-Holstein","Part Time","","","","","5"
"5 on scale 1-7","2017","Schleswig-Holstein","Not Working","1","","","","5"
"5 on scale 1-7","2017","Hamburg","Full Time","","","","","5"
"5 on scale 1-7","2017","Hamburg","Part Time","","","","","5"
"5 on scale 1-7","2017","Hamburg","Not Working","","","","","5"
"5 on scale 1-7","2017","Lower Saxony","Full Time","","","","","5"
"5 on scale 1-7","2017","Lower Saxony","Part Time","","","","","5"
"5 on scale 1-7","2017","Lower Saxony","Not Working","9","","","","5"
"5 on scale 1-7","2017","Bremen","Full Time","","","","","5"
"5 on scale 1-7","2017","Bremen","Part Time","","","","","5"
"5 on scale 1-7","2017","Bremen","Not Working","3","","","","5"
"5 on scale 1-7","2017","North Rhine-Westphalia","Full Time","","","","","5"
"5 on scale 1-7","2017","North Rhine-Westphalia","Part Time","","","","","5"
"5 on scale 1-7","2017","North Rhine-Westphalia","Not Working","20","","","","5"
"5 on scale 1-7","2017","Hesse","Full Time","","","","","5"
"5 on scale 1-7","2017","Hesse","Part Time","","","","","5"
"5 on scale 1-7","2017","Bavaria","Not Working","6","","","","5"
"5 on scale 1-7","2017","Berlin","Full Time","","","","","5"
"5 on scale 1-7","2017","Berlin","Part Time","","","","","5"
"5 on scale 1-7","2017","Berlin","Not Working","1","","","","5"
"5 on scale 1-7","2017","Brandenburg","Full Time","","","","","5"
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","5"
"5 on scale 1-7","2017","Bavaria","Full Time","","","","","5"
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","5"
"5 on scale 1-7","2017","Baden-Württemberg","Full Time","","","","","5"
"5 on scale 1-7","2017","Baden-Württemberg","Not Working","9","","","","5"
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Not Working","6","","","","5"
"5 on scale 1-7","2017","Hesse","Not Working","7","","","","5"
"5 on scale 1-7","2017","Baden-Württemberg","Part Time","","","","","5"
"5 on scale 1-7","2017","Bavaria","Part Time","","","","","5"
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","Full Time","","","","","6"
"6 on scale 1-7","2017","Brandenburg","Part Time","","","","","6"
"6 on scale 1-7","2017","Saxony","Part Time","","","","","6"
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","Part Time","","","","","6"
"6 on scale 1-7","2017","Brandenburg","Not Working","","","","","6"
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","Not Working","","","","","6"
"6 on scale 1-7","2017","Saxony","Full Time","","","","","6"
"6 on scale 1-7","2017","Saxony","Not Working","2","","","","6"
"6 on scale 1-7","2017","Saxony-Anhalt","Full Time","","","","","6"
"6 on scale 1-7","2017","Saxony-Anhalt","Part Time","","","","","6"
"6 on scale 1-7","2017","Saxony-Anhalt","Not Working","","","","","6"
"6 on scale 1-7","2017","Schleswig-Holstein","Full Time","","","","","6"
"6 on scale 1-7","2017","Schleswig-Holstein","Part Time","","","","","6"
"6 on scale 1-7","2017","Schleswig-Holstein","Not Working","1","","","","6"
"6 on scale 1-7","2017","Hamburg","Full Time","","","","","6"
"6 on scale 1-7","2017","Hamburg","Part Time","","","","","6"
"6 on scale 1-7","2017","Hamburg","Not Working","","","","","6"
"6 on scale 1-7","2017","Lower Saxony","Full Time","","","","","6"
"6 on scale 1-7","2017","Lower Saxony","Part Time","","","","","6"
"6 on scale 1-7","2017","Lower Saxony","Not Working","1","","","","6"
"6 on scale 1-7","2017","Bremen","Full Time","","","","","6"
"6 on scale 1-7","2017","Bremen","Part Time","","","","","6"
"6 on scale 1-7","2017","Bremen","Not Working","4","","","","6"
"6 on scale 1-7","2017","North Rhine-Westphalia","Full Time","","","","","6"
"6 on scale 1-7","2017","North Rhine-Westphalia","Part Time","","","","","6"
"6 on scale 1-7","2017","North Rhine-Westphalia","Not Working","11","","","","6"
"6 on scale 1-7","2017","Hesse","Full Time","","","","","6"
"6 on scale 1-7","2017","Hesse","Part Time","","","","","6"
"6 on scale 1-7","2017","Hesse","Not Working","2","","","","6"
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","6"
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","6"
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","Not Working","3","","","","6"
"6 on scale 1-7","2017","Bavaria","Not Working","3","","","","6"
"6 on scale 1-7","2017","Berlin","Full Time","","","","","6"
"6 on scale 1-7","2017","Berlin","Part Time","","","","","6"
"6 on scale 1-7","2017","Berlin","Not Working","1","","","","6"
"6 on scale 1-7","2017","Brandenburg","Full Time","","","","","6"
"6 on scale 1-7","2017","Thuringia","Full Time","","","","","6"
"6 on scale 1-7","2017","Thuringia","Part Time","","","","","6"
"6 on scale 1-7","2017","Thuringia","Not Working","1","","","","6"
"6 on scale 1-7","2017","Bavaria","Part Time","","","","","6"
"6 on scale 1-7","2017","Baden-Württemberg","Full Time","","","","","6"
"6 on scale 1-7","2017","Baden-Württemberg","Part Time","","","","","6"
"6 on scale 1-7","2017","Baden-Württemberg","Not Working","1","","","","6"
"6 on scale 1-7","2017","Bavaria","Full Time","","","","","6"
"7 Strongly agree","2017","Schleswig-Holstein","Full Time","","","","","7"
"7 Strongly agree","2017","Schleswig-Holstein","Part Time","","","","","7"
"7 Strongly agree","2017","Schleswig-Holstein","Not Working","8","","","","7"
"7 Strongly agree","2017","Hamburg","Full Time","","","","","7"
"7 Strongly agree","2017","Hamburg","Part Time","","","","","7"
"7 Strongly agree","2017","Hamburg","Not Working","","","","","7"
"7 Strongly agree","2017","Lower Saxony","Full Time","","","","","7"
"7 Strongly agree","2017","Lower Saxony","Part Time","","","","","7"
"7 Strongly agree","2017","Lower Saxony","Not Working","14","","","","7"
"7 Strongly agree","2017","Bremen","Full Time","","","","","7"
"7 Strongly agree","2017","Bremen","Part Time","","","","","7"
"7 Strongly agree","2017","Bremen","Not Working","2","","","","7"
"7 Strongly agree","2017","North Rhine-Westphalia","Full Time","","","","","7"
"7 Strongly agree","2017","North Rhine-Westphalia","Part Time","","","","","7"
"7 Strongly agree","2017","North Rhine-Westphalia","Not Working","21","","","","7"
"7 Strongly agree","2017","Hesse","Full Time","","","","","7"
"7 Strongly agree","2017","Hesse","Part Time","","","","","7"
"7 Strongly agree","2017","Hesse","Not Working","19","","","","7"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","7"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","7"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","Not Working","3","","","","7"
"7 Strongly agree","2017","Baden-Württemberg","Full Time","","","","","7"
"7 Strongly agree","2017","Baden-Württemberg","Part Time","","","","","7"
"7 Strongly agree","2017","Baden-Württemberg","Not Working","8","","","","7"
"7 Strongly agree","2017","Bavaria","Full Time","","","","","7"
"7 Strongly agree","2017","Bavaria","Part Time","","","","","7"
