"party","year","education","migback","n","percent","lower_confidence","upper_confidence"
"SPD","2015","lower secondary degree","indirect migration background","35","0.437961457878024","0.326418465660751","0.549504450095297"
"SPD","2015","secondary school degree","no migration background","663","0.274883200465333","0.257168604120873","0.292597796809792"
"SPD","2015","secondary school degree","direct migration background","","","",""
"SPD","2015","secondary school degree","indirect migration background","44","0.50445399798308","0.40694601415475","0.60196198181141"
"SPD","2015","college entrance qualification","no migration background","818","0.242054042281885","0.227825140885713","0.256282943678057"
"SPD","2015","college entrance qualification","direct migration background","49","0.188689903839123","0.132611575438614","0.244768232239632"
"SPD","2015","college entrance qualification","indirect migration background","69","0.27296238586466","0.213553547815807","0.332371223913512"
"SPD","2015","Other degree","no migration background","","","",""
"SPD","2015","Other degree","direct migration background","184","0.323135089693056","0.289209319051101","0.357060860335011"
"SPD","2015","Other degree","indirect migration background","","","",""
"SPD","2015","no degree/no degree yet","no migration background","","","",""
"SPD","2015","no degree/no degree yet","direct migration background","33","0.516657518014015","0.398747038311742","0.634567997716288"
"SPD","2015","no degree/no degree yet","indirect migration background","","","",""
"FDP","2015","lower secondary degree","no migration background","31","0.0147969287243114","0.00988280161103334","0.0197110558375894"
"FDP","2015","lower secondary degree","direct migration background","","","",""
"FDP","2015","lower secondary degree","indirect migration background","","","",""
"FDP","2015","secondary school degree","no migration background","51","0.020025799326295","0.0144673272408466","0.0255842714117435"
"FDP","2015","secondary school degree","direct migration background","","","",""
"FDP","2015","secondary school degree","indirect migration background","","","",""
"FDP","2015","college entrance qualification","no migration background","149","0.0362553467835031","0.0300457542677158","0.0424649392992904"
"FDP","2015","college entrance qualification","direct migration background","","","",""
"FDP","2015","college entrance qualification","indirect migration background","","","",""
"FDP","2015","Other degree","no migration background","","","",""
"FDP","2015","Other degree","direct migration background","","","",""
"FDP","2015","Other degree","indirect migration background","","","",""
"FDP","2015","no degree/no degree yet","no migration background","","","",""
"FDP","2015","no degree/no degree yet","direct migration background","","","",""
"FDP","2015","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2015","lower secondary degree","no migration background","96","0.0351099447873972","0.0276187393868471","0.0426011501879474"
"Grüne","2015","lower secondary degree","direct migration background","","","",""
"Grüne","2015","lower secondary degree","indirect migration background","","","",""
"Grüne","2015","secondary school degree","no migration background","245","0.0976446062134604","0.0858667535723293","0.109422458854591"
"Grüne","2015","secondary school degree","direct migration background","","","",""
"Grüne","2015","secondary school degree","indirect migration background","","","",""
"Grüne","2015","college entrance qualification","no migration background","894","0.247765843912138","0.233424385365636","0.262107302458641"
"Grüne","2015","college entrance qualification","direct migration background","33","0.2786024694738","0.214347444871354","0.342857494076245"
"Grüne","2015","college entrance qualification","indirect migration background","62","0.300831116849928","0.239670249001138","0.361991984698718"
"Grüne","2015","Other degree","no migration background","","","",""
"Grüne","2015","Other degree","direct migration background","71","0.114251459521513","0.0911748095859584","0.137328109457068"
"Grüne","2015","Other degree","indirect migration background","","","",""
"Grüne","2015","no degree/no degree yet","no migration background","","","",""
"Grüne","2015","no degree/no degree yet","direct migration background","","","",""
"Grüne","2015","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2015","lower secondary degree","no migration background","127","0.047935603524182","0.039240795874626","0.0566304111737381"
"PDS/Linke","2015","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2015","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2015","secondary school degree","no migration background","249","0.0910778882753739","0.0796616509489896","0.102494125601758"
"PDS/Linke","2015","secondary school degree","direct migration background","","","",""
"PDS/Linke","2015","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2015","college entrance qualification","no migration background","251","0.0649345364415175","0.0567488527269197","0.0731202201561152"
"PDS/Linke","2015","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2015","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2015","Other degree","no migration background","","","",""
"PDS/Linke","2015","Other degree","direct migration background","92","0.0700409499182235","0.0515271917179164","0.0885547081185305"
