"party","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"NPD","2016","Bavaria","in school","","","","","6"
"NPD","2016","Bavaria","inadequately","","","","","6"
"NPD","2016","Bavaria","general elemantary","2","","","","6"
"NPD","2016","Bavaria","middle vocational","6","","","","6"
"NPD","2016","Bavaria","vocational + Abi","","","","","6"
"NPD","2016","Baden-Württemberg","higher vocational","","","","","6"
"NPD","2016","Bavaria","higher vocational","","","","","6"
"NPD","2016","Bavaria","higher education","1","","","","6"
"NPD","2016","Berlin","in school","","","","","6"
"NPD","2016","Schleswig-Holstein","in school","","","","","6"
"NPD","2016","Schleswig-Holstein","inadequately","","","","","6"
"NPD","2016","Schleswig-Holstein","general elemantary","1","","","","6"
"NPD","2016","Schleswig-Holstein","middle vocational","","","","","6"
"NPD","2016","Schleswig-Holstein","vocational + Abi","","","","","6"
"NPD","2016","Schleswig-Holstein","higher vocational","","","","","6"
"NPD","2016","Schleswig-Holstein","higher education","1","","","","6"
"NPD","2016","Hamburg","in school","","","","","6"
"NPD","2016","Hamburg","inadequately","","","","","6"
"NPD","2016","Hamburg","general elemantary","","","","","6"
"NPD","2016","Hamburg","middle vocational","","","","","6"
"NPD","2016","Lower Saxony","inadequately","1","","","","6"
"NPD","2016","Lower Saxony","general elemantary","","","","","6"
"NPD","2016","Lower Saxony","middle vocational","4","","","","6"
"NPD","2016","Lower Saxony","vocational + Abi","","","","","6"
"NPD","2016","Lower Saxony","higher vocational","1","","","","6"
"NPD","2016","Lower Saxony","higher education","","","","","6"
"NPD","2016","Bremen","in school","","","","","6"
"NPD","2016","Bremen","inadequately","","","","","6"
"NPD","2016","Bremen","general elemantary","","","","","6"
"NPD","2016","Bremen","middle vocational","","","","","6"
"NPD","2016","Bremen","vocational + Abi","","","","","6"
"NPD","2016","Bremen","higher vocational","","","","","6"
"NPD","2016","Bremen","higher education","","","","","6"
"NPD","2016","North Rhine-Westphalia","in school","","","","","6"
"NPD","2016","North Rhine-Westphalia","inadequately","","","","","6"
"NPD","2016","North Rhine-Westphalia","general elemantary","3","","","","6"
"NPD","2016","Berlin","inadequately","","","","","6"
"NPD","2016","Berlin","general elemantary","","","","","6"
"NPD","2016","Berlin","middle vocational","1","","","","6"
"NPD","2016","Berlin","vocational + Abi","","","","","6"
"NPD","2016","Berlin","higher vocational","","","","","6"
"NPD","2016","Berlin","higher education","","","","","6"
"NPD","2016","Brandenburg","in school","","","","","6"
"NPD","2016","Brandenburg","inadequately","","","","","6"
"NPD","2016","Brandenburg","general elemantary","1","","","","6"
"NPD","2016","Brandenburg","middle vocational","1","","","","6"
"NPD","2016","Brandenburg","vocational + Abi","1","","","","6"
"NPD","2016","Brandenburg","higher vocational","","","","","6"
"NPD","2016","Hamburg","vocational + Abi","","","","","6"
"NPD","2016","Hamburg","higher vocational","","","","","6"
"NPD","2016","Hamburg","higher education","","","","","6"
"NPD","2016","Lower Saxony","in school","","","","","6"
"NPD","2016","Brandenburg","higher education","","","","","6"
"NPD","2016","Mecklenburg-Western Pomerania","in school","","","","","6"
"NPD","2016","Mecklenburg-Western Pomerania","inadequately","1","","","","6"
"NPD","2016","Mecklenburg-Western Pomerania","general elemantary","","","","","6"
"NPD","2016","Mecklenburg-Western Pomerania","middle vocational","4","","","","6"
"NPD","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","","","6"
"NPD","2016","Mecklenburg-Western Pomerania","higher vocational","","","","","6"
"NPD","2016","Mecklenburg-Western Pomerania","higher education","","","","","6"
"NPD","2016","Saxony","in school","","","","","6"
"NPD","2016","Saxony","inadequately","","","","","6"
"NPD","2016","Saxony","general elemantary","","","","","6"
"NPD","2016","Saxony","middle vocational","11","","","","6"
"NPD","2016","Saxony","vocational + Abi","","","","","6"
"NPD","2016","Saxony","higher vocational","1","","","","6"
"NPD","2016","Saxony","higher education","","","","","6"
"NPD","2016","Saxony-Anhalt","in school","","","","","6"
"NPD","2016","Saxony-Anhalt","inadequately","","","","","6"
"NPD","2016","Saxony-Anhalt","general elemantary","1","","","","6"
"NPD","2016","Thuringia","vocational + Abi","","","","","6"
"NPD","2016","Thuringia","higher vocational","","","","","6"
"NPD","2016","Thuringia","higher education","","","","","6"
"NPD","2016","Saxony-Anhalt","middle vocational","4","","","","6"
"NPD","2016","Saxony-Anhalt","vocational + Abi","","","","","6"
"NPD","2016","Saxony-Anhalt","higher vocational","","","","","6"
"NPD","2016","Saxony-Anhalt","higher education","","","","","6"
"NPD","2016","Thuringia","in school","","","","","6"
"NPD","2016","Thuringia","inadequately","","","","","6"
"NPD","2016","Thuringia","general elemantary","1","","","","6"
"NPD","2016","Thuringia","middle vocational","5","","","","6"
"Other","2016","Schleswig-Holstein","in school","","","","","8"
"Other","2016","Schleswig-Holstein","inadequately","","","","","8"
"Other","2016","Schleswig-Holstein","general elemantary","","","","","8"
"Other","2016","Schleswig-Holstein","middle vocational","2","","","","8"
"Other","2016","Schleswig-Holstein","vocational + Abi","","","","","8"
"Other","2016","Schleswig-Holstein","higher vocational","","","","","8"
"Other","2016","Schleswig-Holstein","higher education","1","","","","8"
"Other","2016","Hamburg","in school","","","","","8"
"Other","2016","Hamburg","inadequately","","","","","8"
"Other","2016","Hamburg","general elemantary","","","","","8"
"Other","2016","Hamburg","middle vocational","1","","","","8"
"Other","2016","Hamburg","vocational + Abi","","","","","8"
"Other","2016","Hamburg","higher vocational","","","","","8"
"Other","2016","Hamburg","higher education","","","","","8"
"Other","2016","Lower Saxony","in school","","","","","8"
"Other","2016","Lower Saxony","inadequately","","","","","8"
"Other","2016","Lower Saxony","general elemantary","1","","","","8"
"Other","2016","Lower Saxony","middle vocational","","","","","8"
"Other","2016","Lower Saxony","vocational + Abi","2","","","","8"
"Other","2016","Lower Saxony","higher vocational","","","","","8"
"Other","2016","Lower Saxony","higher education","","","","","8"
"Other","2016","Bremen","in school","","","","","8"
"Other","2016","Bremen","inadequately","","","","","8"
"Other","2016","Bremen","general elemantary","1","","","","8"
"Other","2016","Bremen","middle vocational","","","","","8"
"Other","2016","Bremen","vocational + Abi","","","","","8"
"Other","2016","Bremen","higher vocational","","","","","8"
"Other","2016","Bremen","higher education","","","","","8"
"Other","2016","North Rhine-Westphalia","in school","","","","","8"
"Other","2016","North Rhine-Westphalia","inadequately","2","","","","8"
"Other","2016","North Rhine-Westphalia","general elemantary","1","","","","8"
"Other","2016","North Rhine-Westphalia","middle vocational","4","","","","8"
"Other","2016","North Rhine-Westphalia","vocational + Abi","2","","","","8"
"Other","2016","North Rhine-Westphalia","higher vocational","","","","","8"
"Other","2016","North Rhine-Westphalia","higher education","3","","","","8"
"Other","2016","Hesse","in school","","","","","8"
"Other","2016","Hesse","inadequately","","","","","8"
"Other","2016","Hesse","general elemantary","","","","","8"
"Other","2016","Hesse","middle vocational","3","","","","8"
"Other","2016","Hesse","vocational + Abi","","","","","8"
"Other","2016","Hesse","higher vocational","","","","","8"
"Other","2016","Hesse","higher education","2","","","","8"
"Other","2016","Rhineland-Palatinate,Saarland","in school","","","","","8"
"Other","2016","Rhineland-Palatinate,Saarland","inadequately","","","","","8"
"Other","2016","Rhineland-Palatinate,Saarland","general elemantary","","","","","8"
"Other","2016","Rhineland-Palatinate,Saarland","middle vocational","6","","","","8"
"Other","2016","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","8"
"Other","2016","Rhineland-Palatinate,Saarland","higher vocational","","","","","8"
"Other","2016","Rhineland-Palatinate,Saarland","higher education","2","","","","8"
"Other","2016","Baden-Württemberg","in school","","","","","8"
"Other","2016","Baden-Württemberg","inadequately","","","","","8"
"Other","2016","Baden-Württemberg","general elemantary","","","","","8"
"Other","2016","Baden-Württemberg","middle vocational","6","","","","8"
"Other","2016","Baden-Württemberg","vocational + Abi","","","","","8"
"Other","2016","Baden-Württemberg","higher vocational","2","","","","8"
"Other","2016","Baden-Württemberg","higher education","2","","","","8"
"Other","2016","Bavaria","in school","1","","","","8"
"Other","2016","Bavaria","inadequately","","","","","8"
"Other","2016","Bavaria","general elemantary","2","","","","8"
"Other","2016","Bavaria","middle vocational","12","","","","8"
"Other","2016","Bavaria","vocational + Abi","1","","","","8"
"Other","2016","Bavaria","higher vocational","1","","","","8"
"Other","2016","Bavaria","higher education","11","","","","8"
"Other","2016","Berlin","in school","1","","","","8"
"Other","2016","Berlin","inadequately","","","","","8"
"Other","2016","Berlin","general elemantary","2","","","","8"
"Other","2016","Berlin","middle vocational","4","","","","8"
"Other","2016","Berlin","vocational + Abi","","","","","8"
"Other","2016","Berlin","higher vocational","","","","","8"
"Other","2016","Berlin","higher education","","","","","8"
"Other","2016","Brandenburg","in school","","","","","8"
"Other","2016","Brandenburg","inadequately","","","","","8"
"Other","2016","Brandenburg","general elemantary","","","","","8"
"Other","2016","Brandenburg","middle vocational","1","","","","8"
"Other","2016","Brandenburg","vocational + Abi","","","","","8"
"Other","2016","Brandenburg","higher vocational","","","","","8"
"Other","2016","Brandenburg","higher education","","","","","8"
"Other","2016","Mecklenburg-Western Pomerania","in school","","","","","8"
"Other","2016","Mecklenburg-Western Pomerania","inadequately","","","","","8"
"Other","2016","Mecklenburg-Western Pomerania","general elemantary","","","","","8"
"Other","2016","Mecklenburg-Western Pomerania","middle vocational","2","","","","8"
"Other","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","","","8"
"Other","2016","Mecklenburg-Western Pomerania","higher vocational","","","","","8"
"Other","2016","Mecklenburg-Western Pomerania","higher education","","","","","8"
"Other","2016","Saxony","in school","","","","","8"
"Other","2016","Saxony","inadequately","","","","","8"
"Other","2016","Saxony","general elemantary","","","","","8"
"Other","2016","Saxony","middle vocational","1","","","","8"
"Other","2016","Saxony","vocational + Abi","","","","","8"
"Other","2016","Saxony","higher vocational","1","","","","8"
"Other","2016","Saxony","higher education","4","","","","8"
"Other","2016","Saxony-Anhalt","in school","","","","","8"
"Other","2016","Saxony-Anhalt","inadequately","","","","","8"
"Other","2016","Saxony-Anhalt","general elemantary","","","","","8"
"Other","2016","Saxony-Anhalt","middle vocational","1","","","","8"
"Other","2016","Saxony-Anhalt","vocational + Abi","","","","","8"
"Other","2016","Saxony-Anhalt","higher vocational","","","","","8"
"Other","2016","Saxony-Anhalt","higher education","1","","","","8"
"Other","2016","Thuringia","in school","","","","","8"
"Other","2016","Thuringia","inadequately","","","","","8"
"Other","2016","Thuringia","general elemantary","2","","","","8"
"Other","2016","Thuringia","middle vocational","5","","","","8"
"Other","2016","Thuringia","vocational + Abi","","","","","8"
"Other","2016","Thuringia","higher vocational","1","","","","8"
"Other","2016","Thuringia","higher education","","","","","8"
"PDS/Linke","2016","North Rhine-Westphalia","general elemantary","3","","","","5"
"PDS/Linke","2016","North Rhine-Westphalia","middle vocational","21","","","","5"
"PDS/Linke","2016","North Rhine-Westphalia","vocational + Abi","13","","","","5"
"PDS/Linke","2016","North Rhine-Westphalia","higher vocational","2","","","","5"
"PDS/Linke","2016","North Rhine-Westphalia","higher education","26","","","","5"
"PDS/Linke","2016","Hesse","in school","","","","","5"
"PDS/Linke","2016","Hesse","inadequately","","","","","5"
"PDS/Linke","2016","Hesse","general elemantary","2","","","","5"
"PDS/Linke","2016","Hesse","higher education","7","","","","5"
"PDS/Linke","2016","Rhineland-Palatinate,Saarland","in school","1","","","","5"
"PDS/Linke","2016","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"PDS/Linke","2016","Rhineland-Palatinate,Saarland","general elemantary","3","","","","5"
"PDS/Linke","2016","Rhineland-Palatinate,Saarland","middle vocational","14","","","","5"
"PDS/Linke","2016","Rhineland-Palatinate,Saarland","vocational + Abi","6","","","","5"
"PDS/Linke","2016","Rhineland-Palatinate,Saarland","higher vocational","1","","","","5"
"PDS/Linke","2016","Baden-Württemberg","inadequately","","","","","5"
"PDS/Linke","2016","Baden-Württemberg","general elemantary","7","","","","5"
"PDS/Linke","2016","Baden-Württemberg","middle vocational","8","","","","5"
"PDS/Linke","2016","Baden-Württemberg","vocational + Abi","4","","","","5"
"PDS/Linke","2016","Baden-Württemberg","higher vocational","3","","","","5"
"PDS/Linke","2016","Baden-Württemberg","higher education","10","","","","5"
"PDS/Linke","2016","Bavaria","in school","1","","","","5"
"PDS/Linke","2016","Bavaria","higher education","14","","","","5"
"PDS/Linke","2016","Berlin","in school","","","","","5"
"PDS/Linke","2016","Berlin","inadequately","","","","","5"
"PDS/Linke","2016","Berlin","general elemantary","1","","","","5"
"PDS/Linke","2016","Berlin","middle vocational","28","","","","5"
"PDS/Linke","2016","Mecklenburg-Western Pomerania","higher vocational","1","","","","5"
"PDS/Linke","2016","Mecklenburg-Western Pomerania","higher education","18","","","","5"
"PDS/Linke","2016","Hesse","middle vocational","10","","","","5"
"PDS/Linke","2016","Hesse","vocational + Abi","8","","","","5"
"PDS/Linke","2016","Hesse","higher vocational","2","","","","5"
"PDS/Linke","2016","Rhineland-Palatinate,Saarland","higher education","2","","","","5"
"PDS/Linke","2016","Baden-Württemberg","in school","","","","","5"
"PDS/Linke","2016","Berlin","vocational + Abi","4","","","","5"
"PDS/Linke","2016","Berlin","higher vocational","3","","","","5"
"PDS/Linke","2016","Berlin","higher education","36","0.177419111125062","0.125872944825794","0.228965277424331","5"
"PDS/Linke","2016","Brandenburg","in school","","","","","5"
"PDS/Linke","2016","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"PDS/Linke","2016","Mecklenburg-Western Pomerania","general elemantary","1","","","","5"
"PDS/Linke","2016","Mecklenburg-Western Pomerania","middle vocational","14","","","","5"
"PDS/Linke","2016","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","5"
"PDS/Linke","2016","Bavaria","inadequately","","","","","5"
"PDS/Linke","2016","Bavaria","general elemantary","6","","","","5"
