"party","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"AfD","2019","direct migration background","higher vocational","3","","","","7"
"AfD","2019","direct migration background","higher education","22","","","","7"
"AfD","2019","indirect migration background","in school","","","","","7"
"AfD","2019","indirect migration background","vocational + Abi","","","","","7"
"AfD","2019","indirect migration background","higher education","7","","","","7"
"AfD","2019","indirect migration background","middle vocational","19","","","","7"
"AfD","2019","indirect migration background","higher vocational","3","","","","7"
"AfD","2019","no migration background","general elemantary","64","0.140971671129065","0.111593593402118","0.170349748856012","7"
"AfD","2019","no migration background","middle vocational","373","0.0999416493253918","0.0905008497144028","0.109382448936381","7"
"CDU/CSU","2019","no migration background","inadequately","4","","","","1"
"CDU/CSU","2019","no migration background","middle vocational","1403","0.366362479429104","0.351196302148746","0.381528656709463","1"
"CDU/CSU","2019","no migration background","higher vocational","357","0.373281409484581","0.339951947774408","0.406610871194754","1"
"CDU/CSU","2019","no migration background","vocational + Abi","224","0.26447048871766","0.233358476482564","0.295582500952755","1"
"CDU/CSU","2019","no migration background","higher education","1061","0.288867143138488","0.273793433508524","0.303940852768452","1"
"CDU/CSU","2019","direct migration background","in school","2","","","","1"
"CDU/CSU","2019","direct migration background","inadequately","17","","","","1"
"CDU/CSU","2019","no migration background","in school","14","","","","1"
"CDU/CSU","2019","no migration background","general elemantary","174","0.363096931046342","0.32249920876842","0.403694653324264","1"
"CDU/CSU","2019","direct migration background","middle vocational","112","0.316245719211819","0.262447301879336","0.370044136544302","1"
"CDU/CSU","2019","direct migration background","general elemantary","44","0.391097718240262","0.299903314045245","0.48229212243528","1"
"CDU/CSU","2019","direct migration background","vocational + Abi","49","0.33956963462893","0.259685755292956","0.419453513964903","1"
"CDU/CSU","2019","indirect migration background","in school","3","","","","1"
"CDU/CSU","2019","indirect migration background","inadequately","2","","","","1"
"CDU/CSU","2019","indirect migration background","general elemantary","9","","","","1"
"CDU/CSU","2019","indirect migration background","middle vocational","45","0.197291657858176","0.142682402247023","0.251900913469328","1"
"CDU/CSU","2019","indirect migration background","higher vocational","14","","","","1"
"CDU/CSU","2019","indirect migration background","higher education","53","0.200304882825623","0.144837064627783","0.255772701023463","1"
"CDU/CSU","2019","direct migration background","higher education","126","0.316134824895934","0.268757706412368","0.363511943379501","1"
"CDU/CSU","2019","direct migration background","higher vocational","15","","","","1"
"CDU/CSU","2019","indirect migration background","vocational + Abi","11","","","","1"
"FDP","2019","no migration background","in school","12","","","","3"
"FDP","2019","no migration background","inadequately","","","","","3"
"FDP","2019","no migration background","general elemantary","14","","","","3"
"FDP","2019","no migration background","middle vocational","189","0.0451448884971368","0.0386094727304953","0.0516803042637782","3"
"FDP","2019","no migration background","vocational + Abi","51","0.0494868085731558","0.0341878017428379","0.0647858154034737","3"
"FDP","2019","direct migration background","higher vocational","1","","","","3"
"FDP","2019","direct migration background","higher education","19","","","","3"
"FDP","2019","indirect migration background","in school","2","","","","3"
"FDP","2019","indirect migration background","general elemantary","","","","","3"
"FDP","2019","indirect migration background","vocational + Abi","2","","","","3"
"FDP","2019","no migration background","higher vocational","47","0.048642823232335","0.0338191778753579","0.0634664685893121","3"
"FDP","2019","no migration background","higher education","289","0.0738680520445588","0.0651692298158735","0.0825668742732441","3"
"FDP","2019","direct migration background","in school","2","","","","3"
"FDP","2019","direct migration background","inadequately","","","","","3"
"FDP","2019","direct migration background","general elemantary","3","","","","3"
"FDP","2019","direct migration background","middle vocational","11","","","","3"
"FDP","2019","direct migration background","vocational + Abi","3","","","","3"
"FDP","2019","indirect migration background","inadequately","","","","","3"
"FDP","2019","indirect migration background","middle vocational","10","","","","3"
"FDP","2019","indirect migration background","higher vocational","4","","","","3"
"FDP","2019","indirect migration background","higher education","14","","","","3"
"NPD Combination","2019","no migration background","vocational + Abi","","","","","6"
"NPD Combination","2019","no migration background","higher vocational","","","","","6"
"NPD Combination","2019","no migration background","in school","","","","","6"
"NPD Combination","2019","no migration background","inadequately","1","","","","6"
"NPD Combination","2019","no migration background","general elemantary","4","","","","6"
"NPD Combination","2019","no migration background","middle vocational","22","","","","6"
"NPD Combination","2019","no migration background","higher education","","","","","6"
"NPD Combination","2019","direct migration background","in school","","","","","6"
"NPD Combination","2019","direct migration background","inadequately","","","","","6"
"NPD Combination","2019","indirect migration background","in school","","","","","6"
"NPD Combination","2019","direct migration background","higher vocational","","","","","6"
"NPD Combination","2019","direct migration background","higher education","","","","","6"
"NPD Combination","2019","indirect migration background","middle vocational","1","","","","6"
"NPD Combination","2019","indirect migration background","vocational + Abi","","","","","6"
"NPD Combination","2019","indirect migration background","higher education","","","","","6"
"NPD Combination","2019","direct migration background","general elemantary","","","","","6"
"NPD Combination","2019","indirect migration background","inadequately","","","","","6"
"NPD Combination","2019","direct migration background","vocational + Abi","","","","","6"
